280,20.438,14.812,3.675,21.188,268.701,823.419,379.969,62.639,650.240,7456.095,12962.379,4988.077,220.599,6.022,3.732,3.163,2.231,1.754,1.597,1.440,1.416,1.265,1.280,1.554,1.301,1.774,2.588,2.239,1.570,1.103,1.125,1.292,1.396,1.114,0.989,1.153,1.057,1.100,1.158,1.008,1.038,1.032,0.992,0.999,1.078,1.011,0.831,0.793,0.844,0.821,0.732,0.702,0.835,0.865,2.529,
285,38.550,19.206,8.732,7.922,39.476,447.701,845.949,290.572,64.210,801.609,7801.641,14330.854,5345.946,297.721,5.988,4.696,3.273,2.508,1.887,1.262,1.599,1.491,1.041,1.283,1.370,1.666,2.604,2.499,1.553,0.989,1.218,1.209,1.404,1.293,1.229,1.155,1.208,1.017,1.254,1.214,1.287,1.188,1.248,1.161,1.124,1.428,1.096,1.046,0.878,0.885,0.800,0.700,0.676,0.658,0.855,
290,80.071,31.272,16.100,13.140,14.543,82.668,621.470,773.973,252.327,84.266,731.363,8527.090,16610.795,6687.690,273.242,5.767,4.145,2.931,2.904,1.760,1.810,1.424,1.415,1.400,1.620,1.748,2.597,2.391,1.464,1.143,1.286,1.317,1.691,1.635,1.536,1.513,1.396,1.346,1.494,1.321,1.477,1.312,1.475,1.460,1.420,1.545,1.464,1.204,1.136,0.941,0.858,0.865,0.765,0.714,0.749,
295,114.420,55.342,29.314,19.532,22.149,34.478,165.867,712.171,730.076,196.050,109.182,828.769,10156.862,17598.035,6055.769,273.042,5.847,3.900,3.107,2.246,2.082,1.574,1.625,1.440,1.641,2.054,2.325,2.340,1.414,1.188,1.265,1.343,1.776,2.128,1.919,1.489,1.518,1.471,1.496,1.474,1.621,1.634,1.693,1.819,1.906,1.994,1.809,1.463,1.256,1.119,1.087,0.937,0.923,0.899,0.830,
300,150.087,73.209,39.332,27.428,28.736,46.749,69.491,245.485,809.671,608.521,193.613,113.774,933.962,9489.047,17193.441,6086.164,289.588,6.238,4.499,3.071,2.873,1.962,1.516,1.598,1.685,1.992,2.379,2.378,1.428,1.302,1.410,1.450,1.908,2.172,1.927,1.702,1.779,1.663,1.594,1.886,1.683,1.728,2.059,1.941,2.037,2.067,1.960,1.675,1.423,1.424,1.195,1.048,1.015,1.028,1.191,
305,183.634,101.090,57.340,41.259,42.564,61.459,80.407,112.578,348.624,840.348,561.987,170.309,99.094,664.099,9283.384,17057.662,6720.246,289.886,5.958,4.218,3.134,2.633,1.813,1.405,1.513,2.321,2.688,2.208,1.588,1.304,1.209,1.635,2.009,2.123,2.091,1.893,1.771,1.831,1.836,1.756,1.803,1.907,2.097,2.243,2.353,2.380,2.352,2.018,1.755,1.488,1.284,1.331,1.091,1.236,1.455,
310,218.180,120.488,74.541,56.592,58.932,84.013,101.145,124.398,172.074,485.915,867.166,454.154,136.980,84.936,778.107,9274.914,17210.471,6017.825,285.870,6.069,3.954,2.728,2.513,2.157,2.017,2.587,2.807,2.298,1.352,1.103,1.412,1.674,1.735,2.133,2.145,2.108,2.008,1.885,1.909,1.964,2.007,2.033,2.243,2.200,2.575,2.561,2.556,2.275,1.742,1.694,1.504,1.447,1.366,1.398,1.510,
315,235.058,137.598,90.767,72.002,75.672,105.119,124.298,143.616,178.717,234.933,580.444,848.147,351.235,110.112,63.760,699.308,8996.140,16752.980,6180.163,286.747,5.903,3.626,2.711,2.512,2.544,2.651,2.973,2.169,1.480,1.139,1.375,1.781,1.906,2.049,2.108,2.094,2.091,1.977,1.913,2.004,1.910,1.998,2.428,2.668,2.575,2.827,2.891,2.333,1.907,2.006,1.810,1.686,1.675,1.769,1.909,
320,273.821,159.769,110.397,89.174,95.297,128.233,151.917,170.240,202.406,228.507,293.725,679.300,774.840,269.673,76.083,49.347,581.986,8914.031,16668.346,6721.911,287.228,5.495,3.558,3.161,2.615,2.932,2.985,2.280,1.747,1.504,1.406,1.625,2.013,2.095,2.118,2.311,2.054,2.176,2.138,2.229,2.387,2.532,2.737,2.969,3.253,3.497,3.415,2.740,2.304,2.030,2.026,1.850,1.955,2.069,2.220,
325,324.426,188.865,122.805,110.824,115.352,156.760,177.145,196.878,227.655,252.459,264.611,345.273,771.239,646.221,155.794,53.809,42.126,747.099,8917.311,17055.871,5843.954,238.658,5.241,3.443,2.669,3.050,3.093,2.606,1.668,1.495,1.393,1.549,2.004,2.059,2.010,2.152,2.070,2.192,2.256,2.644,2.533,2.789,3.025,3.587,3.752,4.266,3.958,3.226,2.516,2.321,2.278,2.209,2.265,2.340,2.668,
330,348.629,213.928,149.443,126.943,130.172,169.346,193.420,211.088,243.348,265.809,277.319,267.218,389.799,735.175,479.012,103.695,48.238,39.375,597.753,8661.742,16301.013,5789.221,248.841,4.900,3.485,3.344,3.576,2.690,1.961,1.561,1.634,1.682,1.719,1.940,2.006,2.068,2.058,2.198,2.221,2.389,2.469,2.771,3.053,3.711,4.048,4.507,4.231,3.601,2.860,2.584,2.519,2.525,2.376,2.330,2.715,
335,372.603,238.049,166.198,135.542,141.221,189.748,208.125,221.332,251.480,280.494,288.540,271.045,253.831,385.980,681.914,347.714,78.307,44.480,40.553,579.023,8532.090,15636.915,5862.617,253.962,5.168,4.054,3.793,3.063,2.011,1.782,1.768,1.543,2.092,1.830,2.152,2.273,1.919,2.267,2.410,2.277,2.717,2.808,3.481,3.909,4.222,4.689,4.566,3.670,3.116,2.879,2.628,2.486,2.612,2.500,2.961,
340,378.071,251.785,183.258,149.589,148.304,201.916,222.624,236.957,262.502,285.087,292.556,278.407,250.882,213.019,422.016,606.497,244.301,60.615,46.347,42.615,692.163,8576.189,15681.796,5554.450,211.924,5.102,4.323,3.736,2.305,2.108,1.649,1.816,2.171,2.256,1.931,2.218,2.094,2.292,2.514,2.447,2.642,3.000,3.373,3.936,4.369,4.795,4.721,3.857,3.090,3.233,3.191,2.781,2.772,2.916,3.122,
345,386.651,271.782,195.007,163.526,159.862,211.319,228.047,241.662,259.489,283.205,290.272,282.420,261.682,204.712,188.734,445.341,534.875,172.187,61.481,52.379,44.532,572.943,8314.147,15982.750,5725.249,221.598,5.465,3.427,2.705,2.108,1.939,1.949,2.268,2.200,2.081,1.815,2.254,2.283,2.590,2.304,2.579,2.946,3.276,3.865,4.156,4.713,4.562,3.791,3.279,3.359,3.234,2.898,2.953,3.099,3.429,
350,379.037,272.976,208.269,175.777,178.728,223.320,245.757,248.227,267.739,282.030,295.196,287.032,267.425,218.188,168.770,205.521,490.897,434.249,137.154,68.426,57.140,47.509,639.646,8643.146,15278.065,5150.356,199.004,5.123,3.275,2.459,2.260,2.454,2.581,2.214,2.043,2.110,2.042,2.096,2.463,2.345,2.628,2.953,3.312,3.674,3.938,4.504,4.327,3.700,3.314,3.370,3.180,3.114,3.154,3.020,3.449,
355,385.177,290.053,229.918,201.689,191.721,244.797,263.644,264.749,274.989,287.385,299.566,292.243,278.641,233.701,187.787,163.048,249.023,519.043,357.196,118.696,75.802,63.185,51.463,723.227,8545.240,14854.845,4872.905,188.742,4.744,3.170,2.653,2.763,3.128,2.436,2.415,2.014,2.166,2.146,2.399,2.302,2.644,2.786,3.219,3.811,4.017,4.505,4.554,3.769,3.424,3.639,3.506,3.471,3.411,3.451,3.811,
360,387.694,311.589,249.607,224.042,220.248,271.117,289.214,286.816,291.008,294.678,303.536,304.863,293.632,258.232,217.796,188.343,180.960,308.029,517.890,307.808,116.760,85.244,69.408,54.813,565.258,8145.889,15016.580,5451.585,195.095,4.636,3.282,3.627,3.067,2.765,2.322,2.325,2.327,2.266,2.429,2.299,2.791,3.007,3.158,3.595,3.809,4.408,4.227,3.801,3.466,3.779,3.845,3.723,4.099,4.014,4.302,
365,400.861,338.168,292.705,258.722,249.179,306.460,320.358,306.477,306.242,306.200,313.765,318.314,317.460,282.199,249.267,225.396,208.323,208.174,373.080,501.371,249.581,118.535,93.352,73.554,56.894,638.378,8327.310,14766.981,4871.733,193.907,4.780,3.945,3.486,2.822,2.550,2.500,2.343,2.075,2.537,2.593,2.735,2.840,3.162,3.560,3.731,4.050,4.108,3.860,3.744,4.101,4.188,4.414,4.327,4.565,4.964,
370,443.921,376.252,325.973,300.129,294.141,357.858,359.187,340.648,335.808,330.722,340.591,335.937,342.748,315.750,290.367,268.706,252.358,230.798,247.554,431.785,466.625,217.787,127.413,100.710,78.334,57.371,632.989,7911.922,14359.514,5018.969,221.925,5.171,4.000,3.274,3.228,2.714,2.547,2.561,2.421,2.710,2.795,2.959,3.192,3.626,3.919,4.327,4.428,4.151,4.049,4.550,4.836,4.746,5.037,5.066,5.489,
375,465.803,421.594,375.770,353.772,345.158,415.895,416.599,387.407,381.834,357.388,366.986,370.249,376.399,361.600,335.375,317.849,303.520,278.963,264.923,296.745,483.626,422.891,203.019,135.811,107.558,80.801,60.045,508.994,7647.979,14309.482,5587.443,230.957,5.695,3.797,3.466,3.057,2.954,3.039,2.906,2.907,2.842,3.236,3.553,3.792,4.104,4.413,4.856,4.447,4.341,4.934,5.330,5.542,5.790,5.832,6.586,
380,533.055,456.734,441.339,404.722,395.345,478.527,470.991,433.751,417.711,399.795,393.102,406.274,414.123,396.489,381.983,366.882,354.971,330.855,314.448,297.149,353.491,503.116,369.123,191.346,141.448,109.922,80.431,58.491,571.715,7542.208,14171.781,5342.832,253.589,5.533,4.045,3.751,3.336,3.410,3.198,3.097,3.161,3.457,3.750,4.166,4.137,4.841,5.071,4.806,4.816,5.510,5.864,6.269,6.560,6.690,7.190,
385,581.242,523.699,480.906,456.501,440.659,536.892,521.178,485.284,462.874,429.875,425.282,436.939,449.389,441.637,427.727,417.596,405.064,382.933,361.467,339.657,323.557,397.081,499.010,323.950,185.795,140.464,106.892,77.382,55.808,512.939,7064.053,14581.876,5704.443,246.508,5.625,4.359,3.616,3.535,3.447,3.556,3.638,3.794,4.097,4.389,4.607,5.268,5.311,5.270,5.127,6.098,6.748,6.821,7.231,7.543,8.161,
390,629.382,569.453,520.765,511.323,488.742,585.900,571.910,520.336,491.263,461.413,459.378,467.253,481.998,472.836,464.923,457.761,449.965,433.833,411.163,388.720,360.039,340.517,433.926,469.598,283.695,176.560,136.789,101.977,72.409,52.235,402.058,7236.051,14716.737,5679.702,236.213,5.599,4.401,4.019,3.909,4.278,4.209,4.126,4.422,4.512,5.007,5.415,5.668,5.279,5.483,6.466,7.383,7.646,7.671,8.032,8.826,
395,676.009,595.341,561.543,547.420,525.843,637.057,620.950,563.089,517.948,490.146,484.022,493.889,506.759,501.473,498.976,495.266,490.646,474.549,451.549,426.964,397.422,365.921,358.911,453.282,422.020,243.218,164.726,124.655,91.892,66.119,47.736,520.757,7330.712,14239.155,5017.752,215.318,5.704,4.675,4.365,4.246,4.402,4.660,4.550,5.161,5.246,5.769,5.966,5.982,5.907,7.016,7.733,8.059,8.554,8.671,9.754,
400,733.005,642.476,608.859,593.833,572.224,691.840,674.053,598.587,570.880,527.601,514.657,525.629,541.444,540.689,538.624,540.296,540.615,522.466,504.126,476.615,447.219,411.193,377.271,380.346,459.480,370.993,216.626,154.894,115.948,85.234,62.269,45.738,415.472,6911.051,13434.162,5028.091,219.904,6.165,5.142,4.969,4.830,4.963,5.135,5.383,5.669,6.372,6.329,6.327,6.473,7.681,8.454,8.844,9.310,9.562,10.625,
405,823.347,715.640,675.909,665.084,639.502,769.769,741.742,672.625,630.075,575.526,563.801,577.203,589.825,593.290,591.167,596.174,598.165,582.113,566.411,542.276,504.190,467.025,427.450,386.957,402.301,453.832,325.381,198.336,145.689,110.780,82.859,59.556,45.487,386.192,6438.002,12652.686,4674.084,239.305,6.904,5.857,5.433,5.387,5.709,6.014,6.323,6.987,7.019,6.848,6.985,8.080,9.387,9.492,10.291,10.445,11.723,
410,912.849,813.412,755.573,733.867,707.211,848.734,835.704,752.227,694.565,629.870,618.803,626.088,645.824,643.911,647.420,657.144,659.154,646.909,629.743,602.837,567.095,528.341,481.771,437.854,398.177,427.899,431.951,284.777,182.442,137.955,106.667,78.987,58.239,42.346,431.241,6334.566,11653.577,4436.848,200.267,7.229,6.280,6.209,6.344,6.753,6.635,7.324,7.771,7.644,7.628,9.270,10.146,10.585,11.174,11.394,13.078,
415,947.433,857.532,827.795,795.589,776.736,941.500,914.669,823.580,772.714,695.751,673.219,665.441,690.726,692.277,696.682,704.767,711.301,704.343,686.099,660.627,628.824,585.214,536.847,491.317,440.183,396.901,428.919,393.855,248.989,172.426,132.314,101.378,77.463,55.915,41.841,355.601,5483.754,11068.113,4412.905,206.575,7.946,6.972,6.614,7.086,7.436,8.144,8.431,8.007,8.196,9.903,11.039,11.332,12.164,12.634,14.011,
420,1007.143,914.643,865.760,845.167,823.963,997.118,979.734,881.065,819.573,737.547,705.794,709.174,718.522,723.106,727.905,740.739,751.190,742.021,725.966,703.475,668.286,630.455,579.833,530.113,479.482,416.623,388.627,417.351,344.775,218.032,160.226,123.635,95.745,71.219,52.332,40.698,316.362,5194.279,10691.853,4085.610,198.322,8.712,7.548,7.927,7.644,8.387,9.055,8.421,8.618,10.292,11.615,12.016,12.590,13.411,15.181,
425,1034.878,957.671,907.830,867.814,866.348,1028.709,1027.021,919.201,850.009,769.483,739.839,733.405,746.544,742.599,745.872,758.591,771.023,762.179,754.001,735.544,701.174,659.201,613.482,562.870,509.446,450.134,392.330,374.636,393.659,298.198,193.542,146.056,112.874,87.581,65.711,50.218,39.535,328.524,4916.000,10049.918,3803.934,171.413,9.073,8.500,7.907,8.741,9.495,8.743,8.827,10.623,11.952,12.576,13.376,13.765,15.539,
430,1063.996,976.960,927.979,887.790,884.741,1070.954,1071.359,960.132,895.633,795.012,762.276,748.361,757.414,757.520,759.609,772.712,790.108,783.258,771.513,756.603,728.815,689.759,641.771,592.058,537.736,475.930,416.635,365.002,364.379,362.185,257.934,172.244,135.225,104.160,81.599,63.104,48.488,40.241,240.656,4594.027,9569.214,3771.338,177.265,9.953,8.741,9.040,9.553,8.959,9.086,11.274,12.345,12.532,13.875,14.137,16.080,
435,1083.979,976.932,958.183,909.766,908.211,1114.324,1103.232,995.245,919.394,825.192,781.048,767.790,770.578,768.438,768.737,781.048,794.337,790.987,781.371,771.067,745.236,707.830,663.741,614.630,559.739,498.007,440.119,383.566,340.006,350.137,327.137,220.870,156.508,119.928,96.114,78.878,61.780,48.614,39.417,251.740,4270.094,9050.729,3657.368,186.810,9.948,10.000,9.736,9.335,9.241,11.198,12.601,13.099,14.063,14.339,16.365,
440,1098.714,989.187,943.061,928.904,918.897,1124.695,1128.865,1018.987,949.583,845.976,799.380,781.737,777.921,777.718,776.191,782.654,801.748,793.359,790.108,778.297,758.476,717.977,679.140,631.167,578.721,521.071,460.459,401.252,353.362,320.625,334.460,285.767,190.328,139.089,109.897,91.469,75.903,61.066,48.085,39.331,247.714,4183.346,8749.049,3370.597,153.964,10.911,10.417,9.695,9.490,11.566,12.905,13.310,14.002,14.612,16.366,
445,1085.787,994.557,941.744,920.841,928.695,1134.502,1142.517,1030.965,966.288,860.514,812.999,796.967,791.587,779.646,770.876,778.516,792.217,787.580,780.639,777.391,754.700,727.445,691.125,642.778,589.360,531.338,475.644,420.688,366.886,321.821,301.561,314.241,248.853,165.151,126.444,105.820,88.556,75.601,60.152,48.259,40.488,196.843,3694.436,8272.424,3238.052,179.026,11.390,10.039,10.007,11.614,12.634,13.411,14.371,14.967,16.813,
450,1446.045,977.800,935.926,932.979,921.761,1141.474,1150.024,1041.536,972.337,863.452,818.923,800.773,791.652,771.642,773.797,766.882,780.410,776.267,772.044,766.895,749.978,722.505,687.569,643.146,596.463,537.873,480.684,432.862,380.186,333.569,293.746,286.239,286.559,209.657,144.818,118.468,100.909,87.112,74.460,58.888,47.691,39.820,188.010,3546.402,7822.875,3437.833,161.527,11.291,10.217,11.805,13.112,13.072,14.250,14.658,16.974,
455,2450.877,986.225,910.432,914.367,920.791,1133.803,1141.078,1040.994,971.137,865.051,816.615,795.426,786.146,765.685,755.157,747.521,759.669,753.568,750.530,741.839,730.136,705.697,675.450,634.788,589.198,537.155,483.821,435.465,386.611,344.041,299.860,266.825,270.690,249.955,176.216,131.928,112.565,97.320,85.311,71.230,57.957,46.780,39.392,210.704,3469.298,7651.856,2862.437,135.275,11.256,12.264,12.874,13.266,14.446,14.775,16.549,
460,3657.985,1334.329,882.569,884.781,890.726,1100.579,1112.125,1023.631,958.722,853.489,809.429,783.313,777.934,749.912,736.787,726.132,729.137,721.066,722.688,718.064,703.640,683.756,654.053,618.068,578.336,527.718,478.254,435.576,388.376,346.713,305.749,269.703,243.911,246.456,216.822,155.467,124.816,108.427,95.003,82.228,69.647,56.686,46.949,39.731,150.649,3263.494,7123.038,2860.059,135.664,13.401,13.635,13.419,14.037,14.461,16.115,
465,3493.386,2345.187,901.991,849.899,855.884,1075.638,1082.242,1001.388,942.686,853.057,798.212,777.352,757.921,732.709,713.219,704.748,701.629,689.483,688.379,684.150,675.688,653.796,628.603,596.907,555.153,514.490,470.481,426.565,386.705,348.842,309.561,272.368,238.842,219.633,227.262,189.300,141.012,118.677,104.069,91.933,80.913,68.051,55.758,47.324,39.474,153.001,3042.445,6754.224,2932.685,184.007,14.482,13.939,14.303,14.171,16.090,
470,2098.915,3474.361,1322.554,817.066,837.571,1028.157,1058.594,972.397,916.311,822.492,775.779,754.724,741.952,712.065,686.932,673.569,668.953,659.857,652.401,651.352,638.137,620.724,597.699,569.269,535.814,496.512,456.128,416.288,378.371,343.690,307.654,273.946,241.576,209.590,204.300,207.231,165.690,129.590,112.879,99.694,88.273,77.367,65.741,55.374,46.444,40.347,166.594,3078.311,6706.450,2929.507,156.036,14.631,14.382,14.324,15.466,
475,1017.248,3329.089,2515.525,836.033,797.547,993.440,1014.824,932.623,887.027,799.580,759.528,732.358,719.770,693.734,660.478,641.401,638.756,618.980,614.130,611.076,602.878,588.307,566.830,540.914,512.121,474.040,438.164,401.574,369.515,336.784,304.319,270.835,239.047,206.782,187.227,195.180,189.784,150.632,121.021,107.431,94.742,84.228,74.996,65.033,54.241,46.758,41.207,146.248,2654.099,6483.245,2660.353,133.530,14.984,14.610,15.286,
480,800.309,1928.555,3574.506,1249.915,754.605,942.376,961.122,888.868,851.927,771.106,731.500,713.481,695.000,658.633,638.231,609.979,600.062,586.050,577.307,573.151,566.926,552.066,528.861,510.294,483.479,454.306,419.390,386.640,359.421,328.380,296.757,269.264,236.491,205.414,181.805,173.014,184.849,172.733,135.348,114.350,101.462,90.166,80.871,72.848,61.978,53.356,46.870,40.676,130.724,2471.407,6145.000,2671.722,139.137,15.016,15.562,
485,759.074,923.541,3108.370,2334.984,772.356,908.303,922.902,857.974,807.279,739.558,703.598,686.618,669.324,633.923,605.928,579.285,565.481,551.975,542.895,537.322,527.966,515.676,500.649,481.053,454.731,429.368,395.348,369.856,342.021,318.001,291.027,261.456,232.914,202.816,180.387,166.772,167.086,176.726,153.803,122.255,106.567,94.912,85.668,78.314,69.865,59.834,51.762,45.222,39.149,144.750,2763.548,5973.279,2305.379,114.026,16.033,
490,806.725,687.682,1704.414,3407.772,1198.483,851.950,872.067,810.460,782.789,708.467,672.670,656.437,641.625,604.767,580.608,547.349,535.188,515.148,507.709,499.865,491.791,479.065,462.030,448.325,429.176,402.755,375.369,351.919,326.849,302.158,277.593,253.409,225.184,199.196,177.236,163.873,152.877,159.289,163.852,136.809,111.721,98.136,88.748,81.088,74.499,67.732,57.380,49.100,42.598,39.133,145.988,2465.781,5615.207,2370.075,132.386,
495,841.718,638.649,749.768,3045.910,2353.866,891.858,825.554,764.241,732.443,674.452,640.650,618.804,608.784,579.020,540.137,515.377,502.384,480.982,468.834,463.492,458.945,446.559,433.248,416.860,398.729,378.075,355.692,331.953,311.756,289.422,265.029,243.369,219.459,192.827,173.512,159.189,148.357,143.717,152.932,149.514,121.396,101.597,91.394,82.908,75.410,71.709,63.444,53.639,46.147,42.292,37.271,123.625,2485.608,5450.334,2484.734,
500,851.958,634.640,569.102,1694.098,3342.820,1470.505,769.780,717.593,694.871,636.682,607.166,588.833,576.588,547.342,514.523,487.871,467.790,450.767,437.081,428.220,424.228,413.384,402.668,390.924,372.928,353.074,334.907,313.745,295.512,274.773,253.420,231.542,210.113,186.594,167.506,154.861,144.766,138.598,135.907,144.636,132.106,107.838,92.616,85.277,76.999,71.709,67.082,59.369,49.298,45.074,39.719,35.439,141.403,2208.399,5440.383,
505,778.382,682.402,537.778,716.432,3005.013,2891.029,775.087,674.047,651.212,594.692,568.503,551.958,538.751,511.630,480.897,452.801,437.245,418.704,403.970,398.410,389.908,381.060,369.774,358.025,345.195,328.499,308.890,293.741,276.931,257.437,238.963,219.979,199.021,176.602,159.556,149.739,140.211,133.890,126.988,128.929,134.287,116.771,95.369,85.134,77.564,72.709,67.337,61.791,54.239,47.537,42.005,37.186,33.783,119.622,2234.379,
510,620.449,726.627,526.581,502.442,1538.967,4203.805,1344.313,628.175,600.074,557.832,533.530,523.904,502.228,480.249,453.021,420.534,403.477,385.318,372.457,368.474,359.523,349.473,339.185,331.204,319.274,301.872,288.105,273.876,257.585,241.384,224.229,206.540,189.753,168.120,151.664,142.621,133.304,128.808,122.691,116.710,120.540,121.680,103.465,86.897,78.049,72.051,67.597,62.180,58.160,52.066,45.151,39.818,35.683,32.311,101.562,
515,489.550,682.935,567.282,464.850,638.648,3610.035,2794.498,649.873,565.121,519.560,497.988,488.370,478.125,448.122,418.886,390.566,374.654,355.685,345.261,338.459,330.600,322.348,311.534,306.425,294.309,279.585,266.295,253.114,240.798,225.056,210.000,193.874,176.972,157.413,143.231,135.317,127.005,122.025,116.677,111.128,107.611,113.618,108.717,90.510,77.737,72.335,67.154,61.235,58.277,55.881,47.878,41.442,37.207,34.346,31.465,
520,408.783,556.857,608.177,446.695,448.541,1860.695,4235.422,1237.065,529.026,477.348,465.128,455.755,444.303,417.101,388.216,364.329,347.003,329.650,317.035,312.838,303.172,297.275,287.061,282.160,271.141,258.577,246.246,233.074,223.461,209.493,195.906,180.093,164.613,147.882,134.830,126.263,120.494,115.893,110.842,105.272,99.464,98.480,103.947,95.440,79.387,71.304,65.787,60.877,56.078,55.408,51.833,43.897,38.741,34.700,32.845,
