300,428.720,167.191,71.706,59.632,59.445,95.002,137.941,352.290,987.069,767.738,292.155,157.669,586.237,5181.255,9849.596,3461.585,148.918,3.384,2.926,2.285,1.928,1.152,1.039,1.339,1.063,1.468,1.861,1.623,1.100,0.846,1.002,1.121,2.164,3.313,3.680,3.111,2.482,2.366,2.501,2.702,2.907,3.366,3.885,4.510,4.798,5.173,4.700,3.255,2.241,1.842,1.489,1.285,1.350,1.516,1.649,
305,452.093,197.548,90.639,72.053,75.448,112.724,148.031,203.711,469.848,1006.865,681.513,210.821,89.429,373.284,5229.049,10166.702,3362.064,167.621,3.874,3.040,2.260,1.756,1.500,1.426,1.363,1.466,2.106,1.563,1.259,1.231,0.987,1.157,2.223,3.337,3.520,2.979,2.530,2.535,2.568,2.688,3.018,3.519,3.934,4.538,4.971,5.073,4.592,3.430,2.459,2.143,1.611,1.646,1.647,1.756,1.950,
310,439.960,195.824,113.558,93.182,94.603,128.839,160.734,193.028,258.991,596.442,985.139,504.182,119.145,72.713,500.574,5136.570,8832.417,3248.043,145.237,3.356,2.219,2.352,1.577,1.533,1.389,1.665,1.947,1.640,1.218,1.050,0.938,1.101,2.048,3.047,3.688,2.909,2.552,2.430,2.468,2.756,3.044,3.367,3.997,4.372,4.662,4.935,4.579,3.489,2.467,2.156,1.922,1.865,1.873,2.068,2.171,
315,405.530,192.492,121.513,107.716,111.058,141.633,161.513,191.116,230.297,292.540,646.768,909.010,336.366,96.284,72.932,379.483,4622.352,8608.906,3170.790,137.852,3.170,2.299,1.919,1.530,1.581,1.762,2.229,1.653,1.104,1.109,1.000,1.124,1.835,2.745,3.396,2.601,2.618,2.263,2.429,2.603,2.805,3.088,3.488,3.936,4.376,4.490,4.179,3.214,2.468,2.290,2.112,2.088,2.162,2.329,2.427,
320,375.734,195.951,137.062,133.202,130.073,154.300,168.332,185.841,222.757,245.156,297.961,695.670,783.811,265.290,87.419,63.892,361.007,4471.113,8858.590,3189.767,126.397,3.237,2.153,1.791,1.703,1.731,2.044,1.467,1.298,1.101,1.070,1.038,1.694,2.493,2.931,2.659,2.407,2.394,2.578,2.483,2.811,2.923,3.423,3.619,4.025,4.417,3.934,3.244,2.455,2.282,2.312,2.193,2.377,2.353,2.611,
325,370.283,196.356,149.145,134.871,137.079,168.833,171.226,181.577,217.679,233.241,237.893,320.523,767.493,664.352,175.941,73.909,55.979,386.762,4391.765,8279.229,2554.770,121.332,3.035,2.223,1.830,1.945,2.238,1.694,1.138,1.320,1.227,1.095,1.859,2.209,2.523,2.574,2.314,2.276,2.357,2.343,2.600,2.712,3.344,3.812,3.831,4.214,3.846,3.066,2.397,2.397,2.355,2.473,2.629,2.730,3.002,
330,348.038,206.107,159.497,147.577,148.581,174.761,171.719,182.846,211.313,224.725,233.708,219.817,356.831,761.565,518.803,130.715,65.091,47.046,272.158,4156.633,7990.052,2803.546,115.219,2.428,1.853,2.222,2.355,1.875,1.398,1.258,1.317,1.026,1.408,2.130,2.357,2.069,2.279,2.208,2.296,2.436,2.422,2.938,2.901,3.426,3.560,3.839,3.665,2.960,2.531,2.559,2.561,2.602,2.662,2.668,3.090,
335,331.513,206.627,164.406,154.717,153.477,180.072,177.029,184.500,205.661,221.259,231.521,224.701,214.002,392.807,740.539,389.666,100.677,56.907,45.323,290.788,4056.053,7966.727,2738.806,114.093,2.712,2.299,2.214,1.879,1.591,1.208,1.129,1.076,1.689,1.845,2.236,1.974,2.233,2.254,2.337,2.422,2.432,2.711,2.847,3.327,3.398,3.716,3.538,2.882,2.550,2.573,2.726,2.699,2.860,2.866,3.041,
340,316.110,213.678,175.482,167.193,164.192,190.967,185.111,191.256,209.157,220.736,235.914,233.711,216.799,215.390,475.931,667.400,281.788,75.291,53.084,43.611,302.085,4525.764,7486.311,2443.817,89.638,2.834,2.631,2.146,1.566,1.385,1.206,1.286,1.739,1.815,2.155,2.005,2.076,2.156,2.266,2.241,2.433,2.723,2.809,3.071,3.306,3.506,3.447,2.819,2.639,2.744,2.840,2.836,3.026,2.970,3.440,
345,304.316,226.111,194.782,188.646,178.067,211.428,203.628,202.194,218.849,226.907,242.865,251.222,239.038,215.966,226.214,504.911,588.345,196.897,70.577,53.248,42.352,280.031,4877.352,6957.701,2385.619,94.344,3.243,2.348,1.751,1.677,1.341,1.265,1.854,1.786,1.810,1.899,2.189,2.140,2.317,2.337,2.293,2.528,2.798,3.040,3.107,3.347,3.288,3.140,2.643,2.955,3.121,3.219,3.298,3.434,3.640,
350,307.983,249.919,226.390,208.685,200.938,224.748,224.296,211.168,226.530,234.507,253.083,262.321,263.445,241.615,213.221,253.121,544.292,471.558,148.755,68.526,54.590,44.769,533.584,3603.672,6441.271,2158.219,93.111,3.100,1.952,1.808,1.561,1.746,2.199,1.712,1.777,1.991,2.065,2.087,2.038,2.317,2.244,2.555,2.586,2.973,3.117,3.349,3.370,2.911,2.661,3.262,3.466,3.477,3.661,3.583,4.050,
355,326.324,272.848,258.397,237.603,221.918,251.648,235.114,227.670,237.001,246.809,261.522,280.873,283.658,265.353,239.702,206.953,289.169,558.525,379.989,119.110,71.660,57.089,44.706,320.269,3694.653,6428.260,2418.157,79.713,2.546,1.896,1.778,2.164,2.183,1.781,1.859,1.887,2.025,2.275,2.143,2.408,2.377,2.550,2.811,2.860,3.052,3.346,3.352,3.153,3.033,3.501,3.920,4.068,4.105,4.149,4.318,
360,353.324,309.802,290.348,283.965,252.275,280.053,256.802,245.454,252.752,260.989,278.393,297.562,305.583,295.616,266.954,234.593,210.909,335.217,538.713,311.481,110.447,76.648,60.301,44.634,261.581,3782.720,7416.844,2407.621,82.114,2.924,1.977,2.602,2.127,2.041,1.906,2.025,2.000,2.283,2.154,2.228,2.456,2.554,2.630,3.059,2.926,3.517,3.516,3.466,3.311,4.018,4.341,4.394,4.750,4.927,4.972,
365,383.031,349.710,346.368,319.047,284.128,299.442,276.076,258.951,261.679,269.900,290.053,316.974,331.841,319.057,294.522,260.533,231.453,221.742,379.518,507.381,239.652,104.395,77.941,59.062,42.712,305.926,4149.109,6989.215,2132.435,85.029,2.810,2.633,2.312,2.180,2.011,1.867,2.217,2.277,2.141,2.415,2.525,2.641,3.141,3.080,3.108,3.477,3.620,3.678,3.644,4.567,4.781,5.219,5.476,5.227,5.675,
370,409.458,397.024,387.512,367.409,312.298,334.849,299.720,275.409,277.485,279.817,300.355,331.948,349.313,344.990,322.312,289.960,263.695,232.536,239.967,424.965,448.744,193.861,100.573,74.688,54.913,40.696,396.598,3716.150,6405.380,2408.702,136.333,3.169,2.463,2.217,2.139,2.034,2.228,2.434,2.380,2.704,2.549,2.537,2.775,3.222,3.154,3.936,3.838,3.837,3.933,4.727,5.335,5.798,6.000,5.852,6.226,
375,427.300,436.937,427.757,395.935,344.693,353.802,318.312,288.772,284.517,290.353,312.183,344.106,361.282,362.107,344.746,315.552,290.116,256.884,236.891,259.776,448.499,388.242,160.508,94.328,69.761,51.057,38.039,231.808,3287.976,7059.006,2915.234,122.440,3.262,2.443,2.375,2.553,2.493,2.507,2.509,2.485,2.764,2.754,2.984,3.265,3.369,3.924,4.064,4.055,4.268,5.252,6.013,6.354,6.854,6.493,6.687,
380,463.121,439.965,457.176,434.076,358.597,378.823,327.274,294.455,297.081,291.910,316.312,346.022,371.693,372.594,357.025,333.424,308.724,281.244,255.382,233.518,288.383,445.409,311.813,130.774,83.687,62.394,46.114,33.913,251.868,3719.744,6917.812,2778.432,139.832,3.337,2.616,2.444,2.597,2.742,2.629,2.877,2.724,2.892,3.203,3.458,3.478,3.985,4.344,4.107,4.509,5.557,6.362,6.773,7.146,6.961,7.123,
385,452.740,471.315,470.754,448.210,378.605,389.266,334.594,293.250,291.723,290.684,312.687,340.527,367.551,368.744,359.179,339.385,323.940,295.588,270.490,246.356,227.646,307.364,414.496,239.065,107.230,74.090,55.301,39.588,29.261,231.176,3464.431,7559.150,3080.565,120.656,3.122,2.720,2.813,2.421,2.842,2.885,2.896,2.989,3.234,3.203,3.673,4.144,4.455,4.399,4.650,5.712,6.671,7.025,7.297,7.049,7.533,
390,454.490,472.570,465.576,445.214,382.630,385.130,334.033,288.532,282.441,284.471,301.639,332.481,356.411,362.405,353.664,343.236,328.362,304.513,277.515,255.871,229.195,217.072,314.363,357.607,182.272,87.672,63.335,47.210,32.563,25.111,219.239,3725.699,7847.211,2794.274,114.544,3.604,2.967,2.862,2.806,2.954,3.177,3.132,3.222,3.472,3.433,3.952,4.293,4.403,4.567,5.689,6.457,6.983,7.406,7.069,7.578,
395,472.931,458.433,455.274,440.315,382.185,386.267,331.244,292.815,278.701,275.788,291.108,320.591,346.020,356.664,355.128,335.515,328.128,308.469,286.700,263.562,233.448,208.861,208.844,318.841,294.417,130.411,72.717,52.717,38.930,27.595,22.229,237.443,3709.321,6578.575,2408.237,110.940,3.417,2.995,2.939,2.958,3.129,3.182,3.345,3.576,3.496,3.998,4.380,4.404,4.658,5.743,6.600,6.925,7.258,7.199,7.206,
400,455.549,449.797,460.863,436.231,380.417,385.766,333.382,287.707,275.335,268.963,285.742,308.480,341.566,353.973,349.405,343.490,330.567,315.082,295.163,273.613,246.603,218.443,192.584,206.633,306.230,233.268,101.446,61.454,44.989,32.864,25.130,19.547,358.412,3108.402,6715.010,2552.063,102.854,3.472,3.385,3.173,3.314,3.476,3.305,3.722,3.578,4.076,4.380,4.015,4.532,5.564,6.479,6.958,7.158,7.260,7.226,
405,468.170,457.448,461.074,445.579,388.227,397.483,341.628,292.965,280.321,270.625,287.765,315.409,339.761,355.425,356.751,353.620,348.771,329.938,311.689,288.568,263.121,233.006,204.723,177.144,210.938,287.396,183.556,80.797,53.080,39.856,30.174,22.976,18.296,158.981,3431.868,6174.841,2179.315,99.092,3.907,3.586,3.299,3.594,3.718,3.617,3.652,3.960,4.445,4.403,4.532,5.655,6.420,6.910,7.193,7.444,7.933,
410,478.599,463.049,464.688,454.569,398.709,425.615,359.039,308.502,287.267,273.948,289.198,311.532,346.087,358.885,364.882,365.337,366.005,347.317,333.077,305.377,278.313,248.027,217.245,189.714,167.928,222.855,260.663,139.214,66.389,47.240,36.616,28.342,20.960,17.138,196.340,3066.557,5591.427,2164.652,104.976,4.338,3.717,3.558,3.804,3.959,3.984,4.282,4.445,4.450,4.462,5.938,6.649,6.814,7.310,7.569,7.633,
415,477.835,474.013,467.741,465.173,410.865,427.220,370.122,316.441,290.295,281.037,287.771,314.664,345.358,360.096,371.177,373.249,371.611,359.134,344.556,322.081,296.311,265.081,236.373,201.001,171.785,159.464,225.978,224.067,105.911,57.352,43.943,33.468,25.591,18.796,16.324,162.634,2826.969,5880.447,2352.975,105.387,4.263,4.143,4.046,3.929,4.053,4.331,4.592,4.512,4.596,5.561,6.569,6.986,7.457,7.390,7.820,
420,475.824,464.323,465.469,447.309,407.563,434.282,371.186,319.184,288.724,278.102,285.607,309.894,337.372,355.949,366.077,375.169,381.167,366.789,350.092,332.734,305.901,274.307,243.714,211.182,180.268,153.104,156.525,221.814,180.213,83.289,50.527,38.944,30.059,22.901,17.875,15.188,165.837,2677.047,6118.397,2349.553,110.380,4.634,4.334,4.352,3.961,4.499,4.817,4.681,4.708,5.665,6.437,6.913,7.429,7.579,7.699,
425,480.095,451.213,453.726,448.521,403.617,438.016,373.447,317.122,288.968,272.849,280.708,301.629,328.440,345.770,362.980,368.349,375.533,368.656,353.768,336.751,313.062,283.381,251.757,222.768,191.936,159.171,138.470,155.529,209.989,141.334,65.438,43.563,33.532,26.624,20.841,15.868,14.397,168.823,2939.232,6084.815,2120.194,100.480,4.668,4.603,4.171,4.441,4.647,4.570,4.484,5.571,6.314,6.750,7.090,7.396,7.755,
430,456.847,433.180,439.135,425.235,397.119,432.534,376.706,306.553,283.576,264.974,272.876,290.940,322.068,337.280,354.706,364.445,368.284,364.226,356.013,343.595,321.621,291.987,261.811,228.546,197.611,168.328,142.953,125.390,158.698,189.470,112.928,53.118,36.857,28.595,24.448,19.753,14.582,12.824,145.678,2688.518,5277.422,2247.621,99.551,4.961,4.387,4.560,4.522,4.391,4.548,5.560,6.166,6.536,6.978,7.032,7.624,
435,441.588,421.317,421.704,417.301,383.167,426.983,377.916,309.584,282.908,261.579,268.111,287.487,311.016,330.796,344.899,353.913,368.548,362.183,356.633,344.403,322.473,296.666,267.833,240.104,208.731,176.074,151.306,128.077,118.323,159.200,165.671,85.065,43.294,31.930,25.933,23.029,16.986,12.776,12.122,132.464,2402.901,5501.544,2365.335,323.599,4.985,4.502,4.585,4.405,4.401,5.281,5.831,6.393,6.735,6.963,7.422,
440,442.185,410.254,402.609,403.970,375.332,415.770,374.398,306.758,278.045,257.362,261.184,277.362,303.699,317.375,336.388,348.204,358.155,363.134,353.096,345.491,325.700,301.903,274.508,244.980,213.758,184.829,159.947,135.518,115.697,114.549,156.576,134.465,64.360,35.110,27.301,23.071,20.470,15.411,12.158,11.666,192.537,2752.599,5920.102,2537.533,89.105,4.993,4.566,4.384,4.356,5.059,5.812,6.167,6.450,6.790,7.234,
445,449.155,385.989,385.529,382.751,359.541,405.423,363.004,302.930,275.154,246.990,251.938,266.448,291.295,308.556,327.685,337.080,353.323,350.799,351.278,341.916,323.266,301.824,276.617,249.159,219.877,189.218,165.239,141.124,120.523,102.311,109.540,147.791,108.325,47.341,29.521,24.331,20.693,17.847,13.848,11.233,10.635,165.175,2372.452,4683.884,1968.527,91.382,5.144,4.572,4.368,4.999,5.620,6.055,6.318,6.507,7.246,
450,701.816,375.330,372.119,364.856,348.770,394.185,347.980,289.325,263.183,240.417,240.005,257.907,281.017,293.039,311.575,323.545,340.376,341.170,339.344,332.256,318.909,297.341,274.881,246.372,219.658,191.275,167.046,143.345,122.287,104.022,89.172,106.579,131.017,78.744,35.182,25.324,20.907,18.592,16.618,12.495,10.218,10.326,112.473,1817.219,5013.468,1878.152,180.412,4.886,4.433,4.991,5.536,5.653,6.226,6.307,6.994,
455,1523.173,377.386,351.420,345.628,330.258,378.886,332.344,283.617,252.356,230.474,229.882,242.210,264.465,278.814,296.330,308.580,322.259,324.207,324.945,322.704,309.058,287.909,268.160,241.471,215.441,188.895,164.502,142.757,123.142,103.565,86.110,76.541,102.864,108.831,55.276,28.211,21.137,18.126,17.297,14.871,11.163,9.709,9.641,97.967,2555.852,4355.009,2572.529,99.300,4.360,4.978,5.492,5.391,5.861,6.168,6.361,
460,2509.303,645.014,322.828,321.398,317.349,359.580,321.796,271.184,244.609,221.482,221.026,229.960,248.367,259.572,273.722,288.024,302.550,306.750,304.937,302.890,293.436,276.313,252.428,233.530,206.794,183.122,160.082,139.222,120.793,102.068,84.494,69.161,65.539,96.381,87.566,40.540,22.905,18.615,15.909,15.657,13.737,10.602,9.216,9.246,190.425,1817.191,4928.218,1918.799,75.655,5.184,5.475,5.310,5.776,5.806,6.241,
465,2356.638,1474.435,348.808,295.705,290.162,330.197,302.984,252.853,230.254,211.186,207.139,216.599,232.995,244.575,258.555,269.423,277.992,284.668,287.621,282.541,272.800,259.103,240.572,218.814,198.390,175.517,152.424,133.922,115.002,98.327,82.549,67.149,54.675,60.587,88.899,66.465,30.279,19.792,16.316,14.677,15.475,12.849,9.664,8.711,8.969,72.846,1993.228,4845.911,1864.678,107.577,5.506,5.437,5.705,5.335,5.739,
470,1246.424,2333.207,666.258,275.043,267.978,313.781,284.323,246.193,220.040,199.246,196.248,203.795,218.320,229.251,238.335,246.600,259.186,260.867,264.338,263.822,256.654,241.328,225.934,207.549,184.817,164.958,144.557,127.339,111.614,94.467,79.458,64.969,52.423,44.226,60.667,78.699,48.178,23.556,16.926,14.641,14.043,14.234,11.570,8.998,8.317,8.457,102.631,2680.434,4426.470,1851.737,86.351,5.499,5.592,5.159,5.725,
475,433.340,2223.762,1529.223,291.144,252.805,288.227,269.478,230.617,208.268,185.686,186.345,190.119,201.767,208.140,219.163,224.782,237.316,240.662,242.310,239.574,238.253,223.537,210.027,192.305,172.072,154.270,135.803,119.014,105.116,90.134,76.418,62.044,51.080,41.018,38.618,59.970,66.865,36.459,18.992,14.767,13.555,13.310,13.726,10.904,8.562,7.856,8.458,120.559,1622.020,3748.889,1534.444,85.874,5.577,5.206,5.311,
480,275.842,1134.430,2328.620,667.665,232.743,270.811,251.021,212.432,191.476,171.580,170.990,172.659,185.194,191.069,198.568,206.004,215.740,218.372,222.131,221.851,216.014,204.573,193.451,177.230,161.422,144.632,127.616,113.422,98.006,84.940,72.518,59.737,49.167,39.168,32.862,36.735,59.919,55.256,27.059,15.802,13.561,12.258,12.762,13.108,9.884,7.986,7.600,7.666,60.407,1361.152,3567.318,1765.378,203.656,5.190,5.292,
485,274.290,390.057,2004.002,1555.172,246.667,250.856,234.820,197.422,183.098,164.058,156.451,164.325,171.754,175.147,184.466,189.805,195.245,201.552,202.493,201.005,197.384,188.072,176.603,163.433,147.139,132.165,117.415,105.398,92.786,80.644,69.074,56.909,46.612,38.005,31.684,28.725,37.534,56.920,43.402,20.843,14.001,12.125,11.357,12.497,12.562,9.210,7.442,7.352,7.093,80.185,1783.325,3872.536,2119.922,72.359,5.154,
490,338.286,224.617,948.465,2417.663,583.457,233.415,215.398,188.954,169.323,152.957,144.743,151.387,157.203,162.789,167.718,171.923,177.969,179.206,182.952,182.603,177.460,171.305,162.439,148.986,135.623,122.073,109.940,96.611,86.723,75.190,64.932,53.589,43.634,35.967,29.889,26.278,25.369,39.424,51.957,32.980,16.442,12.383,11.205,10.700,12.035,11.876,8.542,6.964,6.783,7.318,114.487,1514.870,3513.654,1313.545,63.376,
495,443.930,205.465,295.685,2080.488,1362.545,267.641,199.448,176.581,158.518,140.613,137.647,140.796,145.876,145.290,148.488,156.295,160.486,163.303,164.147,163.849,159.750,154.363,146.131,135.781,125.434,112.041,100.466,90.072,79.134,70.163,60.639,50.346,41.656,33.816,28.847,25.195,22.886,24.024,39.693,43.815,25.046,14.001,11.262,10.541,9.919,11.753,10.689,7.666,6.266,6.672,6.937,63.637,1444.104,3297.574,1398.195,
500,493.883,240.706,186.154,968.614,2058.630,660.970,187.385,160.747,146.712,126.500,125.721,129.239,132.212,133.452,135.603,141.107,143.920,144.385,147.856,148.449,145.293,139.361,132.703,125.295,114.255,102.741,92.472,83.010,73.799,65.229,56.065,47.097,39.451,32.088,27.608,23.945,21.700,20.192,24.958,40.845,36.505,18.543,11.660,10.074,9.455,9.747,11.574,9.634,6.642,6.102,6.274,6.540,76.806,1428.466,3109.688,
505,433.014,308.303,166.624,285.618,1768.449,1605.854,207.268,149.233,134.998,119.206,114.968,118.081,122.437,123.399,122.065,125.597,130.468,132.142,134.719,133.284,131.353,125.768,119.800,112.835,103.980,93.698,84.866,76.314,67.844,59.789,52.225,44.249,37.702,30.815,26.012,22.901,20.616,19.097,17.673,26.270,39.283,28.846,14.528,10.221,9.189,8.785,9.408,10.904,8.548,6.362,6.098,6.105,6.183,63.303,1290.302,
510,289.298,397.729,190.822,150.665,842.423,2464.817,627.034,139.515,126.669,109.179,106.409,107.384,109.519,109.339,112.436,113.369,115.126,118.391,117.793,117.290,118.479,113.734,107.108,100.984,92.935,85.686,76.260,70.155,62.715,55.565,47.899,41.106,34.679,28.250,24.674,21.656,19.160,17.505,16.171,16.989,27.581,34.281,21.636,11.966,9.128,8.736,8.046,8.618,10.038,8.181,5.960,5.622,5.690,5.648,42.755,
515,177.379,383.944,255.196,136.498,241.402,2140.321,1679.243,167.932,116.767,102.226,100.014,100.348,101.292,99.698,99.193,100.494,104.219,103.699,105.098,105.152,104.657,100.910,95.921,90.899,84.100,78.165,70.593,62.929,56.469,50.897,44.390,38.630,31.831,27.487,22.882,20.844,18.523,17.362,15.659,14.850,16.974,28.617,29.278,16.603,9.940,8.345,7.936,7.495,8.576,10.560,7.433,5.501,5.310,5.325,5.643,
520,129.352,281.720,338.036,144.468,124.404,973.121,2700.997,558.785,105.940,96.260,89.577,88.776,93.248,91.646,92.289,91.416,92.516,93.261,94.098,94.334,94.164,90.568,87.462,81.846,76.839,69.614,63.534,57.270,52.035,46.267,41.331,34.854,29.959,25.499,21.794,19.339,17.444,16.199,14.709,14.255,13.738,17.580,28.372,24.222,12.627,8.547,7.540,7.088,6.743,9.059,10.316,6.509,5.161,4.761,5.145,
