275,-2.937,0.132,4.740,205.290,657.803,506.862,68.634,268.831,2566.124,4283.596,1613.554,80.128,1.396,0.730,0.617,0.287,0.416,0.464,0.263,0.436,0.205,0.249,0.400,0.506,0.209,0.536,0.223,0.496,0.306,0.562,0.335,0.555,0.421,0.355,0.344,0.298,0.538,0.540,0.408,0.638,0.434,0.409,0.355,0.433,0.400,0.451,0.590,0.440,0.471,0.447,0.443,0.438,1.382,4.981,12.307,
280,0.272,3.640,0.618,14.901,282.416,866.699,398.395,53.050,260.522,2661.944,4463.623,1725.022,76.887,1.692,0.503,0.331,0.237,0.375,0.277,0.455,0.102,0.237,0.375,0.457,0.155,0.310,0.576,0.562,0.593,0.433,0.589,0.429,0.357,0.337,0.449,0.460,0.378,0.657,0.445,0.496,0.647,0.538,0.501,0.590,0.579,0.477,0.590,0.443,0.574,0.626,0.515,0.420,0.363,0.615,2.363,
285,19.660,9.968,7.298,4.451,33.048,470.790,901.314,305.822,54.929,308.736,2644.871,4782.393,1706.728,93.758,1.761,0.912,1.035,0.635,0.312,0.677,0.260,0.138,0.516,0.435,0.168,0.469,0.729,0.397,0.518,0.490,0.651,0.491,0.632,0.553,0.574,0.669,0.592,0.511,0.668,0.571,0.829,0.693,0.570,0.623,0.760,0.688,0.763,0.643,0.711,0.691,0.569,0.581,0.477,0.382,0.580,
290,84.690,49.716,32.739,13.800,12.482,78.427,647.573,841.224,268.288,93.326,302.925,2806.149,5030.294,1960.032,100.320,1.309,1.048,0.601,0.706,0.624,0.284,0.481,0.158,0.383,0.446,0.392,0.637,0.469,0.546,0.389,0.594,0.606,0.571,1.046,0.885,0.911,0.828,0.910,0.976,0.883,1.157,0.958,0.902,0.919,1.138,1.108,0.953,1.071,1.052,1.029,0.818,0.670,0.561,0.578,0.539,
295,163.466,108.879,65.708,35.430,30.267,43.279,181.121,770.179,809.758,240.942,152.830,365.618,2999.557,5149.953,1873.641,93.198,1.685,0.901,0.744,0.366,0.448,0.046,0.083,0.561,0.445,0.440,0.678,0.480,0.490,0.446,0.463,0.620,1.188,1.103,1.256,1.380,1.520,1.451,1.388,1.262,1.290,1.352,1.355,1.523,1.521,1.656,1.730,1.612,1.536,1.459,1.403,1.177,1.190,0.922,0.808,
300,270.662,176.810,114.934,72.309,55.540,79.645,103.676,296.941,908.431,718.949,283.561,193.523,380.450,2909.355,4971.644,1813.934,83.815,1.896,0.896,0.643,0.361,0.142,0.256,0.342,0.339,0.572,0.628,0.401,0.523,0.347,0.396,0.770,1.211,1.401,1.892,2.162,2.077,2.215,1.854,1.947,1.969,2.058,2.024,2.193,2.279,2.376,2.463,2.455,2.182,2.173,2.097,1.749,1.578,1.362,1.563,
305,365.417,250.288,174.772,117.930,99.287,132.955,152.263,187.393,451.669,1000.982,714.519,294.392,174.805,281.014,2614.308,4600.748,1809.927,73.891,1.400,1.018,0.404,0.469,0.396,0.429,0.379,0.351,0.636,0.607,0.582,0.457,0.565,0.845,1.500,2.097,2.276,2.519,2.599,2.535,2.459,2.447,2.359,2.620,2.588,2.888,2.833,3.113,3.130,2.797,2.616,2.873,2.661,2.586,2.402,2.258,2.432,
310,430.911,315.386,226.132,170.946,148.990,181.527,193.382,217.137,287.454,646.573,1062.408,630.483,235.246,127.085,259.938,2440.536,4764.876,1458.442,69.344,1.471,0.707,0.441,0.609,0.551,0.736,0.609,0.313,0.531,0.612,0.574,0.530,0.895,1.714,2.301,2.764,3.157,2.983,3.067,2.983,2.958,2.764,2.945,3.065,3.082,3.180,3.508,3.630,3.257,3.295,3.414,3.482,3.115,3.011,3.090,3.009,
315,470.138,344.961,266.745,207.372,194.401,236.067,244.166,244.199,296.469,379.402,770.092,1049.417,468.961,155.667,72.736,210.399,3182.897,3941.796,1420.503,78.462,1.144,0.769,0.611,0.514,0.601,0.756,0.658,0.436,0.395,0.402,0.689,0.896,1.690,2.479,2.973,3.133,3.240,3.320,2.958,3.056,3.118,3.349,3.255,3.354,3.528,3.546,3.897,3.596,3.477,3.778,4.065,3.597,3.752,3.732,4.180,
320,485.409,363.815,287.985,237.411,224.199,268.353,270.091,271.895,305.833,359.292,444.386,861.262,914.501,323.115,82.092,41.745,275.027,2054.517,3713.415,1792.048,63.844,1.223,0.955,0.786,0.590,0.580,0.640,0.634,0.526,0.610,0.540,1.104,1.670,2.282,3.027,3.378,3.314,3.543,3.296,3.219,3.600,3.112,3.578,3.611,3.411,3.794,3.865,3.681,3.574,3.997,4.211,4.233,4.192,4.162,4.542,
325,493.256,368.906,297.651,256.425,246.555,294.931,282.961,273.083,305.348,349.070,389.900,486.351,877.262,709.692,159.751,41.831,30.069,181.579,1956.452,3950.247,1197.133,49.218,1.309,0.928,0.586,0.541,0.642,0.675,0.571,0.544,0.683,1.076,1.572,2.429,3.033,3.505,3.370,3.445,3.526,3.420,3.300,3.309,3.466,3.493,3.579,3.793,3.818,3.830,3.557,4.145,4.156,4.234,4.276,4.444,5.030,
330,457.188,338.637,282.872,261.030,248.513,298.223,289.490,264.286,287.590,331.997,366.226,369.313,453.399,784.795,482.365,84.553,27.117,23.347,146.113,1783.506,3254.508,1145.916,50.982,1.280,0.895,0.628,0.936,0.543,0.575,0.507,0.692,0.987,1.586,2.091,2.844,3.276,3.097,3.417,3.214,3.383,3.513,3.296,3.240,3.321,3.433,3.568,3.664,3.601,3.479,3.890,4.144,4.405,4.447,4.467,5.136,
335,414.456,318.207,274.476,252.805,239.423,287.800,269.399,251.730,273.004,304.570,335.976,335.758,278.141,388.011,686.920,327.672,48.175,21.030,20.527,132.091,1692.922,2987.543,1086.112,46.489,0.941,0.624,0.742,0.720,0.692,0.731,0.680,0.825,1.560,2.066,2.572,3.019,2.960,3.189,3.379,3.259,3.180,3.245,3.104,3.263,3.206,3.364,3.273,3.397,3.367,3.790,3.944,3.903,4.172,4.220,4.905,
340,393.430,293.878,248.570,227.951,226.630,270.767,251.626,233.526,249.067,277.988,310.760,306.453,242.800,181.134,394.170,582.186,212.523,26.186,19.275,19.538,147.971,1593.013,2821.930,928.848,40.753,1.126,0.813,0.656,0.686,0.565,0.764,0.832,1.488,1.815,2.134,2.458,2.768,3.058,2.938,3.020,3.053,3.044,2.985,3.105,2.865,3.031,3.201,3.107,2.981,3.479,3.724,4.043,3.863,4.264,4.736,
345,360.091,270.637,227.291,207.381,204.441,244.558,231.929,210.619,219.913,245.131,275.243,274.365,217.702,144.158,121.502,391.949,496.922,130.693,19.764,17.187,17.365,114.289,1464.955,3269.894,981.759,39.819,1.246,0.747,0.918,0.656,0.687,0.828,1.319,1.770,1.941,2.443,2.500,2.748,2.559,2.804,2.682,2.896,2.628,2.791,2.767,3.044,2.941,2.854,2.861,3.194,3.371,3.275,3.658,3.811,4.332,
350,313.491,234.464,199.684,185.250,185.186,221.433,206.857,189.890,202.774,217.217,242.759,244.573,193.580,128.308,70.266,116.932,426.391,380.998,79.933,17.335,16.154,15.439,122.290,2454.740,2476.040,839.385,32.545,1.107,0.706,0.952,0.784,0.847,1.195,1.539,2.012,2.206,2.453,2.535,2.793,2.644,2.571,2.611,2.536,2.604,2.463,2.625,2.820,2.553,2.449,2.884,3.060,3.247,3.226,3.370,3.962,
355,280.866,214.435,179.069,170.231,165.266,187.034,182.975,165.794,178.798,195.179,217.755,218.264,170.812,113.089,66.096,44.600,144.966,441.753,284.238,44.507,14.719,13.966,14.155,233.140,1353.107,2383.066,728.654,27.137,0.920,0.702,0.770,0.789,1.153,1.315,1.806,1.899,2.080,2.366,2.344,2.323,2.321,2.318,2.330,2.439,2.340,2.254,2.494,2.363,2.253,2.557,2.903,2.921,2.979,3.172,3.471,
360,246.252,189.821,159.365,145.354,136.350,170.775,164.825,146.848,157.930,170.520,188.319,184.435,148.437,103.651,60.602,37.560,38.122,187.913,419.572,212.007,27.281,12.398,11.939,13.469,97.655,1245.144,2122.574,747.770,28.446,1.033,0.801,0.981,1.113,1.369,1.630,1.664,1.858,2.213,2.094,2.162,2.194,1.967,2.165,2.287,2.031,2.109,2.335,2.086,2.076,2.522,2.591,2.472,2.714,2.866,3.263,
365,221.392,169.513,144.170,123.309,116.352,143.983,139.162,128.575,134.833,146.797,163.617,162.630,132.663,91.177,55.557,35.411,28.581,44.529,229.896,376.854,134.387,17.402,11.065,12.273,12.177,100.219,1168.228,1997.483,667.096,28.845,0.813,1.058,1.031,1.352,1.333,1.411,1.643,1.823,1.888,2.052,1.855,1.859,2.007,2.015,1.942,1.992,2.071,1.949,1.847,2.206,2.181,2.276,2.379,2.434,2.641,
370,184.364,141.964,127.924,100.871,102.214,119.623,118.383,110.379,118.794,127.179,141.720,142.440,112.869,82.397,53.038,37.731,29.426,25.770,56.108,268.593,316.828,84.785,12.316,11.197,11.194,11.468,96.492,1070.802,1903.995,679.682,29.827,1.212,0.894,1.170,1.137,1.507,1.393,1.743,1.763,1.611,1.854,1.692,1.653,1.763,1.810,1.837,1.822,1.776,1.722,1.836,2.101,2.046,1.989,2.126,2.352,
375,173.589,128.729,108.487,91.643,87.838,102.100,102.444,97.086,105.694,109.048,123.023,122.178,100.547,74.288,51.674,37.849,32.215,27.032,25.735,74.767,290.390,254.763,52.728,11.007,10.239,9.679,10.997,75.517,995.737,1819.111,683.898,29.579,1.276,1.089,1.110,1.383,1.481,1.703,1.647,1.640,1.686,1.515,1.640,1.562,1.438,1.584,1.619,1.725,1.441,1.886,1.884,1.759,1.840,1.887,2.056,
380,141.867,116.256,93.551,81.378,73.545,89.791,85.928,81.845,89.846,95.201,106.873,107.879,90.421,69.704,52.242,42.809,36.120,31.745,27.006,29.305,108.573,291.303,184.026,29.986,9.648,9.756,8.977,9.463,78.363,941.434,1728.750,651.802,32.107,1.265,1.280,1.154,1.532,1.687,1.425,1.525,1.578,1.368,1.408,1.490,1.474,1.496,1.410,1.511,1.387,1.564,1.754,1.626,1.823,1.661,1.549,
385,133.472,102.576,72.270,66.795,60.159,75.642,74.585,70.722,75.527,81.655,92.735,90.738,81.788,64.315,56.587,49.787,45.089,40.243,34.498,30.609,34.287,137.826,274.239,124.525,19.056,8.856,8.486,8.191,8.859,68.048,855.651,1706.795,641.509,32.923,1.500,1.249,1.616,1.459,1.465,1.460,1.341,1.424,1.335,1.382,1.406,1.485,1.415,1.357,1.329,1.512,1.581,1.663,1.503,1.577,1.532,
390,119.552,92.209,75.989,59.942,50.975,60.901,58.879,60.115,67.662,70.279,80.651,82.754,75.393,67.876,61.644,58.488,57.893,51.421,44.709,38.109,31.451,40.420,160.761,235.312,84.029,12.840,8.239,8.085,7.283,7.432,54.631,827.951,1634.910,693.933,29.240,1.526,1.289,1.312,1.418,1.469,1.353,1.311,1.188,1.273,1.172,1.385,1.445,1.339,1.239,1.319,1.259,1.431,1.233,1.366,1.456,
395,121.819,87.899,70.972,53.820,47.346,57.305,51.517,53.671,58.290,62.066,71.843,79.356,76.771,72.021,72.229,73.348,72.844,65.794,58.169,48.410,37.239,29.704,51.546,185.651,188.423,47.239,8.991,7.534,6.947,6.552,7.129,65.003,806.796,1635.584,567.393,25.031,1.449,1.614,1.421,1.504,1.464,1.253,1.265,1.281,1.182,1.309,1.352,1.287,1.402,1.237,1.382,1.228,1.335,1.283,1.295,
400,117.259,85.106,69.650,54.241,39.774,46.297,50.329,46.626,50.811,58.757,68.027,76.332,79.070,82.595,86.252,90.472,92.504,87.001,76.466,63.695,48.536,34.504,27.333,64.835,187.832,143.804,29.078,7.686,6.418,6.522,5.799,6.713,50.062,767.888,1798.425,564.046,24.966,1.697,1.724,1.474,1.322,1.208,1.151,1.252,1.174,1.428,1.315,1.224,1.318,1.480,1.443,1.385,1.362,1.178,1.113,
405,113.845,100.698,76.749,48.848,38.240,44.858,47.882,43.711,51.000,55.762,65.191,79.324,87.653,95.926,108.473,112.833,116.904,112.358,98.067,81.560,61.391,42.995,29.604,26.812,81.692,184.346,101.741,18.031,6.764,6.180,6.233,5.692,6.675,46.508,945.964,1350.242,476.817,24.569,1.921,1.513,1.422,1.313,1.180,1.380,1.344,1.560,1.453,1.416,1.272,1.508,1.614,1.351,1.222,1.103,1.078,
410,121.519,106.908,76.276,55.386,39.894,43.071,44.933,43.610,50.587,56.170,68.582,82.604,100.891,113.976,127.193,141.010,146.346,140.308,122.481,102.007,75.493,52.960,34.806,26.731,29.391,108.196,167.563,68.105,10.687,6.240,6.170,6.521,5.537,6.504,51.942,629.506,1155.886,422.490,22.132,1.819,1.493,1.501,1.353,1.356,1.357,1.598,1.639,1.443,1.498,1.695,1.431,1.393,1.272,1.099,1.080,
415,143.602,126.092,88.159,53.798,41.021,43.356,43.670,41.935,51.323,57.470,72.732,90.095,110.763,131.643,149.208,166.060,176.233,164.884,148.746,122.733,91.178,62.638,41.108,29.895,21.460,34.518,121.981,143.253,42.725,8.119,5.945,6.374,6.549,5.487,6.337,39.117,541.222,1058.299,479.020,21.175,1.826,1.503,1.504,1.573,1.433,1.621,1.516,1.546,1.657,1.822,1.565,1.446,1.271,1.225,1.070,
420,154.456,126.967,88.025,57.314,38.203,43.358,44.029,44.435,48.929,57.138,73.426,94.191,120.439,141.823,166.799,185.708,196.323,186.039,165.623,136.788,102.317,70.914,46.614,32.062,22.109,19.324,44.374,132.199,110.862,27.101,7.144,5.867,6.909,6.886,5.626,6.417,36.875,497.351,1216.401,373.630,18.386,1.711,1.525,1.684,1.481,1.549,1.681,1.731,1.549,1.729,1.622,1.526,1.321,1.112,1.210,
425,163.989,125.553,95.199,54.849,38.875,43.307,46.519,43.461,47.195,56.155,74.571,97.420,122.730,149.920,178.802,198.113,210.998,200.746,179.372,149.292,110.147,75.508,49.662,35.854,22.923,18.000,18.534,57.910,131.307,80.770,17.242,6.109,5.962,7.560,6.725,5.604,6.136,36.128,534.414,889.317,326.202,17.240,1.749,1.683,1.608,1.655,1.752,1.688,1.658,1.743,1.826,1.568,1.273,1.094,1.147,
430,170.850,127.999,91.579,54.199,38.778,46.407,43.152,42.835,49.254,56.320,73.297,96.002,123.387,152.293,182.908,203.658,217.930,207.425,186.404,154.067,115.625,78.947,52.192,37.337,24.701,18.692,15.848,19.862,73.174,120.117,58.699,11.738,6.081,6.587,7.719,6.444,5.545,6.222,28.190,408.599,833.406,334.240,16.892,1.977,1.541,1.676,1.731,1.745,1.609,1.784,1.627,1.412,1.374,1.049,1.096,
435,161.024,133.468,98.463,58.230,38.626,45.824,42.135,41.672,46.289,55.380,71.691,94.065,125.754,156.813,184.314,207.389,222.060,208.588,188.902,155.924,117.122,82.759,54.891,38.645,25.875,20.044,16.627,15.003,23.983,83.146,106.211,38.408,9.084,6.187,6.373,7.694,6.131,5.450,6.342,28.019,375.325,770.156,298.732,18.531,1.747,1.852,1.815,1.743,1.638,1.743,1.764,1.544,1.303,1.126,0.991,
440,152.756,131.353,94.048,55.917,38.804,43.716,40.277,40.372,46.260,54.085,70.796,94.408,122.776,152.834,180.834,202.358,215.177,206.273,185.968,156.148,115.813,81.740,55.076,39.443,27.350,20.843,17.160,14.930,14.575,31.464,90.790,83.876,25.703,7.350,5.749,6.751,7.824,6.496,5.019,6.028,26.594,369.302,701.666,284.756,13.727,1.875,2.025,1.642,1.669,1.773,1.703,1.540,1.364,1.148,1.044,
445,163.008,120.943,89.198,51.158,38.270,42.854,41.410,39.648,44.130,52.931,67.764,90.838,120.336,147.446,174.809,195.842,209.967,198.382,181.410,149.963,114.582,81.208,54.738,39.964,27.825,22.298,18.131,15.696,14.249,14.916,38.212,93.116,67.009,17.171,6.353,5.910,7.010,7.940,5.794,4.966,5.757,21.399,304.937,658.072,259.340,14.941,1.983,1.735,1.593,1.765,1.682,1.436,1.328,1.107,0.975,
450,357.810,118.589,81.368,48.341,37.660,40.730,38.382,39.862,43.689,50.250,64.910,84.109,113.132,140.253,166.589,185.021,198.615,189.956,172.326,142.380,110.646,77.177,53.186,39.176,28.031,22.535,19.103,16.675,13.987,13.161,15.320,50.091,88.566,47.535,11.060,6.043,6.092,7.001,7.649,5.459,4.650,5.036,18.612,283.552,647.076,241.454,16.365,1.771,1.487,1.596,1.582,1.473,1.159,0.927,1.140,
455,945.361,121.944,78.468,49.777,34.047,40.209,37.599,38.182,42.465,47.372,60.918,80.903,105.606,128.944,154.086,170.459,183.536,175.517,158.214,132.022,103.179,73.169,50.060,38.585,27.572,22.394,18.606,16.655,14.693,13.248,12.416,18.841,58.739,77.151,30.536,8.423,5.844,6.012,7.428,7.014,4.870,4.313,4.708,22.430,292.378,537.414,224.838,11.088,1.615,1.724,1.576,1.353,1.253,1.029,1.001,
460,1809.143,306.893,72.058,46.087,33.942,37.571,39.320,35.797,40.096,43.438,55.883,73.076,96.422,118.497,138.562,156.408,166.142,158.761,143.264,121.963,93.160,67.217,47.520,36.771,26.791,22.389,19.222,17.104,14.559,13.078,11.892,11.547,22.507,63.080,61.279,20.539,6.633,5.709,5.847,7.375,6.858,4.236,3.940,4.578,15.314,232.125,526.839,200.479,10.249,1.662,1.561,1.332,1.164,1.013,1.089,
465,2051.896,881.498,95.253,38.375,30.374,34.473,33.483,33.173,35.779,41.286,52.769,66.506,86.756,105.622,126.144,138.460,149.615,141.436,128.929,109.900,83.850,61.425,44.403,34.855,26.128,21.648,18.728,16.724,14.305,13.335,11.654,10.254,11.388,27.673,62.746,45.586,13.588,6.212,5.251,5.717,7.092,5.897,3.967,3.656,4.017,14.011,224.558,483.504,212.495,13.554,1.546,1.429,1.121,1.048,0.952,
470,1349.991,1517.010,324.360,37.292,28.680,34.872,32.459,30.500,33.842,39.219,46.310,59.128,75.794,93.476,109.399,124.124,132.389,125.317,113.399,98.108,76.961,55.783,40.803,32.384,24.709,20.822,17.946,16.406,14.140,12.642,11.271,10.265,10.030,11.654,35.226,57.978,31.215,9.106,5.392,5.059,5.546,6.575,5.163,3.499,3.342,3.829,15.750,240.365,491.536,205.815,11.117,1.357,1.171,0.964,0.996,
475,354.942,1428.915,949.418,57.057,25.302,31.366,30.064,28.184,31.519,34.979,41.757,52.660,70.742,82.411,98.303,108.121,114.984,110.675,100.283,86.104,68.056,49.927,37.155,29.097,22.740,20.170,17.250,15.268,13.768,12.405,10.961,9.899,9.009,8.648,12.885,38.971,49.760,22.743,7.002,4.914,4.525,4.980,6.518,4.789,3.108,3.111,3.661,13.649,193.695,442.195,175.841,12.337,1.315,0.846,0.988,
480,87.156,700.633,1532.823,303.813,25.128,31.104,27.068,27.370,28.311,33.825,39.371,46.568,60.211,72.820,83.961,94.669,101.461,95.729,86.528,76.037,59.487,45.100,33.534,28.275,21.104,18.402,16.751,14.626,12.820,12.180,10.761,9.692,8.666,7.943,8.179,16.003,42.087,40.244,15.487,5.316,4.248,4.021,5.185,6.379,4.381,3.006,3.134,3.354,11.575,165.837,413.284,192.060,9.633,1.039,1.000,
485,88.381,176.944,1345.712,877.944,51.067,26.670,27.375,24.048,26.879,28.564,34.914,42.887,51.489,63.307,73.994,81.747,85.921,82.637,76.253,65.476,52.767,39.544,31.040,25.965,19.694,16.935,15.806,14.254,12.839,11.421,10.269,9.248,8.045,7.537,6.816,8.149,20.261,42.367,30.750,9.778,4.577,3.737,3.858,5.278,5.996,3.685,2.746,2.816,3.372,11.431,184.525,389.614,148.869,7.523,1.047,
490,157.696,57.252,605.110,1476.331,298.317,23.979,24.881,22.531,23.523,26.932,30.586,37.477,47.065,55.919,63.383,70.370,73.828,71.797,65.771,57.002,45.466,35.020,27.875,24.166,18.528,15.990,14.258,13.449,11.990,10.666,9.550,8.712,8.022,7.098,6.580,6.566,8.729,24.584,39.409,21.483,6.754,3.902,3.496,3.820,5.429,6.055,3.473,2.606,2.683,3.224,11.637,163.470,356.109,143.151,8.637,
495,272.131,61.696,122.281,1302.253,903.566,65.689,22.584,22.173,22.277,24.179,26.655,32.930,40.368,47.284,55.999,60.291,63.699,61.103,56.365,48.832,39.970,31.212,24.278,21.156,16.823,14.673,13.174,12.137,11.200,10.293,9.284,8.448,7.552,6.806,5.989,6.113,6.435,10.139,27.425,34.085,15.432,5.053,3.614,3.510,3.661,6.132,5.872,3.344,2.673,2.971,3.215,10.474,163.255,339.422,140.997,
500,337.809,100.847,42.281,609.157,1435.102,374.800,20.333,19.212,19.322,22.636,25.620,30.552,36.900,41.188,47.803,52.094,55.599,53.824,49.154,43.227,34.213,26.863,21.819,19.469,15.615,13.798,12.468,11.595,10.570,9.828,8.842,8.294,7.548,6.780,6.051,5.888,5.685,6.404,12.582,30.610,26.754,10.449,4.179,3.519,3.271,4.102,6.740,5.232,2.997,2.685,2.859,3.057,11.345,139.069,313.548,
505,291.331,196.617,38.608,123.081,1268.913,1112.639,46.891,18.106,21.299,18.984,22.019,26.775,31.249,35.536,39.821,43.696,47.085,44.968,41.131,37.407,29.936,24.029,19.291,17.684,14.604,12.520,12.050,10.948,9.973,9.310,8.379,7.516,6.877,6.322,5.630,5.336,5.443,5.406,6.505,16.116,29.319,19.821,7.147,3.705,3.275,3.467,4.572,6.468,4.696,3.040,2.748,2.980,3.070,9.528,134.766,
510,160.429,275.913,68.315,28.523,544.237,1760.639,341.725,18.099,17.658,18.214,20.268,23.920,26.400,29.935,34.483,37.902,40.127,38.731,35.752,31.408,25.997,21.472,17.512,15.876,13.092,11.933,11.083,9.831,9.261,8.524,7.897,7.284,6.474,5.748,5.490,5.096,5.248,5.190,5.334,6.999,18.329,26.573,14.871,5.484,3.496,3.504,3.359,4.815,6.537,4.882,3.059,2.936,3.046,3.276,8.299,
515,62.575,272.306,145.777,26.499,102.579,1491.902,1024.007,48.230,17.521,18.104,18.063,21.337,23.154,26.969,30.301,31.766,33.409,32.455,31.091,26.359,22.884,18.664,15.697,14.794,12.279,10.809,9.753,9.468,8.836,8.102,7.287,6.693,6.312,5.618,5.686,5.099,4.969,5.065,5.045,5.185,8.518,20.825,22.840,10.518,4.602,3.664,3.552,3.631,5.246,7.498,4.910,3.567,3.347,3.428,3.684,
520,16.875,178.506,234.360,40.883,21.757,651.763,1685.506,320.093,17.174,15.142,17.312,18.926,21.883,22.922,25.892,28.264,29.258,27.503,26.490,24.143,19.728,17.059,14.230,12.793,10.980,9.489,9.369,9.085,8.095,7.726,6.872,6.500,5.815,5.527,5.171,5.015,4.668,4.968,4.554,4.677,5.314,10.624,21.731,18.225,7.349,3.990,3.633,3.748,4.166,6.689,8.041,4.870,3.759,3.660,3.990,
