275,-2.613,1.587,9.386,196.453,653.321,511.810,71.593,260.408,2439.852,4133.065,1551.338,78.478,2.369,1.470,1.131,1.329,1.016,1.308,1.208,1.393,0.785,0.893,0.984,0.804,0.783,0.910,1.025,0.887,0.795,1.012,0.901,0.646,0.816,0.825,0.495,0.563,0.683,0.622,0.649,0.667,0.607,0.698,0.717,0.653,0.754,0.716,0.792,0.631,0.579,0.660,0.636,0.662,1.497,5.076,12.100,
280,0.614,0.265,0.848,19.909,284.132,864.842,392.965,54.770,246.103,2563.853,4453.946,1653.434,80.027,2.356,1.979,1.087,1.240,1.339,1.001,0.745,1.032,1.054,1.110,0.712,1.034,0.985,1.110,1.070,0.925,0.919,0.892,0.929,0.640,0.769,0.747,0.585,0.714,0.580,0.668,0.786,0.656,0.835,0.779,0.789,0.741,0.756,0.657,0.750,0.599,0.547,0.641,0.483,0.583,0.771,2.565,
285,1.328,6.772,4.820,5.668,35.179,469.279,882.319,299.762,46.891,290.203,2661.346,4555.491,1653.104,83.867,1.661,1.462,1.545,1.455,1.010,1.233,1.050,0.927,1.222,0.713,0.931,1.082,1.172,0.946,0.898,0.845,0.987,0.768,0.758,0.817,0.726,0.670,0.651,0.714,0.717,0.760,0.774,0.748,0.809,0.759,0.780,0.863,0.694,0.768,0.593,0.834,0.697,0.634,0.615,0.586,0.706,
290,9.338,9.615,7.161,4.996,8.780,74.324,632.817,808.289,227.125,45.827,256.420,2584.434,4904.132,1829.684,80.769,2.156,1.911,1.561,1.455,1.215,1.134,0.795,0.892,0.787,0.934,0.933,1.151,1.030,0.736,0.780,0.821,0.773,0.772,0.907,0.819,0.666,0.861,0.625,0.786,0.925,0.753,0.844,0.868,0.854,0.937,0.801,0.744,0.787,0.751,0.726,0.736,0.634,0.624,0.536,0.595,
295,14.759,13.865,10.447,11.317,10.148,19.871,146.844,708.311,727.440,145.509,49.071,261.163,2807.669,4701.372,1645.106,73.266,2.033,1.659,1.400,0.950,1.062,0.902,1.043,0.859,0.986,1.039,1.053,1.125,0.862,0.860,0.780,0.813,0.844,1.106,0.872,0.720,0.844,0.757,0.818,0.797,0.663,0.936,0.880,0.918,0.810,0.910,0.924,0.880,0.798,0.788,0.752,0.837,0.771,0.657,0.698,
300,17.697,27.429,15.411,17.434,19.401,24.342,36.753,208.148,780.629,555.369,117.182,51.496,281.746,2637.243,4426.339,1539.052,74.772,2.098,1.409,1.595,0.879,1.050,1.018,0.934,0.847,1.049,1.159,0.941,0.595,0.652,0.737,1.012,0.988,1.017,0.917,0.668,0.802,0.758,0.839,0.853,0.906,0.981,0.807,1.013,0.897,1.009,0.974,0.948,0.810,0.779,0.938,0.858,0.769,0.815,0.900,
305,22.444,31.039,24.520,25.464,29.611,39.018,42.767,53.661,279.540,793.829,486.909,95.396,50.530,211.955,2392.647,4095.352,1707.762,68.509,2.373,1.683,1.533,1.221,1.117,0.933,0.956,1.089,1.064,1.064,0.841,0.859,0.795,0.968,0.853,0.976,1.023,0.900,1.111,0.721,0.854,1.029,0.882,1.029,0.994,0.995,1.013,0.982,1.023,0.964,0.828,0.962,1.035,0.968,0.860,0.888,1.008,
310,34.078,32.403,32.951,37.911,41.092,58.125,57.393,55.177,75.037,391.871,800.140,380.195,71.306,47.982,218.958,2229.308,4529.951,1344.989,65.733,2.303,1.609,1.291,1.227,1.337,0.958,1.077,0.938,1.050,0.940,0.749,0.734,0.869,0.697,0.971,0.891,0.940,1.066,0.967,0.962,0.946,0.982,0.998,1.035,1.039,0.852,1.086,1.056,1.026,0.949,1.052,1.025,1.027,1.162,0.919,1.325,
315,44.799,38.042,42.147,50.378,54.604,69.572,70.541,65.911,66.129,108.686,473.998,777.419,279.563,60.761,40.931,191.232,2300.559,3633.761,1343.497,75.682,1.772,1.462,1.224,1.377,1.012,1.271,1.006,0.953,0.914,0.742,0.866,0.890,0.893,0.976,1.118,1.002,1.029,0.868,0.829,0.988,1.044,1.077,0.899,1.091,1.003,1.177,1.198,1.105,1.006,1.181,1.312,1.266,1.165,1.254,1.461,
320,49.720,50.068,54.537,56.466,65.398,80.038,83.478,75.608,76.750,82.185,144.691,575.000,717.041,216.190,44.984,34.033,165.595,1899.942,3759.300,1507.026,70.462,1.753,1.327,0.995,1.229,1.177,1.172,1.035,1.125,0.762,0.906,0.853,0.923,0.911,1.070,1.025,1.070,1.119,1.025,0.956,1.214,1.347,1.272,1.274,1.384,1.532,1.350,1.180,1.135,1.295,1.282,1.275,1.484,1.597,1.796,
325,82.863,58.273,59.601,72.683,74.146,99.189,91.925,85.653,85.309,89.622,98.532,208.565,688.127,603.711,125.789,37.559,31.637,175.064,2090.626,3372.549,1341.438,48.552,1.670,1.660,1.063,0.901,0.949,1.034,0.957,0.915,0.823,0.847,1.107,1.103,1.125,1.099,1.205,1.064,1.274,1.265,1.204,1.424,1.374,1.502,1.814,1.789,1.670,1.447,1.255,1.375,1.496,1.550,1.632,1.731,2.023,
330,99.050,73.628,70.534,79.678,85.565,109.678,109.263,96.869,95.312,96.722,103.355,111.076,269.527,690.956,457.846,85.721,36.920,31.866,176.816,1737.181,3554.609,1117.115,48.165,1.740,1.375,1.230,1.229,1.090,1.139,0.946,0.850,0.995,0.718,1.000,1.151,1.098,1.031,1.191,1.150,1.258,1.361,1.557,1.499,1.643,1.944,2.011,1.986,1.590,1.407,1.569,1.691,1.697,1.662,1.847,2.156,
335,114.711,89.239,79.043,84.414,95.758,123.303,120.347,111.117,106.808,107.180,112.676,116.323,122.164,310.525,669.545,339.431,68.757,40.277,36.617,140.438,1766.771,3191.361,1037.601,42.268,1.692,1.205,1.478,1.026,0.958,0.923,0.979,0.878,0.874,0.893,1.169,1.090,1.040,1.320,1.217,1.464,1.471,1.531,1.783,1.848,2.127,2.314,2.228,1.973,1.688,1.723,1.865,1.922,1.876,2.073,2.244,
340,161.946,116.054,108.838,110.092,113.544,146.277,148.808,133.679,127.417,127.371,130.104,129.635,125.476,134.091,405.078,615.776,252.347,62.951,51.739,44.960,161.245,1749.699,2614.144,867.341,41.844,1.775,1.334,1.321,1.159,0.870,0.813,0.947,0.968,0.861,1.068,1.309,1.359,1.261,1.548,1.436,1.665,1.695,1.943,2.298,2.359,2.627,2.470,2.285,2.010,2.077,2.147,2.247,2.287,2.381,2.555,
345,206.105,168.108,146.553,141.999,151.256,186.814,192.130,164.685,162.487,152.956,152.099,151.287,145.156,137.018,165.903,464.805,571.806,197.373,87.645,71.866,59.545,142.279,1390.445,2727.523,937.126,38.436,1.827,1.510,1.175,0.842,0.954,0.799,0.858,1.191,1.248,1.274,1.436,1.481,1.583,1.687,1.885,2.177,2.131,2.538,2.758,2.930,2.934,2.668,2.385,2.674,2.831,2.921,2.931,2.869,3.027,
350,301.499,247.331,215.227,200.382,201.170,241.562,248.204,220.883,207.946,190.919,188.601,186.380,183.648,174.153,164.036,233.468,543.755,497.939,192.922,117.025,96.900,74.933,166.496,1452.741,2491.806,809.904,33.881,2.017,1.323,1.048,1.058,1.105,1.137,1.025,1.167,1.290,1.597,1.824,1.875,2.031,2.169,2.433,2.600,2.942,3.247,3.470,3.564,3.299,2.963,3.095,3.546,3.532,3.832,3.578,4.342,
355,433.793,354.381,305.784,285.233,281.060,341.370,330.811,298.983,278.742,246.327,239.459,237.000,238.075,226.576,218.549,223.975,334.513,628.948,466.262,209.323,151.108,117.217,81.408,159.377,1310.512,2408.167,767.087,29.175,1.758,1.130,1.279,1.128,1.398,1.381,1.399,1.687,1.610,1.825,2.033,2.213,2.590,2.723,3.246,3.630,3.889,4.256,4.542,4.151,3.906,4.438,4.693,4.745,4.772,4.863,5.521,
360,619.791,520.635,465.225,429.901,411.513,483.989,469.813,413.764,386.959,331.679,316.766,311.519,315.464,310.770,303.255,305.610,321.420,469.842,688.203,459.228,243.191,176.674,122.060,77.447,126.150,1270.062,2231.228,766.421,29.690,1.943,1.183,1.336,1.473,1.640,1.828,1.992,1.995,2.409,2.464,2.874,3.183,3.607,3.971,4.627,4.632,5.585,5.599,5.398,5.233,5.894,6.587,6.819,7.079,7.113,7.709,
365,837.344,720.958,662.202,603.038,576.605,661.964,637.899,559.750,516.188,453.883,421.327,410.067,411.828,409.733,416.388,418.095,419.947,435.447,600.830,725.674,433.227,255.285,176.930,113.916,71.415,134.147,1221.074,2187.336,663.006,27.559,1.941,1.643,1.651,2.028,2.055,2.441,2.383,2.599,2.959,3.433,3.886,4.578,5.182,5.807,5.874,6.987,7.281,6.976,6.950,8.140,8.840,9.287,9.625,9.508,10.525,
370,1101.651,974.819,917.553,836.483,771.990,899.537,850.843,760.032,688.997,596.229,554.549,531.364,530.835,534.938,548.846,551.458,560.741,544.341,555.093,728.133,718.356,403.536,245.072,163.500,107.747,69.964,147.919,1119.843,1885.266,632.141,34.545,2.441,2.241,2.337,2.631,2.728,2.941,3.242,3.992,4.196,4.915,5.589,6.095,7.206,7.698,8.712,9.109,9.050,8.889,10.955,11.953,12.107,12.594,13.080,14.169,
375,1453.407,1288.714,1179.509,1098.139,1023.506,1169.941,1115.530,980.384,892.126,769.090,703.685,676.790,679.355,685.510,703.805,717.124,716.413,696.650,668.790,671.148,808.202,676.868,371.190,232.021,160.058,106.787,72.118,111.805,1031.737,1784.030,697.629,36.134,3.031,3.061,3.219,3.484,3.794,4.075,4.616,5.288,5.810,6.757,7.580,8.757,9.602,11.009,11.373,11.253,11.543,13.948,15.587,15.733,16.171,16.464,18.466,
380,1770.448,1629.378,1491.391,1351.355,1250.030,1445.040,1365.930,1217.095,1102.454,944.282,852.366,816.007,815.635,827.518,858.600,878.898,877.851,850.394,810.866,752.980,748.747,823.021,595.087,330.167,222.857,156.686,110.029,75.511,122.250,921.809,1716.099,691.947,35.243,4.279,4.036,4.478,4.474,4.819,5.718,6.371,7.050,8.167,9.105,10.665,11.552,12.789,14.165,13.802,14.101,17.188,18.899,19.367,20.113,20.408,22.193,
385,2123.303,1945.232,1742.015,1600.524,1475.050,1711.627,1627.154,1441.506,1305.279,1107.269,1007.908,945.799,954.285,970.091,1005.278,1038.721,1045.609,1010.935,958.759,882.936,794.795,778.776,787.056,513.793,310.808,221.644,162.877,113.751,77.645,107.738,854.601,1823.708,698.867,34.141,5.498,5.275,5.445,5.996,6.305,7.603,8.715,9.587,10.757,12.247,13.092,15.002,16.608,16.398,16.862,20.230,22.377,22.869,23.933,24.299,26.319,
390,2428.818,2256.436,2031.325,1853.229,1690.814,1970.758,1891.624,1665.396,1502.323,1282.104,1138.884,1070.820,1072.909,1102.819,1155.617,1190.182,1203.662,1159.774,1096.476,1022.119,909.549,792.957,776.778,721.044,463.781,302.735,226.505,166.170,117.829,79.490,94.184,1011.602,1763.595,610.696,32.814,6.752,6.745,7.035,7.640,8.710,9.835,10.888,12.111,13.802,14.913,17.267,18.835,18.936,19.153,23.294,25.971,26.616,27.490,27.507,29.712,
395,2734.222,2499.774,2300.995,2064.656,1901.426,2202.459,2109.697,1885.964,1698.969,1433.268,1278.084,1181.189,1187.332,1213.953,1282.995,1327.917,1348.271,1296.510,1231.089,1146.320,1021.637,887.736,766.054,763.279,655.550,416.267,295.400,223.550,162.606,113.348,73.577,110.365,863.861,1495.174,563.900,31.668,7.839,8.365,8.606,10.039,11.034,12.652,13.644,15.514,16.808,19.528,21.489,20.954,21.599,26.704,29.169,29.589,30.602,30.463,33.366,
400,3099.304,2842.280,2617.061,2348.995,2140.030,2476.794,2392.765,2131.823,1927.115,1621.565,1431.106,1323.208,1313.400,1361.565,1435.295,1493.420,1517.176,1464.116,1394.875,1292.984,1159.622,1008.903,854.605,750.914,750.507,600.114,392.084,291.931,216.389,153.075,100.233,61.509,82.083,771.240,1474.058,545.000,31.127,9.746,10.169,11.172,12.476,14.164,15.582,17.888,19.059,21.700,23.679,23.833,24.368,29.602,33.277,33.153,34.618,34.447,37.009,
405,3467.994,3251.319,2945.427,2668.128,2441.250,2829.144,2728.499,2428.816,2188.279,1825.325,1612.605,1476.331,1465.401,1516.640,1608.336,1692.508,1713.255,1662.281,1581.216,1473.673,1318.721,1159.137,985.478,832.111,754.707,737.612,549.067,375.563,276.172,198.650,133.239,80.385,49.403,70.887,732.931,1278.815,466.311,32.124,11.555,12.738,14.134,15.663,17.467,19.845,21.339,24.410,26.681,26.927,27.448,33.747,37.903,38.171,39.236,39.506,42.435,
410,3920.972,3638.544,3324.165,2979.363,2721.793,3194.531,3072.644,2743.387,2459.351,2057.263,1796.386,1642.545,1617.600,1678.975,1794.272,1887.588,1925.493,1866.949,1775.360,1648.147,1496.716,1309.375,1119.790,950.140,808.892,756.842,702.628,500.610,343.471,247.514,167.563,105.300,63.678,39.539,70.408,652.175,1095.837,408.393,32.103,14.943,15.954,17.887,19.571,22.216,24.222,27.434,30.191,30.251,30.706,38.104,42.379,42.245,44.234,43.919,47.956,
415,4305.183,3984.054,3656.872,3256.495,2993.027,3510.597,3383.220,3023.654,2708.275,2254.745,1960.894,1775.358,1755.209,1820.429,1949.704,2056.773,2106.346,2048.428,1951.696,1814.568,1646.481,1445.811,1247.172,1060.194,901.561,774.692,741.087,643.921,429.403,295.137,203.500,128.890,81.740,49.860,36.260,68.266,547.903,1110.255,412.962,36.708,17.960,19.817,21.370,24.186,26.125,29.867,33.090,33.015,33.633,41.125,45.617,46.415,48.553,48.225,52.443,
420,4530.958,4215.613,3842.341,3476.997,3196.141,3719.561,3620.015,3227.826,2893.585,2380.961,2064.134,1864.867,1832.451,1900.010,2054.948,2163.289,2217.953,2162.884,2067.757,1933.703,1753.497,1550.191,1342.227,1146.156,983.079,826.465,720.266,684.433,544.418,352.885,233.420,152.502,98.519,64.267,44.719,35.581,57.833,707.145,998.926,466.369,37.610,20.929,22.812,25.655,27.630,31.786,34.671,34.778,35.553,44.095,49.153,49.629,51.304,50.883,55.799,
425,4677.679,4319.259,3960.615,3588.371,3332.820,3890.164,3772.009,3355.822,3002.173,2459.220,2136.685,1897.738,1873.186,1953.502,2104.275,2213.779,2283.438,2230.683,2137.890,2000.853,1820.534,1616.824,1400.348,1206.097,1029.572,873.911,736.978,653.519,602.718,435.742,271.460,172.865,114.929,77.730,55.733,42.717,36.333,67.882,472.729,1134.094,350.972,36.426,24.086,26.745,28.468,32.945,36.212,35.975,37.111,45.418,50.330,51.390,52.984,53.323,57.318,
430,4739.341,4376.781,4005.537,3673.616,3388.026,3998.783,3885.320,3445.731,3080.065,2518.414,2155.244,1918.472,1883.878,1957.480,2113.294,2245.051,2308.286,2248.549,2162.583,2036.060,1862.097,1650.538,1443.811,1242.100,1072.199,909.447,766.823,643.771,572.811,504.694,337.287,200.318,132.598,91.451,68.814,53.808,42.541,37.065,52.715,440.421,911.579,340.176,40.659,28.211,29.559,34.239,36.723,36.265,37.899,45.298,51.256,51.875,53.761,54.158,59.457,
435,4781.336,4395.256,4008.196,3628.000,3389.446,4018.337,3920.745,3497.285,3100.549,2524.798,2143.000,1898.478,1866.072,1936.617,2096.895,2217.729,2301.726,2252.749,2169.621,2041.030,1869.906,1668.774,1461.150,1263.835,1089.161,929.448,787.329,660.021,543.962,486.126,404.611,245.276,152.191,104.262,79.898,65.852,51.617,42.607,37.370,54.062,438.608,840.703,338.646,46.049,29.849,33.834,37.058,36.665,38.255,45.935,51.639,51.531,54.633,53.869,58.877,
440,4712.214,4341.919,3957.462,3590.733,3389.900,3994.237,3930.241,3481.890,3089.863,2515.245,2122.519,1868.705,1834.570,1905.892,2060.336,2177.349,2246.444,2207.300,2129.632,2014.925,1852.336,1652.458,1460.749,1268.238,1097.523,937.415,799.140,671.948,548.644,451.756,408.984,309.823,185.635,120.346,91.889,75.456,63.356,51.321,42.364,37.829,54.641,422.729,764.069,335.676,41.126,33.933,36.827,36.531,37.581,45.302,50.912,50.862,53.592,53.559,59.269,
445,4588.422,4187.390,3828.422,3503.047,3293.542,3941.083,3845.806,3416.092,3007.130,2439.240,2062.350,1808.457,1762.380,1835.572,1982.402,2097.297,2158.313,2125.458,2063.597,1954.351,1802.125,1624.068,1436.977,1255.831,1087.518,936.865,801.605,676.384,556.554,446.727,366.667,334.569,244.634,146.987,105.530,86.049,72.348,62.127,50.705,43.329,38.458,50.625,346.681,703.455,266.425,46.147,36.214,35.597,36.313,43.583,48.769,49.141,51.978,51.732,57.519,
450,4563.935,3999.616,3668.395,3340.852,3175.066,3798.725,3711.435,3302.813,2916.716,2357.417,1984.911,1731.779,1679.168,1747.401,1887.946,1992.072,2059.851,2026.879,1970.473,1867.965,1733.881,1570.099,1389.632,1217.599,1060.073,920.474,791.013,671.617,557.229,447.518,355.873,306.151,281.286,192.149,123.894,97.659,82.019,70.567,60.509,50.004,42.270,37.909,48.401,309.541,598.600,289.165,49.074,34.049,34.735,42.350,47.040,47.396,49.635,49.528,55.192,
455,4796.087,3745.027,3430.698,3148.198,3000.216,3593.190,3539.125,3135.837,2773.809,2235.363,1866.079,1631.832,1581.691,1645.188,1767.754,1863.611,1926.804,1904.243,1852.135,1759.294,1637.184,1487.616,1326.073,1168.998,1025.911,891.049,768.293,658.830,549.863,448.710,359.588,284.700,265.581,234.381,156.528,112.368,92.465,78.781,67.890,57.276,46.735,40.694,36.868,49.696,295.605,608.100,348.690,42.596,33.067,39.750,44.097,44.492,46.350,47.270,52.422,
460,5181.051,3697.423,3154.910,2925.956,2784.668,3361.659,3301.444,2939.567,2600.320,2093.819,1748.822,1522.648,1468.202,1513.299,1622.058,1712.120,1765.498,1745.629,1698.871,1624.467,1525.045,1384.703,1247.994,1104.970,976.118,850.415,743.749,639.523,543.059,449.967,364.090,289.182,242.640,234.408,198.753,136.495,105.002,88.129,74.403,65.361,54.441,44.537,38.280,35.767,46.390,289.896,761.998,241.553,40.566,37.396,41.089,41.165,43.297,43.811,48.722,
465,4774.911,3920.159,2930.982,2683.040,2576.228,3102.772,3063.717,2718.435,2414.217,1941.326,1617.998,1403.447,1353.455,1385.410,1486.794,1551.189,1601.034,1581.816,1544.960,1488.427,1397.073,1284.612,1153.873,1034.447,917.206,808.599,711.206,618.235,527.654,446.761,367.086,296.139,242.006,212.820,214.178,173.925,121.470,97.381,82.752,69.457,60.256,50.215,41.395,37.493,34.368,45.312,305.652,504.121,235.931,47.109,37.703,37.882,39.896,41.031,44.665,
470,3784.479,4221.583,2892.049,2449.637,2356.482,2849.748,2809.699,2521.255,2214.590,1788.676,1485.807,1296.775,1237.705,1262.834,1342.805,1408.212,1450.952,1427.448,1400.432,1353.723,1275.020,1177.142,1065.601,960.047,863.635,766.908,677.413,593.351,516.867,441.177,368.440,304.441,249.219,205.757,196.679,196.436,149.328,109.200,90.019,75.558,63.079,54.902,45.601,39.199,35.008,34.755,45.848,251.172,475.901,233.445,44.061,35.676,36.409,37.057,41.300,
475,2917.445,3831.043,3179.084,2236.375,2138.079,2590.185,2557.779,2286.674,2021.500,1633.635,1354.895,1163.304,1120.984,1140.963,1199.324,1254.635,1294.589,1272.394,1252.119,1210.115,1151.366,1066.216,978.449,890.208,806.769,717.142,644.674,573.601,500.605,435.961,370.650,309.921,258.466,212.628,184.602,185.981,175.338,130.255,97.405,79.985,67.398,56.504,49.686,42.009,35.839,34.638,33.603,42.563,209.223,464.880,191.956,40.005,33.373,34.048,37.435,
480,2541.471,2902.432,3465.037,2231.813,1926.356,2354.801,2329.374,2072.475,1828.321,1479.897,1234.419,1068.923,1013.274,1027.373,1069.905,1120.724,1148.236,1137.107,1114.418,1086.116,1035.864,968.236,894.288,821.233,746.701,679.853,612.401,552.350,491.626,430.541,370.736,315.180,266.300,223.015,188.920,171.694,174.786,154.810,111.580,85.706,71.051,59.055,50.392,45.828,38.494,34.754,32.660,30.217,36.356,196.567,418.662,195.676,40.970,30.970,33.980,
485,2282.045,2170.708,3101.330,2567.819,1766.635,2141.597,2109.492,1884.631,1663.509,1346.970,1121.034,966.078,917.994,925.122,958.484,994.656,1011.998,1005.750,992.666,973.188,928.777,880.379,819.948,757.340,697.560,639.192,587.015,533.746,478.369,425.714,372.547,320.443,271.928,229.025,195.412,169.508,158.315,161.336,130.835,93.141,74.178,60.419,51.241,46.038,40.833,35.341,32.276,28.752,27.189,36.863,210.130,420.955,245.195,35.198,30.784,
490,2107.536,1832.074,2234.088,2885.327,1797.349,1937.260,1909.937,1701.232,1513.283,1224.931,1009.776,872.148,822.879,820.271,844.034,876.209,895.926,889.837,876.531,864.514,833.314,793.970,748.613,697.170,655.302,604.745,558.873,515.279,467.673,421.169,371.220,320.765,277.259,231.281,199.748,172.703,151.341,146.703,141.965,107.196,76.997,61.960,51.689,44.760,40.872,37.884,32.313,28.253,26.014,27.907,37.169,200.247,443.521,195.934,35.732,
495,2036.703,1684.575,1601.257,2565.529,2197.443,1748.572,1714.728,1537.065,1360.594,1090.044,913.929,782.985,737.401,730.662,745.936,768.133,786.460,777.914,776.679,765.039,743.506,715.260,678.738,645.447,606.793,569.941,532.732,496.865,454.634,413.748,369.921,324.379,279.389,236.946,201.118,174.531,150.434,133.292,131.687,119.770,86.395,63.744,52.122,44.677,38.271,37.692,34.381,27.936,25.207,26.293,26.802,32.608,188.495,439.484,171.097,
500,1888.236,1543.105,1359.491,1802.443,2516.586,1864.730,1533.156,1381.682,1222.750,981.186,818.774,700.530,660.036,651.016,661.819,678.527,697.685,686.417,686.665,680.379,669.884,646.840,620.947,598.717,573.104,541.251,510.898,479.459,445.835,407.023,364.954,321.726,280.401,236.819,201.580,174.330,150.029,129.681,116.270,115.875,97.367,68.656,51.820,44.056,37.889,34.977,33.985,29.292,24.402,25.211,25.081,24.442,33.211,185.415,346.309,
505,1662.569,1444.705,1222.556,1223.612,2227.796,2344.013,1409.225,1240.564,1100.392,885.359,736.956,629.428,592.026,580.474,583.952,595.251,604.132,602.075,605.727,603.834,600.542,583.781,570.020,550.454,531.185,511.319,486.364,462.290,429.445,397.915,359.260,317.755,277.455,235.869,201.514,172.940,148.622,127.399,107.445,100.428,98.728,76.481,53.513,43.483,36.949,33.482,31.652,30.071,26.068,24.712,23.907,23.660,23.400,30.375,163.376,
510,1395.056,1400.910,1119.359,1032.455,1472.145,2774.690,1517.315,1102.019,986.822,785.040,648.710,562.793,526.040,514.350,511.599,515.940,525.269,523.765,526.403,530.490,535.799,523.431,516.987,508.650,494.204,478.523,463.542,440.389,415.487,384.494,349.189,311.312,270.712,230.520,196.425,169.594,145.128,124.747,103.910,88.417,85.263,81.476,60.067,43.636,36.598,33.333,29.802,27.692,26.947,25.890,23.390,22.252,22.299,22.475,29.807,
