340,15.396,10.220,4.717,4.710,6.064,5.514,8.871,6.857,9.170,9.102,9.685,10.211,11.099,36.795,335.958,565.672,203.781,19.961,16.141,17.324,126.588,1279.543,2354.686,795.108,29.563,1.464,1.350,1.198,0.850,0.923,1.044,0.759,0.906,0.766,0.771,0.833,0.777,0.837,0.770,0.788,0.740,0.605,0.848,0.710,0.751,0.722,0.777,0.770,0.770,0.657,0.801,0.642,0.535,0.725,0.661,
345,20.104,7.312,6.898,7.204,4.052,7.698,8.782,6.596,7.390,8.876,9.901,9.605,9.027,10.124,56.809,372.277,492.747,123.985,15.254,14.410,16.462,100.132,1225.834,2187.894,730.414,30.360,1.644,1.006,1.013,1.131,0.861,0.779,0.969,0.833,0.818,0.872,0.785,0.795,0.744,0.803,0.751,0.754,0.686,0.863,0.706,0.677,0.798,0.851,0.656,0.572,0.690,0.529,0.669,0.707,0.685,
350,12.369,8.438,8.553,6.240,7.544,5.903,8.255,6.115,8.148,8.742,9.721,9.975,9.990,8.825,11.254,89.610,414.274,375.162,74.343,13.631,13.913,14.840,102.900,1148.854,2043.907,641.992,26.397,1.268,1.130,1.090,0.866,0.764,1.002,0.819,0.887,0.744,0.748,0.856,0.725,0.927,0.767,0.696,0.644,0.754,0.627,0.675,0.764,0.741,0.694,0.750,0.719,0.677,0.634,0.787,0.688,
355,14.475,6.347,8.078,7.305,7.059,9.525,8.421,7.507,8.631,7.055,9.720,10.194,9.868,8.658,7.169,14.299,132.493,439.339,280.163,40.386,11.317,13.183,13.508,105.648,1249.916,1843.538,589.927,26.914,1.497,0.941,1.027,0.883,0.907,0.712,0.813,0.696,0.748,0.839,0.819,0.742,0.730,0.758,0.761,0.891,0.720,0.887,0.769,0.754,0.763,0.639,0.702,0.705,0.715,0.688,0.656,
360,15.966,10.458,5.921,7.882,6.681,6.950,8.085,7.218,7.842,7.953,8.302,9.564,10.397,8.021,7.487,8.464,18.778,179.896,415.819,208.441,24.858,10.763,12.058,12.721,81.074,1004.717,1883.056,679.445,25.121,1.211,1.118,0.937,1.023,0.875,0.866,0.751,0.745,0.830,0.762,0.839,0.746,0.750,0.776,0.781,0.709,0.649,0.775,0.690,0.715,0.707,0.689,0.588,0.677,0.693,0.719,
365,17.077,8.318,6.176,9.206,7.545,8.570,8.001,7.869,8.402,8.916,9.175,9.139,10.088,8.361,8.187,6.958,8.692,31.005,223.073,376.482,130.361,14.904,10.186,10.606,12.009,90.468,1047.272,1695.289,559.226,22.986,1.437,0.822,0.911,0.881,0.690,0.621,0.794,0.613,0.623,0.928,0.765,0.686,0.763,0.894,0.743,0.740,0.754,0.686,0.634,0.671,0.803,0.758,0.746,0.678,0.697,
370,16.685,8.160,12.389,8.046,7.835,7.884,9.875,7.077,8.139,7.900,7.678,8.956,10.175,9.526,8.485,7.352,7.393,9.438,45.605,263.445,314.572,80.797,10.413,9.405,10.218,10.764,82.803,866.139,1570.540,572.327,23.758,1.044,0.897,1.148,0.824,0.700,0.763,0.805,0.751,0.861,0.702,0.582,0.785,0.831,0.769,0.790,0.728,0.721,0.739,0.680,0.799,0.730,0.574,0.678,0.817,
375,10.677,8.594,9.105,7.561,4.143,7.956,9.495,6.673,8.318,7.980,7.963,9.143,9.301,9.082,8.842,6.833,7.551,7.204,10.764,65.645,284.776,250.860,48.642,8.456,8.817,9.206,10.446,63.633,844.678,1605.899,594.004,21.709,1.188,1.091,0.746,0.895,0.680,0.857,0.660,0.807,0.812,0.732,0.756,0.713,0.710,0.843,0.763,0.644,0.680,0.725,0.750,0.769,0.798,0.740,0.671,
380,10.593,6.989,9.740,8.358,7.584,9.667,7.520,7.810,9.024,8.028,8.190,8.880,8.769,8.315,8.334,8.364,7.503,7.398,7.841,12.726,99.625,290.383,178.513,26.810,7.743,8.084,8.468,9.378,67.508,902.784,1589.251,467.045,23.899,1.146,0.939,0.619,0.932,0.875,0.874,0.858,0.663,0.783,0.803,0.778,0.693,0.897,0.686,0.775,0.734,0.783,0.673,0.647,0.733,0.795,0.724,
385,8.673,5.404,12.087,10.436,5.383,9.667,7.969,6.122,8.357,7.805,7.021,8.318,8.507,7.967,8.382,7.929,7.882,7.467,6.728,7.596,18.027,129.262,266.863,120.339,15.362,6.601,7.595,7.330,8.480,60.618,784.196,1240.823,488.048,21.832,1.109,0.908,0.876,0.782,0.789,0.764,0.691,0.779,0.814,0.675,0.720,0.733,0.707,0.813,0.721,0.704,0.639,0.659,0.785,0.723,0.615,
390,13.868,11.689,11.416,9.647,8.968,9.824,6.255,6.631,6.544,7.055,8.014,9.255,8.227,7.614,8.598,8.198,7.807,7.208,6.434,6.475,7.681,23.766,153.829,230.306,79.554,9.545,6.001,6.667,6.793,7.737,46.506,632.011,1240.500,494.295,25.212,1.287,0.771,0.925,0.954,0.918,0.706,0.743,0.722,0.730,0.676,0.910,0.754,0.730,0.766,0.723,0.751,0.697,0.760,0.750,0.786,
395,12.884,8.429,7.907,7.989,5.362,9.490,8.835,5.665,7.211,6.489,6.088,7.782,7.862,8.505,6.780,7.448,7.849,7.494,6.694,6.032,6.534,8.616,38.107,178.128,183.198,42.227,6.005,5.349,5.985,5.895,7.170,51.267,626.717,1217.065,447.614,20.173,1.052,1.028,0.950,0.850,0.744,0.773,0.728,0.772,0.766,0.680,0.760,0.699,0.690,0.659,0.712,0.615,0.742,0.843,0.743,
400,5.656,9.718,10.019,7.830,6.707,8.925,6.423,7.671,6.879,7.252,7.236,8.113,8.087,7.086,8.304,7.203,7.544,7.672,6.095,6.109,5.722,5.757,8.769,53.404,180.145,137.263,25.514,5.099,5.084,5.680,5.394,6.513,42.494,594.979,1122.564,466.269,17.732,1.114,0.862,0.888,0.872,0.797,0.797,0.748,0.740,0.674,0.795,0.701,0.682,0.674,0.830,0.751,0.725,0.731,0.823,
405,9.150,8.048,11.376,5.624,7.811,9.000,7.892,8.577,7.053,6.956,7.313,7.374,8.138,7.527,8.009,7.959,7.021,7.255,6.737,6.266,5.563,5.739,5.916,10.960,72.454,177.873,97.418,14.330,4.511,5.014,4.998,4.615,6.219,35.722,513.542,1111.640,346.649,17.291,1.076,1.006,0.776,0.878,0.808,0.856,0.732,0.787,0.712,0.726,0.759,0.671,0.753,0.630,0.863,0.898,0.689,
410,12.701,14.367,10.541,9.324,7.554,9.976,7.296,7.565,7.784,6.962,7.469,8.128,8.186,7.709,8.049,6.622,6.955,6.513,7.564,6.283,6.110,5.367,5.058,5.876,15.651,98.772,162.485,63.497,8.141,4.101,4.476,5.036,4.856,5.700,41.255,524.337,831.765,319.196,15.264,1.150,0.939,0.738,0.717,0.810,0.818,0.742,0.658,0.797,0.697,0.586,0.788,0.701,0.913,0.708,0.770,
415,10.927,6.828,10.674,7.555,10.681,10.417,11.899,6.479,8.568,7.881,6.508,8.128,7.872,7.779,7.238,7.982,7.679,6.868,6.588,6.739,5.634,5.450,5.174,5.154,6.327,24.017,116.095,137.641,38.998,5.634,4.000,4.404,4.624,4.389,5.157,30.482,389.017,786.983,308.815,15.671,0.990,0.801,0.836,0.838,0.725,0.756,0.751,0.794,0.730,0.742,0.743,0.709,0.724,0.755,0.636,
420,12.059,10.778,9.919,7.831,8.379,8.965,10.044,6.200,7.789,7.058,6.361,6.909,7.960,6.944,7.184,7.601,7.082,6.909,6.478,6.652,6.281,5.590,5.200,5.187,5.009,7.140,36.696,126.484,105.093,23.406,4.260,4.085,4.057,4.274,3.904,5.174,26.897,370.315,705.298,276.702,18.002,0.966,0.884,0.863,0.735,0.700,0.776,0.695,0.770,0.623,0.670,0.647,0.675,0.850,0.737,
425,10.488,10.095,9.362,7.590,7.772,8.851,8.394,6.778,7.975,7.581,7.976,7.662,7.834,7.209,6.795,7.523,7.064,7.271,7.038,6.498,6.442,5.455,5.080,4.775,4.271,4.977,9.041,51.084,127.116,74.935,13.599,3.697,3.618,4.068,3.851,3.616,4.617,28.968,332.522,659.244,262.547,11.357,0.937,0.821,0.752,0.782,0.894,0.737,0.689,0.673,0.683,0.581,0.762,0.685,0.723,
430,6.595,8.519,9.535,8.293,7.676,10.193,11.193,7.059,7.713,6.996,7.123,7.554,7.129,7.411,6.955,7.028,7.156,6.407,6.525,6.098,6.484,5.136,5.247,4.368,4.563,4.241,5.225,11.211,66.727,115.369,54.625,7.963,3.067,3.102,3.725,3.604,3.325,4.396,19.992,308.231,619.413,223.105,13.218,1.083,0.798,0.740,0.730,0.787,0.693,0.764,0.676,0.660,0.628,0.703,0.653,
435,10.891,7.190,9.031,6.110,7.908,7.782,8.817,8.590,7.894,6.577,6.618,6.841,7.144,6.892,6.823,6.682,6.683,5.822,6.205,6.297,5.739,5.606,5.206,4.622,4.363,4.081,4.279,5.070,17.123,76.612,101.014,34.347,5.123,2.799,3.048,3.490,3.355,3.045,4.208,21.742,269.689,538.785,234.467,11.864,0.905,0.878,0.783,0.786,0.735,0.597,0.709,0.763,0.690,0.738,0.713,
440,13.811,8.855,5.940,6.185,7.286,8.025,10.674,6.644,6.524,6.367,6.569,6.542,6.632,6.207,6.168,6.270,5.991,6.486,5.992,5.651,5.587,5.631,5.414,4.873,4.531,4.067,3.907,3.962,5.621,24.342,84.678,79.417,21.437,3.204,2.650,3.128,3.600,2.993,3.124,3.966,20.022,259.943,542.232,198.826,9.291,0.985,0.904,0.762,0.692,0.700,0.749,0.669,0.779,0.703,0.751,
445,25.609,4.083,7.686,6.396,8.224,7.141,8.614,7.781,8.078,6.006,5.779,6.361,7.077,7.185,6.357,6.158,5.785,5.689,5.464,5.844,5.418,5.476,5.116,4.905,4.101,4.214,3.738,3.614,3.955,6.446,31.142,87.569,61.412,12.605,2.644,2.518,2.785,3.410,2.940,2.843,3.859,14.502,229.223,500.441,182.786,10.545,0.917,0.837,0.605,0.735,0.758,0.709,0.641,0.864,0.604,
450,160.842,9.486,3.218,6.699,8.403,7.901,8.697,8.619,6.597,6.856,6.315,7.297,6.787,6.214,5.780,5.982,5.517,5.600,5.678,6.021,5.201,4.729,4.763,4.361,4.494,4.111,3.661,3.445,3.469,3.872,7.473,43.345,82.639,42.207,6.648,2.064,2.287,2.900,3.335,2.790,2.730,3.566,14.438,214.909,426.305,183.833,9.547,0.995,0.672,0.737,0.697,0.654,0.650,0.793,0.669,
455,617.577,19.951,11.260,4.115,5.618,8.177,8.615,7.109,6.532,5.904,5.778,6.271,6.235,5.977,5.920,5.427,5.151,5.469,5.264,4.781,5.190,4.989,4.497,4.376,3.990,3.911,3.526,3.131,3.193,3.101,3.746,11.760,52.770,71.480,25.417,3.834,1.900,2.341,3.028,3.211,2.469,2.437,3.451,14.542,191.282,406.925,157.464,7.597,0.811,0.745,0.728,0.668,0.666,0.761,0.757,
460,1286.105,201.641,8.449,6.911,7.366,6.349,9.155,7.215,7.003,5.875,5.977,6.892,5.946,5.017,4.863,5.116,5.032,5.298,4.999,4.689,4.771,4.663,4.244,4.471,4.290,3.848,3.637,3.115,2.954,2.821,2.932,4.129,15.776,57.995,55.436,15.657,2.696,1.992,2.187,3.278,3.394,2.327,2.342,3.188,11.188,189.356,385.477,146.878,7.757,0.820,0.734,0.629,0.770,0.728,0.582,
465,1277.577,761.303,33.815,4.994,6.481,6.513,6.919,7.182,5.860,5.330,6.056,5.684,5.436,5.854,4.949,5.133,4.556,4.968,4.586,4.410,4.477,4.350,4.421,3.954,4.258,3.471,3.553,2.856,2.747,2.886,2.485,2.999,4.153,21.380,57.367,40.629,8.917,2.034,1.991,2.268,3.293,3.176,2.184,2.281,2.915,13.063,168.449,347.820,149.001,9.768,0.847,0.802,0.678,0.724,0.758,
470,652.027,1417.157,262.812,6.142,5.306,7.469,7.251,6.357,6.682,6.128,4.804,5.576,5.442,4.672,4.905,4.394,4.677,3.787,4.074,4.063,4.296,4.348,3.691,3.947,3.887,3.532,3.297,2.938,2.624,2.703,2.397,2.249,2.843,5.766,29.701,52.818,26.901,5.339,1.594,1.902,2.233,3.628,3.108,2.088,2.039,2.818,12.202,165.796,324.581,144.826,7.694,0.913,0.845,0.799,0.794,
475,127.423,1376.521,877.354,30.583,5.171,7.434,8.659,6.285,6.351,5.693,5.453,4.616,4.902,4.567,4.283,4.521,4.490,4.217,3.817,4.081,4.272,3.741,3.874,3.403,3.226,3.251,3.260,2.713,2.908,2.551,2.247,2.049,2.201,2.768,7.855,34.159,45.595,18.028,3.286,1.666,1.627,2.375,3.959,2.953,1.919,2.181,2.690,10.537,136.446,312.084,128.092,7.615,0.828,0.871,0.717,
480,18.879,664.676,1454.266,269.836,4.785,7.714,5.532,5.232,4.247,5.192,4.899,4.040,4.551,4.238,3.807,3.847,3.809,3.775,3.603,3.670,3.747,3.794,3.512,3.208,3.336,3.346,3.077,2.762,2.515,2.364,2.142,1.984,1.876,1.929,2.944,11.479,36.980,36.729,11.622,2.170,1.456,1.602,2.844,4.240,2.743,1.811,2.082,2.578,9.666,131.205,294.514,140.544,7.147,0.992,0.799,
485,48.034,141.987,1289.845,834.093,47.496,4.935,4.331,5.532,6.062,4.884,4.475,4.728,4.142,3.632,4.447,3.029,3.356,3.358,3.471,3.493,3.653,3.775,3.205,3.154,3.013,2.881,2.936,2.482,2.457,2.200,2.127,2.005,1.751,1.613,1.998,3.407,15.990,38.080,27.015,6.407,1.573,1.440,1.725,3.245,4.265,2.456,1.830,1.961,2.306,9.381,133.374,299.081,119.884,7.071,0.847,
490,108.750,24.109,575.907,1403.233,326.447,5.226,5.718,4.524,5.023,5.049,4.411,4.391,3.826,3.805,3.434,3.743,3.410,3.470,3.051,3.043,3.198,3.071,3.189,3.025,2.889,2.668,2.737,2.435,2.283,2.294,2.046,1.909,1.705,1.535,1.624,2.019,4.254,20.494,35.844,18.194,3.910,1.229,1.405,1.921,3.647,4.496,2.414,1.600,1.796,2.202,8.182,113.506,308.978,128.811,7.672,
495,237.439,27.580,98.747,1231.765,948.494,45.244,4.994,3.455,4.575,3.851,4.815,3.754,4.155,2.664,3.657,2.975,3.569,2.701,2.956,3.113,2.730,3.126,2.859,2.683,2.719,2.532,2.491,2.499,2.277,2.067,1.950,1.547,1.552,1.540,1.557,1.758,2.161,5.766,24.007,30.861,12.146,2.452,1.180,1.413,1.919,4.211,4.470,2.032,1.595,1.738,2.250,7.431,128.615,250.008,125.246,
500,322.453,74.499,19.602,571.226,1427.859,340.215,5.236,4.927,4.896,4.041,3.529,3.739,4.081,3.025,3.476,2.481,2.819,2.885,2.510,2.981,2.870,2.965,2.833,2.412,2.472,2.315,2.207,2.215,2.198,1.957,1.867,1.536,1.529,1.421,1.364,1.404,1.477,2.373,8.966,26.853,23.799,7.246,1.568,1.114,1.292,2.263,5.066,3.830,1.559,1.404,1.838,2.035,8.468,103.990,262.703,
505,298.637,171.448,22.378,102.588,1197.224,1045.969,30.490,3.845,3.215,4.133,3.805,4.022,3.902,2.691,3.252,2.107,2.285,2.624,2.382,2.677,2.621,2.937,2.439,2.398,2.561,2.439,2.289,1.776,2.169,2.050,1.962,1.472,1.528,1.236,1.391,1.270,1.184,1.859,2.879,12.712,26.594,16.788,4.286,1.183,1.216,1.239,2.805,4.988,3.204,1.431,1.375,1.597,2.070,7.223,104.755,
510,154.208,281.912,60.144,15.215,504.078,1666.197,321.843,6.019,4.777,3.711,3.676,3.633,2.945,2.285,3.192,2.136,2.182,2.443,2.427,2.439,2.471,2.441,2.444,2.210,2.375,2.131,2.276,2.050,1.750,1.877,1.551,1.446,1.463,1.285,1.371,1.301,1.156,1.410,1.734,3.713,15.244,23.812,12.050,2.909,1.081,1.245,1.318,2.777,5.001,3.426,1.405,1.395,1.586,1.979,5.953,
515,42.075,272.764,147.896,18.111,90.508,1385.906,967.016,35.733,3.788,3.747,4.088,3.615,2.618,2.892,3.035,1.948,2.236,2.302,2.286,2.420,2.281,2.215,2.082,1.976,2.082,2.173,2.001,1.779,1.848,1.575,1.442,1.568,1.539,1.154,1.332,1.230,0.980,1.145,1.600,1.734,4.900,17.491,19.702,7.504,1.629,1.000,1.159,1.441,3.315,5.448,2.846,1.303,1.448,1.482,1.838,
520,14.629,177.733,244.787,37.016,17.595,595.224,1604.344,289.089,4.522,3.481,3.364,2.684,2.573,2.623,2.448,1.663,1.782,2.033,1.835,2.198,2.212,2.136,2.368,1.937,2.214,1.913,1.864,1.749,1.618,1.554,1.539,1.511,1.516,1.074,1.172,1.151,1.021,1.014,1.248,1.405,2.033,7.204,18.668,15.325,4.747,1.348,1.095,1.049,1.599,4.233,5.657,2.409,1.167,1.243,1.327,
