380,12.337,10.459,8.186,5.769,8.610,5.642,8.730,6.673,5.734,6.375,6.136,5.565,6.981,6.272,6.098,6.171,5.630,6.153,6.892,12.678,99.359,286.619,178.985,26.308,7.298,7.809,8.422,9.218,62.967,666.884,1218.542,438.541,21.733,1.115,0.869,0.883,0.860,0.697,0.819,0.764,0.633,0.829,0.790,0.715,0.640,0.688,0.761,0.738,0.672,0.712,0.750,0.725,0.793,0.615,0.617,
385,8.322,9.410,8.932,7.383,6.209,6.587,7.569,6.786,5.621,6.384,5.703,6.503,6.251,5.933,6.631,6.558,6.438,6.258,6.394,7.146,17.440,127.900,267.692,119.940,15.566,6.526,7.033,7.083,8.472,52.007,596.531,1178.515,444.092,20.907,1.135,1.004,0.925,0.810,0.951,0.767,0.745,0.777,0.719,0.764,0.736,0.740,0.858,0.612,0.732,0.666,0.727,0.641,0.759,0.612,0.603,
390,10.214,9.654,3.260,9.309,4.521,5.843,5.168,6.485,5.750,5.968,5.029,6.245,5.772,5.765,5.866,6.825,6.726,6.079,6.111,5.877,7.721,23.944,151.734,230.092,78.917,9.657,5.597,6.658,6.286,7.625,39.953,578.454,1162.206,463.899,19.045,1.034,0.988,0.791,0.923,0.867,0.863,0.769,0.858,0.663,0.802,0.776,0.768,0.616,0.678,0.653,0.653,0.643,0.654,0.592,0.677,
395,9.171,7.025,2.930,6.192,5.381,6.179,5.896,5.136,5.614,5.258,5.185,5.365,5.787,5.935,6.383,6.172,6.744,6.432,5.763,5.731,6.345,8.299,38.242,177.816,184.629,43.062,5.827,5.302,5.827,5.399,6.616,50.542,609.470,1155.541,370.287,15.955,1.002,0.896,0.838,0.791,0.861,0.850,0.859,0.803,0.722,0.859,0.698,0.725,0.694,0.675,0.626,0.727,0.594,0.535,0.584,
400,16.667,6.888,4.943,4.644,7.474,5.972,6.740,5.128,5.759,4.336,5.395,5.727,6.265,5.912,6.333,5.741,6.370,6.432,6.171,5.692,5.694,5.718,8.809,54.189,181.233,139.020,24.713,4.912,4.893,5.228,5.202,5.846,39.160,593.209,970.312,380.642,16.080,0.948,0.828,0.910,0.733,0.865,0.723,0.734,0.664,0.748,0.659,0.650,0.726,0.651,0.607,0.687,0.527,0.672,0.682,
405,9.045,13.598,5.260,7.664,5.224,7.139,7.403,4.878,5.512,5.790,5.517,6.041,6.889,6.313,6.303,6.364,6.818,6.598,6.487,5.611,5.366,5.433,5.461,11.236,73.864,178.125,96.740,14.823,3.559,4.410,5.123,4.984,5.719,34.554,485.389,942.828,323.671,16.124,1.172,0.828,0.833,0.898,0.806,0.790,0.666,0.643,0.772,0.712,0.819,0.725,0.620,0.668,0.585,0.635,0.658,
410,14.675,9.291,7.145,6.830,4.506,5.678,5.274,5.629,5.455,4.747,5.247,5.007,5.512,5.722,6.484,6.186,6.953,6.481,7.197,6.132,5.597,5.540,5.034,5.910,16.245,99.555,162.169,63.929,7.760,4.001,4.249,4.688,4.297,5.605,36.119,437.506,879.253,295.188,13.754,0.985,0.734,0.785,0.782,0.697,0.707,0.627,0.724,0.694,0.783,0.542,0.549,0.577,0.583,0.683,0.795,
415,10.681,9.864,2.919,7.683,4.663,6.549,6.772,6.170,4.619,5.789,5.096,5.265,5.811,6.545,6.153,6.868,7.242,6.662,6.517,6.681,5.580,5.990,5.546,4.742,6.329,23.097,115.523,138.070,38.312,4.817,3.616,3.915,4.310,4.108,4.895,28.039,451.590,698.550,263.613,13.261,0.892,0.798,0.724,0.879,0.708,0.684,0.820,0.686,0.581,0.793,0.632,0.711,0.615,0.783,0.661,
420,11.981,10.401,8.562,6.254,4.833,7.064,5.583,5.217,4.831,5.377,5.188,5.986,6.118,6.304,6.835,6.006,7.408,7.061,6.596,6.545,6.701,5.396,4.876,4.359,4.470,6.823,35.664,126.320,104.107,22.885,3.497,3.274,3.881,4.029,3.573,4.803,26.902,316.445,625.843,239.645,12.998,0.944,0.768,0.857,0.739,0.663,0.807,0.617,0.698,0.708,0.701,0.646,0.710,0.629,0.619,
425,13.335,11.286,8.167,3.313,5.507,5.985,5.606,5.869,5.068,6.103,5.637,4.500,5.512,6.137,7.161,5.475,6.644,6.819,6.763,6.251,6.233,5.243,5.102,4.581,4.310,4.222,7.895,50.428,126.584,75.603,12.990,2.803,3.132,3.784,3.548,3.305,4.550,24.110,291.218,564.882,216.607,10.241,0.943,0.810,0.768,0.747,0.885,0.690,0.706,0.760,0.589,0.610,0.637,0.630,0.654,
430,10.183,9.088,6.535,7.176,5.487,7.109,6.123,6.342,5.645,5.907,5.105,6.076,5.437,5.923,7.125,6.336,6.776,7.001,6.276,6.308,5.902,5.691,4.825,4.116,3.976,3.631,4.423,10.632,65.822,114.880,53.484,7.522,2.491,2.967,3.461,3.326,3.468,4.330,18.813,265.909,528.172,195.904,10.413,0.912,0.820,0.762,0.883,0.709,0.737,0.751,0.570,0.701,0.697,0.711,0.627,
435,10.277,8.172,4.664,5.655,3.540,5.783,6.062,4.395,5.665,5.823,4.905,5.302,4.545,5.898,6.058,6.250,7.338,6.333,6.427,5.951,5.352,5.500,4.900,4.160,3.754,3.329,3.407,4.137,15.489,77.087,99.332,33.976,4.472,2.470,2.843,3.479,2.967,3.124,4.187,18.918,235.529,465.890,184.903,11.028,0.867,0.818,0.795,0.704,0.664,0.753,0.684,0.570,0.640,0.550,0.769,
440,4.997,11.034,5.365,5.924,7.048,6.833,6.270,3.858,5.244,4.796,5.319,5.131,5.540,4.965,5.996,5.682,6.614,5.657,6.172,6.032,5.729,5.393,4.518,4.112,3.554,3.238,2.870,3.195,4.740,23.011,84.309,78.826,20.858,2.654,2.297,2.673,3.360,2.892,2.995,3.899,17.496,219.553,448.552,170.126,8.628,0.883,0.859,0.694,0.773,0.764,0.696,0.654,0.569,0.695,0.778,
445,13.154,8.651,7.291,4.886,4.904,8.507,4.839,5.715,4.979,4.902,5.185,4.683,4.263,5.021,5.639,5.960,6.402,6.728,5.505,5.687,5.752,4.787,4.642,4.090,3.639,3.257,3.044,2.544,3.024,5.353,30.563,86.938,61.728,11.959,2.048,2.158,2.709,3.182,2.901,2.633,3.622,14.259,198.314,420.579,165.092,9.009,1.253,0.693,0.647,0.815,0.700,0.708,0.555,0.724,0.866,
450,166.402,8.890,5.334,3.164,6.370,4.578,4.652,5.481,4.869,4.983,4.705,4.247,3.817,4.683,4.931,5.287,5.532,5.713,5.161,5.366,5.094,4.787,4.452,4.011,3.438,2.903,2.731,2.575,2.455,3.166,6.895,42.924,82.186,42.692,6.374,1.991,2.077,2.732,3.156,2.659,2.461,3.265,15.141,185.121,402.699,151.706,8.710,0.892,0.707,0.715,0.629,0.629,0.626,0.672,0.735,
455,620.624,23.581,6.414,8.615,5.442,5.722,4.898,5.026,4.533,4.904,4.292,4.051,4.158,4.463,4.486,5.515,5.117,4.774,4.985,4.596,4.660,4.721,4.118,3.921,3.374,3.105,2.317,2.435,2.337,2.203,3.358,11.092,52.077,70.445,25.067,3.479,1.801,2.068,2.964,3.275,2.549,2.440,3.331,14.513,193.088,370.176,524.806,7.063,0.845,0.723,0.637,0.685,0.658,0.593,0.645,
460,1265.510,194.322,4.584,4.992,5.165,4.395,5.067,2.755,4.465,4.304,4.046,3.248,4.908,4.340,4.086,4.870,4.760,4.598,4.486,4.368,4.225,4.490,3.609,3.602,3.448,2.851,2.404,2.239,2.028,2.157,2.146,3.385,15.010,57.307,55.408,15.700,2.265,1.725,2.084,2.944,3.111,2.199,2.302,3.032,10.536,158.661,1635.124,127.330,6.757,0.850,0.703,0.664,0.626,0.682,0.615,
465,1260.721,756.017,35.252,3.795,4.890,5.431,5.332,3.773,4.296,4.010,3.880,3.864,3.758,4.184,3.462,5.152,4.577,4.377,4.404,4.008,4.510,3.946,3.721,3.352,3.325,2.762,2.329,2.399,2.090,1.952,1.852,2.137,3.904,21.044,57.294,40.659,9.169,1.801,1.624,1.978,3.082,3.038,2.021,2.315,2.952,9.858,355.118,302.776,126.697,8.814,0.863,0.858,0.642,0.747,0.691,
470,621.841,1375.440,253.066,5.649,2.489,4.768,4.376,4.387,3.474,4.504,2.796,2.702,4.184,3.194,3.647,4.196,4.221,3.874,4.140,3.551,3.838,3.853,3.220,3.112,2.973,2.693,2.067,2.127,1.961,1.783,1.734,1.832,2.248,5.221,28.855,52.789,26.755,5.045,1.638,1.639,2.272,3.405,3.055,1.839,1.990,2.675,10.865,141.006,276.443,127.098,7.318,0.905,0.659,0.624,0.699,
475,114.875,1341.826,877.178,28.314,4.936,2.647,4.450,3.097,4.359,4.039,3.554,3.537,3.457,3.510,3.784,3.843,3.751,4.048,4.066,3.574,3.434,3.338,3.223,2.878,2.757,2.838,2.323,2.058,1.839,1.831,1.469,1.645,1.539,2.198,7.669,33.959,44.337,17.776,2.949,1.378,1.599,2.259,3.877,2.922,1.831,2.032,2.908,9.563,120.335,280.168,113.197,6.673,0.788,0.669,0.681,
480,26.277,644.761,1467.645,261.486,5.221,4.216,3.069,4.148,4.171,3.114,2.293,2.578,3.788,3.008,2.522,3.592,3.695,3.434,3.562,3.697,3.227,3.162,3.192,2.649,2.389,2.473,2.106,1.957,1.561,1.702,1.458,1.463,1.342,1.643,2.361,11.044,36.890,36.177,11.265,1.874,1.324,1.499,2.557,4.177,2.571,1.700,2.002,2.487,8.286,107.991,251.344,114.004,6.686,0.843,0.679,
485,43.617,130.403,1324.982,839.956,28.862,5.892,3.434,2.869,3.482,2.519,2.428,2.380,2.544,1.946,3.009,3.411,2.485,3.418,3.364,3.172,3.072,2.812,2.880,2.438,2.412,2.059,1.993,1.914,1.727,1.598,1.500,1.542,1.385,1.225,1.774,2.887,15.663,38.030,26.970,6.234,1.379,1.200,1.488,3.133,4.427,2.443,1.735,1.925,2.371,7.864,113.568,260.964,93.353,5.382,0.745,
490,110.861,23.037,620.233,1399.238,263.297,6.358,4.255,3.824,3.475,3.533,1.725,3.230,2.236,2.686,2.710,2.634,3.499,3.303,2.935,2.825,2.971,2.771,2.726,2.425,2.272,1.747,2.014,1.794,1.590,1.411,1.408,1.385,1.314,1.329,1.173,1.765,4.180,20.713,35.486,17.825,3.597,1.075,1.223,1.816,3.441,4.464,2.123,1.457,1.701,2.183,7.838,120.232,219.414,96.254,6.181,
495,222.151,27.512,111.373,1232.350,823.985,42.091,4.544,3.630,2.693,3.010,2.029,2.954,3.025,2.825,2.116,2.985,2.681,1.954,2.724,2.149,2.704,2.261,2.282,2.275,2.287,1.970,1.731,1.596,1.551,1.404,1.434,1.206,1.273,1.087,1.088,1.462,2.020,5.862,24.076,30.021,12.121,2.335,0.948,1.264,1.691,4.323,4.366,1.899,1.398,1.703,2.192,7.073,106.311,208.241,91.981,
500,309.871,74.998,19.870,567.264,1326.840,327.007,4.832,2.650,3.350,3.161,2.203,1.770,2.311,2.218,2.382,2.140,2.981,2.698,2.377,2.282,2.444,2.171,2.414,1.902,2.101,1.709,1.773,1.428,1.502,1.382,1.344,1.240,1.240,1.160,1.026,1.084,1.442,2.150,8.701,26.741,23.865,7.137,1.489,1.094,1.155,2.134,4.946,3.756,1.559,1.222,1.744,2.025,7.898,87.444,198.080,
505,292.635,177.529,16.420,101.146,1157.509,988.556,32.309,3.782,3.411,2.946,0.956,2.510,2.058,2.133,1.597,2.187,2.127,1.799,2.146,2.182,1.770,2.176,2.012,1.895,1.891,1.883,1.669,1.477,1.575,1.362,1.425,1.326,0.982,0.965,1.084,1.025,1.076,1.476,2.548,12.505,26.730,16.983,4.337,1.260,1.058,1.251,2.564,5.030,3.229,1.459,1.284,1.530,1.949,6.388,89.922,
510,149.670,274.018,62.700,17.805,498.042,1603.777,300.041,3.999,3.302,1.961,2.446,1.833,1.414,1.963,2.193,2.048,2.039,1.510,2.197,1.887,1.535,1.992,1.653,1.937,1.945,1.551,1.526,1.437,1.235,1.370,1.332,1.122,1.090,0.974,0.901,1.079,0.990,0.991,1.558,3.531,14.905,23.339,12.059,2.974,1.017,1.078,1.334,2.686,4.936,3.212,1.265,1.350,1.495,1.822,5.552,
515,40.437,282.467,144.954,13.661,84.927,1347.933,937.606,33.334,2.668,2.392,1.730,1.867,1.424,1.630,2.086,1.389,1.615,1.452,2.512,1.500,1.896,1.979,1.657,1.706,1.609,1.611,1.364,1.498,1.262,1.190,1.292,1.309,1.012,1.005,0.901,1.036,0.955,0.904,1.154,1.744,4.863,17.770,19.453,7.656,1.691,0.936,1.086,1.235,3.216,5.451,2.841,1.171,1.107,1.471,1.745,
520,2.788,178.995,237.819,35.027,15.515,587.682,1569.915,284.733,2.559,2.931,1.565,1.544,1.107,1.980,1.907,1.608,1.828,1.753,1.978,1.415,2.033,1.671,1.570,1.840,1.647,1.531,1.417,1.281,1.117,1.184,1.378,1.134,1.015,1.065,0.879,0.827,0.971,0.992,0.946,1.326,1.869,7.089,18.612,15.201,4.697,1.261,0.804,0.976,1.345,4.207,5.600,2.282,1.069,1.160,1.400,
