395,276.118,279.238,246.328,237.921,206.558,238.326,217.768,185.350,176.358,165.186,164.060,166.418,174.312,177.911,182.648,181.364,165.478,150.546,142.741,125.983,110.272,100.266,117.468,242.376,239.366,92.319,46.454,36.413,29.872,26.160,27.974,2111.733,32228.084,62807.031,22249.814,933.867,13.476,9.504,7.458,6.437,5.903,5.345,4.477,4.261,3.787,4.296,4.138,3.972,3.891,4.614,4.709,4.919,5.041,4.673,5.004,
400,279.145,284.535,257.559,235.557,221.712,244.994,227.906,196.196,181.928,166.008,164.948,169.227,180.313,185.462,192.263,190.186,177.448,163.604,152.679,138.047,121.487,108.001,99.564,131.935,244.735,189.117,69.796,40.232,32.462,27.571,24.827,26.844,1708.750,30620.002,60260.820,22365.852,962.857,13.187,9.277,7.667,6.577,5.977,5.557,4.660,4.240,3.984,4.197,4.042,4.191,4.483,5.007,4.852,5.214,4.870,5.199,
405,302.335,290.496,270.819,253.011,231.694,264.137,248.689,210.301,193.097,177.681,174.123,177.095,190.205,192.261,205.233,201.830,192.043,181.102,168.752,153.211,135.834,119.433,109.075,100.700,148.085,235.453,144.355,54.750,36.530,30.173,25.917,23.421,25.142,1585.030,29099.838,56603.633,21271.178,1015.764,12.788,9.265,7.285,6.265,5.729,5.763,4.890,4.442,4.468,4.205,4.018,4.767,5.073,5.161,5.158,5.082,5.563,
410,328.408,304.924,290.287,258.952,245.329,279.776,260.254,226.972,211.260,187.155,181.604,186.770,198.838,208.340,217.350,216.129,211.650,195.852,186.704,170.139,150.174,134.994,120.727,108.303,102.969,168.093,213.882,108.520,44.125,32.977,28.123,24.832,23.142,24.555,1856.566,28225.779,53556.941,20384.662,920.703,12.649,9.052,7.059,6.396,6.047,5.690,5.128,4.874,4.480,4.336,4.722,5.197,5.347,5.414,5.486,5.462,
415,339.472,321.412,300.155,276.212,258.535,303.075,285.269,243.240,218.208,196.946,186.376,194.299,207.680,215.585,227.540,229.704,221.989,212.891,201.820,185.113,166.373,149.133,134.240,117.017,103.096,103.053,178.741,184.961,79.166,38.748,30.359,27.456,24.570,21.737,22.824,1445.813,25516.605,51843.371,20654.176,919.542,12.642,8.948,7.338,6.675,6.060,5.849,5.308,4.625,4.337,5.059,5.343,5.300,5.714,5.580,6.218,
420,345.729,341.309,302.969,288.631,268.132,318.557,296.534,258.120,228.816,203.497,193.350,199.011,211.220,220.174,233.439,234.500,231.432,220.285,213.321,197.923,180.099,160.812,142.306,126.841,109.878,94.678,107.464,180.274,148.908,59.852,33.639,28.279,26.034,22.310,20.709,22.372,1355.290,24222.486,50327.813,19408.600,910.435,11.924,8.694,7.497,6.648,6.375,5.735,5.281,4.688,5.213,5.757,5.759,5.637,5.886,6.262,
425,365.294,337.705,312.266,289.478,278.680,323.884,302.444,263.817,239.488,206.318,199.432,196.800,211.019,221.442,234.024,240.496,235.416,226.247,222.191,206.563,189.714,167.793,150.727,133.778,115.691,98.866,86.251,112.756,174.495,114.228,45.749,29.777,25.898,24.607,21.675,19.209,20.688,1386.170,23522.148,48321.859,18449.879,808.508,11.597,8.976,7.170,6.637,6.376,5.710,5.325,5.661,5.883,5.781,5.672,5.686,6.322,
430,365.957,338.440,308.118,290.742,280.895,329.203,313.308,271.987,238.120,209.723,200.117,201.411,210.184,223.558,235.503,241.368,238.134,228.675,223.402,209.654,194.308,174.483,158.339,139.651,120.926,103.101,86.066,78.323,120.597,156.881,89.360,37.745,28.020,24.827,23.695,19.896,17.610,20.473,1041.249,22367.875,46716.523,18514.848,828.464,11.449,8.611,6.990,6.519,5.946,5.513,5.938,5.971,5.738,5.917,5.727,6.367,
435,372.345,340.582,310.640,288.872,280.404,335.696,319.970,275.067,245.663,214.133,202.330,200.519,208.349,219.168,232.910,241.496,238.998,231.143,225.493,215.823,198.324,179.416,161.982,145.242,125.793,106.630,91.034,76.618,75.436,123.505,136.834,65.088,32.113,25.303,23.238,22.621,19.120,17.808,19.057,1100.548,20870.930,44776.711,17995.717,910.830,11.278,8.395,7.161,6.078,5.642,6.166,6.385,6.075,5.889,5.982,6.374,
440,348.837,329.833,311.635,295.147,284.866,339.563,323.674,274.754,246.869,214.604,198.399,199.232,209.939,219.729,231.664,236.634,234.383,229.028,224.298,214.022,199.406,182.186,166.496,147.351,128.130,110.239,93.609,78.139,67.691,75.649,126.285,113.004,49.230,27.298,23.225,22.643,21.924,18.724,16.884,19.074,1067.757,20839.105,43418.496,17191.240,750.723,10.985,8.628,6.879,6.015,6.370,6.484,6.294,6.275,5.899,6.463,
445,426.630,313.473,305.415,289.781,272.540,337.591,322.334,277.108,246.884,215.815,199.505,195.115,204.916,211.964,227.496,232.163,231.886,224.721,223.403,214.132,198.822,181.145,166.086,149.724,131.112,112.015,95.668,81.434,69.016,60.608,76.628,124.437,92.401,38.362,25.087,22.173,21.356,21.004,17.615,16.689,17.951,827.923,18593.738,41915.168,16860.969,844.743,10.744,7.851,6.506,6.682,6.897,6.372,6.655,6.456,6.546,
450,1209.051,313.676,287.929,274.787,273.715,326.848,323.166,274.418,248.530,211.717,198.351,192.762,197.770,205.399,222.224,224.438,222.574,217.658,213.577,207.090,195.713,180.799,163.634,148.182,130.744,111.919,97.402,83.297,70.278,61.840,56.749,82.730,115.566,69.417,31.267,22.965,21.153,21.979,20.824,17.484,16.188,18.186,785.006,17869.789,40795.305,17231.563,792.032,10.324,8.114,7.638,7.136,6.610,6.872,6.751,6.586,
455,3505.195,369.903,284.119,266.938,266.727,315.187,307.250,267.765,242.927,207.898,194.004,193.058,196.152,200.051,212.658,216.785,212.872,208.380,205.550,199.748,187.136,174.011,160.271,146.013,127.962,110.499,96.163,83.503,71.969,62.418,53.908,53.735,88.124,99.881,50.840,26.803,21.987,21.118,21.491,19.877,16.741,15.658,17.299,894.108,17978.525,38720.723,15226.155,658.768,9.589,9.086,7.853,7.101,6.732,6.850,6.989,
460,6418.997,1198.778,275.253,261.383,253.409,307.332,295.191,263.932,238.001,207.550,192.176,183.512,189.591,189.622,203.898,205.776,202.167,198.631,196.247,188.953,179.685,166.934,155.348,140.688,125.451,108.169,93.809,82.314,72.391,62.476,55.142,48.552,53.563,88.098,82.689,39.339,23.756,21.086,20.574,21.140,19.296,15.874,15.813,17.071,616.982,16452.668,37846.297,15148.935,650.690,10.938,9.517,8.073,7.329,6.513,7.221,
465,6193.308,3761.314,382.683,245.776,243.159,297.649,281.574,249.090,227.664,194.365,182.722,181.501,183.509,183.751,194.795,194.532,188.153,186.160,181.761,177.743,169.481,156.195,147.293,135.213,120.163,105.514,92.505,81.293,71.452,63.387,54.800,48.279,43.588,54.411,84.821,65.153,31.532,22.973,21.038,20.558,21.370,19.163,16.088,15.976,16.594,642.437,16180.325,36336.461,15693.913,921.534,11.862,10.153,8.363,7.190,7.130,
470,3147.780,6582.267,1397.267,228.592,229.227,280.965,269.476,237.765,221.051,192.058,175.766,172.550,173.905,174.945,185.911,182.695,176.983,172.099,172.116,165.071,156.835,149.432,138.174,128.231,114.359,100.841,88.830,78.985,69.419,61.898,55.141,49.155,44.083,40.101,58.607,78.694,50.271,27.242,22.035,20.405,19.845,21.066,18.593,15.819,15.556,16.785,724.053,16537.355,36040.480,15741.588,773.275,12.053,10.552,8.518,7.511,
475,719.863,6364.646,4335.361,331.049,216.001,261.031,255.521,226.925,209.612,182.803,166.884,165.003,165.462,166.638,174.704,168.052,163.637,158.382,159.419,153.341,146.980,138.039,128.997,119.173,108.216,96.700,85.618,76.901,67.737,60.921,54.141,48.189,43.120,38.377,38.807,60.898,68.416,40.778,24.202,20.766,19.719,19.665,20.758,18.053,15.015,15.264,16.298,623.214,14225.846,34764.270,14304.864,642.952,11.540,9.788,8.446,
480,260.090,3100.781,7158.170,1494.798,206.518,243.120,241.852,222.736,198.093,173.207,164.244,156.485,155.235,157.132,168.207,160.771,153.389,147.589,144.951,142.051,136.522,127.954,120.524,112.327,101.833,91.418,82.071,73.534,65.640,58.712,53.174,47.326,42.556,36.964,33.738,38.695,62.377,58.992,32.626,22.154,20.183,19.196,19.716,20.206,17.124,14.941,14.753,15.558,537.941,12967.688,33098.746,14503.963,678.251,11.532,10.023,
485,264.418,722.903,6357.167,4367.678,333.580,233.101,225.935,203.671,188.695,165.592,152.859,146.829,146.524,149.362,154.206,150.344,140.485,137.413,133.157,130.770,125.674,119.103,111.823,104.676,96.017,86.295,78.257,70.249,63.514,57.433,52.066,46.433,41.769,36.054,33.344,31.535,41.485,61.736,49.048,27.300,21.102,19.119,18.384,19.614,19.730,16.064,14.544,13.973,14.369,594.904,14964.841,32578.639,12550.384,554.554,11.813,
490,316.048,219.997,2907.716,7397.708,1563.420,225.100,213.849,195.592,177.308,157.859,143.009,140.856,140.133,141.751,143.097,136.603,131.059,126.053,123.345,118.996,114.261,109.611,104.323,97.936,89.880,81.080,73.588,67.569,60.967,55.338,50.455,45.766,40.186,36.430,32.019,30.183,30.283,44.769,58.175,39.219,23.205,19.491,18.205,17.820,18.799,18.999,15.338,13.337,13.202,14.392,609.523,13358.767,31092.777,13099.320,625.641,
495,425.502,200.019,549.433,6672.540,4851.124,427.038,203.579,182.107,167.467,147.773,134.306,130.915,132.352,130.777,136.379,127.286,120.370,116.135,110.859,108.870,105.904,100.611,96.746,90.995,82.393,75.620,69.707,63.134,57.561,52.620,48.457,44.142,39.297,34.924,31.410,29.121,28.113,30.337,46.362,51.118,31.778,20.848,18.053,17.110,16.806,19.332,17.890,13.582,12.209,13.048,14.454,515.088,13839.998,30556.980,13083.348,
500,489.822,222.068,174.128,3167.427,7820.390,2122.854,191.223,168.435,161.460,137.826,128.044,124.932,122.564,123.817,126.423,117.776,111.241,104.024,102.125,99.232,96.344,93.182,90.293,84.510,77.573,71.184,64.963,60.135,54.636,50.569,46.414,41.518,37.832,33.780,31.014,28.443,26.509,26.259,31.503,47.218,42.863,25.443,18.942,17.238,16.089,16.429,18.472,16.241,12.612,12.369,12.396,13.653,637.035,12503.536,29346.326,
505,418.439,318.572,155.932,624.960,7012.895,6408.419,338.138,157.666,145.607,128.067,120.779,117.688,115.597,113.199,114.674,108.584,102.155,97.243,94.232,90.662,88.543,83.316,81.754,78.126,73.096,66.357,60.906,56.090,51.589,47.592,44.366,39.748,36.278,32.108,29.211,26.810,25.592,25.297,24.707,33.174,45.653,35.087,21.686,17.254,16.055,15.458,16.203,17.296,15.004,12.201,11.405,12.493,13.489,525.404,12503.490,
510,270.845,393.507,180.433,145.143,3071.811,10459.646,2142.295,147.654,137.394,121.832,114.291,110.351,106.736,105.657,107.611,99.656,92.787,87.692,84.669,83.685,81.115,77.303,75.562,72.284,66.973,61.244,56.856,52.177,47.813,45.239,41.738,37.878,34.087,30.360,27.467,25.843,24.539,23.911,23.368,23.713,33.811,41.452,28.451,18.623,15.822,15.217,14.842,15.224,16.443,14.765,11.802,11.160,12.191,13.493,425.764,
515,163.641,383.012,251.818,129.425,573.803,9018.927,6585.625,357.313,129.529,112.635,106.536,101.997,100.512,96.807,99.752,90.873,84.932,80.008,77.626,77.041,73.961,69.450,69.612,66.182,61.463,57.323,53.167,48.572,45.329,42.194,38.745,35.664,32.588,29.221,27.187,24.489,23.576,22.935,21.826,21.188,23.361,34.944,35.834,23.326,16.494,14.616,14.414,13.668,15.123,16.688,13.796,11.242,11.253,12.197,13.512,
