275,7.785,4.228,7.034,197.616,640.316,499.901,71.179,231.918,2149.995,3613.883,1343.909,67.493,2.400,2.327,1.408,0.814,1.403,1.353,1.364,1.357,1.075,1.317,1.097,0.746,0.698,0.878,1.048,0.961,0.854,0.702,0.871,0.632,0.813,0.691,0.784,0.678,0.605,0.502,0.735,0.743,0.707,0.628,0.667,0.636,0.612,0.632,0.635,0.609,0.639,0.613,0.634,0.659,1.477,4.919,12.133,
280,6.907,5.852,2.750,19.372,274.081,853.145,393.139,54.518,223.549,2237.076,3699.216,1397.092,64.216,3.376,1.743,1.605,1.330,1.133,1.146,1.120,1.117,0.898,0.992,0.838,0.877,0.812,1.047,1.110,0.769,0.773,0.820,0.673,0.857,0.714,0.705,0.762,0.694,0.630,0.703,0.743,0.622,0.779,0.748,0.560,0.581,0.555,0.689,0.623,0.636,0.655,0.565,0.545,0.622,0.822,2.505,
285,5.039,8.415,6.195,5.966,36.814,466.169,877.433,300.524,46.830,257.852,2168.459,3874.865,1362.235,76.827,2.369,1.652,1.488,1.411,1.591,1.266,1.042,1.008,1.134,1.001,1.049,0.970,0.791,1.064,0.639,0.747,0.752,0.804,0.771,0.932,0.664,0.691,0.668,0.737,0.704,0.668,0.695,0.697,0.624,0.777,0.567,0.627,0.630,0.798,0.623,0.601,0.630,0.610,0.592,0.650,0.706,
290,14.816,12.029,6.542,6.401,11.037,73.468,632.337,797.299,226.101,46.456,219.523,2231.268,3977.908,2575.753,78.649,2.751,1.615,1.585,1.868,1.647,0.697,1.037,1.120,0.716,0.917,0.847,0.880,0.954,0.538,0.862,0.638,0.853,0.688,0.962,0.830,0.739,0.667,0.637,0.645,0.718,0.829,0.825,0.670,0.755,0.710,0.742,0.820,0.695,0.703,0.652,0.663,0.633,0.743,0.687,0.649,
295,20.979,11.110,9.250,12.031,10.236,17.504,145.176,694.883,714.087,144.802,47.535,229.210,2327.077,8688.034,1509.706,62.643,2.160,1.934,1.717,1.666,1.219,1.147,1.190,1.038,1.042,0.973,0.949,0.832,0.789,0.729,0.636,0.849,0.826,0.897,0.945,0.904,0.729,0.872,0.684,0.631,0.814,0.796,0.960,0.732,0.835,0.854,0.716,0.810,0.706,0.742,0.663,0.637,0.717,0.787,0.661,
300,27.721,18.458,18.097,16.457,18.773,25.922,38.174,202.096,771.837,552.342,114.399,49.702,240.210,3581.556,3771.956,1293.965,64.289,1.931,1.955,2.073,1.243,1.107,0.870,0.911,0.741,1.122,1.001,0.867,0.596,0.885,0.746,0.861,1.067,1.077,0.931,0.904,0.923,0.622,0.894,0.825,0.899,0.838,0.805,0.746,0.931,0.940,0.904,0.771,0.774,0.687,0.748,0.819,0.700,0.877,0.771,
305,28.896,29.941,26.072,22.521,28.049,39.342,46.914,55.318,277.700,786.437,484.686,91.564,47.589,180.500,1985.569,3540.606,1335.972,57.690,2.219,1.744,1.243,1.425,1.348,1.063,0.652,0.752,1.033,0.910,0.774,0.896,0.811,0.839,0.920,0.787,0.756,0.946,0.834,0.979,0.820,0.899,0.803,0.898,0.717,1.144,0.780,0.822,0.884,0.846,0.783,0.803,0.853,0.851,0.890,0.864,0.889,
310,44.376,28.147,27.739,33.678,39.760,54.333,57.676,60.149,80.632,395.702,792.198,376.004,67.421,46.729,190.369,1923.511,3283.066,1104.838,55.863,2.132,1.352,1.366,1.042,1.120,0.980,1.006,1.133,0.942,0.865,0.914,0.750,0.885,0.935,0.980,1.041,1.114,1.097,0.937,1.039,0.892,0.948,1.108,0.848,0.998,1.014,0.944,0.964,0.912,0.821,0.893,0.890,1.027,0.934,1.101,1.031,
315,43.969,40.696,37.039,39.991,54.458,70.212,75.766,73.455,74.834,115.329,471.638,767.074,272.999,58.925,39.235,161.786,1654.383,2968.633,1102.417,51.240,2.108,1.326,1.515,1.237,0.834,1.191,1.046,0.792,0.781,0.611,0.778,0.846,1.050,0.941,1.027,0.890,1.107,0.967,1.124,1.070,0.925,1.076,1.039,1.029,1.046,1.034,1.012,0.924,0.829,0.913,0.933,1.066,1.102,1.338,1.356,
320,53.755,50.008,45.439,52.561,60.501,82.330,92.043,87.159,88.491,86.744,145.377,571.540,702.989,218.103,44.003,35.068,128.467,1547.112,2804.950,1034.013,47.127,1.876,1.236,1.196,1.049,1.079,1.260,0.909,0.763,0.685,0.850,0.706,0.995,0.853,1.056,0.945,0.948,0.960,0.918,1.217,1.065,1.056,1.048,1.202,1.001,0.982,1.136,1.021,0.990,0.956,1.151,1.174,1.180,1.395,1.405,
325,65.750,57.994,51.670,59.197,71.678,98.349,107.301,102.089,102.140,96.962,104.210,204.535,675.614,597.407,126.732,36.929,31.519,147.048,1488.105,2575.431,887.723,38.510,1.761,1.230,1.128,1.188,1.123,0.833,0.780,0.714,0.774,0.756,0.966,0.939,0.928,1.016,1.064,1.014,1.200,1.114,1.173,1.013,1.213,1.126,1.163,1.130,1.185,1.130,0.988,1.164,1.009,1.138,1.396,1.559,1.505,
330,69.988,63.838,57.085,69.552,81.659,107.522,124.586,120.968,117.134,110.434,109.949,113.110,269.627,685.068,454.391,87.672,34.685,29.407,124.803,1332.310,2375.970,843.184,37.835,1.615,1.199,0.967,1.255,0.902,0.983,0.675,0.834,0.914,0.854,0.977,1.080,1.097,1.148,1.006,1.174,1.274,1.014,1.245,1.279,1.223,1.338,1.292,1.194,1.120,1.036,1.150,1.244,1.341,1.412,1.650,1.782,
335,90.915,72.124,64.384,77.428,91.600,124.529,137.249,134.337,133.380,125.038,123.862,122.623,127.373,313.030,664.014,337.902,65.275,34.697,30.717,110.708,1235.498,2212.762,788.997,34.337,1.504,1.457,1.208,1.207,0.925,0.730,0.711,0.969,0.871,0.875,1.084,1.166,1.136,1.014,1.073,1.278,1.305,1.361,1.366,1.278,1.417,1.452,1.296,1.209,1.122,1.317,1.424,1.575,1.589,1.729,1.950,
340,114.867,88.980,81.481,88.985,105.055,144.788,158.741,153.555,146.972,142.353,141.619,138.666,130.794,140.604,402.624,608.536,245.099,51.169,36.868,31.390,123.008,1207.585,2053.897,674.931,28.748,1.619,1.267,1.108,1.058,0.869,0.949,0.806,1.022,1.069,0.937,1.287,1.233,1.162,1.322,1.381,1.392,1.292,1.417,1.510,1.483,1.577,1.513,1.421,1.302,1.399,1.433,1.440,1.815,1.823,2.168,
345,141.157,108.286,106.161,108.360,122.675,169.807,185.418,173.586,168.821,159.984,163.737,161.606,156.004,141.241,164.076,449.047,548.437,171.534,53.430,42.436,35.541,108.128,1086.581,1917.645,685.321,29.289,1.488,1.058,0.872,1.034,0.795,1.047,0.864,1.065,1.214,1.276,1.260,1.205,1.372,1.331,1.475,1.403,1.440,1.593,1.535,1.634,1.603,1.588,1.477,1.751,1.815,1.844,1.933,2.068,2.530,
350,169.389,146.980,129.680,132.406,145.894,201.068,211.827,200.738,198.440,188.502,183.140,188.672,185.504,173.517,154.109,204.986,508.433,446.818,135.915,62.829,51.469,42.266,114.477,1061.861,1784.997,593.480,24.901,1.478,0.966,0.998,0.850,1.027,0.981,0.880,0.881,1.190,1.178,1.288,1.406,1.423,1.432,1.616,1.672,1.700,1.846,1.991,1.751,1.834,1.791,1.941,2.295,2.214,2.399,2.618,2.892,
355,207.920,193.514,176.487,171.857,194.226,248.129,257.442,242.263,234.262,220.344,222.860,225.751,227.392,217.858,200.039,183.026,271.902,547.520,375.549,123.093,78.599,64.488,49.972,122.339,1011.832,1661.312,524.985,21.166,1.726,1.135,0.876,1.159,1.223,1.002,1.146,1.177,1.286,1.343,1.606,1.399,1.551,1.830,1.861,2.010,2.094,2.366,2.189,2.220,2.118,2.540,2.616,2.797,3.011,3.359,3.819,
360,309.770,259.496,251.637,251.997,269.506,340.120,345.242,318.629,296.445,274.422,271.921,277.921,287.213,280.516,265.152,240.488,224.806,348.958,560.168,334.956,134.676,97.945,77.124,57.075,105.983,914.880,1556.289,549.951,21.996,1.664,1.249,1.053,1.304,1.158,1.233,1.381,1.606,1.665,1.844,1.881,1.971,2.082,2.230,2.524,2.493,2.872,2.927,2.784,2.878,3.252,3.616,3.720,4.080,4.407,5.010,
365,415.475,375.828,357.675,363.529,378.640,475.533,467.548,409.642,380.661,347.400,339.743,350.122,368.135,364.548,351.086,322.575,293.216,276.596,434.068,560.805,289.354,148.440,115.110,87.043,63.064,112.907,878.794,1474.102,472.168,21.705,1.545,1.222,1.307,1.340,1.555,1.761,1.851,1.824,1.979,2.208,2.446,2.586,2.686,3.110,3.206,3.561,3.690,3.726,3.734,4.404,5.032,5.047,5.986,6.129,6.727,
370,566.615,542.416,516.470,525.802,529.487,657.362,626.867,546.039,498.201,446.181,432.634,446.095,466.672,471.720,458.057,435.447,392.597,346.890,340.540,520.667,537.151,272.925,167.712,129.441,98.287,71.597,113.178,819.206,1386.703,472.773,23.304,1.944,1.658,1.773,1.791,2.123,2.426,2.322,2.668,2.787,2.951,3.279,3.475,3.942,4.041,4.726,5.038,4.819,4.987,6.061,6.947,7.421,8.013,8.445,9.771,
375,806.407,753.340,731.116,719.778,734.645,898.603,842.162,726.064,656.480,580.595,556.005,565.964,598.684,607.662,602.894,568.098,521.325,457.180,413.386,423.446,594.987,514.934,272.626,186.576,145.407,107.158,75.762,101.011,783.570,1296.937,505.646,23.589,2.419,2.247,2.162,2.769,2.755,3.160,3.232,3.502,3.809,4.155,4.378,5.115,5.696,5.996,6.686,6.629,6.834,8.369,9.335,9.701,10.989,11.758,13.172,
380,1093.740,988.681,941.562,930.242,943.814,1125.668,1066.571,919.328,815.330,708.864,670.276,686.753,727.058,748.024,751.491,720.442,668.694,591.292,527.861,475.068,503.372,636.284,470.469,267.158,195.295,146.213,105.470,73.215,102.720,688.990,1230.149,439.801,28.349,2.959,3.035,3.323,3.554,3.840,4.057,4.619,4.939,5.374,5.676,6.860,7.366,8.074,9.052,8.703,8.776,10.809,11.915,12.798,13.636,14.817,16.604,
385,1363.684,1259.075,1148.903,1132.692,1143.752,1368.339,1297.035,1128.768,997.368,854.257,796.660,802.592,860.149,896.996,923.811,896.064,837.613,744.428,666.019,590.972,529.453,563.984,637.932,423.219,260.003,190.690,139.972,95.752,60.811,81.870,619.542,1165.421,503.482,23.596,4.012,4.349,4.243,4.651,5.293,5.574,6.147,6.746,7.569,8.215,9.021,10.680,11.094,11.016,11.105,13.384,14.827,15.683,16.913,17.653,20.067,
390,1680.463,1514.699,1399.857,1348.531,1336.850,1629.778,1551.733,1334.965,1170.037,977.056,907.519,920.875,990.794,1053.226,1097.019,1080.559,1024.952,924.117,827.486,729.955,637.592,555.530,600.662,597.562,378.022,239.920,175.342,121.966,79.935,50.082,65.759,597.081,1187.628,434.213,23.569,5.530,5.562,5.898,6.271,6.964,7.495,8.356,9.033,10.558,11.057,12.740,13.734,13.356,13.388,16.116,17.818,18.497,19.624,20.403,23.346,
395,2035.244,1836.706,1624.467,1547.189,1530.897,1875.091,1804.861,1549.299,1347.183,1106.123,1016.256,1031.726,1125.855,1212.344,1282.413,1291.696,1242.120,1120.687,1007.290,884.489,761.414,647.491,564.858,615.380,538.020,315.994,208.912,148.372,100.629,63.520,41.690,69.235,586.331,1060.825,389.651,22.429,6.948,7.071,7.952,8.620,9.497,10.085,11.383,12.557,13.442,15.167,16.238,15.959,15.714,18.939,20.725,21.385,22.525,23.581,27.230,
400,2477.964,2151.103,1914.901,1810.811,1785.729,2187.995,2125.531,1827.430,1574.430,1280.474,1154.398,1168.694,1283.160,1416.727,1517.477,1542.523,1501.255,1373.438,1243.505,1097.508,942.698,787.603,650.981,579.941,606.489,465.680,269.612,181.598,123.088,81.961,54.877,37.558,60.011,525.971,1018.759,366.902,23.827,8.983,9.623,10.647,11.367,12.265,13.905,15.605,16.356,18.294,19.653,19.074,18.800,22.584,24.535,24.809,26.630,27.786,31.308,
405,3015.194,2617.438,2282.899,2128.353,2125.845,2597.811,2535.423,2186.494,1844.613,1475.072,1326.068,1337.546,1495.321,1658.277,1805.460,1869.060,1846.271,1705.983,1553.027,1377.030,1176.577,973.355,801.093,651.398,586.915,573.508,393.459,230.805,154.139,105.905,73.133,49.456,37.489,55.538,483.398,865.709,322.211,26.294,11.564,12.872,14.141,15.402,16.895,18.655,19.708,22.457,23.971,22.753,22.709,27.061,29.236,29.391,31.492,32.547,36.728,
410,3603.329,3100.191,2729.610,2488.229,2472.727,3073.760,2988.839,2581.842,2189.953,1708.995,1505.309,1534.887,1714.632,1935.183,2130.603,2236.481,2231.054,2086.808,1910.400,1700.711,1454.423,1207.554,978.857,783.151,633.400,573.970,515.712,327.948,193.880,133.930,94.866,66.767,48.308,36.493,59.004,442.602,772.591,290.708,29.244,15.789,16.966,18.421,19.968,22.670,24.027,26.959,28.989,27.227,26.819,32.016,34.469,34.705,36.812,37.487,42.822,
415,4295.115,3634.148,3167.549,2903.539,2865.780,3563.208,3507.839,3018.285,2512.834,1945.155,1702.277,1722.864,1955.011,2204.213,2471.281,2613.592,2645.553,2492.516,2308.776,2066.288,1775.804,1469.982,1192.882,946.416,749.171,591.185,544.120,452.705,266.147,166.961,119.651,86.236,64.425,46.995,35.955,52.489,383.813,710.097,287.122,31.336,20.838,22.268,23.758,26.974,28.209,31.766,33.606,32.290,31.493,37.268,40.032,40.627,42.275,43.726,50.152,
420,4884.271,4133.914,3551.558,3249.749,3221.095,4018.872,3940.145,3390.855,2831.849,2156.898,1868.798,1878.659,2134.219,2423.935,2744.799,2931.953,2993.990,2849.467,2658.297,2396.177,2071.865,1725.541,1398.109,1104.619,866.135,663.762,529.638,494.585,373.303,217.038,144.807,105.788,80.943,59.868,43.711,36.196,51.305,346.125,656.876,254.772,35.586,25.961,27.909,31.267,32.387,35.926,37.858,36.324,35.433,41.538,44.972,44.844,47.506,48.695,55.839,
425,5340.172,4506.674,3905.583,3551.712,3485.686,4390.596,4343.061,3738.089,3088.019,2336.280,1983.998,1984.845,2267.531,2602.190,2959.449,3191.887,3280.568,3156.987,2964.802,2691.067,2345.575,1961.318,1586.643,1258.301,974.630,744.380,563.609,465.787,431.910,299.590,179.892,126.307,96.051,72.875,53.901,41.973,35.446,51.471,334.492,593.858,241.095,38.252,30.631,34.056,35.619,39.842,42.188,40.401,38.995,45.781,49.289,49.205,51.801,53.392,60.246,
430,5803.061,4899.107,4195.201,3831.669,3772.111,4751.382,4694.782,4006.376,3302.800,2475.656,2113.469,2084.052,2385.924,2732.986,3133.093,3390.420,3513.408,3400.186,3222.357,2945.104,2583.721,2169.579,1767.242,1395.316,1089.774,824.830,621.940,478.596,411.683,373.205,247.415,153.596,113.536,84.323,66.216,51.100,40.216,36.608,47.893,294.824,564.235,234.009,42.825,37.860,39.186,43.145,45.351,43.272,42.277,49.533,53.117,52.958,55.411,57.215,64.747,
435,6102.488,5134.655,4428.508,3976.571,3944.227,4984.967,4956.354,4248.900,3486.411,2594.847,2176.438,2154.997,2454.615,2820.594,3241.639,3524.598,3676.179,3585.334,3403.083,3147.939,2770.210,2338.206,1912.845,1514.976,1182.152,900.705,677.449,512.779,397.103,365.343,318.647,199.663,130.850,96.265,75.084,61.301,48.195,40.715,37.865,51.309,272.262,511.683,217.647,49.880,41.231,45.836,47.837,46.044,44.491,52.381,55.199,55.867,57.725,60.129,67.815,
440,6340.954,5299.696,4498.443,4130.570,4078.990,5118.391,5086.113,4387.402,3583.909,2667.406,2213.818,2175.845,2465.067,2841.166,3279.204,3592.113,3751.528,3676.007,3519.368,3255.461,2893.761,2455.866,2007.430,1608.683,1249.497,954.213,722.974,546.259,418.095,337.564,326.273,263.190,163.931,110.450,82.979,66.442,55.219,46.353,40.809,39.929,53.771,261.038,470.676,206.452,50.167,47.213,49.394,46.836,46.009,53.757,57.228,56.763,59.483,61.907,69.421,
445,6407.786,5315.153,4556.234,4133.086,4086.204,5154.038,5130.959,4414.923,3633.483,2661.590,2222.559,2158.257,2452.420,2814.694,3253.643,3578.470,3737.298,3679.994,3543.690,3294.125,2947.012,2506.731,2073.047,1663.295,1302.868,997.285,755.705,576.083,439.681,341.819,290.165,287.252,218.078,130.548,93.621,73.247,61.083,53.101,45.907,42.676,42.351,52.212,225.265,437.566,203.265,56.419,49.907,47.542,46.167,54.059,57.148,57.512,59.290,61.913,70.398,
450,6444.890,5230.095,4493.914,4065.960,3997.214,5077.063,5052.279,4341.393,3547.098,2620.066,2166.577,2096.581,2374.712,2732.002,3166.619,3461.958,3637.739,3594.918,3473.825,3248.425,2914.497,2505.653,2078.339,1670.959,1313.869,1007.946,770.950,595.009,454.540,353.566,281.853,256.753,250.347,169.463,103.784,79.417,64.752,56.736,51.216,46.205,43.611,43.495,53.490,221.577,428.453,207.994,57.562,47.346,45.487,53.005,56.557,56.120,58.908,60.449,68.704,
455,6715.023,5025.531,4266.762,3870.093,3862.326,4898.934,4856.902,4167.983,3421.284,2533.342,2082.810,2017.052,2266.549,2606.381,3005.159,3307.798,3467.316,3443.663,3325.923,3130.775,2818.721,2428.788,2027.071,1641.104,1297.449,1002.130,771.526,595.461,461.056,359.935,285.541,233.031,227.541,204.288,129.155,85.925,68.260,59.288,53.718,50.235,45.112,44.157,44.662,56.777,212.969,395.529,179.816,51.175,44.190,51.210,54.692,54.019,55.940,58.256,66.351,
460,6862.680,4903.960,4031.973,3665.356,3612.148,4591.036,4571.274,3932.960,3238.619,2376.355,1957.706,1894.124,2122.557,2416.156,2791.890,3078.216,3221.146,3211.896,3119.556,2938.139,2655.078,2303.752,1931.458,1571.755,1252.328,971.927,756.197,586.685,459.981,362.221,288.104,230.518,196.693,196.829,163.743,103.042,73.705,62.178,55.216,52.709,49.075,45.546,44.225,46.534,52.608,201.575,364.744,167.728,48.002,48.674,50.902,50.458,52.629,54.659,61.913,
465,6331.253,5028.190,3724.891,3377.938,3342.189,4237.039,4234.075,3648.628,3002.147,2216.732,1819.813,1747.807,1958.557,2220.534,2561.206,2813.432,2961.794,2947.075,2864.085,2714.822,2463.859,2147.350,1810.092,1476.673,1186.830,926.031,729.597,571.226,449.836,357.518,288.257,231.044,187.392,163.565,168.705,130.394,83.322,65.396,58.027,52.937,51.176,48.034,45.191,45.117,44.902,52.937,183.481,329.190,162.812,52.904,47.120,47.346,48.610,50.523,57.340,
470,5280.081,5184.913,3610.561,3096.804,3069.517,3896.050,3879.832,3339.495,2750.903,2028.941,1683.379,1606.828,1780.225,2025.414,2321.883,2561.431,2697.283,2677.083,2610.214,2483.448,2262.181,1972.981,1672.502,1378.431,1111.233,877.694,692.907,550.537,439.245,354.805,284.671,229.117,185.756,148.665,143.234,145.891,103.764,71.813,59.854,54.649,51.086,49.944,47.220,45.659,43.734,45.428,52.452,176.518,318.451,163.711,51.646,43.769,45.127,46.784,52.276,
475,4319.943,4733.049,3778.484,2806.549,2776.681,3500.817,3494.889,3005.887,2513.930,1844.037,1523.218,1458.531,1603.339,1820.048,2088.702,2277.507,2403.742,2397.763,2338.968,2225.193,2041.244,1790.733,1530.087,1265.055,1032.409,819.642,655.010,527.066,422.232,340.828,280.241,227.911,185.405,146.581,121.723,127.342,123.444,86.742,63.331,56.209,51.906,50.016,48.994,47.124,42.962,43.626,43.768,46.849,150.886,310.781,150.588,45.684,40.684,42.337,48.700,
480,3776.770,3706.321,3934.257,2711.796,2479.822,3138.097,3131.000,2710.363,2248.883,1668.245,1372.187,1309.215,1438.398,1620.637,1850.131,2020.873,2121.655,2116.893,2081.268,1981.128,1824.552,1606.681,1383.988,1155.720,946.186,758.237,615.409,496.123,404.254,332.886,271.939,222.241,180.672,144.929,116.882,104.774,116.539,106.380,73.391,58.385,52.565,49.352,48.383,48.170,43.657,42.497,41.870,37.974,41.198,139.609,288.905,146.154,42.692,38.037,43.051,
485,3372.457,2937.647,3485.615,2893.842,2231.238,2789.764,2805.301,2434.050,1993.296,1500.578,1235.820,1181.369,1286.648,1441.397,1642.649,1781.086,1872.861,1876.293,1835.737,1762.010,1627.882,1440.329,1242.015,1049.395,868.074,707.115,573.121,471.660,389.743,320.843,265.959,217.080,178.665,143.631,115.907,97.459,96.450,108.253,88.614,62.126,53.143,48.996,45.989,46.455,44.152,41.610,39.482,36.109,33.472,41.450,152.977,276.475,122.131,39.105,38.532,
490,3045.138,2510.396,2636.494,3111.084,2181.300,2458.739,2460.522,2144.729,1779.052,1327.372,1103.461,1050.090,1133.203,1274.620,1436.402,1567.455,1638.054,1640.991,1611.178,1542.716,1434.644,1278.661,1111.942,940.851,788.892,650.211,536.309,447.497,370.304,309.115,258.181,213.273,175.214,139.071,112.994,94.857,83.768,90.686,97.992,75.104,55.001,48.320,45.345,43.423,41.984,41.545,37.840,33.980,31.168,33.255,38.807,133.290,241.211,121.110,39.819,
495,2756.736,2186.334,1961.440,2729.977,2426.119,2202.062,2166.512,1874.162,1564.917,1175.276,982.936,931.686,1000.382,1105.647,1243.319,1354.612,1416.355,1414.037,1393.369,1343.983,1249.226,1124.963,984.139,846.104,715.259,597.091,499.267,420.729,353.514,299.271,249.110,206.981,168.812,134.782,109.494,92.894,80.266,75.068,86.032,85.815,63.332,48.102,44.033,41.948,38.908,39.907,37.783,32.414,28.647,30.242,30.417,32.935,125.290,245.209,118.732,
500,2500.570,1944.771,1661.573,1993.582,2656.037,2177.186,1898.480,1650.616,1379.903,1045.672,872.410,826.407,880.049,970.831,1092.820,1183.069,1237.921,1233.952,1214.219,1174.729,1098.313,990.546,882.237,760.679,651.647,551.608,468.664,399.105,338.334,285.724,240.113,199.195,163.893,131.685,107.029,90.287,77.697,70.007,69.160,81.370,72.854,52.497,43.167,39.763,36.716,36.005,36.736,31.739,27.293,28.021,27.863,26.652,32.303,120.921,225.050,
505,2174.501,1827.437,1449.020,1411.520,2312.396,2537.146,1672.503,1444.890,1204.073,910.258,763.328,722.058,772.047,846.092,938.492,1013.196,1068.311,1064.716,1055.297,1021.421,958.514,871.352,778.465,678.441,591.392,506.180,434.464,375.588,321.099,272.564,230.534,192.606,157.827,126.437,103.110,87.294,75.974,67.569,62.198,65.669,74.337,61.324,44.096,38.233,34.982,33.449,32.417,31.652,27.469,26.029,25.383,24.232,24.453,29.536,112.689,
510,1784.761,1668.252,1277.129,1174.984,1580.235,2808.139,1691.832,1248.957,1053.680,802.050,671.928,636.063,668.503,728.099,813.627,867.600,906.182,908.462,903.383,875.895,829.495,761.611,687.643,610.464,533.253,461.644,402.713,351.696,303.070,260.337,220.672,182.287,150.055,121.601,99.091,83.949,72.812,66.091,57.693,54.905,61.898,66.249,50.762,38.397,33.093,31.662,30.028,28.176,27.580,26.416,23.774,22.206,22.433,22.003,27.958,
