300,46.552,26.571,16.758,15.328,15.836,20.815,34.819,204.740,783.246,553.659,111.538,47.548,252.049,2289.051,3954.724,1364.948,66.668,2.108,1.584,0.943,1.011,0.780,0.884,0.714,1.037,0.727,0.793,0.709,0.779,0.831,0.780,0.826,1.029,0.921,0.840,0.984,0.914,0.950,0.886,0.880,0.869,0.912,0.870,0.945,1.059,0.978,0.998,0.896,0.864,0.878,0.856,0.969,0.867,0.691,0.980,
305,40.214,27.027,23.310,23.151,23.369,29.104,34.104,45.298,270.754,794.310,484.986,84.615,40.813,181.801,2100.799,3735.157,1422.025,59.957,1.552,1.344,1.014,0.983,0.975,0.701,0.925,0.788,0.819,0.952,0.589,0.597,0.797,0.964,1.011,0.989,0.744,0.950,0.956,1.082,0.870,0.885,0.900,0.968,0.864,1.081,1.010,1.020,1.138,0.896,0.871,0.880,0.853,0.922,0.877,0.923,0.898,
310,49.361,34.932,26.091,32.100,30.625,40.046,40.196,41.632,67.926,387.313,788.597,367.631,60.314,40.029,195.677,1993.824,3477.869,1169.095,57.126,1.525,1.335,1.158,1.047,0.666,0.710,0.900,0.890,0.674,0.748,0.714,0.708,0.858,1.058,0.903,1.023,0.938,0.838,1.033,0.897,0.919,0.795,0.991,1.004,0.941,1.008,0.972,1.039,0.908,0.919,1.013,0.957,1.042,0.938,1.028,1.154,
315,53.661,38.008,37.287,38.195,38.436,50.184,50.581,48.311,53.422,97.512,456.906,771.093,268.797,50.125,36.661,163.863,1862.567,3232.140,1154.902,54.184,1.643,1.525,1.070,1.002,0.946,0.992,0.705,0.887,0.737,0.680,0.779,0.774,0.892,0.798,1.046,0.887,0.711,0.992,0.949,0.997,1.126,1.178,0.944,0.968,1.067,0.948,1.102,1.078,0.931,1.047,1.135,1.112,1.108,1.051,1.260,
320,89.198,50.617,46.602,45.869,50.867,61.864,61.470,62.006,64.862,73.331,132.365,574.059,709.476,207.292,42.007,33.571,138.529,1734.977,3029.220,1117.745,50.669,1.919,1.349,0.724,1.033,0.866,0.624,0.865,0.788,0.702,0.499,0.723,0.794,0.889,1.001,0.881,0.950,1.052,0.923,0.981,1.071,1.261,1.362,1.507,1.439,1.577,1.566,1.174,1.077,0.918,1.156,1.260,1.162,1.201,1.283,
325,144.542,76.076,62.656,58.812,61.568,76.405,71.109,76.964,81.114,83.667,92.628,204.677,684.330,597.126,124.190,36.007,30.578,157.672,1660.311,2758.946,936.607,43.523,1.663,1.082,0.953,1.127,0.984,1.067,0.656,0.678,0.683,0.707,0.773,0.909,0.939,0.986,0.963,1.103,1.134,1.224,1.320,1.475,1.588,1.710,1.873,2.139,1.885,1.526,1.353,1.280,1.455,1.450,1.394,1.466,1.586,
330,168.805,93.957,71.542,66.055,68.383,85.235,80.578,80.045,87.909,93.830,99.850,107.153,265.111,681.278,453.440,82.368,32.322,28.982,140.770,1412.262,2530.286,969.659,40.231,1.286,1.275,0.979,0.955,0.825,0.715,0.775,0.744,0.651,0.847,0.861,1.021,1.086,1.085,1.175,1.077,1.200,1.377,1.441,1.618,1.796,1.868,2.076,2.140,1.901,1.484,1.539,1.499,1.525,1.591,1.635,1.558,
335,200.354,117.251,89.712,71.491,72.110,92.825,91.742,91.200,96.180,101.973,108.629,110.420,112.059,300.897,659.057,332.079,58.472,29.229,28.510,117.313,1325.459,2378.634,854.173,35.515,1.586,1.086,1.174,0.930,0.733,0.734,0.620,0.817,0.799,0.895,0.784,0.996,0.999,1.196,1.246,1.425,1.496,1.537,1.876,2.107,2.226,2.555,2.409,2.016,1.645,1.568,1.562,1.656,1.457,1.638,1.811,
340,224.633,127.535,100.313,85.008,79.810,101.760,104.168,99.520,106.077,109.818,116.553,116.728,107.813,111.774,381.578,593.346,226.548,40.211,28.602,26.011,124.115,1327.472,2205.916,711.430,30.252,1.510,0.928,0.914,0.727,0.905,0.827,0.798,0.878,0.838,0.861,0.951,1.064,1.089,1.260,1.311,1.388,1.630,1.929,2.246,2.276,2.667,2.482,2.173,1.664,1.787,1.770,1.607,1.603,1.808,1.904,
345,234.090,137.708,108.627,93.094,97.948,108.214,109.001,111.918,112.611,115.111,118.678,121.903,111.723,96.488,121.917,415.384,521.364,148.178,34.990,27.939,24.814,110.031,1143.817,2049.736,727.192,31.306,1.395,1.081,0.995,0.546,0.864,0.803,0.719,0.849,0.990,1.165,1.080,0.997,1.302,1.243,1.484,1.462,1.837,2.004,2.211,2.620,2.592,2.033,1.927,1.995,1.908,1.953,1.854,1.862,1.988,
350,229.540,157.524,129.957,111.024,108.875,134.127,137.988,124.549,123.837,124.249,127.580,128.863,122.731,107.428,93.076,154.992,461.292,407.225,99.992,33.314,28.168,23.454,105.095,1130.259,1887.424,644.203,28.028,1.420,1.008,0.836,0.755,0.864,0.960,0.871,0.994,1.002,1.104,1.179,1.410,1.473,1.542,1.712,1.762,2.127,2.250,2.701,2.566,2.135,1.897,2.108,2.062,2.260,2.249,2.066,2.392,
355,273.498,188.322,158.557,141.679,138.958,169.805,169.133,154.905,148.559,142.388,138.984,149.293,144.776,130.111,113.771,99.842,198.876,483.033,319.963,71.196,35.175,29.814,25.832,111.799,1058.802,1766.466,575.388,22.341,1.466,1.035,0.713,1.013,0.909,0.942,0.965,1.141,1.107,1.177,1.201,1.504,1.516,1.784,2.215,2.214,2.291,2.801,2.760,2.451,2.206,2.388,2.590,2.419,2.493,2.594,3.001,
360,301.538,240.932,209.026,195.438,195.218,238.423,232.560,209.432,191.342,171.571,170.458,175.433,178.646,167.418,152.674,130.979,118.147,249.397,468.507,251.643,61.768,40.681,34.630,30.547,93.482,953.853,1678.502,579.717,22.676,1.321,1.103,0.979,0.887,1.109,1.092,1.220,1.257,1.342,1.573,1.537,1.553,1.866,2.126,2.422,2.472,3.063,2.868,2.884,2.686,2.922,3.230,3.316,3.195,3.432,3.892,
365,368.062,322.265,284.753,270.415,280.304,337.076,317.863,282.742,256.293,224.406,216.302,219.559,224.582,220.772,203.338,178.587,151.938,139.550,304.929,440.630,185.775,63.025,48.491,41.579,35.110,99.176,926.096,1556.453,504.298,22.481,1.496,0.955,1.138,1.059,1.379,1.302,1.478,1.599,1.671,2.020,1.996,2.339,2.476,2.639,2.936,3.273,3.458,3.334,3.301,3.795,4.233,4.288,4.423,4.702,5.251,
370,494.993,430.149,395.964,393.393,392.377,470.027,446.403,384.997,343.754,294.343,280.899,286.315,297.545,293.356,276.839,247.852,209.871,165.718,167.488,359.554,396.270,149.054,68.943,57.924,48.008,37.226,93.666,855.103,1427.210,505.229,23.717,1.611,1.377,1.295,1.522,1.689,1.675,1.839,2.159,2.324,2.587,2.804,3.047,3.306,3.741,4.066,4.331,4.163,4.179,5.186,5.510,5.626,6.055,6.482,7.195,
375,652.180,575.689,537.262,529.028,529.776,634.768,601.045,516.405,457.575,387.161,363.074,368.221,384.688,386.268,376.191,342.564,284.940,226.921,182.983,206.316,399.479,347.711,135.614,80.250,66.338,50.566,37.717,77.657,775.518,1377.748,525.864,23.604,1.896,1.559,1.610,1.856,2.263,2.413,2.642,2.720,3.153,3.552,3.924,4.272,4.694,5.204,5.786,5.399,5.356,6.666,7.305,7.615,8.008,8.568,9.639,
380,857.794,750.038,688.504,677.710,670.164,806.730,768.277,666.420,583.018,489.617,451.609,446.717,479.375,490.884,480.965,441.095,381.232,303.130,243.230,206.142,259.403,421.399,292.736,123.675,86.290,68.216,48.927,33.806,78.946,719.033,1300.005,517.684,29.970,2.441,2.245,2.411,2.840,3.106,3.076,3.729,3.886,4.248,4.749,5.307,5.803,6.645,7.176,6.883,6.774,8.285,9.187,9.361,10.185,10.547,12.031,
385,1090.737,942.176,863.027,820.004,815.613,994.441,951.915,821.877,710.478,584.538,536.690,534.646,575.560,595.239,601.516,560.531,491.172,390.620,314.931,260.792,226.681,304.004,414.494,245.966,117.975,83.873,61.086,40.979,27.291,65.262,648.523,1546.882,534.715,23.518,2.702,2.959,3.559,3.786,3.966,4.466,4.735,5.422,6.028,6.757,7.239,8.228,8.698,8.516,8.554,10.053,10.958,11.689,12.364,13.025,14.554,
390,1312.263,1160.208,1039.405,970.383,957.308,1172.287,1134.705,986.713,848.566,686.953,619.048,620.677,667.520,703.135,717.239,686.946,603.841,493.714,401.163,326.104,273.953,244.394,336.780,383.453,206.250,104.903,73.952,49.737,33.041,22.084,50.960,846.045,1243.542,464.771,22.837,4.130,3.866,4.264,4.627,5.194,5.582,6.222,6.947,8.083,8.543,9.473,10.740,10.462,10.304,12.331,13.094,13.522,14.576,14.898,17.056,
395,1560.809,1359.659,1199.080,1130.210,1098.289,1345.405,1297.774,1141.562,974.715,783.384,698.518,704.981,761.762,804.098,837.919,806.253,727.553,600.122,493.257,405.515,334.427,277.516,258.111,356.658,331.148,157.119,87.984,59.877,39.990,25.775,18.495,66.596,621.265,1149.606,400.641,22.054,4.869,5.151,5.399,5.956,7.004,7.331,8.298,9.426,10.021,11.543,12.469,11.926,12.062,14.566,15.677,15.764,16.925,17.062,19.497,
400,1844.969,1622.500,1443.722,1302.184,1286.947,1579.610,1537.306,1322.541,1144.635,892.406,796.427,795.037,869.499,935.658,982.834,963.548,878.764,738.789,609.558,505.800,417.191,340.644,282.873,274.941,358.431,276.459,123.946,72.107,48.404,32.278,22.587,17.187,49.346,578.654,1080.983,419.188,22.136,6.484,6.898,7.638,8.241,8.600,9.672,11.490,12.055,13.855,14.828,14.573,14.636,17.071,18.787,18.544,19.707,20.220,22.432,
405,2238.439,1940.573,1714.150,1540.662,1502.751,1847.631,1829.205,1581.862,1344.304,1053.542,915.982,907.429,997.694,1088.425,1155.664,1147.988,1063.076,909.361,767.085,639.173,525.552,427.673,350.015,284.268,291.806,344.283,219.030,97.851,60.171,41.177,29.000,21.471,17.667,46.504,542.311,1126.283,336.915,23.822,8.242,8.687,9.619,10.614,11.838,13.583,14.580,16.251,17.868,17.364,17.100,20.176,21.786,21.743,22.985,23.244,26.659,
410,2687.161,2328.639,2016.474,1812.523,1760.082,2177.908,2145.608,1850.243,1563.161,1212.465,1039.743,1033.750,1136.570,1254.146,1346.870,1356.457,1266.469,1091.669,936.391,786.278,649.994,532.006,429.352,340.977,281.792,302.434,308.591,167.907,77.896,52.135,37.098,27.287,21.612,18.031,54.755,556.111,831.667,311.545,23.419,10.142,11.268,12.581,13.834,15.864,16.892,19.581,21.151,20.557,20.351,24.188,26.092,25.807,26.557,27.268,30.599,
415,3115.453,2705.596,2318.623,2095.253,2009.367,2491.140,2478.750,2151.427,1809.317,1387.153,1176.518,1156.616,1268.242,1406.966,1533.480,1551.638,1472.240,1291.040,1116.768,951.412,790.061,648.419,522.420,413.450,325.504,265.964,294.873,264.410,127.039,66.550,46.699,35.555,28.544,22.115,19.564,42.926,404.909,781.471,296.010,25.572,13.203,14.739,16.169,18.384,20.131,22.776,24.729,23.755,23.802,27.958,30.080,29.719,30.740,31.527,35.043,
420,3528.175,3053.993,2608.948,2319.071,2248.687,2778.952,2779.721,2406.385,2010.988,1524.618,1281.028,1246.042,1372.310,1534.667,1677.636,1716.201,1646.684,1453.675,1273.641,1098.478,925.172,757.172,609.853,481.568,377.235,289.443,245.048,275.306,210.047,97.666,58.281,42.736,35.275,28.559,22.661,20.719,40.857,377.990,699.511,271.869,27.776,16.356,18.059,20.658,22.434,25.784,27.478,26.848,26.689,31.353,33.384,33.042,34.322,34.734,39.356,
425,3842.853,3303.396,2835.290,2522.088,2415.296,3037.522,3009.653,2610.519,2190.485,1646.136,1363.736,1323.057,1458.747,1625.085,1782.159,1836.293,1773.773,1592.023,1410.907,1225.768,1035.083,856.739,693.481,547.612,425.940,324.350,245.428,223.098,251.056,165.437,79.268,51.750,41.011,33.915,27.869,23.505,20.967,41.112,342.586,636.833,252.736,29.235,19.969,22.858,24.170,27.949,30.045,29.230,28.820,33.976,36.369,35.833,37.122,37.854,42.067,
430,4101.280,3534.065,3030.679,2676.918,2574.486,3217.599,3219.703,2804.000,2332.633,1746.217,1438.288,1369.909,1500.665,1682.889,1865.416,1930.267,1880.530,1704.529,1522.289,1335.714,1134.939,941.457,764.333,608.000,474.720,362.306,271.159,205.801,207.269,219.417,130.823,65.193,48.282,38.027,33.998,28.316,23.843,22.697,37.480,317.403,618.380,238.263,32.162,24.546,25.856,29.707,32.364,31.403,31.244,36.668,38.775,38.459,39.560,40.417,44.964,
435,4279.458,3745.044,3167.242,2782.576,2694.592,3364.459,3366.236,2933.966,2444.590,1815.571,1477.226,1408.575,1537.707,1717.984,1908.324,1984.069,1943.446,1774.241,1586.773,1408.231,1211.987,1013.154,824.152,659.854,516.583,394.989,295.432,221.113,175.074,194.157,188.455,101.200,57.694,43.921,36.895,33.642,28.407,24.294,23.798,39.465,278.127,540.914,222.443,35.923,27.842,31.068,34.118,32.746,32.697,38.217,40.884,40.074,41.100,41.547,46.756,
440,4466.713,3820.462,3242.645,2863.439,2744.042,3449.877,3439.399,3011.036,2513.735,1857.889,1506.148,1404.582,1539.474,1726.281,1918.839,2008.935,1970.271,1801.589,1635.409,1454.774,1259.081,1064.610,868.703,697.240,549.369,422.185,318.826,238.522,178.620,154.777,183.859,155.259,81.336,50.206,40.726,36.313,32.792,28.178,25.044,25.247,39.902,264.882,520.304,209.693,36.922,32.305,34.360,33.626,33.075,39.318,41.773,41.097,42.310,42.778,47.896,
445,4435.459,3846.322,3245.445,2849.389,2752.530,3440.879,3445.596,3018.963,2517.679,1855.765,1496.137,1390.476,1516.449,1688.922,1880.470,1978.221,1949.096,1800.646,1639.701,1467.479,1279.338,1082.912,892.545,724.083,571.891,441.264,335.437,254.506,189.952,146.098,139.800,172.242,129.337,65.881,45.799,39.617,34.753,32.748,28.348,26.491,26.456,38.120,235.130,476.514,201.509,42.079,35.023,34.004,33.352,39.447,41.305,40.552,42.152,42.470,47.747,
450,4525.597,3715.268,3173.393,2800.248,2685.374,3374.840,3395.585,2967.719,2482.110,1814.399,1453.691,1348.932,1456.960,1627.115,1810.094,1911.661,1888.218,1755.069,1599.667,1447.468,1266.193,1077.594,894.568,727.126,578.287,450.220,345.278,263.558,198.234,154.169,124.127,135.376,157.453,101.091,54.633,42.485,36.964,34.704,32.161,28.792,27.287,27.813,38.418,222.917,442.483,207.015,43.299,33.248,33.084,38.221,40.786,39.972,41.393,41.844,46.825,
455,4827.082,3589.127,3030.399,2672.164,2584.236,3223.830,3244.238,2850.912,2374.914,1747.527,1394.556,1293.772,1392.494,1544.023,1725.198,1803.694,1792.813,1672.451,1532.580,1387.062,1224.248,1051.343,875.942,715.856,574.191,450.600,346.941,266.922,205.060,159.134,127.247,108.381,131.866,134.418,77.472,48.282,39.423,35.971,34.396,32.293,28.999,27.681,28.744,42.433,214.080,411.482,179.771,39.165,32.024,36.615,39.346,38.026,39.550,39.968,44.345,
460,5180.020,3524.419,2849.267,2515.732,2419.681,3016.708,3043.049,2669.448,2252.071,1644.825,1312.315,1204.128,1290.589,1432.748,1597.747,1673.511,1673.665,1558.293,1439.915,1303.969,1161.601,999.480,835.553,687.760,556.907,440.477,343.094,267.014,208.493,163.499,130.464,106.260,98.851,124.398,110.826,63.459,43.389,38.135,34.500,33.954,31.823,28.746,29.238,30.503,38.220,189.625,389.796,174.287,36.474,34.858,37.127,35.955,37.109,37.561,41.940,
465,4772.520,3748.641,2633.055,2323.899,2234.625,2798.886,2816.746,2478.241,2065.638,1521.483,1221.849,1114.773,1188.990,1308.842,1456.920,1532.232,1524.918,1427.407,1323.938,1206.217,1075.730,935.645,789.134,652.816,533.736,424.046,335.531,262.569,206.432,163.278,132.821,107.747,91.595,91.968,116.222,90.539,52.651,40.596,36.408,33.828,33.579,32.285,29.832,30.321,30.319,39.640,189.323,363.190,168.254,41.273,34.589,33.575,34.338,34.475,38.347,
470,3809.751,4113.845,2618.508,2117.943,2040.105,2562.813,2567.910,2265.672,1893.212,1400.157,1120.691,1017.756,1088.453,1195.349,1321.152,1386.807,1385.067,1293.387,1206.353,1105.853,985.000,860.640,735.093,612.539,502.281,403.065,322.902,256.525,205.233,163.013,133.401,110.326,91.969,77.896,91.009,105.508,72.508,45.987,37.795,34.823,33.632,33.216,31.630,30.057,29.284,31.302,40.484,187.142,341.464,161.439,38.396,30.639,31.212,31.654,35.174,
475,2976.409,3735.610,2907.728,1922.107,1840.943,2320.414,2327.798,2045.490,1721.118,1267.461,1012.476,921.390,972.683,1071.811,1182.093,1234.520,1241.464,1160.073,1083.966,996.228,898.427,781.424,670.594,567.444,470.217,379.545,307.150,246.317,198.435,162.247,133.893,111.394,93.447,76.943,70.548,88.932,92.922,60.107,41.116,36.519,33.825,32.693,33.451,31.790,28.676,30.009,30.906,35.488,158.300,320.577,145.434,34.046,29.022,28.883,32.583,
480,2577.208,2865.922,3178.038,1921.735,1647.276,2056.027,2076.955,1847.038,1554.764,1148.679,915.676,835.313,871.505,953.942,1046.781,1097.531,1097.604,1031.395,961.484,890.639,802.336,706.971,610.844,515.405,431.140,356.163,290.082,236.132,193.541,158.509,131.949,110.214,93.878,77.431,66.218,66.277,85.064,79.799,51.264,37.509,34.697,32.158,32.488,32.988,29.711,28.924,29.070,27.627,32.066,142.625,295.577,145.403,32.003,26.128,28.723,
485,2274.670,2073.684,2809.598,2223.008,1485.110,1822.045,1845.055,1632.700,1388.277,1027.892,825.151,748.577,779.778,847.840,924.474,967.403,964.086,912.630,857.505,796.642,717.979,636.776,553.393,471.392,396.385,328.718,274.333,225.617,187.088,155.939,130.464,110.400,92.384,77.019,65.441,59.098,64.850,82.873,66.895,42.600,34.955,32.298,30.840,31.580,30.913,29.008,27.290,25.417,24.418,32.079,148.349,291.823,123.110,28.938,26.274,
490,2062.076,1738.154,1977.706,2549.121,1513.379,1614.605,1626.073,1443.994,1227.225,918.709,736.930,662.822,693.640,745.985,809.769,852.711,851.551,799.081,756.894,702.955,637.906,567.592,494.601,426.868,364.344,306.636,255.578,215.258,178.245,151.504,129.219,107.936,91.922,75.775,65.244,57.373,53.287,65.062,75.034,54.987,37.536,32.440,30.016,29.432,29.332,29.829,27.080,23.894,22.506,24.252,30.883,126.871,271.717,130.774,28.585,
495,1948.435,1547.217,1375.891,2222.272,1868.311,1447.224,1438.145,1281.504,1078.830,811.327,653.396,590.136,609.026,653.768,708.029,733.816,737.941,698.649,655.106,612.006,562.005,500.752,445.229,385.492,333.342,282.239,240.253,203.740,171.823,147.567,125.303,105.972,89.689,75.637,64.029,56.552,50.644,50.110,64.501,67.287,45.419,33.267,30.046,28.460,27.025,28.879,27.574,22.894,20.814,21.884,22.570,25.934,135.201,255.639,121.610,
500,1782.840,1401.768,1143.468,1515.390,2182.453,1533.038,1266.274,1115.950,941.536,707.116,579.030,521.634,540.178,573.673,617.711,645.469,643.291,605.474,574.867,537.557,492.602,449.566,398.698,348.411,303.102,260.734,224.324,192.039,165.717,142.113,121.878,104.164,87.888,74.067,62.869,55.487,49.633,45.765,48.901,63.058,56.955,37.979,29.687,27.415,25.755,25.647,27.046,23.862,20.232,20.714,20.451,19.829,25.668,118.564,242.601,
505,1528.010,1290.072,1007.666,979.738,1918.720,1984.232,1126.360,982.137,825.561,625.728,515.256,463.615,476.171,503.294,534.836,557.909,554.583,530.307,498.291,466.161,435.685,394.011,352.914,315.568,277.031,240.731,208.382,181.253,157.551,136.173,116.932,101.333,85.377,71.778,61.075,53.950,48.442,44.101,41.546,47.966,58.723,47.135,31.588,27.233,24.662,24.114,23.941,23.836,20.757,19.675,18.952,18.189,18.507,22.405,114.649,
510,1228.985,1217.350,900.401,776.586,1209.045,2397.619,1225.889,852.294,723.028,550.922,449.305,405.867,414.471,436.748,462.539,481.001,479.740,456.094,432.740,407.829,377.773,349.296,316.846,282.627,250.799,220.720,195.421,170.440,149.478,131.483,113.352,97.086,82.357,68.851,58.713,52.703,47.428,42.841,39.274,37.967,47.076,53.212,38.796,28.110,23.442,22.914,22.118,21.564,21.763,20.371,18.153,17.217,16.760,16.999,21.677,
515,989.213,1086.244,864.299,683.598,733.448,2045.926,1679.123,768.789,632.321,486.678,397.477,360.694,363.595,378.633,400.279,416.550,411.659,393.344,375.742,355.900,330.780,307.932,280.943,251.981,228.542,204.837,183.070,161.652,140.977,125.140,109.593,93.321,79.137,66.480,55.780,49.970,44.947,40.674,37.518,35.052,35.914,46.090,45.923,32.009,23.743,22.215,20.843,19.276,19.503,21.715,19.247,16.577,16.402,16.105,16.866,
