280,32.865,17.575,9.768,23.669,269.158,825.165,389.856,68.521,319.111,3214.325,5469.901,2083.596,107.754,4.135,3.069,2.920,1.937,1.524,1.627,1.331,1.391,1.058,0.902,1.130,0.877,0.969,1.158,1.083,0.906,0.865,1.157,1.167,1.360,1.201,1.306,1.224,1.086,1.069,1.231,1.292,1.219,1.245,1.239,1.079,0.986,0.924,0.782,0.801,0.750,0.785,0.746,0.730,0.643,0.877,2.667,
285,60.975,29.001,21.926,22.522,49.834,465.696,867.755,320.100,91.542,383.519,3280.408,5818.513,2253.865,121.521,3.234,2.779,2.753,1.882,1.877,1.518,1.597,0.723,0.959,0.936,1.079,0.889,1.164,1.094,0.869,0.930,1.189,1.247,1.509,1.513,1.556,1.545,1.544,1.522,1.536,1.391,1.483,1.447,1.468,1.505,1.367,1.273,1.209,0.994,0.818,0.968,0.938,0.920,0.884,0.796,0.966,
290,111.081,57.415,38.201,31.533,39.307,109.687,651.941,835.571,298.199,121.474,373.162,3407.971,6528.117,2599.849,111.820,3.508,2.433,2.164,1.598,1.585,1.465,1.138,0.995,0.796,1.374,1.011,1.212,1.174,0.993,0.961,1.006,1.326,1.618,1.947,2.050,1.920,1.979,1.626,1.671,1.689,1.878,1.744,1.904,1.995,1.773,1.647,1.588,1.325,1.095,1.111,1.169,1.064,1.094,1.105,1.120,
295,152.830,82.280,60.057,56.356,60.628,82.550,216.860,764.082,791.043,252.468,145.535,386.639,3711.044,6781.539,2239.578,102.738,3.771,2.752,1.872,1.653,1.748,1.332,1.201,0.817,1.105,1.208,1.128,1.024,0.915,0.822,0.872,1.442,1.893,2.399,2.444,2.196,2.152,1.955,1.886,1.776,2.129,2.238,2.074,2.217,2.165,2.133,1.989,1.529,1.388,1.447,1.321,1.374,1.379,1.359,1.526,
300,182.626,109.594,85.277,81.847,95.056,124.816,147.539,317.572,877.641,680.011,244.388,141.542,386.466,3667.199,6129.942,2213.091,109.921,3.057,2.249,2.114,1.867,1.650,1.313,1.071,1.039,1.272,1.336,1.100,0.971,0.817,1.059,1.411,2.097,2.487,2.602,2.627,2.423,2.162,2.126,2.243,2.049,2.087,2.484,2.468,2.479,2.334,2.366,1.859,1.581,1.713,1.699,1.755,1.790,1.811,1.933,
305,222.418,141.674,117.346,121.083,133.835,181.972,191.751,206.568,442.837,932.481,637.111,225.038,133.113,314.520,3220.574,5974.522,2281.766,99.659,2.883,2.108,1.829,1.579,1.333,1.165,1.250,1.370,1.195,1.043,1.065,0.881,0.885,1.469,1.994,2.575,2.654,2.591,2.354,2.243,2.209,2.227,2.409,2.364,2.597,2.573,2.571,2.594,2.343,2.037,1.955,1.984,2.056,2.185,2.266,2.460,2.634,
310,243.707,168.179,149.303,159.966,188.734,244.018,247.590,241.974,282.510,586.946,965.564,539.549,198.724,128.416,316.911,3132.602,5554.456,1993.339,91.628,3.188,2.437,1.483,1.303,1.451,1.294,1.580,1.354,1.170,1.060,0.783,1.091,1.404,2.298,2.454,2.587,2.649,2.643,2.538,2.507,2.681,2.573,2.574,2.734,2.810,2.651,2.640,2.532,2.249,1.948,2.369,2.479,2.557,2.816,3.001,3.490,
315,255.077,197.493,182.125,209.605,231.690,302.984,310.664,292.903,307.279,353.313,696.183,965.931,449.837,187.034,119.677,289.573,2854.617,5327.581,1905.007,94.037,2.807,2.039,1.706,1.515,1.223,1.205,1.226,1.112,0.868,1.040,1.087,1.307,1.913,2.518,2.830,2.880,2.631,2.681,2.778,2.509,2.778,2.706,2.749,3.080,2.866,2.930,2.810,2.505,2.327,2.528,2.931,2.953,3.429,3.634,4.295,
320,317.558,241.591,220.970,245.015,278.669,366.272,364.257,339.291,351.782,369.181,433.885,819.448,915.655,391.932,168.383,114.824,236.978,2716.362,4977.490,1879.819,81.280,2.626,1.890,1.690,1.550,1.205,1.294,0.925,0.961,1.028,1.160,1.294,1.753,2.400,2.565,2.604,2.898,2.860,2.764,3.041,3.018,3.191,3.006,3.255,3.154,3.199,3.111,2.666,2.521,3.028,3.302,3.618,4.025,4.272,5.002,
325,371.651,280.377,260.428,282.672,315.456,407.060,410.024,382.807,392.435,408.358,427.166,523.404,952.553,811.066,291.932,150.506,103.583,260.923,2630.605,4669.539,1518.820,72.983,2.198,1.762,1.422,1.220,1.218,1.184,0.994,1.100,0.900,1.440,1.736,2.031,2.809,2.732,2.682,2.920,2.954,2.980,3.186,3.158,3.328,3.711,3.466,3.608,3.613,3.120,3.011,3.434,3.782,3.903,4.417,4.683,5.585,
330,435.887,329.608,299.283,311.271,341.390,450.925,454.136,421.036,439.346,447.611,477.578,486.261,618.018,941.440,652.391,235.394,136.236,85.850,215.853,2509.503,4311.195,1577.735,76.857,2.222,1.657,1.586,1.490,1.280,0.994,1.112,1.202,1.443,2.063,1.893,2.546,2.800,3.043,3.066,2.968,3.222,3.188,3.405,3.711,3.874,3.892,4.177,4.039,3.498,3.431,3.705,4.044,4.323,4.832,5.150,5.923,
335,507.265,400.678,350.371,344.686,365.733,475.713,480.381,459.627,473.954,490.192,519.268,537.561,518.369,638.602,900.081,515.571,195.780,112.889,75.321,206.680,2355.546,4203.608,1603.547,66.709,2.193,1.573,1.670,1.181,0.943,1.155,1.156,1.177,1.574,2.035,2.579,2.962,2.875,3.174,3.128,3.234,3.569,3.576,3.848,4.173,4.179,4.398,4.421,3.897,3.800,4.491,4.758,4.809,5.299,5.629,6.557,
340,563.043,450.355,392.218,375.504,395.903,498.382,509.911,490.661,510.700,523.524,556.441,580.731,566.955,512.441,679.101,812.404,391.227,150.534,98.227,69.849,229.294,2395.218,4220.766,1306.631,60.216,2.054,1.920,1.250,1.187,0.927,1.112,1.414,1.758,2.004,2.299,2.618,2.963,3.090,3.187,3.372,3.544,3.896,3.980,4.414,4.434,4.643,4.932,4.467,4.436,4.980,5.291,5.482,5.812,6.029,6.857,
345,624.869,511.941,440.418,428.295,428.947,522.228,539.543,516.996,537.107,559.882,599.319,629.589,620.922,542.870,489.013,685.753,716.617,290.958,135.811,97.542,69.067,199.957,2163.588,3844.775,1426.370,52.857,2.291,1.660,1.268,1.159,1.110,1.217,1.722,2.056,2.449,2.791,2.627,3.123,3.139,3.394,3.844,3.726,4.104,4.552,4.707,5.024,5.189,4.959,4.771,5.704,6.070,6.217,6.611,6.757,7.488,
350,652.726,570.346,517.139,485.339,459.614,566.759,566.883,546.013,574.593,591.397,630.061,669.871,671.670,602.676,507.167,483.130,705.942,582.266,235.454,129.917,97.801,72.089,197.506,2081.556,3601.640,1171.434,46.764,1.897,1.467,1.159,1.274,1.511,1.726,2.037,2.500,2.441,2.993,3.040,3.157,3.454,3.741,3.777,4.169,4.748,5.115,5.407,5.506,5.207,5.288,6.260,6.794,7.090,7.495,7.375,8.009,
355,700.669,630.771,586.102,537.069,519.261,607.892,606.235,587.175,611.876,624.652,666.326,713.182,725.876,663.219,569.287,483.530,501.854,699.221,482.924,203.195,133.655,101.649,74.122,203.992,1914.064,3313.846,1070.411,39.542,2.014,1.594,1.249,1.481,1.738,1.973,2.392,2.626,2.906,3.162,3.338,3.553,3.752,3.863,4.314,4.819,4.874,5.605,5.963,5.717,5.758,7.013,7.607,7.799,8.336,8.482,9.272,
360,801.411,696.408,655.397,617.934,580.340,673.542,664.963,632.413,652.092,666.056,705.481,757.612,787.670,738.203,655.622,564.891,481.959,526.117,669.957,420.519,196.435,140.906,106.218,75.081,172.939,1793.116,3253.442,1091.135,43.009,2.003,1.506,1.769,1.999,2.339,2.375,2.638,3.132,3.347,3.417,3.828,3.810,4.162,4.620,4.965,5.333,5.795,6.329,6.330,6.356,7.715,8.730,8.810,9.324,9.418,10.430,
365,829.849,756.557,720.625,673.601,635.541,741.657,714.966,670.569,690.462,698.729,752.254,811.399,856.008,815.224,737.237,648.732,559.263,472.086,561.655,638.699,351.180,189.843,139.755,101.313,69.100,170.716,1826.755,2980.147,1004.736,42.649,2.035,2.019,1.991,2.506,2.706,3.139,3.342,3.684,3.644,4.036,4.195,4.425,4.830,5.255,5.776,6.121,6.660,6.475,6.887,8.159,9.196,9.565,10.342,10.351,11.252,
370,885.660,835.338,794.260,749.149,689.128,794.378,768.611,714.927,737.759,741.262,795.111,870.496,931.530,911.413,844.263,758.851,656.238,538.384,473.051,601.011,584.964,303.636,180.836,132.417,91.324,58.924,163.750,1720.687,2816.765,1008.221,56.363,2.551,2.302,2.720,3.116,3.438,3.726,3.969,4.092,4.358,4.452,4.812,5.002,5.675,5.981,6.513,7.255,7.091,7.152,8.882,9.938,10.473,11.472,11.362,12.489,
375,979.913,908.596,868.157,813.723,763.204,877.453,830.478,769.485,774.187,786.188,843.758,943.756,1022.616,1028.006,972.236,883.509,771.337,633.612,526.888,486.247,615.676,516.962,264.671,168.060,119.060,77.895,51.280,142.693,1438.829,2896.174,1247.161,52.363,3.176,3.199,3.748,4.405,4.608,4.440,4.846,4.634,5.048,5.191,5.570,6.281,6.536,7.273,7.875,7.632,8.022,10.176,11.071,11.697,12.061,12.275,13.547,
380,1081.114,977.580,927.708,888.118,822.422,938.754,885.977,808.072,806.076,816.376,894.413,1007.314,1118.122,1128.632,1092.671,999.500,883.699,730.012,604.724,505.073,495.485,602.416,428.274,218.792,144.634,99.930,66.364,45.771,127.129,1543.338,3015.752,1047.460,59.216,4.169,4.506,4.775,4.944,5.238,5.268,5.658,5.506,5.990,6.091,6.798,6.879,7.833,8.335,8.051,8.437,10.515,11.917,12.190,13.627,13.186,14.379,
385,1125.288,1051.738,990.782,929.154,865.963,989.380,927.423,837.334,827.860,848.205,925.017,1060.079,1195.444,1228.895,1204.658,1117.991,991.648,823.920,681.741,563.424,474.327,487.492,551.135,343.602,182.137,121.576,84.591,58.449,41.937,129.727,1415.520,2905.701,1129.922,49.685,5.527,5.470,6.141,6.038,6.021,5.818,6.301,6.266,6.341,7.104,7.215,8.301,8.997,8.723,9.013,11.113,12.203,12.719,13.776,13.991,15.030,
390,1185.954,1104.381,1026.682,975.977,911.193,1025.516,956.704,857.361,842.409,852.003,944.289,1092.521,1250.451,1305.661,1301.804,1213.714,1087.340,903.685,749.558,623.908,510.958,436.178,473.591,480.320,269.614,148.378,105.011,75.008,52.914,38.833,93.985,1661.534,2784.184,1013.899,64.715,6.439,6.603,6.752,6.485,6.747,6.923,6.877,7.009,7.832,7.845,8.619,9.289,9.247,9.774,11.677,13.263,13.424,14.272,14.656,16.014,
395,1258.519,1137.065,1063.361,998.814,939.490,1066.372,983.476,869.901,841.980,866.217,957.697,1119.358,1298.193,1369.657,1367.709,1298.461,1166.857,982.195,818.772,678.722,557.735,455.000,395.618,456.935,396.712,204.675,124.395,93.701,68.588,49.832,35.989,133.169,1344.634,2615.255,1182.880,47.288,7.826,7.510,7.282,7.235,6.916,7.067,7.484,8.166,8.116,9.049,9.798,9.582,9.671,11.964,13.501,14.105,14.588,15.022,16.595,
400,1318.453,1197.735,1116.259,1048.533,980.739,1127.829,1038.526,908.966,877.043,877.723,983.605,1158.535,1343.575,1442.215,1456.259,1397.231,1274.958,1078.393,902.285,751.740,621.228,503.830,412.004,372.831,426.197,326.100,169.654,114.268,86.346,64.328,46.408,35.128,93.619,1268.109,2908.206,952.418,49.424,9.043,8.353,7.918,7.977,8.066,7.888,8.678,8.954,9.702,10.365,10.352,10.297,12.617,14.313,14.576,15.538,15.761,17.153,
405,1424.363,1272.293,1190.660,1116.162,1069.112,1214.246,1129.284,966.024,926.592,919.915,1026.064,1222.349,1430.445,1542.678,1572.114,1517.401,1402.266,1193.563,1012.713,845.245,698.936,572.393,464.616,379.017,364.170,400.736,272.350,151.791,109.647,83.959,62.947,45.722,35.401,91.373,1278.199,2279.784,844.459,52.198,9.706,9.161,8.677,8.835,9.065,9.950,9.729,10.314,11.264,10.661,10.940,13.499,14.904,15.630,16.604,17.073,18.664,
410,1526.701,1372.011,1283.757,1217.465,1148.344,1324.023,1219.264,1046.227,976.968,967.018,1071.042,1279.087,1514.164,1635.517,1686.465,1645.326,1524.128,1329.641,1129.788,949.019,786.313,646.700,526.807,428.093,355.726,368.180,372.313,233.021,141.912,108.107,83.082,63.181,46.005,35.853,102.958,1120.155,1960.557,889.467,63.501,10.233,9.871,9.538,10.002,10.471,10.452,11.423,12.175,11.823,11.939,14.736,16.495,16.831,17.707,18.203,19.725,
415,1653.356,1451.313,1359.436,1277.047,1232.315,1410.371,1299.370,1096.925,1030.833,1003.875,1113.350,1320.103,1560.125,1698.588,1768.591,1738.539,1633.714,1427.822,1240.589,1042.120,867.506,715.787,591.429,482.269,402.213,341.421,367.524,343.484,206.239,136.783,106.091,82.617,63.420,47.462,38.431,88.129,898.235,2066.348,1024.470,54.808,11.495,10.525,10.530,11.060,10.918,12.139,12.753,12.399,12.479,15.143,16.935,17.252,18.558,19.434,21.645,
420,1678.115,1492.604,1401.788,1321.897,1254.251,1470.547,1346.254,1144.685,1048.639,1020.855,1124.467,1325.675,1564.704,1721.976,1792.935,1771.891,1689.238,1493.860,1299.063,1108.543,933.227,775.057,645.022,531.642,446.603,368.361,330.375,368.526,301.785,185.532,133.333,102.835,81.626,63.163,48.741,40.230,80.745,911.626,1947.101,820.461,47.580,11.726,11.198,11.438,11.596,12.507,13.213,12.848,13.035,15.738,17.382,18.048,19.192,19.364,21.999,
425,1679.346,1503.627,1399.248,1323.973,1274.902,1497.814,1366.802,1165.924,1071.090,1018.378,1112.946,1304.280,1551.927,1692.076,1791.060,1770.870,1702.109,1515.787,1338.607,1152.750,974.064,817.885,684.168,573.328,482.936,403.577,338.919,330.059,356.207,264.382,166.920,124.213,99.156,79.193,63.194,50.172,42.295,83.353,765.067,1874.731,670.327,46.805,11.914,12.304,11.754,12.517,13.583,12.674,12.785,16.108,17.487,18.340,18.937,19.667,22.071,
430,1683.599,1490.840,1384.933,1321.754,1277.082,1476.671,1378.245,1173.893,1077.533,1015.211,1090.423,1265.377,1498.928,1640.312,1739.694,1740.461,1678.373,1517.533,1348.162,1177.228,1010.350,849.732,719.182,609.567,519.326,436.212,370.412,319.720,325.546,329.835,233.063,151.698,118.779,94.660,79.092,65.227,52.417,43.210,65.725,844.339,1561.206,673.430,41.761,12.790,11.898,12.849,13.335,12.769,12.657,15.837,17.436,18.144,19.282,19.884,22.127,
435,1649.736,1450.535,1350.669,1294.063,1251.969,1483.101,1377.145,1175.196,1067.350,995.690,1066.089,1230.873,1443.353,1581.210,1678.587,1693.550,1633.884,1491.778,1341.697,1182.173,1025.387,876.077,750.965,640.114,549.264,464.493,394.362,337.970,303.016,314.947,299.890,199.507,140.659,110.890,93.000,79.934,66.307,54.512,43.604,71.627,693.913,1405.198,559.092,51.665,12.536,12.912,12.943,12.678,12.809,15.185,17.272,18.028,18.973,19.737,21.499,
440,1588.738,1410.024,1285.033,1260.213,1225.886,1454.286,1366.324,1169.134,1060.365,984.101,1043.913,1180.514,1372.656,1509.942,1602.377,1626.638,1584.134,1466.270,1327.578,1184.776,1030.311,887.707,764.644,662.920,570.143,486.678,418.031,359.651,308.610,283.040,301.701,261.494,172.646,127.243,106.188,92.627,79.491,67.027,54.004,45.040,72.458,635.016,1244.755,587.218,36.203,13.127,13.180,12.485,12.106,15.038,16.637,17.467,18.436,19.687,21.214,
445,1543.444,1346.992,1246.106,1196.363,1186.544,1415.581,1343.497,1152.825,1042.398,958.785,1001.244,1133.935,1305.824,1426.120,1512.020,1541.934,1514.499,1407.746,1286.954,1157.759,1026.035,892.787,775.984,676.085,583.474,500.488,432.522,374.678,324.525,282.593,264.865,284.481,229.167,150.806,119.961,104.556,92.188,81.422,66.857,54.118,43.474,64.020,521.676,1236.467,494.965,37.633,13.188,12.178,11.959,14.397,16.101,16.667,18.148,18.223,20.897,
450,1649.949,1287.260,1182.514,1152.812,1129.711,1363.046,1296.193,1112.705,1018.863,929.818,961.943,1072.218,1227.479,1335.481,1413.381,1442.296,1421.818,1335.864,1233.171,1118.473,993.313,876.624,769.777,673.587,588.114,504.832,437.109,382.853,333.192,288.708,256.236,254.634,261.468,192.386,136.359,116.043,102.907,92.215,79.806,64.395,51.169,40.242,54.464,509.208,1123.983,520.673,36.959,12.166,11.751,13.528,15.302,15.840,17.089,17.706,20.095,
455,2201.823,1205.008,1119.921,1084.081,1083.956,1306.341,1238.709,1074.362,979.936,893.840,912.430,1001.435,1144.854,1230.912,1310.214,1335.342,1327.882,1249.412,1161.786,1060.862,958.702,845.945,745.841,660.280,578.197,500.574,437.022,381.276,333.378,293.439,256.458,229.449,239.013,227.122,162.702,125.845,110.397,99.841,88.062,74.694,59.482,46.531,36.451,53.457,489.547,1174.283,459.101,29.802,11.550,13.296,14.665,14.904,16.019,16.828,18.539,
460,2875.676,1348.270,1032.572,1001.752,1005.099,1229.228,1182.678,1032.004,932.831,852.178,858.348,937.885,1049.869,1131.062,1193.943,1217.714,1211.485,1150.291,1075.101,996.439,899.396,802.727,714.268,631.109,558.630,486.255,425.178,373.626,329.832,290.326,255.592,224.679,205.878,218.552,197.204,142.740,116.643,105.500,92.869,81.697,67.090,52.973,41.170,33.026,42.485,472.356,1019.758,368.278,28.338,12.867,13.902,14.149,15.337,15.826,17.615,
465,2651.432,1875.738,994.959,932.359,929.580,1130.325,1110.354,976.426,888.199,799.318,799.670,869.503,966.922,1025.143,1081.855,1102.942,1098.468,1048.053,986.894,915.969,839.977,750.351,671.785,601.585,530.744,464.881,410.406,361.349,321.923,286.845,251.755,221.694,194.981,184.819,199.580,169.632,125.429,107.043,95.307,83.892,72.366,58.860,45.387,35.604,28.396,40.452,449.437,839.005,411.854,33.569,13.275,13.389,14.347,14.413,16.531,
470,1784.748,2457.992,1156.675,856.407,858.845,1064.755,1034.100,921.290,835.839,752.255,745.574,795.331,875.353,934.522,968.919,996.370,994.703,950.082,900.122,836.445,774.174,697.158,631.682,565.760,503.294,442.405,390.936,346.644,310.184,276.597,245.846,218.024,190.233,168.383,171.687,182.275,144.189,112.344,97.270,84.935,73.541,62.754,49.901,38.278,30.337,24.718,40.039,407.322,914.369,368.568,31.447,12.702,13.721,13.824,15.414,
475,1061.511,2309.143,1724.825,807.551,781.650,976.095,950.320,853.839,785.516,703.203,692.961,730.277,795.635,843.132,877.244,889.540,885.929,855.323,812.247,764.893,708.775,643.420,580.916,523.357,469.385,413.354,369.483,330.807,294.598,264.586,236.549,209.071,183.928,161.757,148.328,161.154,161.459,126.179,98.238,84.643,73.272,62.233,52.797,42.070,32.344,26.411,22.339,34.993,356.358,768.707,339.296,26.751,12.901,13.040,14.237,
480,859.576,1446.258,2265.098,990.358,711.771,903.095,884.851,791.507,732.965,654.823,641.951,670.390,725.655,752.176,781.451,798.045,798.613,768.891,730.357,690.671,637.796,582.554,534.043,484.353,434.126,387.401,344.302,310.043,279.814,252.885,226.043,200.561,179.641,156.226,139.300,135.717,150.383,141.182,106.462,85.139,73.483,62.874,53.496,45.591,35.160,28.266,23.615,19.989,29.079,288.500,736.175,303.253,25.200,12.051,13.296,
485,788.985,809.436,2052.080,1561.071,685.369,818.643,812.595,732.356,675.740,614.418,596.285,618.034,654.445,679.167,701.792,707.672,711.393,682.820,652.461,621.964,579.159,533.583,489.116,444.657,401.316,359.208,321.864,290.603,265.911,240.381,216.346,192.481,171.503,150.945,135.117,124.761,128.001,140.426,120.105,89.179,74.135,62.321,52.904,46.034,38.698,30.604,24.861,21.046,18.491,30.798,335.600,661.286,252.117,23.261,12.640,
490,790.122,624.841,1248.234,2099.939,873.539,745.433,750.541,677.721,627.218,566.723,546.986,566.098,594.950,611.236,626.773,632.276,630.280,605.538,585.699,555.412,520.722,480.892,443.368,408.573,367.358,332.830,298.854,271.591,246.903,225.129,205.025,183.439,164.639,144.978,129.237,118.836,111.275,120.223,126.483,99.743,75.587,62.307,52.951,45.300,39.458,34.194,26.738,21.842,18.886,18.208,30.773,305.184,613.776,259.744,22.788,
495,820.345,567.156,660.087,1855.183,1487.613,745.689,685.718,622.263,577.289,520.960,505.432,510.082,534.163,543.396,553.481,560.039,558.793,538.308,518.765,497.576,465.486,436.263,399.548,369.912,336.511,304.856,276.453,251.243,231.692,210.737,191.177,172.632,155.519,136.475,123.123,112.987,105.744,102.530,112.380,109.864,83.378,63.355,53.020,45.656,38.362,35.842,30.365,23.963,20.022,18.887,17.223,26.358,279.976,598.006,248.815,
500,814.726,552.431,488.343,1074.304,1995.667,1054.339,613.056,572.341,535.341,484.373,463.920,470.602,483.905,495.511,499.074,500.472,493.687,482.200,461.497,442.714,418.943,389.220,362.590,334.629,306.036,277.884,254.761,233.459,214.311,197.729,178.141,163.029,145.312,129.168,116.942,108.608,100.135,95.084,94.077,103.913,92.508,66.730,53.172,45.444,38.730,34.733,32.320,27.060,21.160,19.337,17.377,16.005,26.913,273.939,588.643,
505,726.820,586.487,446.455,533.272,1748.988,1789.770,594.825,516.960,497.269,446.296,432.132,432.280,439.337,443.345,443.886,440.629,443.761,424.359,410.431,392.078,374.442,348.725,326.261,302.292,279.414,254.825,234.195,215.088,197.910,182.544,166.614,152.722,138.183,122.894,110.204,102.324,95.057,89.512,84.092,86.632,92.639,75.553,55.816,46.052,38.641,34.280,31.064,28.780,23.810,20.299,18.563,16.165,15.066,25.124,291.224,
510,539.006,638.290,432.404,395.595,929.983,2360.842,850.083,474.211,448.992,407.122,392.021,390.937,397.750,396.236,394.669,389.221,388.176,377.295,363.710,349.528,331.016,310.302,292.629,271.083,253.591,231.519,212.551,196.798,183.225,167.585,154.792,142.633,127.908,113.579,104.062,96.758,90.029,84.760,79.311,74.910,79.020,80.203,61.991,46.142,39.154,34.521,30.622,27.884,26.088,23.528,18.939,16.901,15.392,14.644,23.601,
515,409.370,588.989,467.655,363.104,450.751,1954.146,1575.821,469.676,412.044,374.147,361.725,353.446,362.752,356.565,355.303,351.009,349.305,336.153,323.526,310.128,295.298,276.886,262.443,246.672,229.445,212.623,195.585,178.609,168.752,155.898,143.118,130.842,120.114,106.419,97.324,90.304,85.013,80.422,74.622,69.743,66.018,73.671,67.948,51.752,39.439,34.694,30.936,27.314,25.556,25.312,20.913,17.404,16.098,14.725,14.307,
