310,166.230,95.527,59.120,50.154,50.879,60.300,62.035,68.005,97.422,442.673,866.041,423.577,104.867,81.608,3245.616,42621.195,69811.156,23163.955,1103.807,19.580,12.723,9.513,7.184,5.770,5.214,6.254,7.004,5.931,3.124,2.295,2.161,2.414,2.794,2.710,2.578,2.324,1.854,1.984,1.888,1.983,1.805,2.111,2.002,2.281,2.323,2.320,2.200,1.853,1.612,1.480,1.280,1.212,1.325,1.168,1.224,
315,162.820,93.220,73.303,68.157,66.121,76.206,67.190,65.178,81.180,134.827,522.260,857.151,328.203,92.067,73.665,3427.209,36125.996,65331.773,23110.639,1215.817,18.326,12.308,9.189,7.704,6.185,6.799,8.033,5.822,3.128,2.312,2.194,2.264,2.391,2.727,2.435,2.030,1.941,1.841,1.948,2.013,1.852,2.039,2.064,2.230,2.187,2.280,2.240,1.820,1.607,1.534,1.403,1.429,1.678,1.620,1.564,
320,200.130,111.982,95.646,90.079,83.254,92.742,76.442,75.184,90.390,112.687,190.551,649.710,784.678,252.058,73.471,68.363,2259.568,34451.730,60740.176,25708.500,1058.640,18.314,11.550,8.328,6.730,7.652,7.285,5.906,3.170,2.676,2.230,2.328,2.388,2.482,2.423,2.154,1.849,1.842,1.908,1.915,2.142,2.365,2.546,2.801,2.820,3.115,2.617,2.186,1.798,1.716,1.754,1.661,1.815,1.818,1.991,
325,265.141,138.512,115.733,102.958,100.786,112.961,88.816,88.767,108.635,133.471,156.479,281.174,762.477,664.169,156.555,65.019,61.984,2691.581,32483.133,62375.172,21049.523,927.755,15.883,10.928,7.899,8.160,8.228,5.921,3.130,2.911,2.375,2.541,2.161,2.389,2.242,2.102,1.875,1.967,2.094,2.058,2.260,2.401,2.812,3.172,3.577,4.004,3.668,2.617,2.099,2.026,2.021,1.889,2.069,1.969,2.059,
330,293.442,169.280,130.063,115.755,108.665,114.870,87.529,88.445,109.881,139.414,161.219,183.545,336.400,745.158,489.442,107.346,55.196,53.454,2123.315,31855.527,60745.465,22263.330,866.306,15.397,10.097,8.912,9.235,7.281,3.657,3.176,3.012,2.401,2.266,2.230,2.321,2.035,1.918,2.024,2.000,2.078,2.165,2.461,2.723,3.288,3.767,3.907,3.815,2.969,2.288,2.356,2.230,2.005,2.181,1.904,2.262,
335,320.433,173.882,135.887,124.224,111.031,123.653,93.570,93.252,112.540,142.130,163.943,183.838,173.563,341.187,693.930,356.646,76.385,48.325,51.635,2105.725,33263.504,60763.793,20237.691,818.960,14.177,10.577,10.230,8.063,4.792,3.717,3.111,2.772,2.898,2.440,2.172,1.945,1.931,1.948,1.938,2.138,2.355,2.658,3.018,3.423,3.830,4.376,4.246,3.086,2.435,2.400,2.225,2.250,2.114,2.138,2.160,
340,339.326,206.460,151.968,129.191,113.190,124.985,95.014,94.943,116.814,144.110,160.427,182.319,156.700,140.193,398.921,618.962,244.447,53.584,46.566,48.726,2763.811,33919.082,54648.492,17838.234,681.319,14.455,11.852,9.274,5.932,4.480,3.262,3.061,3.338,2.769,2.210,2.014,1.826,2.182,2.036,1.956,2.313,2.652,2.916,3.584,3.873,4.477,4.139,3.142,2.654,2.594,2.533,2.377,2.213,2.066,2.429,
345,326.542,206.220,153.557,133.667,117.006,122.138,100.665,94.609,108.271,133.320,151.646,167.110,147.398,112.699,125.491,425.509,534.401,156.867,46.347,44.101,44.466,2359.804,29399.590,54619.234,18173.652,790.704,15.850,9.943,6.571,5.482,4.244,3.821,3.904,3.337,2.561,2.102,1.987,1.846,1.927,2.236,2.375,2.413,2.787,3.209,3.430,3.943,3.941,3.193,2.498,2.693,2.576,2.228,2.282,2.230,2.203,
350,319.152,212.172,169.136,135.573,117.415,124.455,101.338,90.965,101.493,124.677,138.751,156.758,140.246,109.343,79.749,142.737,461.819,415.520,106.253,43.375,40.252,41.562,2315.028,32417.354,49605.910,17414.564,693.891,13.547,7.945,6.374,5.127,5.274,4.663,3.383,2.452,2.272,1.788,1.941,1.949,1.978,2.306,2.407,2.627,3.104,3.295,3.651,3.642,3.099,2.638,2.590,2.518,2.370,2.376,2.115,2.346,
355,314.869,210.321,179.430,149.093,124.508,131.832,110.404,93.083,101.119,118.427,131.923,146.837,132.223,107.232,80.302,73.221,178.725,480.889,317.987,73.098,39.289,36.819,36.909,2649.422,27291.477,48039.027,15805.052,704.490,11.288,7.708,5.858,6.256,5.610,3.949,2.789,2.296,2.235,2.150,1.884,2.039,2.138,2.196,2.526,2.860,2.973,3.630,3.412,2.946,2.444,2.714,2.656,2.356,2.429,2.439,2.432,
360,291.265,222.449,186.336,148.023,127.573,132.529,114.077,99.233,101.428,111.924,122.679,136.774,125.453,103.204,81.919,71.279,70.656,220.420,454.724,241.139,54.994,35.935,33.003,35.285,1496.336,24686.139,46233.000,17963.127,599.573,11.122,7.189,7.453,6.506,4.778,3.462,2.465,2.088,2.076,1.996,2.088,2.221,2.281,2.461,2.669,2.740,3.250,3.101,2.792,2.396,2.584,2.624,2.396,2.451,2.420,2.653,
365,280.280,213.031,181.581,155.107,132.890,141.461,120.882,100.735,101.677,102.298,112.115,123.151,121.921,102.161,84.739,75.378,65.366,78.424,264.221,416.942,164.168,42.064,32.346,31.622,31.069,1607.711,24691.135,43967.359,14786.209,719.269,10.512,9.073,6.929,5.410,4.204,3.085,2.603,1.918,2.062,2.069,2.019,2.025,2.273,2.345,2.694,2.674,2.855,2.474,2.370,2.495,2.389,2.413,2.578,2.344,2.400,
370,255.334,225.971,186.645,157.004,132.138,144.470,124.681,106.146,100.604,101.142,107.147,118.251,116.955,105.371,87.924,79.754,69.173,62.361,90.352,301.016,349.452,111.054,34.936,32.822,28.681,29.725,1585.510,21380.063,42428.891,16388.961,732.115,11.696,7.992,6.132,4.722,3.693,3.052,2.457,2.272,2.016,1.951,2.142,2.225,2.371,2.333,2.564,2.513,2.244,2.236,2.520,2.479,2.178,2.620,2.299,2.300,
375,237.264,204.606,184.831,151.750,134.110,148.052,124.320,111.146,102.597,98.007,104.876,113.068,113.939,108.196,96.737,84.867,74.430,65.667,61.876,108.967,324.292,283.557,77.805,33.016,29.124,27.199,28.488,1103.668,22233.908,42366.512,16466.434,726.440,10.650,7.627,5.429,4.429,3.459,2.950,2.078,2.236,2.118,2.026,2.115,2.061,2.383,2.298,2.417,2.224,2.147,2.370,2.248,2.312,2.299,2.242,2.338,
380,249.922,204.647,179.582,154.107,133.658,144.508,128.737,105.814,101.152,96.790,101.377,113.890,113.003,108.560,99.312,92.121,76.654,68.294,60.844,61.797,142.280,324.892,209.846,54.173,30.308,26.982,24.074,23.796,1423.439,20066.820,37674.621,16028.197,744.473,9.939,7.048,4.800,3.962,3.561,2.865,2.311,2.200,2.004,2.209,2.029,2.100,2.295,2.274,2.183,2.046,2.395,2.331,2.255,2.346,2.306,2.266,
385,244.853,204.485,179.748,150.803,130.065,145.339,130.120,108.680,101.847,95.520,98.942,108.815,115.300,109.994,101.334,94.969,83.341,70.614,62.436,58.430,63.823,165.997,301.818,151.204,39.828,27.533,24.010,20.828,22.309,1033.032,17140.287,41016.863,15901.933,784.259,9.418,5.820,4.689,4.006,3.057,3.105,2.450,1.936,2.075,1.958,1.979,2.238,2.311,2.020,2.010,2.154,2.247,2.117,2.296,2.314,2.297,
390,217.783,198.508,173.295,146.966,124.591,139.489,122.644,108.147,100.177,93.267,96.455,108.018,111.530,110.276,102.973,97.361,84.172,72.362,62.715,58.883,55.054,64.332,187.145,262.685,104.781,30.267,23.385,19.801,18.011,19.040,893.998,18751.971,38915.430,15899.401,589.013,8.370,5.576,4.491,3.446,3.144,2.889,2.263,2.135,1.897,2.033,2.022,2.314,1.957,1.974,2.231,2.171,2.078,2.154,2.110,2.001,
395,204.923,190.826,170.107,139.406,120.877,138.270,128.954,104.998,95.494,87.005,95.147,104.853,108.975,108.638,103.137,96.925,85.162,71.944,63.718,58.519,54.512,50.418,74.332,210.341,211.434,65.670,23.848,18.397,16.669,15.501,17.130,1095.402,18672.629,36534.844,13317.100,509.587,7.468,5.465,3.990,3.354,3.066,2.650,2.422,1.947,2.075,2.022,2.181,1.827,1.843,2.080,1.901,2.124,2.107,2.064,2.049,
400,220.605,187.418,157.930,136.289,118.332,132.633,125.376,106.096,93.380,86.219,93.341,100.951,107.847,108.428,103.386,98.820,84.363,72.617,62.779,58.343,55.214,49.126,45.971,88.452,209.898,162.793,42.994,18.805,16.170,15.279,13.819,16.721,911.162,17286.711,35071.340,12156.757,498.703,7.492,4.745,3.881,3.426,2.956,2.884,2.222,2.153,2.007,2.119,1.804,1.757,2.159,1.897,1.916,2.065,1.930,1.935,
405,217.754,196.192,157.701,136.773,119.189,130.587,122.561,105.320,93.330,86.346,91.996,100.616,109.693,109.552,105.892,98.659,84.169,72.862,64.826,58.731,55.717,50.285,43.997,45.396,101.747,204.117,116.098,29.510,16.178,14.336,12.907,13.457,15.458,823.147,16212.246,29501.260,11005.331,548.747,6.373,4.627,3.716,3.141,2.999,2.601,2.332,1.960,1.984,1.861,1.940,2.003,1.957,2.071,1.922,1.970,2.003,
410,215.513,212.761,163.817,139.071,113.788,134.139,124.029,105.705,98.401,88.201,93.067,103.757,110.908,111.249,105.080,97.616,84.078,73.697,64.763,59.784,56.260,51.115,45.555,41.912,45.314,123.724,183.857,79.524,20.045,13.317,12.718,13.106,12.423,14.447,971.457,14222.056,26471.730,10587.248,442.915,6.256,4.337,3.340,3.150,2.683,2.530,2.440,2.275,1.969,1.830,2.138,2.027,1.998,2.110,2.030,1.886,
415,218.072,211.567,167.278,139.174,112.879,135.956,122.881,106.544,95.663,89.021,92.700,98.325,109.785,110.027,103.058,97.637,84.322,72.852,63.884,59.542,55.492,50.346,45.293,41.669,36.999,50.137,138.451,154.114,51.582,15.437,11.899,12.766,12.567,11.528,13.365,686.836,11624.415,26406.697,9430.164,440.288,5.710,4.112,3.336,2.932,2.538,2.535,2.262,1.943,1.877,2.219,1.895,1.852,1.956,1.938,2.043,
420,200.665,190.431,154.458,129.634,110.697,133.300,123.613,106.826,93.920,86.552,91.100,96.889,106.127,106.309,99.283,94.291,80.885,69.480,61.515,56.921,55.106,49.719,45.136,41.432,35.933,33.252,57.548,144.146,119.556,33.380,11.941,11.463,12.401,11.975,10.748,12.391,582.041,11825.772,22613.398,9012.545,400.746,5.331,4.085,3.154,2.793,2.527,2.487,2.023,2.002,2.212,1.902,1.990,2.121,1.914,1.800,
425,193.295,185.571,150.698,125.761,109.721,128.059,120.816,100.774,92.965,84.289,85.635,94.258,101.015,99.637,92.865,86.865,76.014,65.066,58.568,54.460,52.477,47.557,44.456,40.508,35.193,30.942,30.816,67.766,141.303,86.749,22.075,10.853,10.995,12.219,11.291,9.682,10.973,619.930,10590.202,21380.234,7851.781,342.095,5.247,3.568,2.855,2.592,2.561,2.276,2.066,2.150,2.086,1.880,1.872,1.914,2.010,
430,166.410,168.074,134.956,119.026,103.340,123.361,115.539,96.269,90.320,78.180,83.044,90.641,93.737,92.619,87.681,82.615,71.087,61.891,55.639,50.855,49.369,45.295,42.752,39.490,34.107,29.880,26.265,28.481,79.698,127.545,62.546,15.464,9.394,9.819,11.735,9.998,8.620,10.367,440.839,9624.758,19861.441,7625.308,382.536,4.442,3.360,2.731,2.590,2.307,2.115,2.192,2.022,1.767,1.850,1.793,1.921,
435,169.984,173.013,136.284,114.916,101.539,116.352,113.064,93.605,84.312,75.336,77.453,83.209,88.324,87.120,80.592,77.326,66.617,56.913,50.577,47.797,47.385,44.505,40.729,37.558,32.849,29.072,25.202,22.119,30.676,88.441,109.798,42.393,11.880,8.842,9.211,10.785,9.163,7.855,9.351,487.179,8866.754,18169.801,7794.126,346.704,4.201,3.291,2.684,2.131,2.138,2.263,2.197,1.988,1.711,1.757,1.989,
440,161.426,155.198,121.082,105.160,96.969,112.350,108.370,89.989,82.683,72.056,76.377,78.258,82.120,81.573,76.775,71.679,62.334,53.558,48.259,45.569,43.413,40.944,39.156,35.976,32.106,28.043,24.752,20.628,20.195,35.550,94.537,88.203,28.336,8.962,8.045,8.689,10.361,7.982,7.060,9.016,479.800,8419.549,18431.063,6336.221,285.454,4.090,3.291,2.447,2.142,2.142,2.169,2.147,1.965,1.779,1.991,
445,343.159,146.829,121.912,106.243,93.404,113.837,102.004,85.377,77.987,69.784,72.659,76.049,77.859,72.570,68.312,65.150,56.303,49.855,44.501,43.486,42.037,38.860,36.161,35.472,30.590,27.313,23.991,20.120,18.330,17.766,39.963,96.384,69.857,18.223,7.498,7.024,8.340,9.832,7.091,6.582,8.208,344.616,7683.337,15574.030,6270.177,283.417,4.067,2.977,2.305,2.337,2.133,1.989,2.012,1.939,1.799,
450,2163.031,140.416,114.605,100.062,88.190,106.115,98.116,81.608,74.159,67.517,68.813,71.853,73.106,68.710,62.356,59.436,51.383,45.918,41.186,39.151,39.107,37.127,35.330,33.629,29.357,26.184,23.461,20.359,17.479,15.159,17.066,51.485,89.975,47.877,11.659,6.490,6.450,8.377,8.775,6.777,6.181,7.467,314.690,6874.813,14947.404,6030.844,301.851,3.843,2.757,2.481,2.217,2.066,2.207,1.991,2.064,
455,7492.404,327.108,112.962,95.667,90.357,99.723,95.226,79.930,72.291,64.306,62.582,66.409,66.152,64.297,58.517,54.266,46.800,40.499,38.162,36.848,35.171,34.629,32.339,31.524,28.513,24.695,22.032,19.250,16.644,14.409,13.287,19.959,60.429,76.897,31.055,7.996,5.747,6.103,8.028,8.480,5.967,5.794,7.215,359.792,6651.543,14195.356,5763.031,220.453,3.378,3.036,2.667,2.110,2.126,2.002,2.144,
460,14428.722,2471.014,113.259,91.379,84.752,96.904,90.923,76.144,66.035,57.846,59.313,62.525,63.561,58.800,51.391,48.653,42.327,37.554,34.143,34.140,32.978,31.768,30.734,29.425,26.612,23.387,21.307,17.812,16.725,13.792,12.196,12.207,22.804,63.801,60.532,20.162,6.118,5.529,5.747,7.786,7.622,5.109,5.643,6.522,244.119,6467.781,13941.263,4967.824,201.018,3.845,3.111,2.458,2.220,2.054,1.969,
465,13986.026,8464.933,422.891,91.082,78.293,95.583,82.276,70.133,64.192,53.504,54.208,57.467,57.610,51.683,46.576,44.521,38.853,33.656,31.697,30.777,30.624,30.468,28.661,28.000,24.788,22.270,19.912,17.163,15.385,13.451,11.300,10.841,11.296,27.647,63.211,45.856,12.476,5.396,4.684,5.560,7.887,7.148,4.920,5.054,6.165,277.166,6236.510,12248.854,4830.873,299.601,3.920,3.190,2.839,2.320,2.086,
470,6964.513,14760.708,2818.694,90.233,72.803,86.732,80.584,64.902,61.367,53.289,53.681,54.311,54.033,47.997,42.222,41.576,34.080,31.427,29.278,28.553,28.292,28.011,26.712,26.454,23.075,20.812,18.695,16.327,14.413,12.281,10.890,10.241,9.784,11.340,34.575,57.570,30.631,8.760,4.281,4.727,5.765,7.883,6.351,4.383,4.530,5.966,321.333,5839.942,11584.267,4983.380,215.646,3.727,3.556,2.755,2.124,
475,1012.621,13581.584,9697.043,336.504,74.601,80.198,76.548,63.380,55.538,48.980,48.585,50.180,47.952,43.507,38.420,36.493,31.061,28.257,25.823,25.860,26.545,25.493,24.569,23.762,21.494,18.803,17.462,15.186,13.336,11.632,10.474,9.990,8.918,8.280,12.856,38.457,48.264,21.281,5.833,4.248,4.026,5.482,7.911,5.560,3.875,4.561,5.661,249.414,4797.288,11365.898,4139.162,180.052,3.849,3.460,2.575,
480,125.182,6308.287,16446.168,2821.346,72.545,74.782,69.877,58.445,51.724,44.362,43.609,46.216,43.607,39.209,34.568,32.412,27.904,24.334,23.838,23.763,23.622,23.064,22.771,22.092,19.832,17.638,16.449,14.080,13.138,11.082,9.634,9.789,8.316,6.958,7.235,15.125,40.970,39.633,14.300,4.528,3.669,3.846,5.653,7.490,4.989,3.734,4.285,4.913,207.451,4646.577,9988.470,4067.473,205.135,4.205,3.169,
485,125.593,1127.434,14846.501,9013.929,320.051,74.277,67.247,56.520,48.049,41.549,42.775,42.419,42.456,36.253,30.372,29.526,25.704,22.639,21.650,21.167,22.195,20.985,21.770,21.140,18.789,16.265,15.305,13.115,12.143,10.189,9.234,8.586,7.767,6.733,6.427,7.186,19.052,41.422,30.135,8.835,3.789,3.258,3.691,5.878,6.939,4.419,3.282,3.797,4.464,222.273,4866.836,9714.926,3794.581,182.780,3.624,
490,205.239,128.333,6500.881,15306.802,2609.513,76.286,61.812,50.589,44.541,39.139,37.269,38.100,37.724,33.149,27.938,26.877,22.538,19.877,19.336,19.242,19.899,19.515,19.662,19.422,17.356,15.090,14.103,12.225,11.301,9.799,8.721,8.567,7.299,6.452,5.509,5.715,7.163,23.494,38.204,20.595,5.724,3.216,2.977,3.633,6.103,6.907,3.916,2.777,3.396,4.765,216.212,4444.529,9460.201,3984.701,175.638,
495,335.427,97.648,974.882,13553.111,8986.943,480.157,62.091,45.285,40.635,34.355,36.204,36.402,35.400,31.187,26.423,23.824,20.209,17.723,17.255,17.688,18.798,18.487,17.961,18.535,16.045,13.981,13.191,11.740,10.380,9.064,8.355,7.729,7.090,5.923,5.127,5.115,4.964,9.076,26.378,32.966,14.781,4.032,2.902,2.872,3.423,6.517,6.368,3.406,2.601,3.318,4.455,197.832,4374.438,9642.187,3573.292,
500,419.532,138.431,90.450,6175.882,14718.860,3660.626,62.668,47.143,38.341,32.461,32.811,32.696,30.388,28.251,22.735,21.561,18.693,16.804,16.280,16.616,17.903,17.499,17.116,16.639,15.128,13.154,11.833,10.163,9.512,8.365,7.433,7.359,6.600,5.783,5.148,4.797,4.320,5.267,11.126,29.041,25.654,9.195,3.108,2.432,2.533,3.721,6.756,5.049,2.879,2.859,3.491,4.120,233.016,4343.361,8144.230,
505,363.555,238.495,76.505,1070.455,13150.252,11808.726,365.325,42.818,37.804,29.943,30.344,30.440,27.885,25.563,19.351,19.468,15.624,15.048,14.559,15.239,16.412,15.809,16.422,16.142,13.724,12.050,10.956,9.118,8.724,7.701,6.695,6.520,6.112,5.349,4.704,4.528,3.800,4.118,4.972,14.844,28.228,19.030,5.898,2.536,2.219,2.466,4.135,6.351,4.535,2.755,2.593,3.199,4.302,202.199,3566.367,
510,205.891,340.513,112.236,77.128,5286.915,19053.506,3605.598,44.494,35.627,29.835,28.817,28.905,25.336,22.822,17.544,17.812,15.176,13.762,13.691,14.060,15.231,15.094,14.781,14.631,12.556,10.872,9.889,8.634,8.095,7.245,6.508,6.153,5.799,5.044,4.412,4.231,3.603,3.679,3.829,5.330,16.772,24.955,13.542,3.973,2.375,2.265,2.443,4.017,6.327,4.530,2.460,2.560,3.249,4.212,137.949,
515,88.230,328.133,191.503,60.536,833.556,16031.837,11976.156,376.645,32.562,26.622,25.626,28.075,25.377,20.466,17.546,15.643,13.490,12.216,13.089,13.754,14.160,13.655,14.385,13.686,11.430,10.039,9.581,7.965,7.316,6.626,6.128,5.456,5.324,4.709,4.331,3.747,3.553,3.382,3.434,3.588,6.745,19.603,21.176,9.132,2.899,2.106,2.142,2.346,4.465,6.817,3.950,2.204,2.597,3.167,3.878,
520,54.301,215.807,282.851,72.662,63.989,6310.042,19627.605,3591.674,34.610,26.011,23.004,24.141,22.575,21.545,16.035,15.114,12.348,10.971,12.177,12.770,13.131,12.579,13.892,13.210,10.850,9.708,8.828,7.219,6.830,6.215,5.522,5.258,4.792,4.112,3.734,3.645,3.447,3.366,2.911,3.291,3.554,8.651,20.328,16.421,5.774,2.282,1.955,1.923,2.313,5.392,6.810,3.346,2.116,2.459,3.112,
