275,6.902,2.389,10.683,224.973,717.705,550.543,75.920,266.526,2465.252,4156.733,1511.691,71.765,1.838,1.202,0.306,0.501,0.309,0.532,0.469,0.190,0.171,0.528,0.520,0.687,0.621,0.496,0.670,0.688,0.610,0.536,0.757,0.598,0.491,0.574,0.541,0.419,0.559,0.428,0.653,0.685,0.549,0.640,0.638,0.583,0.584,0.585,0.621,0.656,0.668,0.510,0.582,0.536,1.607,5.616,13.484,
280,13.102,5.679,-0.230,18.945,309.192,951.310,423.262,55.422,252.329,2512.760,4219.389,1564.995,69.101,1.130,0.985,0.599,0.645,0.336,0.643,0.305,0.438,0.581,0.360,0.707,0.670,0.554,0.680,0.670,0.707,0.483,0.535,0.699,0.467,0.606,0.557,0.517,0.662,0.576,0.535,0.560,0.485,0.632,0.576,0.615,0.667,0.618,0.572,0.578,0.669,0.547,0.620,0.579,0.590,0.883,2.757,
285,15.387,6.304,1.378,1.217,34.229,514.860,963.595,312.615,43.858,282.886,2469.807,4349.324,1508.081,89.126,1.421,1.115,1.200,0.596,0.682,0.355,0.829,0.589,0.529,0.561,0.669,0.467,0.523,0.671,0.753,0.447,0.553,0.643,0.645,0.559,0.522,0.434,0.580,0.586,0.717,0.646,0.538,0.642,0.674,0.665,0.612,0.766,0.613,0.660,0.678,0.705,0.659,0.539,0.554,0.634,0.627,
290,24.375,2.749,1.217,0.705,4.836,71.579,686.253,863.119,235.729,37.394,237.382,2516.774,4396.137,1722.729,75.581,1.811,1.336,0.788,0.778,0.717,0.843,0.542,0.617,0.573,0.471,0.569,0.665,0.496,0.683,0.578,0.533,0.610,0.594,0.553,0.499,0.381,0.474,0.598,0.598,0.608,0.627,0.617,0.632,0.616,0.675,0.701,0.804,0.717,0.593,0.566,0.510,0.474,0.554,0.527,0.612,
295,19.141,3.019,0.066,4.069,3.040,8.257,143.483,748.430,754.126,132.810,34.317,247.964,2609.755,4365.777,1518.090,67.733,1.215,0.802,0.628,0.989,0.670,0.699,0.467,0.532,0.547,0.821,0.597,0.641,0.684,0.373,0.580,0.644,0.712,0.543,0.452,0.408,0.489,0.459,0.609,0.646,0.631,0.682,0.622,0.655,0.751,0.707,0.596,0.717,0.695,0.654,0.619,0.582,0.593,0.557,0.548,
300,23.112,8.968,3.795,4.608,5.526,5.098,14.711,198.607,805.023,560.908,97.012,33.638,262.299,2348.596,4089.330,1490.086,67.993,1.024,1.132,0.730,0.727,0.906,0.632,0.601,0.804,0.598,0.651,0.902,0.505,0.508,0.400,0.661,0.616,0.522,0.518,0.436,0.663,0.565,0.537,0.566,0.623,0.693,0.745,0.631,0.632,0.684,0.701,0.716,0.588,0.630,0.710,0.512,0.646,0.513,0.531,
305,16.671,4.779,1.942,5.791,5.776,10.378,8.587,19.811,261.036,803.425,476.651,69.372,32.346,186.826,2176.973,4052.683,1484.686,59.686,0.923,1.068,0.484,0.780,0.574,0.482,0.719,0.576,0.853,0.669,0.632,0.569,0.631,0.554,0.592,0.663,0.484,0.337,0.524,0.678,0.579,0.678,0.615,0.476,0.829,0.701,0.624,0.696,0.642,0.682,0.723,0.623,0.637,0.587,0.695,0.699,0.424,
310,18.976,6.770,7.140,4.676,12.061,13.444,11.821,12.570,37.358,374.096,793.980,360.736,50.198,32.528,197.468,2080.052,3642.302,1211.544,57.723,1.273,0.890,1.118,0.555,0.623,0.875,0.481,0.882,0.819,0.714,0.504,0.703,0.624,0.623,0.568,0.566,0.481,0.527,0.643,0.612,0.630,0.575,0.654,0.653,0.640,0.667,0.677,0.646,0.656,0.599,0.734,0.617,0.710,0.639,0.699,0.670,
315,22.986,12.169,8.456,13.110,15.181,19.359,14.864,15.185,22.670,68.842,453.892,772.440,260.813,44.330,30.536,169.895,1895.848,3300.996,1193.367,57.181,1.039,0.949,0.623,0.720,0.972,0.901,0.836,0.801,0.798,0.586,0.487,0.455,0.606,0.508,0.502,0.376,0.477,0.664,0.591,0.548,0.619,0.557,0.736,0.784,0.642,0.803,0.784,0.759,0.732,0.663,0.754,0.806,0.780,0.743,0.633,
320,57.996,12.050,14.960,15.212,23.999,28.865,25.739,26.611,34.778,45.811,110.986,570.049,710.404,202.569,33.627,28.719,142.413,1718.648,3129.375,1187.235,51.909,1.409,0.917,0.826,0.834,0.789,1.042,0.855,0.612,0.559,0.422,0.554,0.474,0.397,0.492,0.514,0.517,0.505,0.594,0.478,0.691,0.716,0.853,0.843,0.797,0.933,1.040,0.914,0.700,0.872,0.770,0.917,0.874,0.773,0.822,
325,120.382,26.776,21.955,23.319,32.644,41.577,36.571,40.540,54.206,63.190,70.230,188.513,686.235,595.992,115.141,28.925,27.824,159.480,1636.949,2961.827,994.908,41.308,1.229,0.994,1.099,1.095,0.957,0.993,0.742,0.609,0.488,0.645,0.511,0.525,0.418,0.609,0.512,0.561,0.689,0.606,0.795,0.836,0.784,1.237,1.230,1.673,1.502,1.351,1.007,1.013,1.045,1.041,1.030,1.035,1.002,
330,133.259,42.209,28.826,27.923,33.972,45.819,39.280,44.033,56.606,67.661,77.560,88.697,257.366,675.639,449.331,71.296,26.736,26.323,130.394,1522.982,2706.477,924.985,40.615,0.945,1.196,0.940,0.805,0.792,0.689,0.589,0.617,0.641,0.690,0.520,0.451,0.528,0.581,0.652,0.692,0.851,0.911,0.805,0.963,1.053,1.250,1.656,1.741,1.425,1.261,1.305,1.322,1.090,1.116,1.026,1.056,
335,150.428,45.758,36.034,33.557,37.538,47.006,44.003,46.319,63.793,74.123,81.321,86.825,90.383,284.397,654.448,322.187,48.171,23.299,25.125,119.438,1407.192,2440.445,903.559,38.928,1.064,0.979,0.870,0.810,0.752,0.499,0.689,0.591,0.673,0.329,0.418,0.437,0.634,0.474,0.577,0.766,0.918,0.831,0.955,1.228,1.390,1.707,1.729,1.727,1.375,1.382,1.199,1.126,1.245,1.147,1.289,
340,167.695,55.487,35.576,33.940,37.221,51.135,45.922,50.787,66.279,76.035,82.229,88.853,78.183,84.043,362.177,580.509,215.059,28.991,22.365,22.432,126.291,1356.216,2313.448,748.890,30.187,1.132,0.891,0.868,0.913,0.597,0.694,0.593,0.638,0.464,0.705,0.534,0.459,0.682,0.681,0.718,0.666,0.970,1.005,1.270,1.473,1.840,1.901,1.770,1.367,1.378,1.291,1.168,1.185,1.149,1.030,
345,146.402,47.856,34.742,34.688,37.750,49.321,40.708,46.584,57.692,69.504,74.552,79.345,70.163,54.330,83.675,391.573,503.948,131.072,22.496,19.181,18.167,103.147,1220.421,2095.500,740.275,33.193,1.370,0.948,0.678,0.697,0.739,0.533,0.729,0.503,0.615,0.596,0.618,0.624,0.675,0.753,0.583,0.723,1.001,1.131,1.332,1.773,1.843,1.553,1.328,1.495,1.324,1.342,1.289,1.031,1.120,
350,130.929,45.884,31.478,33.240,32.020,41.296,39.164,42.523,51.021,60.285,66.947,69.047,64.365,49.234,37.148,104.900,429.802,386.760,79.861,17.249,16.134,15.801,109.096,1144.651,1937.201,682.801,24.654,1.424,0.854,0.782,0.721,0.606,0.630,0.591,0.583,0.574,0.700,0.586,0.581,0.750,0.809,0.651,0.922,1.169,1.211,1.520,1.715,1.446,1.293,1.379,1.326,1.177,1.102,1.046,1.007,
355,111.050,42.909,35.066,28.780,30.512,38.476,35.208,38.785,47.381,53.144,59.853,63.629,56.915,44.655,31.414,29.271,141.744,446.060,286.259,45.771,14.357,13.351,13.828,107.917,1091.040,1876.180,570.069,21.308,0.859,0.532,0.757,0.752,0.757,0.521,0.580,0.576,0.611,0.773,0.630,0.703,0.709,0.921,0.893,1.093,1.189,1.475,1.519,1.365,1.209,1.331,1.189,1.280,1.005,1.057,1.011,
360,87.051,34.968,33.621,28.424,28.715,35.352,32.089,33.552,39.095,45.833,50.355,52.965,51.069,38.037,27.529,21.541,28.967,184.014,421.635,211.203,27.109,11.500,11.722,12.599,82.352,996.212,1759.530,607.883,22.797,0.999,0.745,0.676,0.633,0.690,0.621,0.543,0.700,0.537,0.613,0.699,0.787,0.732,0.863,1.000,1.054,1.309,1.434,1.365,1.178,1.255,1.216,1.039,1.090,0.973,0.973,
365,88.406,31.303,26.473,24.649,30.273,31.947,30.125,28.417,34.153,38.931,42.436,45.623,45.231,35.427,25.578,19.227,18.048,38.016,227.002,378.881,131.320,16.395,10.513,10.863,12.245,87.292,953.051,1624.709,526.552,21.854,0.879,0.713,0.769,0.653,0.604,0.536,0.643,0.604,0.552,0.698,0.713,0.776,0.796,0.724,0.965,1.051,1.190,0.988,1.125,1.191,1.232,1.047,0.999,0.915,0.879,
370,61.168,24.565,26.043,25.006,26.914,29.405,27.192,25.564,30.637,31.793,36.187,38.226,37.513,31.199,23.585,17.941,14.862,14.587,48.935,264.526,316.608,81.870,10.804,9.934,10.206,11.175,79.937,890.980,1516.142,524.911,23.571,0.906,0.721,0.620,0.556,0.551,0.663,0.604,0.739,0.700,0.678,0.639,0.781,0.778,0.761,1.174,0.900,1.009,1.003,1.138,1.071,1.073,1.092,0.845,0.910,
375,51.491,25.197,28.564,22.621,25.950,25.794,23.490,23.871,26.561,29.061,30.067,31.625,32.276,28.364,21.354,17.185,14.399,12.554,14.569,68.857,286.715,253.695,50.056,8.787,9.270,9.490,10.331,71.404,815.013,1479.457,560.288,26.183,0.964,0.898,0.572,0.518,0.559,0.701,0.744,0.759,0.764,0.575,0.696,0.878,0.742,0.853,0.979,1.051,0.960,1.012,1.148,0.949,1.009,0.828,0.943,
380,43.241,18.217,22.354,21.902,23.980,23.880,25.148,21.110,22.977,24.515,25.935,27.357,29.401,24.387,20.540,16.328,13.887,11.630,10.995,16.435,100.866,287.984,180.380,26.937,8.164,8.531,8.641,9.297,67.895,796.857,1446.756,538.542,24.618,0.873,0.694,0.631,0.709,0.666,0.659,0.669,0.651,0.624,0.822,0.686,0.821,0.819,0.885,0.885,0.871,0.977,0.927,0.973,1.125,0.873,0.973,
385,34.825,14.671,20.506,21.465,20.522,21.811,18.982,18.610,19.594,20.812,21.448,24.446,23.570,22.074,19.297,16.223,12.878,10.546,10.286,10.289,19.466,129.433,269.327,121.905,16.552,7.309,7.741,7.318,8.587,64.989,707.240,1380.664,504.520,25.546,0.866,0.615,0.763,0.594,0.543,0.674,0.781,0.557,0.715,0.655,0.663,0.901,0.684,0.923,0.873,0.904,0.879,0.873,0.790,0.836,0.905,
390,24.113,18.019,19.450,18.745,18.928,22.427,15.876,17.420,18.089,18.955,19.723,20.701,21.978,19.299,17.073,13.872,13.081,10.014,8.648,8.833,9.633,25.248,153.739,233.444,81.121,10.234,6.375,6.909,6.685,7.275,46.536,672.005,1302.245,522.814,21.383,0.746,0.746,0.549,0.692,0.823,0.661,0.682,0.720,0.673,0.780,0.677,0.673,0.748,0.872,0.847,0.876,0.913,0.820,0.969,0.771,
395,25.854,18.008,18.306,17.534,18.057,21.491,17.806,16.888,16.659,16.076,17.286,18.584,20.007,17.798,15.712,13.373,12.204,10.480,9.013,8.442,7.934,10.103,39.018,178.777,184.893,43.898,6.550,5.325,5.989,5.715,6.661,54.220,653.997,1259.812,406.283,18.478,0.896,0.644,0.799,0.698,0.532,0.744,0.597,0.558,0.690,0.755,0.769,0.659,0.812,0.870,0.772,0.913,0.909,0.781,0.831,
400,15.116,8.260,14.058,16.754,16.596,17.458,16.383,16.302,14.815,15.813,16.523,16.942,17.434,17.433,14.692,12.920,12.712,10.562,9.040,7.373,8.267,8.045,10.718,55.381,183.292,138.624,25.541,5.152,4.787,5.322,4.863,6.057,40.588,607.503,1089.943,409.349,18.052,0.809,0.781,0.619,0.752,0.698,0.743,0.663,0.802,0.711,0.795,0.796,0.728,0.830,0.740,1.015,0.775,0.865,0.819,
405,11.633,9.041,13.332,15.833,17.605,15.550,17.278,15.639,14.390,15.256,15.826,16.154,16.173,16.442,14.951,12.565,11.808,10.046,9.806,7.979,8.103,7.759,7.940,12.431,73.634,178.172,97.423,14.441,4.174,4.816,5.125,4.566,5.284,41.860,539.556,983.224,373.131,18.893,0.751,0.717,0.667,0.663,0.760,0.629,0.564,0.621,0.735,0.738,0.772,0.777,0.938,0.839,0.808,0.867,0.835,
410,12.336,12.260,13.060,14.109,16.767,18.931,17.597,15.788,15.452,14.463,15.620,15.479,16.793,16.422,15.320,12.842,11.650,11.189,9.660,8.799,7.761,7.702,7.067,7.484,16.956,99.588,162.358,63.589,8.023,3.940,4.405,4.777,4.321,5.474,40.330,495.267,940.878,337.072,16.194,0.806,0.753,0.769,0.760,0.633,0.722,0.589,0.712,0.807,0.777,0.854,0.720,0.787,0.776,0.669,0.871,
415,15.188,9.728,12.309,17.269,17.416,20.215,17.368,14.043,15.753,13.869,15.328,15.118,17.319,16.652,15.001,13.102,11.874,10.774,9.787,9.379,8.230,7.392,6.949,6.228,7.436,25.002,117.147,136.964,39.022,5.223,3.587,4.094,4.392,3.959,4.478,31.796,434.352,850.438,326.021,15.153,0.921,0.762,0.804,0.587,0.681,0.493,0.653,0.772,0.709,0.844,0.727,0.735,0.766,0.757,0.773,
420,8.736,8.778,10.334,16.726,16.837,19.737,18.278,15.641,14.231,12.996,13.932,16.287,16.498,15.292,14.230,12.661,11.620,10.239,10.069,8.900,8.703,7.488,6.892,6.288,6.068,7.749,36.458,126.000,104.800,23.079,4.029,3.362,3.815,3.743,3.345,4.548,28.270,398.642,791.613,278.056,15.269,0.918,0.874,0.583,0.698,0.686,0.716,0.658,0.811,0.688,0.734,0.821,0.814,0.781,0.734,
425,19.633,12.132,11.535,12.082,16.027,18.276,15.665,15.685,13.280,13.374,13.739,14.405,15.464,14.518,13.848,12.281,12.248,10.777,9.869,9.082,8.617,7.547,7.081,6.120,5.635,5.615,8.877,51.263,124.875,76.259,13.415,3.274,2.980,3.558,3.193,3.357,4.379,29.261,373.846,685.683,312.368,14.197,0.903,0.696,0.695,0.642,0.665,0.732,0.757,0.724,0.750,0.847,0.712,0.806,0.682,
430,4.671,11.880,10.833,15.614,15.342,19.702,17.263,15.746,14.301,13.246,13.814,13.875,15.513,14.680,13.345,12.298,11.781,10.277,9.607,8.491,8.416,7.571,6.721,6.173,5.731,4.790,5.198,10.669,65.692,114.671,53.316,7.312,2.676,2.810,3.475,3.221,2.972,3.940,21.526,325.739,980.203,283.053,12.649,0.785,0.823,0.660,0.616,0.796,0.666,0.782,0.708,0.749,0.781,0.705,0.808,
435,17.272,6.660,11.959,13.365,16.805,17.570,18.499,14.929,14.464,12.524,13.160,14.755,14.449,14.334,12.936,11.448,11.864,10.100,9.421,8.884,8.038,7.418,6.851,6.050,5.243,4.302,4.299,5.136,16.567,75.838,100.270,33.401,4.564,2.337,2.477,3.201,3.043,2.934,3.775,21.486,445.293,681.801,234.222,12.601,0.975,0.600,0.701,0.742,0.705,0.735,0.793,0.809,0.713,0.652,0.726,
440,7.342,6.292,11.786,14.826,14.706,19.547,18.518,15.995,13.667,11.377,13.196,13.809,14.421,13.450,12.446,12.647,10.839,10.057,8.963,7.971,7.947,7.191,6.341,6.018,4.996,4.449,4.286,3.720,5.631,23.636,84.341,78.121,20.063,2.878,2.184,2.391,3.200,2.759,2.873,3.976,22.533,303.920,569.764,221.738,11.631,0.838,0.814,0.688,0.731,0.788,0.726,0.833,0.782,0.656,0.746,
445,24.726,7.882,9.317,12.370,16.533,20.473,17.902,15.787,13.919,12.029,12.375,12.882,13.130,12.913,11.427,10.889,10.299,9.308,8.127,8.253,7.573,7.154,6.137,5.791,4.915,3.817,3.853,3.242,3.541,5.863,30.152,86.458,61.480,12.106,2.192,1.972,2.632,3.163,2.728,2.852,3.509,17.715,254.733,552.995,214.704,12.795,0.818,0.735,0.655,0.710,0.728,0.792,0.688,0.663,0.791,
450,172.359,10.298,9.822,15.434,16.419,16.582,18.610,13.869,14.014,13.195,12.840,12.299,12.517,11.930,11.985,10.766,9.820,9.019,7.974,7.419,7.300,6.476,6.314,5.341,5.185,4.037,3.725,3.448,3.139,3.491,7.362,42.707,81.285,41.474,6.348,1.914,2.071,2.693,3.290,2.628,2.578,3.632,15.255,252.897,508.678,218.054,10.749,0.911,0.681,0.748,0.685,0.715,0.762,0.691,0.718,
455,622.914,17.121,11.029,11.921,14.896,22.216,17.354,13.882,14.804,13.209,12.349,11.889,13.103,11.919,11.154,9.666,9.523,8.214,7.629,7.236,6.796,6.261,5.433,5.389,4.584,3.952,3.361,3.243,2.918,2.763,3.646,11.233,52.397,69.848,24.822,3.580,1.670,1.935,2.662,3.109,2.314,2.422,3.292,17.077,223.204,470.068,187.514,9.110,0.920,0.697,0.806,0.786,0.698,0.805,0.797,
460,1284.021,200.213,11.236,12.822,16.566,16.338,18.759,14.402,14.830,11.984,10.722,11.570,12.277,11.076,10.413,9.865,8.187,7.205,7.467,6.714,6.543,5.867,5.116,4.786,4.438,3.987,3.509,2.980,2.717,2.364,2.652,3.599,15.248,56.981,54.972,15.614,2.235,1.626,2.047,3.030,3.241,2.124,2.407,3.080,11.639,208.926,442.623,181.550,8.334,1.003,0.828,0.706,0.739,0.584,0.737,
465,1304.854,759.885,37.293,10.264,14.805,17.691,18.588,15.666,14.555,11.375,10.933,11.056,11.889,11.204,9.501,8.905,7.878,6.505,6.645,6.352,5.425,5.352,4.730,4.198,4.202,3.670,3.135,3.144,2.191,2.464,2.203,2.445,3.897,21.333,57.227,40.628,9.111,1.838,1.646,2.238,3.234,2.926,2.019,2.247,2.769,11.827,183.105,418.520,164.814,11.489,1.056,0.776,0.836,0.763,0.719,
470,666.488,1376.483,260.828,11.878,13.762,17.451,16.669,14.051,13.818,10.781,10.689,11.199,11.598,10.791,9.099,8.278,7.570,6.249,5.944,5.203,5.163,4.448,4.332,4.318,3.969,3.605,3.106,2.925,2.450,2.208,2.091,2.103,2.421,5.289,29.070,52.357,26.846,5.150,1.463,1.770,2.361,3.561,2.967,1.923,1.948,2.700,12.268,188.802,374.588,166.645,11.092,0.925,0.733,0.647,0.831,
475,119.333,1346.354,902.623,35.011,11.823,16.589,15.379,14.614,13.802,11.230,9.879,9.619,10.619,10.654,8.933,7.934,6.955,5.750,5.431,4.929,4.701,4.374,4.223,4.115,3.605,2.995,2.961,2.465,2.478,2.088,1.893,1.470,1.968,2.262,7.246,34.519,44.826,17.910,3.147,1.535,1.665,2.403,3.811,2.903,1.795,2.000,2.614,10.460,159.704,360.523,163.074,8.127,0.862,0.805,0.643,
480,25.448,638.999,1492.391,274.856,13.780,18.036,17.140,13.051,11.416,9.494,9.495,9.105,10.051,8.826,7.845,7.734,6.744,5.511,5.305,4.341,4.376,4.248,3.979,3.289,3.297,3.025,2.806,2.581,2.075,2.029,1.926,1.789,1.464,1.760,2.612,10.994,36.982,35.944,11.204,2.054,1.313,1.638,2.581,4.211,2.614,1.675,1.931,2.500,10.172,142.615,369.479,149.352,8.005,0.816,0.805,
485,33.543,122.483,1310.395,841.903,36.564,17.114,15.680,14.256,10.779,9.738,7.758,9.028,9.477,8.146,6.288,6.918,6.006,4.627,4.769,4.484,4.048,3.603,3.394,3.340,2.948,2.870,2.763,2.329,2.066,1.976,1.845,1.636,1.825,1.491,1.502,3.083,16.065,37.496,27.163,6.349,1.560,1.175,1.593,3.190,4.319,2.456,1.622,1.805,2.498,10.611,165.722,339.983,123.813,7.114,0.952,
490,106.020,17.125,559.470,1409.320,269.151,15.136,14.209,11.809,11.312,8.795,8.361,9.050,8.900,7.987,5.721,6.299,5.004,4.476,4.208,3.709,3.596,3.330,3.131,2.991,2.583,2.891,2.312,2.242,2.201,1.998,1.853,1.645,1.536,1.340,1.144,1.582,4.139,20.521,35.402,18.157,3.815,1.191,1.249,1.709,3.750,4.382,1.979,1.436,1.786,2.356,9.939,148.346,322.875,133.189,7.473,
495,234.668,26.242,95.305,1246.561,854.611,50.463,13.327,9.849,10.115,8.126,8.045,8.325,8.739,7.731,7.211,5.821,5.276,4.329,3.885,3.870,3.265,2.979,2.881,2.763,2.567,2.429,2.247,2.160,1.909,1.825,1.918,1.341,1.393,1.187,1.162,1.254,2.068,5.852,24.002,30.347,12.117,2.387,1.056,1.222,1.773,4.230,4.411,1.805,1.332,1.645,2.147,9.188,160.568,291.907,148.904,
500,310.191,70.394,19.549,573.557,1369.812,347.597,13.459,11.716,10.036,5.906,7.302,6.620,7.508,6.731,5.819,5.305,5.009,3.646,3.201,3.073,2.820,2.772,2.821,2.647,2.477,2.344,2.105,1.760,1.846,1.821,1.493,1.534,1.313,0.989,1.017,0.875,1.403,2.229,8.572,26.698,23.701,7.044,1.484,1.069,1.192,2.144,4.866,3.826,1.539,1.404,1.765,2.074,11.748,120.150,299.868,
505,278.656,173.357,22.943,106.621,1197.263,1034.460,40.125,11.125,7.726,5.277,5.981,6.180,7.644,5.933,5.062,4.787,3.934,3.648,2.962,2.728,2.821,2.381,2.606,2.517,2.278,2.395,1.912,1.887,1.662,1.711,1.646,1.581,1.251,1.115,0.863,0.877,1.206,1.600,2.587,12.501,25.987,17.322,4.374,1.126,0.955,1.365,2.478,5.019,3.341,1.457,1.356,1.589,2.118,7.810,132.823,
510,141.524,279.784,57.321,18.468,504.095,1664.288,308.890,8.834,8.170,5.990,5.832,6.457,7.138,5.679,4.868,4.105,3.369,2.632,2.652,2.666,2.661,2.729,2.407,2.183,2.028,1.974,1.625,1.706,1.678,1.701,1.377,1.279,1.428,1.204,1.143,1.008,0.892,1.288,1.567,3.734,15.042,23.822,12.169,2.780,1.001,1.099,1.121,2.744,4.806,3.406,1.461,1.261,1.543,1.771,7.329,
515,34.878,277.862,147.467,16.810,90.971,1386.022,959.843,39.476,7.164,6.178,5.200,5.354,5.268,4.515,4.390,3.683,3.187,2.139,2.644,2.419,2.205,2.374,1.887,1.969,1.891,1.918,1.366,1.326,1.684,1.531,1.292,1.177,0.954,1.132,0.792,0.905,0.978,0.950,1.319,1.651,4.888,17.541,19.410,7.724,1.621,0.925,1.104,1.328,3.346,5.682,2.914,1.225,1.222,1.422,1.720,
520,5.473,173.661,240.731,36.311,18.023,618.728,1593.396,294.732,6.851,5.838,4.494,5.262,5.714,4.184,4.241,3.472,2.881,2.706,1.941,1.868,1.804,2.280,1.731,1.800,1.874,1.862,1.514,1.294,1.628,1.372,1.393,1.354,1.251,1.018,0.829,0.955,0.959,0.887,1.051,1.419,1.886,7.199,18.591,15.249,4.534,1.295,0.800,1.032,1.418,4.269,5.705,2.368,1.222,1.187,1.462,
