285,28.336,17.202,9.497,11.230,43.472,493.621,915.456,305.216,49.108,294.846,2736.144,4588.011,1626.090,92.083,3.605,2.190,2.263,1.457,1.399,1.405,1.277,1.418,1.350,1.194,1.408,1.170,1.289,1.183,1.278,1.087,1.100,1.156,1.052,1.164,0.853,1.141,1.236,1.083,0.852,0.912,0.953,0.907,0.859,0.962,0.870,0.905,0.934,0.821,0.804,0.886,0.886,0.715,0.892,0.870,0.949,
290,36.964,27.141,17.622,14.567,12.544,78.512,654.923,831.728,234.232,48.144,264.588,2760.063,4873.792,2033.973,86.717,3.156,2.615,2.296,1.687,1.383,1.472,1.287,1.445,1.355,1.200,1.130,1.379,1.373,1.192,1.077,1.033,1.039,1.083,0.961,0.979,1.081,1.170,0.897,1.210,0.992,1.045,0.892,0.906,1.122,1.068,0.959,1.111,0.863,0.865,0.836,0.926,0.928,0.809,0.826,0.964,
295,46.888,25.094,18.807,17.639,12.334,18.537,147.466,729.829,740.716,150.448,49.398,291.540,2864.167,5088.066,1728.886,74.570,3.125,2.070,1.879,1.890,1.719,1.313,1.360,1.350,1.291,1.304,1.339,1.399,1.101,1.062,1.064,1.026,1.014,1.017,1.080,1.025,1.077,0.925,0.947,0.835,0.992,1.024,1.005,1.108,1.081,1.046,1.052,0.970,0.948,0.947,0.895,0.853,0.840,0.803,0.882,
300,57.861,30.695,20.230,15.147,16.957,16.728,28.094,209.386,800.922,567.876,116.663,49.491,277.749,2605.756,4689.248,1579.894,76.059,2.312,1.962,1.756,1.871,1.797,1.318,1.243,1.180,1.190,1.204,1.280,1.173,1.312,1.116,1.076,1.050,1.058,1.105,1.119,1.073,0.940,1.057,1.054,1.053,0.805,1.080,1.286,1.251,1.033,1.141,1.033,0.854,0.968,0.956,0.927,0.896,1.079,0.981,
305,63.873,34.258,25.222,14.400,15.279,20.947,26.647,39.107,274.683,798.023,482.826,82.948,40.563,195.477,2453.273,4276.994,1608.275,67.981,2.537,2.091,1.972,1.658,1.641,1.459,1.157,1.244,1.564,1.236,1.093,0.903,1.081,1.174,1.202,1.099,1.086,1.121,1.026,1.031,0.973,1.050,0.971,0.991,1.054,1.054,1.238,1.185,1.038,1.049,1.042,0.913,0.961,0.928,0.940,0.927,0.988,
310,65.114,32.467,24.459,20.232,15.730,23.294,26.484,32.971,58.408,384.290,782.090,358.884,55.502,34.072,213.075,2250.879,4001.956,1363.458,62.889,2.669,1.930,1.732,1.692,1.542,1.389,1.450,1.328,1.268,1.380,1.114,1.127,1.158,1.260,1.108,1.067,1.018,1.263,1.171,1.065,1.034,1.163,1.054,0.960,1.198,1.168,1.108,1.204,0.969,0.924,0.957,0.854,0.804,0.999,0.947,0.947,
315,59.894,34.465,29.452,20.276,19.457,24.534,28.962,31.059,42.444,84.966,453.802,750.400,252.248,41.095,31.152,179.164,2092.083,3664.477,1289.865,66.113,2.119,1.923,1.631,1.478,1.288,1.228,1.454,1.226,1.057,1.136,1.009,1.031,1.009,1.099,1.012,1.302,1.091,1.008,1.029,1.106,0.982,0.876,1.083,1.098,1.102,1.116,1.122,1.070,0.914,1.058,1.108,1.071,1.093,1.116,1.060,
320,59.335,33.963,30.188,24.386,22.402,27.739,31.477,34.377,41.557,47.433,105.233,540.263,684.087,193.034,32.565,29.067,148.561,1880.347,3374.125,1358.353,58.707,2.209,2.043,1.680,1.638,1.605,1.383,1.367,1.129,1.057,1.119,0.916,1.141,1.164,1.025,1.146,1.106,1.116,1.016,1.008,1.064,1.026,1.117,1.078,1.168,1.055,1.178,1.025,1.001,1.080,1.067,1.026,1.168,1.106,1.140,
325,68.393,46.080,32.204,27.419,23.766,30.907,37.211,40.002,45.573,47.666,50.147,158.676,643.881,576.357,108.218,27.769,27.831,169.796,1867.648,3301.895,1125.843,49.362,2.283,1.678,1.505,1.552,1.451,1.319,1.190,0.992,1.241,1.468,1.177,0.911,0.978,0.969,0.918,1.222,1.069,0.954,1.047,1.049,1.176,1.202,1.219,1.254,1.294,1.251,1.096,1.126,1.087,1.032,1.018,1.140,1.087,
330,73.268,49.153,37.473,28.896,30.481,38.439,39.396,43.352,48.420,50.008,51.422,55.210,217.938,656.318,435.095,71.314,28.049,25.583,146.564,1639.297,3118.130,1135.004,45.465,2.444,1.729,1.426,1.356,1.272,1.331,1.105,1.175,0.962,1.186,0.908,1.004,1.157,1.034,1.024,1.156,1.048,1.182,1.080,1.131,1.151,1.098,1.317,1.398,1.166,1.106,1.082,1.129,1.079,1.102,1.256,1.183,
335,78.334,50.866,39.992,34.684,34.860,45.613,47.596,47.186,53.525,54.863,50.940,52.881,64.521,266.276,636.328,316.911,49.529,25.525,24.894,123.172,1624.515,2833.737,1011.086,41.770,1.811,1.600,1.560,1.570,1.284,1.164,1.262,1.082,1.036,1.114,1.028,1.102,0.952,1.051,1.174,1.113,1.207,1.102,1.126,1.227,1.284,1.309,1.288,1.151,1.095,1.196,1.151,1.174,1.268,1.260,1.329,
340,86.261,59.021,49.119,41.616,38.413,49.846,51.785,53.180,55.494,55.228,57.118,55.443,55.997,75.830,358.834,571.769,216.164,34.418,24.547,24.223,147.185,1523.017,2603.856,814.039,35.297,1.744,1.535,1.403,1.303,1.062,1.064,1.136,0.998,1.151,1.034,0.982,1.273,1.066,1.185,1.084,1.200,1.122,1.090,1.350,1.254,1.326,1.407,1.343,1.194,1.128,1.174,1.236,1.285,1.248,1.359,
345,89.518,63.799,54.543,47.598,45.913,57.334,56.512,59.403,60.120,62.478,61.765,59.601,60.407,58.676,96.255,400.652,506.097,140.881,30.495,26.341,24.590,115.466,1335.856,2377.470,869.314,33.959,1.798,1.554,1.365,1.293,1.008,1.028,1.278,0.946,1.022,1.079,1.212,1.133,1.030,1.043,1.094,1.156,1.102,1.304,1.273,1.348,1.253,1.281,1.269,1.297,1.395,1.353,1.326,1.488,1.502,
350,93.865,62.751,57.409,53.723,50.527,64.920,65.349,63.740,63.334,65.607,63.366,65.035,66.329,63.602,60.015,128.062,442.308,396.661,94.400,30.309,26.353,23.768,123.320,1335.970,2269.227,739.691,27.797,1.752,1.595,1.202,1.152,1.223,1.299,1.058,1.160,0.996,1.075,1.060,1.174,1.080,1.221,1.238,1.242,1.197,1.291,1.362,1.376,1.323,1.237,1.307,1.363,1.261,1.463,1.497,1.640,
355,96.340,76.288,60.205,55.351,56.561,75.219,70.219,71.740,71.251,68.761,69.462,70.496,72.601,71.214,65.833,62.866,171.988,465.406,305.303,64.325,31.858,27.108,24.268,134.543,1281.692,2106.967,637.059,26.270,1.818,1.537,1.250,1.193,1.216,1.031,1.008,0.857,1.009,1.136,1.177,1.139,1.136,1.328,1.379,1.283,1.385,1.381,1.325,1.266,1.361,1.418,1.483,1.305,1.444,1.577,1.709,
360,102.923,84.618,71.042,68.123,66.139,80.825,81.397,79.922,77.230,72.330,72.399,77.097,80.859,77.406,74.470,66.911,71.190,221.067,448.339,236.768,53.300,33.262,28.505,24.320,100.635,1143.925,2037.588,719.905,27.310,1.636,1.369,1.382,1.321,1.148,1.014,1.145,0.996,1.062,1.148,1.066,1.135,1.172,1.223,1.303,1.237,1.399,1.404,1.374,1.329,1.592,1.522,1.596,1.528,1.597,1.888,
365,110.399,87.271,79.502,75.834,72.020,91.092,89.028,84.012,84.852,80.404,77.489,82.383,85.048,87.256,83.739,76.022,72.151,87.302,270.929,416.802,166.208,46.422,34.869,28.590,24.359,106.836,1171.140,2063.798,609.436,27.525,1.625,1.375,1.359,1.223,0.945,1.054,1.158,1.078,1.117,1.274,1.119,1.245,1.281,1.141,1.430,1.410,1.359,1.421,1.378,1.482,1.584,1.702,1.770,1.753,1.909,
370,115.445,93.536,86.501,85.060,81.131,95.349,93.947,93.986,90.613,86.926,82.454,86.474,93.229,95.575,90.149,87.011,83.241,77.959,107.272,314.634,358.970,122.442,44.585,36.335,29.988,23.716,105.231,1160.237,1737.133,633.143,29.001,1.874,1.577,1.065,1.158,1.214,1.199,1.165,1.250,1.189,1.193,1.088,1.179,1.288,1.357,1.396,1.622,1.485,1.400,1.728,1.834,1.776,1.862,1.999,2.115,
375,123.468,103.979,93.680,92.894,87.284,104.883,106.697,98.299,100.446,94.955,90.151,93.471,100.491,103.029,100.222,97.683,92.445,88.315,86.193,134.910,343.320,301.820,94.204,45.399,36.646,28.059,23.082,86.351,907.536,1696.901,674.670,28.270,1.780,1.209,1.115,1.159,1.249,1.081,1.185,1.103,1.245,1.349,1.323,1.256,1.330,1.601,1.467,1.623,1.556,1.675,1.816,1.964,2.059,2.110,2.273,
380,126.336,114.981,110.464,104.538,94.990,119.256,117.969,109.233,107.223,103.747,96.687,101.439,108.090,108.118,108.015,105.208,104.372,99.676,96.123,95.473,171.437,351.616,231.157,73.454,44.756,35.135,27.367,22.421,81.676,886.146,1689.023,640.647,28.392,1.506,1.155,1.238,1.340,1.238,1.185,1.139,1.191,1.224,1.313,1.345,1.418,1.639,1.572,1.615,1.669,1.864,2.023,2.084,2.242,2.339,2.457,
385,131.200,117.149,124.283,109.301,109.270,128.811,126.798,113.416,114.013,108.676,105.646,105.467,111.201,115.889,114.333,114.121,114.955,108.217,104.960,99.875,103.911,204.003,330.903,177.202,62.363,43.181,33.835,26.351,21.244,71.130,807.217,1716.533,588.993,25.158,1.621,1.246,1.334,1.256,1.213,1.251,1.272,1.231,1.317,1.328,1.408,1.586,1.640,1.558,1.788,1.903,1.975,2.257,2.437,2.337,2.320,
390,147.058,133.748,119.789,121.277,111.578,133.053,136.234,119.140,118.792,115.519,108.911,109.726,116.666,119.419,121.875,119.259,118.813,115.891,112.611,107.982,104.815,111.271,227.369,291.916,135.541,53.383,40.605,32.429,24.956,20.139,57.564,767.563,1501.261,557.746,26.021,1.673,1.370,1.321,1.295,1.367,1.247,1.290,1.263,1.432,1.433,1.642,1.711,1.739,1.777,1.968,2.147,2.175,2.374,2.315,2.716,
395,152.465,136.166,132.420,127.483,127.567,144.762,141.947,127.890,126.134,116.732,110.266,114.823,120.159,122.123,126.053,124.744,126.872,122.440,121.322,117.761,109.888,104.338,125.059,251.209,245.619,96.740,48.632,38.316,30.456,23.641,19.293,66.958,745.808,1365.835,484.213,28.393,1.642,1.425,1.409,1.126,1.420,1.260,1.381,1.443,1.566,1.624,1.721,1.851,1.828,2.084,2.169,2.341,2.564,2.742,2.815,
400,156.942,145.254,144.240,133.214,130.973,148.831,147.711,135.500,132.966,126.091,116.408,121.436,126.432,129.382,131.791,132.587,135.838,133.736,130.657,127.249,122.234,110.555,106.047,140.691,253.390,197.888,77.782,47.528,37.994,30.509,23.052,18.816,52.467,647.718,1232.110,647.016,30.034,1.580,1.614,1.311,1.255,1.436,1.435,1.563,1.598,1.726,1.784,1.907,1.905,2.175,2.403,2.488,2.585,2.875,2.972,
405,169.071,151.387,150.517,147.510,137.828,164.248,167.679,147.826,143.719,136.607,128.801,131.471,136.707,139.850,142.422,144.814,147.268,147.176,142.878,139.661,134.545,124.748,115.422,110.296,160.019,251.599,160.620,67.992,47.789,38.277,31.650,23.671,18.682,47.896,596.666,1376.042,526.737,22.249,1.822,1.465,1.495,1.480,1.556,1.492,1.648,1.874,1.993,1.932,1.954,2.318,2.648,2.765,2.937,2.817,3.231,
410,180.869,170.057,158.491,157.990,159.102,185.284,179.417,167.860,161.378,147.343,142.106,144.643,149.533,151.538,154.618,159.387,162.944,159.946,158.044,154.198,149.021,139.581,129.412,119.994,118.002,187.337,237.642,129.273,63.098,49.541,40.277,31.925,24.240,18.840,53.147,630.910,1122.481,391.897,19.261,1.843,1.594,1.590,1.552,1.800,1.759,1.948,2.157,2.120,2.186,2.466,2.731,2.969,3.053,3.089,3.238,
415,205.754,187.339,185.462,175.656,168.935,205.767,197.097,179.806,176.172,162.822,152.932,155.445,159.458,162.741,166.100,168.719,173.267,174.335,172.599,168.625,161.961,152.088,143.576,133.362,122.905,128.306,205.636,214.995,106.924,62.551,49.077,39.977,31.516,22.690,18.440,45.239,481.188,944.568,421.343,21.897,1.991,1.554,1.606,1.793,1.853,2.078,2.139,2.207,2.154,2.589,3.056,2.828,3.166,3.354,3.488,
420,205.012,185.440,187.650,188.213,186.074,215.521,211.142,194.274,186.535,174.914,164.100,164.996,170.454,173.003,175.745,180.083,183.288,183.218,179.714,178.827,172.978,164.009,153.273,144.934,132.661,121.139,138.858,215.783,181.700,90.251,59.334,47.696,37.738,28.986,21.230,17.185,37.359,438.308,1067.271,349.435,16.615,1.962,1.794,1.723,1.868,1.967,2.317,2.300,2.323,2.762,2.988,3.301,3.303,3.478,3.840,
425,221.891,192.025,195.171,196.691,187.830,225.901,221.598,204.403,198.696,184.984,172.635,173.012,176.864,177.815,179.338,184.383,189.045,187.301,188.687,186.112,182.293,172.016,162.074,151.090,140.736,129.816,121.295,151.244,214.188,150.594,77.292,54.059,42.783,33.859,25.727,19.104,15.454,38.041,464.585,755.796,299.674,14.805,2.108,1.861,1.909,2.048,2.193,2.343,2.361,2.839,3.083,3.396,3.456,3.614,4.001,
430,229.464,210.325,201.204,209.401,201.671,239.063,235.265,213.888,209.400,191.598,178.257,176.445,181.640,182.492,186.594,189.204,195.404,194.945,192.984,193.660,187.945,178.931,170.223,158.562,147.018,136.132,125.906,118.544,162.591,198.233,125.327,65.270,48.956,37.887,30.051,23.073,17.571,14.603,31.204,363.804,824.845,277.650,16.396,2.213,2.123,2.200,2.292,2.225,2.343,2.981,3.175,3.381,3.565,3.638,4.062,
435,226.199,203.949,207.469,205.949,206.966,245.042,247.648,225.048,217.522,198.099,183.951,180.444,186.336,187.677,189.659,190.164,197.419,196.377,197.275,196.598,191.688,184.059,175.711,166.122,155.185,141.826,131.125,119.675,120.022,167.457,177.455,97.887,57.091,42.731,34.145,26.945,20.446,16.010,13.999,28.673,370.866,718.518,265.118,15.166,2.512,2.385,2.495,2.407,2.451,2.842,3.162,3.381,3.826,3.843,4.453,
440,214.774,210.472,205.013,213.199,206.113,251.338,247.550,224.587,216.773,204.878,190.261,186.402,188.761,188.654,192.017,194.072,198.066,197.417,197.818,196.621,194.872,185.773,178.399,168.756,157.931,147.851,136.789,125.964,114.680,121.060,167.081,148.647,77.244,47.536,36.933,29.729,24.581,19.049,15.056,12.845,32.663,367.118,604.641,211.844,12.654,2.689,2.455,2.434,2.426,3.113,3.359,3.417,3.660,4.012,4.335,
445,243.753,211.615,210.221,213.045,211.767,257.989,254.939,234.172,221.392,209.322,192.233,186.898,192.426,189.490,190.443,192.551,196.129,196.794,197.496,197.298,193.208,186.402,180.180,169.726,162.810,150.536,140.459,127.632,116.445,107.131,119.637,160.769,122.628,60.993,40.101,32.505,26.789,22.903,18.063,14.101,12.272,25.478,262.139,521.914,217.514,19.443,2.924,2.606,2.555,3.076,3.243,3.452,3.659,3.862,4.375,
450,406.365,204.959,209.290,213.619,212.954,252.588,253.366,227.988,228.511,210.465,188.531,186.983,186.678,190.944,187.412,189.830,196.211,193.944,196.298,194.459,191.774,186.117,179.011,169.921,161.685,152.372,141.042,130.412,120.368,107.649,99.135,120.008,146.123,93.721,47.783,35.835,29.225,25.086,21.039,16.633,13.333,11.309,22.114,235.403,500.185,236.860,13.063,2.815,2.730,2.995,3.385,3.384,3.600,3.983,4.355,
455,922.306,218.151,206.344,211.711,207.235,256.331,255.231,231.644,223.876,209.858,190.798,186.589,186.431,186.804,186.606,186.373,188.792,188.687,188.815,189.400,186.783,181.445,174.662,168.397,159.604,149.227,138.993,131.225,119.762,108.765,96.675,91.178,117.771,123.565,69.277,39.443,31.813,26.491,22.948,19.002,15.049,12.230,10.926,21.607,224.843,451.291,169.715,11.367,2.971,3.293,3.109,3.444,3.604,3.849,4.232,
460,1626.753,405.867,204.589,204.678,203.483,250.491,243.508,229.522,222.436,201.942,187.002,186.673,185.677,179.328,179.190,180.075,182.499,182.398,180.932,183.118,181.046,174.035,169.018,161.634,155.763,146.749,137.877,127.116,118.228,107.339,96.923,83.810,82.554,112.543,100.124,52.975,34.078,28.541,24.071,21.679,18.349,14.059,11.959,11.075,18.475,201.473,400.243,165.745,10.439,3.318,3.288,3.373,3.696,3.706,4.149,
465,1567.644,974.708,224.826,194.772,199.419,242.045,239.237,221.802,218.885,198.045,186.439,181.903,180.556,175.405,173.998,170.853,174.964,173.404,172.726,173.499,172.921,169.530,162.468,156.333,149.842,143.155,133.776,126.536,115.883,106.632,95.435,82.319,70.999,76.918,103.374,78.995,42.029,30.010,25.706,22.411,20.349,17.059,13.178,11.557,10.229,17.933,186.280,383.499,161.060,14.570,3.759,3.526,3.729,3.696,4.058,
470,869.365,1618.499,451.385,185.723,192.826,233.459,237.957,215.812,213.520,192.343,182.290,176.275,176.675,172.118,167.239,164.849,166.852,165.717,166.018,163.221,164.235,159.466,155.119,149.325,144.754,137.963,129.633,120.822,112.919,102.712,92.119,79.227,68.957,60.299,75.118,91.727,60.392,34.878,27.053,23.641,20.360,19.007,15.712,12.941,11.100,10.370,18.703,177.818,376.765,172.459,11.792,3.713,3.496,3.833,4.011,
475,301.970,1568.078,1063.581,203.414,181.413,225.913,225.265,208.493,197.151,190.303,173.678,170.191,167.015,164.595,158.668,157.735,158.572,156.202,156.034,155.196,153.719,152.540,147.269,141.915,138.377,130.273,122.940,116.237,108.278,100.254,89.021,77.776,66.904,56.357,53.778,73.457,79.088,48.377,29.891,24.339,21.138,19.273,18.491,15.439,12.434,11.361,10.919,16.589,157.842,420.208,151.887,11.849,3.829,3.616,4.116,
480,194.302,807.751,1664.646,439.564,175.655,217.361,214.525,198.535,195.782,180.106,164.089,161.301,161.120,157.249,154.244,148.256,149.041,146.957,147.301,144.415,145.445,140.202,137.685,133.417,129.888,123.739,116.873,110.640,103.116,93.933,84.669,74.607,64.872,54.969,47.743,49.965,71.615,66.259,38.193,26.086,22.395,19.577,18.803,18.173,14.750,12.396,11.407,10.370,15.904,172.195,358.782,155.342,13.493,3.962,4.025,
485,192.388,278.693,1462.732,1033.448,190.062,203.782,202.326,186.724,185.700,169.925,158.023,155.935,154.430,149.308,145.147,141.048,141.539,139.091,135.363,136.855,136.518,132.726,130.162,125.993,123.565,116.744,110.771,104.091,97.497,89.689,80.608,72.841,62.070,52.558,46.266,41.466,48.888,68.058,54.118,30.541,22.829,20.360,18.168,18.378,17.214,13.894,11.953,10.741,9.958,16.691,158.265,328.914,142.433,10.401,3.935,
490,251.567,165.005,709.439,1618.547,419.873,190.673,191.704,181.912,175.255,161.138,150.821,145.995,148.064,139.209,135.428,131.881,131.170,129.491,128.553,127.680,126.565,123.731,120.964,117.613,115.441,108.762,104.763,99.095,92.551,85.251,76.453,67.908,59.878,50.751,44.505,39.199,37.292,50.506,62.554,42.889,25.496,20.905,18.830,17.344,17.405,16.946,13.366,11.163,10.260,10.030,15.132,141.196,296.685,121.490,12.282,
495,363.926,159.275,224.196,1422.977,983.694,227.699,182.349,168.536,165.004,155.227,141.602,139.876,136.635,132.233,128.518,124.860,122.122,120.856,118.137,117.375,116.078,115.009,111.601,110.392,105.257,101.623,96.154,91.906,86.218,79.487,71.988,65.191,57.256,48.239,42.773,37.574,34.357,35.671,51.082,54.661,33.867,21.777,19.085,17.151,16.446,17.596,16.476,12.694,10.593,9.934,9.198,15.107,128.907,272.724,136.318,
500,436.735,191.316,148.012,721.964,1496.743,516.994,168.582,158.763,153.705,142.003,133.887,132.142,131.193,123.947,121.378,115.058,115.914,111.419,109.726,109.047,106.947,105.790,103.966,101.518,98.130,95.295,89.302,85.909,80.723,74.494,67.856,60.808,53.166,45.934,40.043,36.696,33.333,31.693,35.242,51.543,45.512,26.810,19.621,17.637,16.224,15.877,17.121,14.850,11.551,10.220,9.102,8.645,13.780,127.135,275.272,
505,392.001,283.154,135.276,225.882,1302.798,1229.344,185.357,148.860,145.496,130.764,127.303,123.550,121.646,117.100,112.984,111.136,107.536,104.071,99.364,100.466,99.583,96.923,94.720,93.601,90.925,87.735,84.471,78.944,74.764,70.264,63.289,56.897,49.947,43.626,38.096,33.857,31.357,29.884,28.586,36.323,47.545,37.255,22.018,17.392,16.215,15.506,15.270,16.291,13.443,10.924,9.423,8.727,8.122,12.899,122.650,
510,251.282,382.857,162.427,128.598,617.204,1839.975,448.467,139.339,135.449,126.429,115.782,113.187,114.373,107.457,102.410,100.368,98.318,94.057,93.222,92.213,90.484,89.632,88.326,85.516,82.898,80.393,77.638,73.279,69.157,65.347,59.314,53.277,46.691,40.338,36.229,32.206,29.588,27.358,26.772,26.133,35.943,42.711,29.843,19.112,16.378,15.072,14.384,14.972,15.556,12.953,9.848,8.839,8.004,7.343,10.986,
515,151.231,366.433,232.395,115.830,192.867,1541.352,1117.385,160.432,126.411,116.920,108.660,108.659,105.031,100.831,95.344,91.517,90.062,86.850,85.228,83.144,84.136,80.808,80.745,79.231,76.583,73.770,70.533,67.032,64.201,59.919,54.904,49.036,43.798,37.613,33.871,30.752,28.071,26.475,24.961,23.639,25.630,36.262,37.266,23.777,16.455,14.909,14.259,13.231,14.184,15.577,11.895,9.224,8.016,7.686,7.180,
520,106.105,272.951,319.977,130.616,114.540,725.060,1745.076,419.662,116.317,104.616,104.218,97.601,98.190,95.337,88.374,85.526,84.860,78.699,76.968,77.987,76.711,74.841,74.027,72.731,69.903,67.644,64.654,62.154,58.826,54.822,50.569,45.728,40.084,35.184,31.981,28.497,26.730,25.266,23.345,21.976,21.229,25.208,35.341,30.831,19.032,14.800,13.888,12.809,12.104,14.087,14.369,10.456,8.283,7.430,7.063,
