280,24.092,12.862,7.434,23.599,269.156,842.242,394.877,67.329,361.470,3692.951,6396.187,2432.071,114.057,2.739,2.926,2.048,1.764,1.244,1.197,1.332,0.904,0.913,0.868,1.089,0.869,1.209,1.373,1.170,1.039,0.881,0.713,0.884,0.900,0.992,1.110,1.083,1.165,1.096,1.011,0.970,1.053,0.954,0.996,0.952,0.927,0.858,0.892,0.818,0.761,0.772,0.661,0.630,0.755,0.828,2.536,
285,62.042,26.179,12.715,10.701,41.600,466.275,880.047,322.414,87.422,454.513,3815.895,6874.871,2499.854,134.661,3.576,2.906,2.599,1.522,1.563,1.229,0.927,0.942,0.905,1.022,1.054,1.167,1.587,1.373,1.097,1.070,0.816,1.183,1.259,1.370,1.303,1.339,1.236,1.300,1.226,1.106,1.134,1.419,1.335,1.456,1.224,1.309,0.968,0.989,0.887,0.785,0.732,0.728,0.671,0.656,0.849,
290,101.559,51.083,24.959,19.260,27.327,102.057,651.946,835.774,294.237,119.490,413.086,4012.409,7395.461,2923.655,129.473,4.056,3.326,1.778,1.842,1.618,1.033,0.930,0.906,0.996,1.214,1.245,1.545,1.495,1.016,0.889,0.957,1.243,1.338,1.606,1.671,1.597,1.600,1.493,1.406,1.396,1.568,1.606,1.727,1.801,1.725,1.755,1.527,1.272,1.039,0.845,0.951,0.823,0.845,0.800,0.951,
295,142.797,67.959,38.242,34.827,38.142,60.088,193.937,753.897,787.629,239.806,130.063,420.970,4395.647,7781.773,2701.693,122.508,3.869,2.757,1.865,1.785,1.554,1.156,1.234,1.012,1.246,1.367,1.387,1.295,0.859,0.847,0.962,1.248,1.617,1.956,2.117,1.829,1.718,1.661,1.666,1.629,1.769,1.801,2.020,2.024,1.998,2.222,1.895,1.493,1.256,1.093,1.045,0.927,1.056,1.019,1.149,
300,166.815,78.286,52.587,42.639,45.315,69.455,102.728,284.010,865.440,652.614,208.734,105.448,442.077,4245.409,7349.537,2692.843,143.626,3.173,2.524,1.735,1.651,1.162,1.069,1.009,0.981,1.490,1.532,1.201,1.147,0.856,0.913,1.195,1.647,2.280,2.156,2.102,1.837,1.832,1.757,1.632,1.818,2.077,2.182,2.167,2.272,2.305,2.075,1.835,1.383,1.096,1.190,1.007,1.117,1.157,1.274,
305,171.936,87.966,57.807,56.545,58.143,85.679,106.803,135.955,375.495,877.573,569.625,153.849,75.157,319.227,3937.041,7705.151,3121.935,129.855,2.842,2.496,1.922,1.331,1.216,0.920,1.058,1.217,1.335,1.176,0.974,0.874,0.924,1.131,1.792,2.086,2.139,1.877,1.909,1.823,1.929,1.810,1.762,1.846,2.253,2.356,2.192,2.382,2.136,1.741,1.410,1.434,1.448,1.204,1.325,1.301,1.379,
310,170.871,99.340,78.267,68.402,70.263,99.749,116.429,136.090,183.267,491.595,863.203,433.016,106.381,67.997,367.540,4379.114,7651.577,2580.984,123.115,2.915,2.222,1.575,1.382,1.088,1.126,1.526,1.635,1.184,0.886,0.857,0.853,0.841,1.556,2.070,1.889,1.884,1.667,1.803,1.680,1.807,1.891,1.633,2.070,2.126,2.170,2.278,2.074,1.762,1.471,1.487,1.366,1.413,1.507,1.518,1.669,
315,170.028,104.160,89.656,85.105,83.379,116.946,128.471,138.890,168.586,215.570,557.110,826.093,315.044,95.841,65.699,329.708,3887.946,7100.456,2594.152,124.193,2.894,1.980,1.915,1.481,1.254,1.492,1.736,1.133,0.844,0.819,1.009,1.143,1.475,1.839,1.900,1.905,1.810,1.835,1.719,1.687,1.805,1.908,2.149,2.261,2.130,2.335,2.142,1.820,1.583,1.560,1.654,1.593,1.658,1.735,1.995,
320,196.774,136.908,102.086,95.563,103.799,138.168,145.201,151.771,177.118,194.299,249.975,651.575,759.521,265.987,85.333,65.387,283.243,3793.142,6903.445,2616.825,116.656,2.718,2.175,1.595,1.667,1.621,1.678,1.254,1.096,0.886,0.800,1.076,1.536,1.784,1.827,1.664,1.819,1.698,1.701,1.817,1.793,1.889,1.992,2.219,2.340,2.270,2.365,1.965,1.725,1.842,1.877,1.821,1.855,1.923,2.289,
325,246.653,162.993,132.790,119.270,124.624,155.994,160.804,171.051,192.198,207.874,220.276,314.901,763.404,666.413,186.928,83.298,64.995,333.203,3705.951,6537.949,2285.885,100.805,2.369,1.895,1.468,1.558,1.839,1.302,0.911,1.018,0.895,1.156,1.379,1.834,1.674,1.611,1.843,1.862,1.836,1.671,1.978,2.225,2.271,2.630,2.661,2.734,2.761,2.446,2.079,2.102,2.296,2.023,2.154,2.181,2.393,
330,300.059,231.761,176.307,153.486,146.064,183.287,181.615,189.188,218.005,234.366,244.932,254.002,397.739,778.090,541.968,154.517,86.307,63.320,269.170,3372.496,6446.295,2392.009,99.054,2.542,2.054,1.730,1.950,1.624,0.976,1.043,1.016,1.101,1.360,1.557,1.552,1.588,1.871,1.871,1.928,1.897,2.028,2.099,2.495,2.759,2.973,3.158,3.240,2.852,2.548,2.931,2.810,2.593,2.676,2.704,2.968,
335,435.870,340.931,273.433,228.830,198.867,228.266,224.897,232.634,259.466,276.362,295.252,304.671,300.923,466.986,778.003,429.885,139.620,86.979,66.324,262.341,3502.073,6555.652,2198.920,99.120,2.570,1.928,2.202,1.750,1.007,0.968,0.849,1.049,1.315,1.410,1.674,1.680,1.716,1.891,1.914,2.096,2.207,2.515,2.884,3.161,3.539,3.860,4.139,3.780,3.590,3.938,4.194,3.967,3.888,3.651,3.835,
340,573.083,488.432,410.786,342.676,276.725,298.117,273.622,276.465,308.467,328.700,352.639,365.042,355.965,344.222,563.046,723.764,338.411,124.905,91.320,72.234,321.671,3626.788,5820.940,2040.396,82.668,3.048,2.279,1.659,1.291,1.239,1.134,1.162,1.296,1.667,1.744,1.713,2.004,2.253,2.144,2.335,2.647,2.853,3.229,3.610,4.112,4.760,5.122,4.887,4.814,5.539,5.934,5.529,5.602,5.212,5.321,
345,708.614,638.934,550.380,469.510,373.361,385.950,341.123,330.529,362.179,378.975,412.431,435.701,432.260,397.595,371.861,606.668,669.685,267.924,128.588,102.006,83.494,287.918,3110.092,5920.958,2157.317,95.965,3.291,1.897,1.225,1.405,1.320,1.248,1.418,1.788,1.593,2.039,2.008,2.144,2.241,2.645,2.985,3.037,3.639,4.175,4.744,5.366,5.873,5.896,6.006,7.248,7.991,7.747,7.699,7.283,7.319,
350,827.319,767.512,710.523,621.575,502.082,511.024,442.269,416.429,437.556,451.419,480.660,518.598,527.671,488.514,416.662,415.154,663.332,565.720,235.244,142.263,119.705,94.028,294.797,3302.640,5833.098,2032.240,80.389,2.739,1.801,1.557,1.210,1.538,1.603,1.776,1.824,1.978,2.157,2.446,2.442,2.809,3.216,3.485,3.765,4.521,5.287,6.207,7.052,7.176,7.140,8.824,9.999,9.740,10.128,9.712,9.676,
355,977.953,945.786,910.722,830.275,686.752,703.775,601.320,536.783,546.035,545.034,586.348,627.481,640.162,606.036,534.228,448.889,484.272,705.533,502.338,228.668,169.459,136.664,104.176,332.457,3332.828,5835.924,1926.451,73.305,2.731,2.020,1.554,1.620,1.805,1.983,1.886,2.179,2.474,2.624,2.834,3.050,3.503,3.919,4.525,5.217,5.929,7.047,8.059,8.583,8.733,10.788,12.287,12.747,13.172,12.967,12.878,
360,1115.274,1113.677,1104.970,1038.648,901.499,946.960,832.374,730.563,694.042,675.821,704.671,752.499,788.452,757.855,679.676,578.992,495.012,550.191,711.472,462.845,246.688,194.312,152.666,112.489,278.269,3266.178,5916.567,2098.491,78.215,2.920,1.818,1.924,2.051,2.211,2.423,2.680,2.922,3.251,3.458,3.698,3.939,4.463,5.148,6.120,6.555,7.863,8.986,9.212,9.982,12.801,14.937,15.141,16.096,16.162,17.034,
365,1242.768,1219.374,1212.580,1165.416,1054.622,1155.181,1037.048,896.919,846.180,800.749,832.639,886.338,932.642,910.163,833.386,721.692,613.683,517.192,617.336,698.208,411.168,257.100,198.087,150.398,110.396,297.360,3384.240,5807.738,1833.542,79.733,2.874,2.435,2.452,2.853,3.107,3.432,3.541,3.820,3.786,4.129,4.513,5.158,5.431,6.563,7.198,8.607,9.937,10.228,10.842,13.996,16.042,16.988,18.593,18.360,19.624,
370,1339.186,1341.814,1343.328,1288.801,1172.180,1317.881,1202.757,1051.332,997.169,928.779,966.583,1036.132,1108.710,1099.789,1019.677,887.833,759.805,613.834,544.779,674.639,658.774,379.523,251.077,194.022,146.430,102.596,310.493,3183.919,5343.905,1943.976,89.101,3.331,2.887,3.216,3.950,4.295,4.591,4.611,4.706,5.043,5.280,5.713,6.233,7.371,7.947,9.385,10.386,10.989,11.859,14.957,17.620,18.512,20.242,20.419,21.956,
375,1509.471,1458.512,1450.735,1403.821,1305.011,1467.764,1350.617,1187.565,1128.284,1070.407,1110.807,1209.164,1311.141,1329.576,1244.915,1104.519,942.385,752.744,624.419,570.820,705.794,609.971,348.022,244.109,190.793,136.998,92.032,239.309,2926.212,5585.713,2165.118,93.209,4.173,4.235,4.792,5.440,5.750,6.036,5.866,5.893,5.927,6.387,6.930,8.207,8.742,10.138,11.888,12.173,12.723,16.122,18.665,20.109,21.801,22.024,23.868,
380,1598.192,1547.361,1537.228,1496.798,1384.766,1591.401,1453.545,1290.563,1231.381,1179.084,1237.539,1371.936,1509.574,1538.139,1469.541,1312.113,1113.540,890.713,724.860,603.743,592.725,697.663,522.230,306.510,228.837,169.522,114.817,79.028,255.358,2972.460,5410.813,2191.130,105.800,5.728,5.984,7.000,7.497,7.381,7.256,7.053,7.226,7.506,8.157,8.799,9.527,11.025,12.467,12.786,13.577,17.268,19.716,21.560,22.973,23.239,25.420,
385,1704.205,1621.070,1601.130,1536.605,1436.484,1649.295,1532.491,1349.539,1304.331,1258.679,1354.190,1516.508,1682.885,1735.238,1665.443,1500.729,1278.608,1023.720,818.882,675.136,574.191,595.835,656.198,440.913,274.144,198.166,139.554,94.427,68.058,222.244,2630.862,5877.920,2249.877,105.608,8.192,8.605,8.971,8.984,8.437,8.218,8.078,8.150,8.675,10.127,10.493,11.719,13.138,13.583,14.054,17.778,20.562,22.151,23.667,23.741,26.401,
390,1778.157,1677.729,1625.411,1561.513,1478.252,1700.466,1582.820,1398.757,1353.852,1315.505,1436.104,1623.298,1817.250,1888.755,1842.042,1665.132,1434.715,1142.216,919.301,755.317,634.746,551.773,599.607,600.082,379.685,235.787,166.478,117.657,82.310,57.500,167.541,2899.212,5618.808,2316.315,112.817,10.615,10.219,10.568,9.727,9.280,9.349,9.283,9.631,10.587,10.982,12.332,13.664,13.927,14.367,18.501,20.904,21.948,24.110,24.267,26.764,
395,1846.463,1729.641,1677.060,1603.282,1521.811,1752.141,1650.134,1446.269,1391.068,1382.116,1499.329,1732.641,1943.888,2029.350,1979.942,1808.152,1558.890,1247.942,1013.758,836.027,697.832,596.697,548.663,608.268,534.194,310.350,200.411,143.532,104.885,72.040,48.165,220.366,2701.433,5598.787,2186.467,89.288,12.047,11.754,11.129,10.688,10.040,9.863,10.288,11.147,11.768,13.211,14.345,14.337,14.922,18.596,21.179,22.355,23.849,24.838,27.049,
400,1957.267,1805.596,1710.671,1648.551,1584.721,1838.949,1712.519,1503.190,1437.082,1424.117,1555.513,1824.182,2060.970,2156.352,2131.634,1960.700,1696.054,1372.262,1110.342,913.436,766.627,645.742,565.822,532.535,570.041,442.515,253.534,173.610,128.519,91.656,61.368,44.981,172.956,2703.364,5327.448,1825.040,90.301,13.836,12.372,11.508,11.100,10.852,10.907,12.057,12.517,13.916,15.091,15.216,15.470,19.401,21.677,22.724,24.458,25.111,27.929,
405,2097.950,1905.015,1803.266,1710.776,1619.585,1890.256,1782.719,1574.554,1510.840,1482.774,1630.326,1909.858,2183.308,2314.681,2297.753,2130.079,1866.036,1512.092,1221.700,1006.109,828.875,698.110,598.777,520.908,493.570,508.369,351.846,208.758,149.886,110.378,79.626,57.931,46.573,173.519,2377.160,4622.098,1653.494,98.807,14.306,12.729,12.571,11.930,12.060,13.231,13.593,14.652,16.244,16.090,16.121,20.036,22.810,23.904,25.409,26.446,28.984,
410,2246.378,2013.631,1882.663,1783.397,1712.603,2000.262,1890.821,1655.223,1577.157,1563.405,1702.577,1990.847,2289.230,2450.919,2450.124,2291.538,2025.152,1661.414,1347.570,1101.463,914.345,756.303,650.179,558.585,474.653,463.634,444.402,283.567,179.484,133.169,100.381,75.437,60.708,49.521,181.899,2403.154,4192.299,1714.726,94.921,15.029,13.694,13.167,13.126,13.967,14.476,16.171,17.232,16.655,17.097,20.914,23.802,24.865,26.634,27.012,29.840,
415,2336.327,2100.701,1943.303,1859.099,1771.086,2085.747,1973.426,1729.012,1634.175,1608.569,1752.867,2055.875,2366.607,2522.764,2562.857,2403.237,2144.625,1770.473,1453.817,1198.444,989.175,820.611,701.050,605.304,503.719,425.544,437.678,391.227,240.400,165.177,126.331,99.923,80.889,65.757,55.253,171.772,2046.385,4337.616,1691.318,89.806,15.759,13.936,14.105,14.991,15.547,17.101,17.758,17.402,17.968,22.148,24.684,25.493,27.251,28.217,31.672,
420,2345.782,2102.897,1960.368,1870.431,1794.526,2120.266,2005.106,1748.445,1640.341,1602.505,1754.350,2039.914,2357.864,2527.471,2566.434,2445.524,2198.916,1828.289,1514.662,1251.929,1033.671,861.418,735.940,630.841,534.141,440.607,387.423,411.202,339.551,214.691,157.079,127.092,106.550,86.523,70.194,59.447,153.056,2073.744,3956.094,1588.218,87.836,15.361,14.839,15.382,15.603,17.092,18.086,17.828,17.886,21.876,24.944,25.679,27.872,28.353,31.385,
425,2348.491,2079.875,1927.160,1840.338,1777.593,2114.213,1976.864,1727.822,1617.968,1573.648,1703.506,1984.398,2299.056,2479.781,2522.455,2414.109,2188.711,1845.926,1539.030,1268.150,1051.030,878.123,741.423,643.576,550.004,460.360,389.829,368.443,391.593,296.878,196.002,155.977,130.202,108.856,89.574,74.654,60.698,159.805,1898.906,3876.188,1435.018,85.493,15.594,15.685,16.010,17.444,18.095,17.528,17.863,21.575,24.627,25.265,26.866,27.585,31.511,
430,2246.954,2015.512,1873.557,1790.650,1729.915,2068.294,1950.446,1696.603,1586.336,1517.044,1644.325,1906.728,2194.334,2375.172,2433.660,2330.561,2131.632,1813.168,1521.557,1267.391,1052.456,878.963,747.915,645.655,556.993,475.442,405.187,355.923,357.788,365.263,268.456,187.228,157.832,128.925,109.437,91.594,73.844,61.633,139.965,1755.326,3653.650,1520.575,81.245,16.313,15.706,17.066,18.037,17.205,17.490,21.455,24.105,24.591,26.602,27.069,30.126,
435,2210.149,1946.799,1804.567,1725.217,1676.896,2014.907,1900.156,1660.386,1539.380,1477.341,1570.628,1809.373,2081.394,2248.778,2308.958,2233.160,2057.324,1763.064,1491.337,1253.162,1042.302,872.792,748.517,651.336,565.562,488.056,421.869,370.401,334.796,353.046,339.120,239.028,180.448,148.369,126.428,108.287,88.514,70.499,55.801,128.675,1671.257,3523.494,1353.737,83.325,16.002,17.023,17.163,16.811,16.742,20.851,22.902,23.859,25.659,26.121,29.425,
440,2061.203,1850.128,1730.143,1658.571,1608.141,1958.867,1857.617,1631.453,1506.414,1420.943,1511.087,1714.997,1953.410,2111.247,2184.086,2112.733,1954.865,1692.950,1446.636,1222.618,1024.254,866.672,748.507,651.647,571.081,496.107,437.508,388.070,346.628,323.444,345.220,304.646,215.833,166.875,139.326,119.586,101.587,81.682,63.421,50.057,128.027,1622.547,3249.638,1253.047,73.547,17.147,17.145,16.109,16.159,19.672,22.225,22.586,24.292,25.357,28.273,
445,1952.480,1762.739,1631.210,1569.794,1539.325,1858.449,1787.588,1575.286,1449.821,1353.308,1425.924,1603.463,1834.354,1974.775,2024.734,1977.182,1839.496,1604.100,1376.031,1174.304,994.809,843.333,732.134,647.443,571.734,504.685,450.155,401.987,361.830,324.875,310.091,331.298,272.758,188.103,152.892,130.973,112.000,93.893,74.983,57.772,45.487,98.189,1436.174,3062.695,1326.754,77.914,17.061,15.589,15.489,18.650,20.887,21.747,23.167,23.836,27.231,
450,2030.469,1613.142,1530.385,1464.826,1467.955,1771.181,1717.565,1497.364,1386.622,1291.886,1343.519,1501.598,1692.071,1813.949,1863.634,1826.022,1705.717,1500.030,1298.302,1119.339,954.716,819.057,711.927,631.142,563.923,500.705,450.167,407.814,368.862,332.740,300.630,299.235,304.921,231.685,167.224,140.719,120.551,104.273,85.663,67.050,53.647,43.514,97.032,1432.536,3243.990,1329.692,73.904,15.837,15.177,17.718,19.769,20.580,21.820,22.714,25.335,
455,2484.380,1524.329,1422.401,1367.925,1377.360,1679.778,1636.131,1431.302,1325.847,1223.307,1262.818,1390.696,1564.356,1667.416,1702.832,1679.583,1573.385,1387.996,1211.598,1046.213,902.357,778.259,680.471,607.439,548.516,490.823,446.271,408.118,370.159,335.561,300.345,274.952,280.160,266.466,192.432,148.615,128.200,111.143,95.105,79.710,63.743,51.426,43.461,109.612,1420.915,3027.792,1099.822,63.932,15.047,16.962,18.651,19.302,20.540,21.295,24.249,
460,3094.205,1604.588,1297.690,1269.680,1273.061,1572.509,1534.291,1360.564,1251.793,1155.284,1178.866,1278.245,1424.452,1502.704,1544.148,1506.891,1423.564,1264.528,1115.130,968.392,840.987,729.199,647.147,577.512,526.307,472.740,431.832,397.134,365.738,333.475,299.369,268.676,247.894,256.592,226.617,167.139,134.604,119.232,103.072,89.266,75.412,60.812,51.254,43.748,85.059,1292.226,2727.332,1135.508,59.314,16.616,17.944,17.833,18.961,20.297,22.449,
465,2831.117,2103.528,1207.146,1165.857,1186.291,1470.936,1440.484,1294.461,1183.481,1085.180,1089.505,1171.801,1294.248,1363.434,1391.072,1352.367,1280.423,1148.621,1009.821,888.700,776.386,679.812,604.808,544.751,498.184,453.777,418.090,386.213,356.533,325.779,294.539,263.190,235.317,219.035,231.560,192.966,145.745,124.372,109.135,95.110,83.748,70.423,58.758,50.100,41.493,81.760,1177.647,2714.400,1127.420,81.481,17.260,17.315,18.009,18.669,20.849,
470,1929.031,2690.917,1389.696,1080.042,1086.701,1372.585,1347.393,1200.339,1113.922,1021.344,1020.459,1079.255,1177.343,1234.946,1247.514,1224.546,1153.782,1033.652,916.714,815.201,716.151,629.911,562.340,513.594,469.142,430.436,396.420,370.726,343.180,315.005,286.701,258.800,228.215,200.979,201.778,206.003,164.894,131.400,113.789,100.443,88.192,78.609,66.363,55.433,45.712,39.315,87.220,1279.667,2641.857,1183.903,69.833,16.845,17.085,17.472,19.317,
475,1236.852,2504.387,1923.014,1017.885,1004.280,1259.876,1261.855,1143.907,1049.566,948.320,938.509,998.273,1065.769,1109.792,1123.269,1083.645,1026.808,928.249,831.055,739.314,653.892,578.176,521.179,475.748,440.276,406.389,377.614,351.463,327.495,303.027,276.162,247.999,222.362,193.044,176.850,188.561,184.468,146.171,118.176,104.777,92.387,82.623,73.296,62.295,50.896,43.639,37.102,77.010,1067.615,2539.606,998.566,61.204,16.709,17.206,18.220,
480,994.771,1618.901,2480.200,1198.895,925.648,1175.788,1177.368,1060.947,988.144,890.730,880.895,916.902,970.774,1002.380,1004.900,970.356,922.258,832.671,751.061,669.114,590.043,533.242,482.373,440.581,411.429,378.931,353.624,333.209,312.592,289.646,264.158,240.350,213.639,187.928,168.665,161.919,176.714,164.823,129.020,108.083,96.280,85.364,77.501,68.810,57.078,47.503,40.817,34.536,67.363,940.696,2331.742,1032.700,65.352,16.204,17.155,
485,942.870,982.970,2234.568,1740.643,888.406,1088.492,1104.772,996.874,920.646,833.246,817.152,840.778,892.796,905.565,896.150,870.445,824.597,748.958,674.439,607.735,545.097,488.904,446.978,411.035,379.502,354.416,332.369,312.891,294.105,273.449,252.538,229.631,204.811,180.388,162.627,150.719,152.391,166.715,145.154,114.828,99.750,88.959,79.437,71.874,63.215,52.803,44.721,37.539,32.364,73.120,1084.728,2315.553,871.346,54.280,16.891,
490,907.828,771.137,1386.070,2319.621,1076.959,1004.530,1023.070,926.320,869.326,780.002,757.735,770.889,811.727,814.782,813.605,777.840,741.954,669.013,609.535,551.290,491.359,447.547,408.654,379.173,353.339,329.041,309.409,294.294,276.857,259.949,239.385,218.362,197.909,174.707,156.382,146.408,139.984,147.601,153.110,128.674,103.381,91.134,82.005,74.165,66.665,58.991,48.280,40.874,35.498,32.593,73.768,976.548,2106.781,910.010,62.841,
495,939.231,708.049,786.925,2087.844,1689.315,963.232,940.853,853.282,809.140,721.887,701.557,704.700,732.549,739.498,728.099,696.321,665.895,599.670,547.084,492.348,451.068,407.017,373.296,350.044,326.432,305.517,288.366,272.945,257.823,242.280,222.355,205.387,186.889,165.766,149.967,140.872,132.838,131.252,142.157,139.879,112.007,93.139,84.375,76.036,67.407,61.614,53.933,44.288,38.098,35.105,31.469,62.430,978.326,2097.095,911.148,
500,932.257,683.259,628.391,1271.313,2240.920,1252.698,875.815,804.906,744.606,675.512,650.273,655.687,670.578,673.833,657.600,626.425,594.137,537.257,493.171,445.673,406.925,372.501,343.090,320.528,300.041,283.383,267.520,253.725,242.204,227.770,212.643,194.530,177.233,158.301,144.339,134.590,129.100,123.679,124.950,134.756,124.932,98.886,85.245,77.618,68.984,62.728,57.999,49.821,41.632,37.584,33.933,29.628,71.841,891.144,1968.960,
505,839.293,698.410,568.607,684.375,2001.909,2006.525,842.560,744.830,700.927,628.710,598.574,603.442,615.067,615.947,597.599,564.444,535.030,485.417,446.134,405.537,370.304,337.424,314.402,293.193,276.299,259.885,247.287,235.324,224.745,211.855,198.687,181.264,167.278,151.221,136.456,128.870,123.042,120.156,115.094,119.281,125.786,109.062,87.832,78.264,70.120,63.453,58.026,53.237,45.547,40.219,35.750,31.230,28.158,64.014,834.913,
510,638.266,745.108,564.331,543.775,1164.650,2718.005,1122.458,687.905,644.248,580.388,558.236,555.045,558.945,556.014,537.938,509.191,478.501,436.840,397.013,364.132,335.821,307.124,284.735,269.105,254.544,240.029,228.269,217.663,208.870,195.845,182.387,168.893,154.999,140.755,130.670,122.102,117.653,113.170,109.697,105.792,111.759,113.922,95.425,78.810,70.272,64.147,58.275,53.394,49.965,44.648,38.221,33.660,29.775,27.240,51.566,
