385,1622.350,1448.224,1331.091,1210.914,1052.450,1143.525,1079.758,994.424,952.784,896.662,903.811,968.465,1065.306,1141.930,1203.660,1238.545,1235.757,1160.862,1055.169,919.268,761.738,714.194,724.330,475.395,283.611,198.154,141.291,94.456,64.452,611.793,9929.760,21362.740,8728.209,350.467,8.193,7.877,8.026,8.857,9.298,9.926,9.856,10.206,10.225,11.222,11.192,12.614,13.012,12.887,13.129,15.872,17.284,17.608,18.114,18.083,18.676,
390,1612.144,1457.266,1347.318,1219.577,1069.176,1175.201,1106.124,999.288,956.370,890.438,894.511,959.970,1055.889,1132.668,1198.762,1222.918,1223.162,1149.915,1051.099,926.987,777.965,651.053,657.972,632.299,396.180,245.083,174.995,122.270,82.640,56.703,546.095,10502.595,23078.324,8724.055,355.454,9.305,8.838,9.322,9.348,9.791,10.325,10.247,10.367,10.987,11.426,12.370,13.250,12.867,13.199,16.066,17.910,18.075,18.422,18.397,19.234,
395,1601.661,1478.380,1337.748,1217.643,1075.077,1194.051,1114.790,1010.154,953.635,884.700,883.331,939.352,1037.904,1115.761,1178.609,1203.202,1197.793,1125.230,1041.903,931.471,794.110,664.486,577.477,620.503,540.289,317.324,207.858,149.063,102.603,69.432,48.939,684.776,11847.422,22110.273,7303.686,309.275,10.550,9.539,9.706,9.887,10.031,10.114,10.378,11.140,11.212,12.171,13.071,12.706,13.338,15.993,17.770,18.079,18.711,18.243,19.281,
400,1610.776,1477.856,1363.913,1230.655,1088.627,1208.279,1139.336,1031.131,965.683,889.672,878.243,936.402,1026.454,1096.926,1161.708,1189.341,1181.092,1114.074,1032.486,930.368,807.649,692.772,588.440,540.702,577.855,453.214,263.478,179.343,126.737,88.480,61.335,43.071,646.983,10215.451,19403.756,7299.481,372.950,10.991,10.138,9.949,10.005,10.143,10.632,11.266,11.280,12.335,13.073,12.969,13.229,16.362,17.785,18.459,18.917,18.755,19.806,
405,1647.063,1535.332,1399.257,1259.741,1127.708,1266.428,1184.411,1065.290,997.257,910.018,903.596,949.356,1040.262,1109.358,1168.856,1190.457,1185.640,1122.454,1045.498,951.344,841.204,729.589,629.263,542.205,517.870,534.992,374.872,222.675,154.592,110.940,78.623,54.156,39.049,495.115,9185.136,17834.875,6755.213,323.105,11.341,10.702,10.458,10.107,10.799,11.157,11.420,12.616,13.607,13.143,13.738,16.796,18.176,18.671,19.341,19.386,20.480,
410,1676.855,1576.287,1444.055,1318.966,1178.809,1303.600,1241.263,1104.390,1046.353,942.881,932.367,970.847,1052.478,1122.142,1185.189,1200.515,1196.816,1135.509,1064.266,976.179,875.208,764.573,671.917,582.792,504.932,501.173,479.076,307.665,188.082,135.647,98.613,69.250,48.090,35.220,549.692,7978.420,15904.741,5886.176,252.680,12.039,10.994,10.509,11.024,11.970,11.834,13.111,13.864,13.539,13.975,17.133,19.025,19.325,19.759,19.870,21.267,
415,1711.662,1574.071,1447.607,1327.299,1197.106,1350.921,1269.939,1134.408,1058.508,960.416,936.895,972.474,1061.375,1118.568,1170.502,1193.979,1188.850,1132.515,1068.904,981.358,886.333,791.021,700.962,613.366,529.814,458.594,469.638,413.999,249.597,163.916,120.159,86.999,62.107,43.211,34.602,403.068,6971.897,13779.060,5457.839,273.953,12.051,11.372,10.994,11.757,12.089,12.961,14.046,13.650,14.327,16.938,19.336,19.714,20.622,20.087,21.482,
420,1648.461,1560.061,1429.652,1313.782,1190.833,1349.403,1281.201,1150.030,1060.082,955.393,936.584,963.680,1035.820,1089.491,1142.416,1157.375,1153.300,1102.694,1038.946,969.012,881.622,789.955,709.021,628.064,545.012,466.912,416.595,430.723,342.529,205.292,140.259,104.045,77.093,54.456,41.100,34.786,330.730,6110.382,13125.630,5371.340,215.932,11.858,11.446,11.459,11.861,13.107,14.067,13.636,13.551,16.843,18.925,19.257,19.985,19.677,21.583,
425,1593.978,1476.125,1392.434,1278.299,1166.030,1321.328,1262.811,1128.151,1048.337,941.085,918.269,943.818,1001.092,1051.033,1091.968,1102.871,1108.442,1059.449,1007.212,938.335,858.410,778.220,699.557,630.139,555.079,477.885,405.145,375.755,385.275,278.304,170.281,119.562,91.693,65.481,49.951,40.228,34.507,359.463,5723.951,12794.268,4374.704,207.663,11.709,11.494,11.666,12.615,13.486,13.257,13.469,16.291,18.179,18.770,19.198,19.541,20.724,
430,1521.970,1410.367,1339.016,1239.534,1131.994,1299.069,1255.829,1108.594,1036.333,925.902,893.643,907.692,955.382,995.884,1041.550,1054.902,1057.980,1010.396,956.504,897.307,832.900,754.577,685.264,620.267,552.083,481.854,413.407,351.768,344.039,337.174,228.144,141.221,105.250,76.617,60.004,49.018,39.931,33.318,251.510,5977.290,11229.834,4343.817,191.871,12.212,11.212,12.291,13.094,12.790,13.165,15.810,17.836,18.176,18.818,19.383,20.570,
435,1435.357,1348.320,1279.384,1183.684,1092.576,1266.589,1221.582,1088.895,1010.208,903.164,867.818,875.944,919.163,949.342,983.001,991.422,993.248,956.269,911.945,858.741,796.592,731.345,670.472,607.152,547.089,481.821,417.693,355.780,310.368,314.836,293.488,185.131,122.212,89.977,70.467,58.889,48.055,37.717,31.629,302.603,4657.991,10029.753,3908.828,223.232,11.883,12.128,12.635,12.229,12.367,15.107,16.549,17.069,17.657,18.155,19.682,
440,1365.698,1289.355,1219.060,1143.698,1064.677,1239.229,1203.910,1064.996,984.500,883.043,838.977,835.384,871.240,902.125,928.415,934.112,939.834,905.925,858.802,818.809,760.920,703.059,645.420,593.399,540.606,479.442,422.047,364.416,310.759,277.219,293.376,244.996,152.352,102.822,80.570,67.097,57.068,45.323,35.635,30.304,226.759,4762.344,9439.037,3728.190,156.248,12.321,12.318,11.803,12.004,14.161,16.470,16.639,17.262,17.638,19.130,
445,1371.622,1203.040,1157.877,1080.951,1028.355,1201.058,1165.911,1039.139,963.356,859.005,811.843,806.702,833.398,848.201,872.358,873.640,878.352,850.633,807.757,769.063,721.182,670.729,620.179,571.799,523.448,471.525,421.863,368.851,316.412,270.694,250.931,266.100,207.532,124.228,90.852,76.369,65.416,54.225,43.084,34.248,28.143,243.072,4197.933,8428.129,3359.510,184.304,12.626,11.325,11.526,13.817,15.244,15.843,16.579,16.967,18.106,
450,2064.771,1126.042,1062.370,1010.013,964.758,1163.030,1116.629,1005.427,929.536,831.541,785.238,775.804,796.319,804.581,815.611,819.991,817.976,784.984,754.891,720.237,678.276,630.004,590.563,546.388,504.698,460.917,413.627,366.698,320.385,275.566,238.664,231.698,237.665,165.075,104.687,83.886,70.908,60.883,50.478,39.085,31.190,25.972,190.690,3440.524,7880.592,3189.433,137.588,11.695,11.077,13.060,14.583,14.963,15.527,16.055,17.633,
455,4293.608,1124.778,998.930,965.339,930.847,1105.150,1070.811,960.990,896.335,804.631,754.660,738.871,747.023,754.160,757.890,758.785,760.972,729.033,702.087,667.836,631.848,592.664,554.623,519.333,483.839,441.410,401.718,362.493,322.489,276.382,238.113,208.041,215.874,200.496,130.867,93.551,77.664,65.209,55.406,45.362,34.980,28.101,24.258,190.946,3317.916,7008.275,2630.027,125.662,11.071,12.619,13.881,14.235,14.943,15.082,16.838,
460,6793.496,1781.615,923.766,889.080,874.140,1044.466,1023.876,920.978,858.182,765.097,711.264,693.210,701.702,701.495,702.284,698.826,697.203,666.174,644.351,612.781,585.096,544.723,516.068,485.590,452.063,419.317,388.147,351.396,314.100,274.908,240.026,205.138,184.385,193.025,166.862,110.668,83.604,70.291,59.188,50.554,41.641,31.767,25.687,22.424,123.142,3097.400,7082.660,2713.899,128.037,12.455,13.677,13.718,14.181,14.460,15.803,
465,6263.662,4064.902,944.912,827.420,801.573,959.773,962.461,872.909,811.574,719.603,673.868,659.169,660.689,651.871,648.198,636.202,632.068,607.135,583.927,558.464,533.941,504.627,475.230,451.239,424.437,397.840,368.638,336.238,305.311,268.709,237.010,203.708,176.290,161.499,171.511,139.661,95.020,74.163,62.749,52.675,45.390,36.569,28.008,23.435,20.527,131.914,3166.797,6536.331,2752.705,154.902,12.925,12.951,13.295,13.334,14.614,
470,3206.021,6702.262,1737.671,778.829,761.904,917.481,906.125,822.291,776.419,674.390,637.910,612.704,619.386,600.313,593.419,579.317,576.600,555.310,529.777,508.414,487.150,462.976,439.909,417.835,397.114,372.659,347.829,322.551,293.467,262.013,232.187,200.864,174.089,146.620,145.727,154.146,115.299,80.981,65.606,55.838,46.469,40.001,31.648,25.152,21.191,19.586,151.161,3136.050,6545.510,2665.071,134.653,12.807,12.917,12.637,14.036,
475,1099.624,6576.467,3996.656,813.571,698.835,854.464,849.019,782.107,718.754,638.291,598.442,577.553,574.574,551.766,543.805,526.755,521.307,504.799,479.841,459.976,441.447,417.707,404.407,385.553,367.189,345.880,326.041,300.101,280.101,250.139,221.810,195.423,169.789,140.666,125.061,137.322,134.993,95.893,68.821,57.281,47.585,40.457,35.020,28.430,22.414,19.945,18.611,146.560,2563.877,6120.159,2353.157,115.468,12.305,12.490,13.115,
480,728.817,3408.857,6228.563,1696.553,646.962,794.475,788.842,721.585,679.957,595.634,560.201,539.888,531.794,518.081,494.409,482.598,469.597,451.551,433.355,413.197,401.547,384.287,368.869,353.400,337.295,321.173,301.541,282.773,262.267,239.113,215.320,188.809,165.178,138.602,118.786,111.932,128.016,114.287,78.776,59.022,48.790,40.718,34.996,31.340,24.655,20.260,18.372,16.561,113.265,2401.082,5646.878,2483.309,143.671,12.074,12.937,
485,678.614,1087.175,5467.698,3903.365,734.996,735.352,729.030,666.617,624.200,552.887,523.382,503.767,498.972,476.189,459.058,435.438,428.261,413.354,390.949,375.598,365.464,348.895,336.640,323.222,311.841,296.136,279.778,264.755,245.326,222.965,202.813,181.186,159.333,132.804,113.183,103.154,104.311,116.481,94.171,63.549,49.821,41.280,35.064,31.216,27.729,21.971,18.978,16.254,15.132,132.465,2592.270,5576.900,2023.321,108.178,12.283,
490,676.499,578.426,2681.108,6133.586,1751.590,682.270,676.537,619.965,577.869,524.356,485.721,474.486,459.300,438.312,422.274,396.079,386.848,370.799,353.221,338.539,326.829,315.234,307.345,296.932,285.525,270.583,260.652,244.573,229.814,209.265,190.430,170.831,150.574,127.063,109.126,97.892,89.635,97.018,102.108,75.256,51.955,41.292,35.295,29.989,27.555,25.307,20.056,16.839,15.029,15.403,121.762,2428.618,4693.292,2223.538,102.365,
495,730.118,522.818,786.249,5383.310,4359.188,800.614,617.101,567.432,536.065,479.785,446.612,433.331,424.497,397.708,377.993,357.248,346.058,331.677,316.274,301.108,295.507,287.786,276.273,266.325,258.763,248.758,238.563,224.450,212.418,193.602,176.374,159.592,142.990,120.452,104.261,92.751,85.048,79.691,88.035,86.470,60.724,42.414,34.797,30.079,26.223,25.793,22.942,17.865,15.211,15.229,15.360,100.736,2170.627,4829.792,2109.463,
500,755.261,516.368,461.469,2674.390,6555.650,2085.548,568.436,520.991,496.828,442.721,417.986,404.128,390.221,371.404,342.022,327.575,313.941,296.417,285.227,273.313,267.176,255.615,249.707,243.380,235.603,225.337,217.631,206.618,194.808,179.597,165.036,148.091,133.844,113.840,98.494,89.086,80.525,72.805,70.658,82.153,70.565,47.229,35.172,29.705,25.961,23.875,23.926,20.478,16.330,15.627,15.286,14.962,121.456,1828.173,4859.196,
505,677.575,568.118,416.203,778.065,5577.648,5215.729,677.050,484.659,452.096,407.131,387.014,371.012,360.489,336.412,317.763,295.546,283.157,268.835,253.122,245.821,240.034,233.179,226.739,219.059,212.368,205.332,197.397,189.694,178.439,165.810,151.758,138.073,122.818,104.651,92.473,83.497,75.414,68.277,61.922,65.065,71.393,55.303,37.299,29.424,25.719,22.819,22.336,21.745,18.331,16.180,15.517,15.147,14.738,85.610,2376.074,
510,481.465,615.236,403.023,376.208,2436.984,8051.670,2120.428,433.853,407.355,366.147,350.428,334.948,325.192,305.688,283.548,264.677,253.464,239.496,228.686,218.913,214.070,207.793,203.386,197.621,193.559,185.953,179.576,170.765,160.795,149.568,137.438,125.740,113.854,97.371,85.334,77.126,71.109,64.790,57.696,53.106,58.364,60.640,43.938,30.281,25.438,22.615,20.772,19.879,20.214,17.964,15.525,15.045,14.665,14.176,99.911,
515,377.961,574.095,443.112,336.580,637.038,6782.001,5460.693,540.306,370.086,337.641,318.941,309.197,299.762,276.908,256.938,239.292,227.294,215.535,201.697,195.753,189.374,187.210,183.656,179.534,172.804,166.533,160.753,154.408,145.117,135.327,125.279,115.201,103.435,90.254,78.646,71.067,65.582,60.293,53.545,48.694,45.656,52.761,50.574,34.410,24.895,21.851,20.422,18.601,18.657,20.734,17.375,14.784,14.193,13.908,14.517,
