285,0.513,-0.557,-1.069,0.986,32.013,504.289,939.594,307.950,45.125,273.527,2379.978,4465.630,1493.886,78.087,1.314,1.322,0.990,0.782,0.569,0.386,0.209,0.290,0.386,0.403,0.501,0.740,0.818,0.992,0.622,0.623,0.581,0.583,0.522,0.495,0.439,0.597,0.547,0.528,0.593,0.490,0.701,0.709,0.703,0.776,0.610,0.717,0.611,0.609,0.495,0.558,0.510,0.485,0.478,0.556,0.648,
290,-1.510,0.689,-0.379,1.169,1.507,68.440,668.463,839.012,228.065,36.397,235.505,2712.336,4452.764,1645.660,71.037,1.329,0.641,0.865,0.651,0.562,0.158,0.479,0.512,0.418,0.645,0.737,0.907,0.638,0.660,0.513,0.564,0.611,0.455,0.394,0.400,0.639,0.473,0.692,0.653,0.620,0.582,0.638,0.696,0.722,0.646,0.537,0.636,0.566,0.631,0.601,0.664,0.527,0.517,0.486,0.595,
295,7.250,3.014,-0.988,4.516,2.057,6.478,140.888,730.289,737.529,131.577,35.580,241.705,2668.722,4271.645,1482.226,67.862,1.683,0.876,0.603,0.508,0.300,0.465,0.622,0.397,0.522,0.494,0.674,0.754,0.562,0.694,0.504,0.503,0.430,0.611,0.250,0.597,0.533,0.601,0.703,0.517,0.749,0.840,0.723,0.672,0.621,0.613,0.496,0.595,0.629,0.561,0.443,0.465,0.501,0.477,0.546,
300,7.613,-1.893,0.755,-1.255,2.348,4.442,11.393,190.451,795.257,554.589,95.705,34.375,255.099,2342.074,4137.777,1403.166,67.451,1.524,1.061,0.870,0.929,0.405,0.495,0.633,0.379,0.618,0.647,0.651,0.492,0.611,0.625,0.593,0.610,0.489,0.550,0.338,0.456,0.503,0.621,0.474,0.603,0.654,0.722,0.676,0.574,0.693,0.644,0.600,0.604,0.672,0.557,0.470,0.503,0.531,0.553,
305,15.670,-2.116,5.242,1.463,4.646,5.334,7.222,19.811,253.957,784.719,467.157,67.546,31.124,185.537,2165.700,3780.476,1432.946,59.399,1.312,1.017,0.618,0.569,0.449,0.648,0.441,0.903,0.720,0.634,0.639,0.645,0.583,0.601,0.486,0.400,0.548,0.441,0.525,0.601,0.579,0.614,0.670,0.638,0.633,0.778,0.653,0.619,0.653,0.620,0.626,0.608,0.600,0.541,0.398,0.666,0.649,
310,10.053,3.105,3.350,-0.461,3.283,8.359,7.061,11.376,33.665,363.713,771.460,349.292,44.500,29.655,194.184,2002.438,3520.919,1182.321,57.133,1.343,1.159,0.743,0.757,0.730,0.408,0.732,0.717,0.626,0.623,0.444,0.591,0.524,0.483,0.612,0.557,0.481,0.469,0.521,0.698,0.592,0.579,0.630,0.808,0.782,0.653,0.670,0.606,0.607,0.624,0.526,0.670,0.613,0.608,0.557,0.532,
315,7.127,4.488,4.999,1.052,4.951,7.159,10.179,10.246,16.189,59.329,428.676,746.012,241.465,33.994,26.678,162.134,1795.127,3280.799,1202.956,53.266,0.954,0.873,0.710,0.802,0.908,0.627,0.995,0.908,0.638,0.439,0.584,0.581,0.242,0.346,0.608,0.573,0.545,0.614,0.660,0.514,0.615,0.627,0.646,0.680,0.574,0.710,0.684,0.618,0.588,0.631,0.606,0.584,0.498,0.644,0.661,
320,8.462,4.446,6.581,0.525,5.574,9.309,11.135,13.641,15.197,20.532,83.436,529.592,670.934,184.931,26.415,24.149,135.242,1759.235,3164.902,1119.662,60.372,1.239,1.074,0.772,0.919,0.916,0.816,0.757,0.531,0.506,0.650,0.540,0.484,0.408,0.523,0.469,0.678,0.505,0.617,0.563,0.710,0.631,0.605,0.670,0.722,0.833,0.686,0.634,0.705,0.658,0.556,0.549,0.598,0.574,0.639,
325,18.912,8.155,7.342,3.004,8.105,10.763,14.227,14.179,16.315,19.375,25.812,136.916,640.021,568.065,100.787,20.798,22.505,152.975,1642.523,2948.854,1010.162,40.612,1.078,0.672,0.861,0.838,0.999,0.777,0.661,0.535,0.629,0.574,0.482,0.709,0.405,0.459,0.546,0.625,0.558,0.657,0.741,0.716,0.651,0.692,0.716,0.877,0.729,0.670,0.620,0.584,0.627,0.657,0.510,0.577,0.594,
330,14.181,8.594,5.304,5.318,6.568,12.911,12.694,14.180,18.556,21.472,21.689,29.487,206.720,640.586,424.966,62.542,20.518,21.486,126.857,1567.712,2639.210,913.332,41.774,1.095,0.980,0.935,0.903,0.810,0.563,0.787,0.713,0.559,0.485,0.595,0.451,0.493,0.556,0.673,0.644,0.572,0.666,0.736,0.756,0.685,0.686,0.731,0.785,0.668,0.647,0.527,0.625,0.705,0.636,0.740,0.738,
335,20.917,9.136,8.174,7.609,10.941,14.581,16.061,18.119,20.404,23.641,24.620,27.876,40.595,251.025,628.958,306.550,40.889,19.104,19.777,113.603,1352.682,2388.289,840.915,35.939,1.369,1.004,1.003,0.874,0.583,0.538,0.617,0.764,0.480,0.556,0.440,0.533,0.512,0.695,0.593,0.549,0.684,0.756,0.606,0.776,0.694,0.861,0.650,0.659,0.732,0.753,0.659,0.776,0.692,0.654,0.806,
340,34.366,14.640,9.611,5.471,14.177,14.735,19.755,19.761,21.844,24.655,27.331,27.386,27.914,51.020,344.986,566.488,204.447,24.460,18.687,19.880,122.199,1310.117,2186.302,710.193,29.726,1.149,1.155,1.006,0.693,0.583,0.616,0.625,0.474,0.509,0.403,0.487,0.589,0.721,0.658,0.537,0.782,0.872,0.734,0.754,0.710,0.900,0.881,0.767,0.714,0.700,0.753,0.762,0.605,0.698,0.743,
345,25.022,15.496,7.820,10.249,13.282,18.243,21.078,23.503,23.519,26.278,29.955,31.209,28.252,28.500,71.460,383.106,495.257,128.941,20.480,18.535,18.684,102.293,1137.876,2054.459,734.493,30.140,1.234,0.949,0.568,0.790,0.486,0.619,0.412,0.425,0.387,0.509,0.698,0.612,0.661,0.540,0.810,0.721,0.687,0.774,0.753,0.859,0.801,0.734,0.757,0.669,0.765,0.792,0.834,0.710,0.705,
350,19.058,11.949,9.242,14.217,16.704,21.467,22.858,24.295,25.459,27.518,31.768,31.529,31.910,30.092,30.705,104.226,427.265,381.042,81.350,18.821,17.907,17.845,100.483,1125.556,1962.122,643.456,24.847,1.183,0.742,0.721,0.749,0.615,0.576,0.444,0.491,0.538,0.607,0.598,0.716,0.743,0.760,0.682,0.775,0.747,0.768,0.818,0.884,0.741,0.818,0.779,0.751,0.703,0.781,0.815,0.801,
355,24.366,13.846,13.577,14.138,18.340,25.482,27.593,28.393,29.167,30.058,31.628,33.933,35.671,33.346,30.684,33.852,148.205,449.647,291.105,50.434,18.561,17.999,17.840,107.250,1103.656,1797.234,548.780,20.646,0.877,0.753,0.758,0.618,0.653,0.425,0.386,0.632,0.741,0.570,0.693,0.557,0.693,0.774,0.844,0.749,0.767,0.893,0.788,0.689,0.818,0.767,0.785,0.794,0.885,0.862,1.023,
360,32.608,22.772,19.551,15.445,23.420,26.141,32.215,33.214,33.370,33.022,35.658,38.154,40.131,37.669,36.275,33.593,40.512,193.312,430.457,219.186,35.313,19.905,18.108,16.716,83.397,984.643,1669.852,580.597,22.305,1.167,0.744,0.806,0.707,0.775,0.352,0.570,0.546,0.568,0.556,0.548,0.708,0.755,0.648,0.678,0.783,0.899,0.838,0.757,0.797,0.862,0.860,0.859,0.894,0.858,1.005,
365,37.361,21.262,22.257,24.978,25.370,31.565,36.186,38.525,38.153,37.818,38.312,43.877,42.842,43.266,41.931,39.173,36.466,56.289,245.019,392.490,144.880,28.118,20.087,18.429,16.993,91.998,957.069,1586.048,505.938,21.265,0.957,0.695,0.754,0.532,0.334,0.646,0.665,0.650,0.639,0.659,0.795,0.931,0.628,0.792,0.876,0.965,0.910,0.902,0.886,0.904,0.980,1.023,0.930,1.059,1.059,
370,39.305,26.616,25.519,28.189,32.105,38.148,43.811,44.421,43.019,43.507,44.915,47.768,49.971,50.156,48.081,44.864,43.113,41.460,74.344,284.792,334.170,98.540,26.083,21.296,18.392,16.750,82.121,865.981,1500.038,497.222,23.004,0.971,0.613,0.746,0.532,0.555,0.658,0.739,0.609,0.646,0.740,0.711,0.686,0.804,0.967,0.876,1.012,0.871,0.869,1.011,0.994,1.124,1.040,1.100,1.214,
375,49.398,32.409,32.070,33.407,36.373,49.230,53.473,50.473,53.292,49.421,52.328,52.582,56.174,56.616,55.839,53.088,50.279,46.827,46.746,97.323,310.547,272.791,69.636,25.541,21.457,17.752,16.270,67.323,795.814,1375.840,529.599,24.316,1.155,0.868,0.625,0.662,0.588,0.630,0.728,0.693,0.752,0.863,0.967,0.817,0.832,1.002,0.892,0.969,1.019,1.120,1.182,1.154,1.146,1.164,1.207,
380,54.880,41.606,37.368,39.169,41.538,60.176,58.559,57.177,59.080,56.054,56.708,59.717,61.418,61.547,62.514,61.140,57.887,53.450,49.858,52.984,135.070,317.348,204.076,48.859,24.506,20.573,17.104,14.617,68.579,757.960,1342.583,532.354,26.861,0.867,0.747,0.684,0.683,0.700,0.684,0.849,0.607,0.806,0.803,0.841,0.900,1.002,1.097,1.081,1.112,1.191,1.192,1.328,1.329,1.229,1.355,
385,61.087,49.533,44.049,41.724,49.379,62.969,66.632,65.913,65.652,63.863,64.216,65.160,67.200,67.534,67.672,66.490,65.690,60.746,58.324,55.519,59.958,164.565,299.287,147.781,37.753,23.996,19.853,15.969,13.574,61.318,676.009,1392.506,505.537,21.854,1.077,0.730,0.599,0.729,0.748,0.798,0.767,0.849,0.838,0.853,0.979,1.004,1.018,1.081,1.189,1.264,1.277,1.379,1.321,1.468,1.509,
390,62.748,54.943,51.647,51.708,54.606,65.392,70.788,71.965,69.902,66.897,66.591,69.184,70.319,72.997,72.142,73.221,71.702,67.332,64.037,60.582,56.464,67.131,190.303,259.997,106.427,30.671,22.151,18.543,14.220,12.638,47.014,651.498,1223.644,464.306,21.081,0.982,0.740,0.935,0.773,0.768,0.682,0.909,0.893,1.028,0.861,1.134,1.230,1.117,1.149,1.313,1.400,1.505,1.548,1.363,1.586,
395,77.943,62.531,52.907,51.683,58.583,74.783,78.458,76.682,73.710,70.069,73.505,72.663,74.561,76.275,77.457,77.155,77.973,73.035,69.914,64.977,60.788,56.798,81.114,214.512,214.869,67.517,26.440,20.442,16.835,13.302,11.540,54.588,607.123,1176.050,397.705,17.217,0.911,0.775,0.739,0.891,0.845,0.982,0.849,0.888,0.942,1.158,1.209,1.150,1.306,1.344,1.511,1.504,1.529,1.623,1.837,
400,82.313,66.399,61.966,58.363,67.629,83.079,83.613,82.109,78.669,75.808,76.820,78.639,78.199,82.099,84.604,85.105,84.207,79.632,76.394,72.614,67.861,61.946,58.700,95.820,217.281,166.105,49.137,24.042,19.015,16.000,12.492,11.243,42.946,584.382,1044.005,363.683,17.410,0.933,0.847,0.806,0.954,0.877,0.828,1.019,0.984,1.184,1.282,1.132,1.200,1.479,1.654,1.651,1.715,1.618,1.874,
405,86.461,64.235,66.503,65.631,71.855,90.789,96.513,89.093,89.841,83.732,84.379,84.397,85.578,88.132,91.882,92.593,95.279,90.372,88.064,81.879,76.421,69.948,63.164,61.819,114.202,214.232,126.002,38.115,22.801,18.806,15.483,11.897,10.560,39.829,502.786,910.104,336.543,18.256,1.066,0.928,0.900,1.018,0.971,1.042,1.117,1.280,1.264,1.274,1.282,1.675,1.711,1.727,1.918,1.855,1.926,
410,108.207,76.294,71.699,74.708,81.280,100.618,102.964,100.577,101.460,93.818,92.259,90.526,95.059,95.928,99.680,100.038,102.877,100.693,98.485,92.691,87.046,78.742,70.404,65.089,66.153,141.677,197.460,91.597,31.365,22.348,18.879,14.845,11.304,9.880,40.387,455.647,837.952,315.578,15.409,1.192,0.871,0.903,1.014,1.057,1.178,1.256,1.377,1.316,1.507,1.834,1.785,1.899,1.967,2.114,2.282,
415,111.617,89.706,85.711,84.601,91.682,112.148,115.590,110.540,106.459,100.984,96.677,98.072,102.450,106.456,110.280,111.270,112.691,110.273,109.866,105.389,97.010,88.528,80.722,72.282,64.220,73.369,157.756,171.389,67.204,28.171,22.066,17.349,14.090,10.830,9.450,32.712,400.044,764.522,296.926,14.351,1.307,1.215,1.156,1.137,1.265,1.192,1.455,1.499,1.547,1.857,1.940,1.891,2.150,2.153,2.491,
420,125.868,100.321,85.962,86.884,91.627,122.302,126.369,119.122,114.262,110.294,104.014,104.286,109.730,111.447,112.244,116.818,121.148,118.159,116.568,112.224,105.649,97.206,88.467,78.804,69.519,62.779,83.698,165.143,137.593,49.999,26.527,20.843,16.798,13.014,9.638,9.053,30.250,358.069,701.144,257.911,13.725,1.265,1.144,1.180,1.231,1.588,1.557,1.450,1.584,1.872,2.094,2.070,2.268,2.426,2.404,
425,130.218,102.104,93.451,95.502,100.592,128.449,135.230,128.568,122.115,112.865,111.450,107.746,111.895,116.052,117.990,121.141,124.921,125.010,124.092,120.058,114.037,104.995,95.264,86.075,74.507,65.677,61.389,96.489,164.117,106.863,39.446,23.639,18.865,15.407,11.546,9.145,8.631,29.843,324.363,659.496,232.042,11.663,1.401,1.246,1.394,1.411,1.612,1.490,1.782,2.045,2.032,2.149,2.266,2.483,2.627,
430,125.721,102.716,94.385,103.772,110.202,136.358,140.516,134.218,125.930,117.046,112.423,112.758,115.553,118.397,120.417,126.539,130.403,131.195,128.558,124.843,119.549,111.822,100.885,91.074,80.703,70.618,62.412,60.654,109.115,150.512,84.219,30.895,21.276,16.742,14.050,10.988,8.605,8.280,22.445,332.918,586.661,220.500,12.339,1.626,1.422,1.596,1.602,1.593,1.765,2.023,2.215,2.330,2.456,2.505,2.723,
435,130.681,101.746,101.296,102.717,111.034,142.330,149.697,138.795,131.872,121.261,116.079,115.328,118.008,121.395,124.518,127.589,130.804,134.042,132.590,130.063,124.243,116.514,105.652,95.567,85.472,75.635,65.948,59.204,62.976,115.142,132.729,61.208,26.133,18.582,14.693,13.243,10.787,8.888,8.527,23.280,276.665,525.803,212.535,12.689,1.654,1.616,1.673,1.687,1.736,2.106,2.196,2.318,2.523,2.509,2.790,
440,128.679,112.634,103.413,103.553,112.671,142.575,148.265,139.529,137.634,122.904,120.374,116.971,120.736,122.307,126.631,129.065,135.221,135.059,134.817,132.943,127.322,119.008,109.546,98.492,89.748,79.680,71.060,62.017,56.230,67.424,121.388,108.964,44.684,21.792,16.945,14.290,12.310,10.048,8.445,7.796,23.037,246.977,505.794,195.568,10.129,1.914,1.836,1.691,1.743,2.095,2.382,2.284,2.436,2.422,2.768,
445,147.786,108.512,101.711,108.439,117.526,143.910,150.000,144.879,138.547,123.105,121.493,118.957,121.296,121.285,127.486,129.729,134.689,138.399,135.312,131.988,127.599,121.286,111.658,102.229,93.194,81.828,72.701,65.375,57.721,52.215,70.715,119.884,89.009,33.141,18.924,15.488,13.547,11.757,9.705,8.172,7.845,18.444,228.447,466.903,174.620,11.186,2.061,1.781,1.740,2.262,2.205,2.271,2.378,2.706,2.740,
450,295.919,113.414,104.991,108.272,116.903,151.220,150.439,145.565,136.564,124.645,122.399,118.786,120.170,119.474,126.174,129.523,134.815,132.470,133.438,132.165,127.941,120.540,114.586,103.557,94.175,83.531,74.903,66.396,59.286,52.624,50.226,77.075,111.158,65.165,25.462,16.964,14.557,13.259,11.733,9.176,7.755,7.422,17.623,200.556,417.733,178.787,10.676,2.008,1.855,2.301,2.280,2.371,2.481,2.595,2.833,
455,763.881,121.439,99.911,100.131,116.087,147.442,156.633,142.926,140.617,128.294,122.826,118.925,117.978,122.407,123.648,125.907,129.972,129.407,131.097,129.193,124.997,119.596,110.528,102.755,93.158,84.447,75.888,67.975,60.843,54.104,48.155,48.706,83.879,94.808,45.264,20.079,15.838,13.960,12.472,11.513,9.076,7.568,7.524,17.792,191.277,390.430,156.148,9.546,2.233,2.161,2.345,2.435,2.592,2.679,2.883,
460,1385.911,288.877,104.428,103.146,109.069,144.747,151.689,145.672,136.634,124.726,118.674,118.025,116.785,115.657,117.406,119.958,125.246,124.579,125.912,125.133,120.950,115.577,107.300,100.321,91.650,83.860,75.296,67.521,60.670,54.526,47.270,42.340,46.756,83.310,76.772,33.348,17.785,14.662,13.167,12.595,11.250,8.748,7.302,7.210,14.124,183.736,376.329,165.469,9.221,2.416,2.326,2.384,2.456,2.402,3.057,
465,1390.105,830.581,120.655,98.984,105.283,138.389,144.289,138.537,133.069,120.861,116.843,116.990,115.354,114.565,115.223,115.298,117.496,120.799,120.318,118.762,116.269,111.500,103.405,96.985,88.807,81.070,74.211,67.034,60.473,53.875,47.797,41.862,36.735,47.859,80.567,59.999,25.565,16.120,13.995,12.654,12.156,10.779,8.168,7.446,7.194,15.948,165.885,388.496,146.449,12.082,2.565,2.421,2.492,2.374,2.604,
470,749.851,1470.849,341.837,102.532,103.981,136.104,139.620,133.456,129.970,121.170,114.029,112.352,113.016,109.463,111.689,110.137,113.881,112.534,112.592,113.789,111.438,104.748,99.326,93.214,86.257,77.869,72.236,65.289,59.892,54.236,47.961,40.707,35.424,33.200,52.349,72.220,44.245,20.523,14.997,13.469,11.923,12.392,10.317,7.933,7.396,7.329,15.514,171.921,332.312,150.486,10.013,2.571,2.547,2.300,2.667,
475,214.052,1394.842,930.412,114.120,103.461,130.174,136.729,131.376,125.543,115.209,110.427,107.663,107.380,106.098,104.376,105.546,108.661,106.220,106.165,106.835,103.934,100.084,94.128,88.384,81.694,75.837,68.881,63.428,58.039,52.038,47.240,40.438,35.447,30.182,30.885,53.946,62.844,34.196,17.628,14.081,12.780,11.970,12.389,10.043,8.051,7.428,7.412,13.594,139.552,321.502,130.307,8.813,2.584,2.502,2.582,
480,110.526,714.900,1484.650,340.612,94.153,127.514,129.741,125.306,123.007,112.916,108.778,104.738,104.293,101.225,100.285,98.372,101.317,99.118,99.287,98.017,97.173,92.153,88.534,83.204,78.141,71.560,66.160,61.390,55.830,50.748,46.212,39.556,34.408,28.943,26.085,31.326,55.476,52.998,26.183,15.041,13.400,11.739,12.042,12.195,9.666,7.998,7.854,7.252,12.938,137.372,292.170,125.169,9.279,2.701,2.693,
485,122.216,199.860,1317.407,886.746,117.195,119.370,122.010,119.761,115.580,103.895,103.511,98.829,97.695,96.319,93.502,94.029,94.661,93.149,92.777,90.995,89.492,86.286,83.598,78.385,73.386,68.142,63.170,58.347,54.295,49.384,44.387,39.327,34.030,28.558,25.369,23.631,34.955,54.593,42.351,20.418,13.801,12.444,11.296,11.997,12.121,9.291,8.029,7.557,7.250,14.137,139.438,265.558,107.593,7.821,2.727,
490,182.589,96.353,613.950,1444.777,336.096,116.183,119.103,111.495,108.627,102.404,99.620,95.961,94.013,90.347,88.955,89.577,87.081,86.751,86.796,86.022,83.064,80.055,77.301,73.924,69.104,64.005,60.711,55.435,51.524,47.482,42.861,37.917,33.443,28.003,24.638,22.232,21.959,37.333,51.164,32.165,16.159,12.700,11.552,10.993,12.062,12.112,9.100,7.622,7.022,7.110,12.861,116.396,262.449,111.575,9.492,
495,296.788,85.076,157.611,1285.607,898.765,143.688,111.984,106.950,104.618,98.587,91.639,91.422,87.899,86.701,84.214,82.028,81.678,80.727,80.898,78.149,75.835,74.993,71.482,67.496,64.717,60.561,56.958,53.423,48.884,44.686,40.989,36.618,31.478,26.899,23.459,21.686,20.097,22.679,39.867,43.864,24.804,13.936,11.581,10.906,10.615,12.437,11.712,8.369,7.205,7.126,6.703,11.184,143.047,246.468,112.348,
500,374.625,135.743,76.226,629.174,1383.916,421.218,105.899,99.517,100.365,92.470,88.838,84.344,84.501,81.848,79.089,76.261,76.526,75.680,72.979,71.717,71.642,68.897,65.733,64.519,60.372,56.677,53.858,50.132,46.260,43.073,38.536,35.194,30.760,26.166,22.833,20.557,19.373,18.696,24.147,41.112,36.462,18.908,12.126,11.120,10.331,10.590,12.387,11.016,8.100,7.131,6.748,6.301,15.442,106.090,234.618,
505,332.560,223.208,78.343,163.364,1197.683,1092.524,124.344,98.032,92.750,87.658,81.570,82.109,79.937,78.003,73.674,69.947,70.369,68.534,66.605,67.703,66.060,64.403,61.669,59.141,56.713,52.348,49.546,46.998,44.062,40.921,37.008,33.127,29.687,25.400,22.114,20.283,18.799,17.671,18.213,26.485,38.799,28.638,14.950,11.059,10.156,9.841,10.993,12.292,10.135,7.545,6.743,6.477,5.879,10.569,103.081,
510,204.125,320.240,108.750,68.959,547.978,1679.516,386.064,88.268,87.557,81.498,77.865,76.695,73.885,73.603,69.798,65.196,65.268,63.675,62.270,60.610,60.109,57.762,56.161,54.607,53.448,49.541,46.054,43.553,40.894,38.131,35.211,30.725,27.516,23.908,21.002,19.701,18.070,17.077,15.953,17.135,27.599,35.232,22.580,12.823,10.390,9.405,9.681,10.254,11.802,9.762,7.039,6.228,5.808,5.591,9.246,
515,89.320,323.165,192.915,67.216,140.982,1412.486,1014.499,113.974,80.503,75.532,73.305,70.477,70.232,66.232,64.479,60.998,60.579,57.338,56.478,56.059,55.068,53.425,51.929,50.059,48.971,45.671,43.407,40.300,38.661,36.032,32.793,29.962,26.304,22.754,19.911,18.254,17.319,16.043,15.588,14.885,17.311,28.885,30.177,17.697,10.917,9.772,9.498,9.099,10.686,12.057,8.855,6.392,6.005,5.748,5.392,
520,57.191,215.240,272.205,79.577,71.801,650.785,1603.660,355.035,76.257,70.150,67.283,65.805,64.251,62.335,60.527,55.673,55.367,53.189,52.325,51.370,49.511,49.250,47.423,45.759,44.758,41.856,40.018,37.624,36.109,33.359,30.889,27.682,24.259,21.293,19.145,17.351,16.354,15.359,14.772,13.963,13.587,18.355,28.823,24.624,13.643,9.800,9.149,8.898,8.426,11.059,11.913,7.643,6.077,5.556,5.312,
