275,4.899,2.617,5.189,207.362,659.410,515.570,71.717,302.609,2988.469,4979.163,1894.350,92.070,0.642,1.126,0.617,0.270,0.007,0.093,0.314,0.113,0.083,0.248,0.236,0.471,0.392,0.471,0.544,0.556,0.421,0.345,0.488,0.558,0.483,0.416,0.576,0.628,0.567,0.678,0.548,0.514,0.490,0.737,0.670,0.625,0.609,0.426,0.634,0.457,0.605,0.470,0.496,0.535,1.380,5.043,12.501,
280,20.310,10.331,1.527,20.543,284.047,879.354,404.174,62.454,296.801,3095.310,5213.604,2014.749,98.887,1.235,0.993,0.603,0.380,0.585,0.161,0.202,0.054,0.166,0.306,0.290,0.352,0.401,0.641,0.693,0.509,0.541,0.581,0.588,0.668,0.707,0.605,0.485,0.823,0.715,0.668,0.593,0.611,0.648,0.655,0.747,0.689,0.830,0.638,0.470,0.599,0.579,0.486,0.451,0.522,0.721,2.455,
285,64.059,24.038,9.898,6.567,37.507,479.709,921.761,325.085,76.316,382.548,3073.717,5806.615,2163.426,112.397,1.810,1.019,0.705,0.548,0.575,0.410,0.252,0.289,0.403,0.338,0.495,0.501,0.708,0.510,0.414,0.470,0.481,0.668,0.705,0.888,0.912,0.725,0.786,0.636,0.825,0.768,0.885,0.964,0.971,0.997,1.065,0.992,0.986,0.787,0.682,0.607,0.680,0.499,0.483,0.527,0.676,
290,145.304,64.945,34.504,18.968,17.700,90.284,683.230,868.003,312.772,130.069,367.902,3353.163,6204.250,2420.287,103.533,1.939,1.150,0.840,0.993,0.318,0.362,0.208,0.408,0.322,0.333,0.420,0.489,0.524,0.331,0.497,0.698,0.903,1.191,1.362,1.423,1.147,0.977,1.102,1.193,1.343,1.119,1.310,1.457,1.758,1.826,1.878,1.663,1.299,1.151,1.081,0.900,0.637,0.891,0.659,0.736,
295,247.363,133.079,64.011,37.422,32.371,53.760,207.967,808.719,856.810,303.676,193.851,422.906,3567.653,6249.205,2101.670,96.605,1.430,1.253,0.342,0.837,0.177,0.237,0.498,0.193,0.285,0.452,0.676,0.525,0.459,0.499,0.663,0.971,1.611,1.845,1.835,1.815,1.524,1.658,1.584,1.629,1.789,1.927,1.983,2.281,2.511,2.481,2.318,1.973,1.523,1.409,1.471,1.175,1.186,0.909,1.082,
300,346.485,186.069,97.668,63.864,44.437,68.774,117.580,334.215,966.031,767.571,323.717,203.226,406.492,3372.952,5731.965,2092.380,98.425,1.209,0.971,0.655,0.337,0.623,0.193,0.529,0.593,0.522,0.532,0.642,0.543,0.537,0.725,1.412,2.001,2.340,2.243,2.161,2.050,1.966,2.154,2.170,2.014,2.259,2.642,2.949,3.046,3.147,3.122,2.676,2.227,2.150,1.817,1.574,1.309,1.261,1.176,
305,417.933,243.575,139.269,81.069,59.401,90.560,134.372,204.094,491.738,1039.464,736.934,281.293,132.833,268.706,3004.739,5680.174,2092.245,96.469,1.810,1.173,0.591,0.435,0.490,0.390,0.379,0.428,0.516,0.786,0.543,0.326,0.777,1.291,2.030,2.552,2.783,2.597,2.687,2.401,2.336,2.383,2.587,2.584,2.834,3.273,3.652,3.573,3.510,3.082,2.558,2.630,2.302,1.939,1.764,1.485,1.491,
310,454.594,283.099,165.472,102.798,79.744,106.624,157.641,213.776,305.710,661.140,1061.543,585.905,166.079,69.460,269.903,2909.667,5231.523,1875.135,83.411,1.689,1.221,0.517,0.729,0.575,0.320,0.624,0.649,0.615,0.515,0.567,0.539,1.470,2.025,2.572,2.751,2.701,2.729,2.652,2.675,2.670,2.735,2.899,3.000,3.431,3.681,3.869,3.883,3.336,2.871,2.992,2.592,2.384,1.862,1.835,1.697,
315,453.641,295.694,186.219,126.826,90.927,125.057,167.654,222.971,298.331,382.179,741.581,984.494,376.486,84.529,41.991,218.778,2743.517,4863.342,1714.576,80.298,1.506,0.936,1.009,0.639,0.474,0.457,0.687,0.676,0.531,0.388,0.865,1.160,1.891,2.540,2.648,2.852,2.886,2.850,2.919,2.912,2.940,3.075,3.351,3.553,3.797,3.952,3.936,3.463,3.138,3.183,3.101,2.591,2.351,2.092,2.019,
320,467.167,305.625,192.964,129.993,107.936,143.121,184.493,231.324,300.542,341.297,402.532,779.808,807.134,241.176,46.843,34.086,203.867,2483.235,4377.214,1813.849,74.622,1.236,1.116,0.686,0.678,0.828,0.710,0.494,0.514,0.463,0.640,1.272,1.760,2.408,2.923,3.238,3.063,2.781,2.834,2.735,2.849,3.113,3.348,3.690,3.659,4.116,4.059,3.438,3.091,3.120,3.052,2.721,2.535,2.191,2.224,
325,479.488,307.986,206.187,142.748,117.540,157.341,192.711,235.570,292.506,335.508,343.634,398.272,782.549,621.230,126.992,32.780,29.269,216.436,2289.669,4415.642,1461.275,59.603,1.531,1.189,0.846,0.898,0.599,0.744,0.529,0.515,0.715,0.929,1.805,1.999,2.639,2.683,2.915,2.928,3.017,2.782,2.966,3.203,3.431,3.791,4.046,4.161,4.064,3.562,3.227,3.305,3.160,2.916,2.713,2.467,2.377,
330,471.167,304.199,216.216,153.158,128.021,155.682,196.369,228.741,283.370,317.529,324.772,290.359,360.787,706.878,448.169,77.683,28.416,25.426,168.091,2248.710,3967.282,1390.318,66.408,1.260,0.881,0.883,0.788,0.772,0.569,0.538,0.509,0.979,1.626,2.045,2.555,2.727,2.827,2.769,2.910,2.952,3.032,3.136,3.491,3.785,3.647,4.240,3.909,3.678,3.002,3.241,3.281,3.024,2.742,2.389,2.658,
335,453.813,306.510,211.926,153.608,131.931,169.568,197.456,227.545,276.712,298.815,312.776,278.527,196.548,322.830,657.283,323.773,50.702,24.869,24.566,176.572,2131.229,3642.530,1322.903,53.725,1.207,0.809,0.984,0.853,0.691,0.616,0.647,1.005,1.493,1.636,2.222,2.564,2.737,2.659,2.569,2.871,2.975,3.178,3.224,3.549,3.779,4.066,3.843,3.347,3.211,3.249,3.184,2.815,2.995,2.672,2.603,
340,447.316,291.535,209.166,154.720,131.911,167.539,197.426,216.763,259.359,287.055,294.394,268.553,182.636,129.410,373.037,583.447,218.590,31.387,23.587,22.967,201.141,1938.320,3452.852,1149.871,43.978,1.227,0.898,1.140,0.666,0.424,0.641,0.840,1.447,1.748,2.099,2.278,2.523,2.614,2.833,2.662,2.979,2.982,3.223,3.641,3.597,3.869,3.757,3.257,3.044,3.192,3.300,2.946,2.718,2.717,2.615,
345,406.582,269.651,194.332,149.507,130.904,159.337,192.376,208.973,244.963,266.248,274.985,249.089,176.683,100.946,104.476,399.688,502.245,133.739,24.770,21.370,19.893,138.218,1807.695,3231.591,1103.336,43.139,1.251,0.875,0.716,0.617,0.787,0.980,1.383,1.592,1.840,2.144,2.413,2.527,2.501,2.744,2.760,3.014,3.149,3.282,3.261,3.637,3.496,3.096,2.915,2.872,3.052,2.781,2.737,2.514,2.573,
350,371.710,243.161,179.636,144.044,124.179,157.019,179.264,197.554,227.654,243.277,256.126,236.796,167.069,97.380,61.449,118.768,431.862,385.936,83.385,20.584,19.037,17.103,146.718,1650.960,2939.990,935.229,40.542,1.094,0.890,0.409,0.805,0.995,1.109,1.475,1.919,2.062,1.974,2.392,2.390,2.505,2.631,2.760,2.775,3.190,3.047,3.259,3.241,2.979,2.679,2.815,2.772,2.835,2.666,2.435,2.590,
355,334.092,233.831,173.112,131.667,115.258,146.823,164.808,183.692,214.497,228.176,237.406,221.694,157.963,94.774,59.157,47.019,152.539,447.446,292.961,48.552,17.360,15.761,15.147,141.312,1644.277,2688.259,878.426,33.627,0.977,0.662,0.848,1.014,1.075,1.410,1.706,1.592,2.030,2.236,2.118,2.341,2.450,2.720,2.662,3.042,3.014,3.186,2.984,2.682,2.568,2.725,2.822,2.548,2.575,2.511,2.480,
360,310.633,209.485,161.163,120.937,107.419,138.453,152.210,166.533,189.375,208.941,211.568,199.404,146.251,92.267,57.622,41.526,42.231,190.455,422.285,215.473,30.656,13.681,13.475,13.046,117.684,1418.397,2612.916,928.769,34.286,1.101,0.822,0.846,1.214,1.452,1.300,1.509,1.777,1.909,1.943,2.227,2.218,2.318,2.499,2.687,2.783,2.837,2.770,2.413,2.299,2.510,2.522,2.315,2.398,2.155,2.280,
365,274.976,187.583,146.843,115.648,99.711,124.103,140.951,150.710,174.868,185.420,194.882,181.266,133.732,83.530,55.914,40.485,32.956,48.054,233.451,382.426,136.092,18.456,11.849,11.435,12.284,112.397,1423.630,2423.257,800.327,31.557,1.008,0.910,1.058,1.299,1.459,1.435,1.636,1.894,1.961,2.003,2.155,2.177,2.413,2.642,2.428,2.498,2.421,2.174,2.217,2.234,2.365,2.224,2.249,2.084,2.189,
370,239.590,169.799,130.396,101.635,89.606,112.838,122.499,133.029,156.689,164.937,172.876,162.247,122.093,80.369,53.719,40.505,32.339,28.372,58.506,269.108,321.218,85.925,12.777,11.047,11.136,11.788,113.766,1245.188,2251.583,782.508,35.567,1.131,1.272,1.233,1.236,1.545,1.582,1.640,1.649,1.860,2.041,1.926,2.128,2.220,2.289,2.253,2.113,1.991,1.902,2.095,2.149,2.071,1.980,1.889,1.870,
375,200.020,152.299,116.351,96.067,80.351,94.237,109.189,116.616,136.286,146.875,152.434,144.190,112.969,76.158,54.119,41.103,34.949,28.554,27.528,78.045,289.839,253.705,53.007,11.085,10.167,10.374,10.852,84.701,1198.944,2316.029,858.620,33.982,1.575,1.060,1.215,1.163,1.525,1.568,1.705,1.742,1.916,1.943,1.845,2.087,2.072,1.982,1.972,1.880,1.910,1.891,1.989,1.784,1.815,1.805,1.938,
380,181.631,132.346,103.764,82.126,68.298,87.386,94.796,104.878,120.563,129.345,133.897,128.342,101.580,73.329,54.014,44.481,38.406,31.960,27.445,29.438,109.516,294.336,184.342,30.466,10.233,9.995,9.190,9.850,97.898,1263.570,2142.782,779.434,39.926,1.472,1.241,1.440,1.467,1.675,1.531,1.767,1.500,1.823,1.707,1.887,1.852,1.937,1.792,1.612,1.619,1.722,1.819,1.811,1.857,1.707,1.695,
385,148.035,111.647,95.739,76.363,61.031,75.101,82.181,88.582,103.856,110.687,115.117,113.267,94.124,69.593,56.439,50.136,43.544,38.463,32.663,29.256,33.874,136.840,273.037,125.356,19.373,9.032,9.028,8.421,8.911,81.924,1040.337,2063.835,882.372,44.559,1.338,1.388,1.441,1.500,1.497,1.641,1.428,1.719,1.527,1.682,1.673,1.750,1.671,1.417,1.516,1.730,1.696,1.605,1.618,1.440,1.548,
390,138.053,107.197,80.375,63.841,53.092,63.093,73.284,76.463,88.648,94.625,102.244,102.822,85.283,70.014,61.527,57.238,54.136,48.435,40.499,34.830,29.242,38.276,160.839,235.649,85.008,12.808,8.377,7.923,7.468,7.992,59.038,998.412,2055.372,856.132,33.845,1.694,1.559,1.553,1.390,1.449,1.320,1.518,1.406,1.446,1.527,1.529,1.521,1.441,1.417,1.599,1.587,1.395,1.394,1.346,1.282,
395,122.753,96.544,76.997,54.525,46.793,53.126,61.685,67.705,77.894,84.280,91.847,91.417,84.933,72.686,69.035,66.734,66.199,59.180,51.495,42.908,34.084,26.702,49.085,185.100,188.810,47.205,9.016,6.896,7.003,6.459,7.158,74.685,966.278,1927.196,686.325,27.766,1.483,1.534,1.440,1.444,1.378,1.357,1.373,1.360,1.304,1.596,1.439,1.449,1.280,1.518,1.497,1.446,1.308,1.255,1.386,
400,118.826,96.843,77.933,52.095,42.009,51.183,57.550,59.070,69.773,75.858,82.296,86.875,86.264,80.328,80.017,81.089,80.742,74.836,66.245,54.501,42.540,29.773,25.024,64.108,187.693,142.840,28.693,7.405,6.482,6.246,5.718,6.878,56.951,905.824,1718.231,619.927,27.094,1.704,1.654,1.506,1.503,1.269,1.402,1.488,1.501,1.301,1.339,1.412,1.404,1.370,1.399,1.329,1.364,1.216,1.175,
405,136.209,102.462,75.992,55.154,39.999,49.169,51.825,55.699,65.074,72.637,78.471,88.939,89.745,89.477,95.622,100.663,101.258,95.391,84.267,68.902,51.991,37.046,26.352,23.976,81.115,184.724,101.975,17.824,6.451,6.161,6.269,5.800,6.117,51.648,784.920,1494.198,530.393,26.788,1.772,1.895,1.647,1.389,1.339,1.503,1.304,1.440,1.383,1.301,1.445,1.446,1.434,1.406,1.286,1.182,1.114,
410,131.882,109.678,81.060,56.382,39.682,46.787,50.123,55.123,60.671,68.859,78.218,89.457,98.131,106.858,112.623,122.135,122.800,114.810,103.386,84.790,64.530,44.357,30.984,22.436,26.689,106.105,166.733,68.017,10.738,6.364,6.351,6.642,5.525,6.401,58.925,715.929,1338.026,528.503,23.831,2.063,1.704,1.530,1.607,1.523,1.481,1.558,1.423,1.473,1.417,1.529,1.628,1.383,1.465,1.178,1.228,
415,135.067,118.614,82.971,55.425,42.382,48.860,52.393,52.962,58.419,67.153,79.877,91.245,105.634,117.907,131.773,141.235,143.036,136.921,121.615,101.601,76.295,53.033,35.329,24.366,19.676,33.207,121.454,142.638,42.868,8.634,6.103,6.495,6.628,5.601,6.205,43.113,693.876,1276.068,475.117,22.527,1.890,1.501,1.492,1.576,1.460,1.588,1.323,1.520,1.601,1.632,1.503,1.389,1.366,1.226,1.278,
420,141.286,122.398,91.519,58.972,39.023,46.157,45.761,50.432,58.079,65.627,78.631,94.542,110.563,125.643,143.752,157.180,160.463,152.147,134.547,111.670,84.776,58.368,39.403,26.663,19.604,17.727,44.193,132.102,109.894,27.493,7.108,6.229,6.856,6.761,5.483,6.448,46.318,579.062,1116.290,417.948,23.217,1.986,1.591,1.513,1.499,1.641,1.582,1.610,1.583,1.732,1.691,1.356,1.379,1.135,1.228,
425,145.188,113.098,93.285,61.067,41.686,46.450,46.750,49.582,54.951,61.449,77.259,92.186,113.986,132.652,151.321,164.637,169.378,162.606,143.632,118.823,90.504,63.171,42.467,29.598,20.729,17.150,18.379,58.239,132.206,80.035,17.149,6.006,5.805,7.316,6.468,5.479,6.316,41.499,520.766,1010.794,396.354,19.128,1.692,1.572,1.366,1.751,1.688,1.538,1.639,1.724,1.726,1.513,1.295,1.176,1.161,
430,136.915,120.856,93.184,60.132,40.381,43.493,45.508,46.582,54.862,61.193,72.838,90.819,114.052,132.185,156.635,171.139,177.129,167.323,149.857,126.344,95.211,65.246,43.737,30.482,22.316,17.467,15.189,19.394,72.579,119.885,58.380,11.508,6.069,6.310,7.383,6.611,5.493,6.170,32.678,471.786,947.146,376.387,19.424,1.838,1.631,1.590,1.627,1.584,1.565,1.767,1.701,1.349,1.377,1.152,1.199,
435,140.921,115.144,92.861,56.784,35.902,44.190,43.798,44.651,51.540,57.779,72.862,90.251,111.852,132.200,154.600,174.965,182.596,169.548,151.431,126.208,95.935,67.696,46.102,31.285,23.346,18.309,15.540,14.463,23.504,82.501,106.345,38.562,8.633,6.109,6.409,8.003,6.544,5.335,6.215,31.903,412.806,901.805,367.386,24.107,1.788,1.593,1.664,1.621,1.611,1.884,1.553,1.523,1.410,1.216,0.997,
440,142.813,108.421,86.715,52.954,38.797,44.469,43.227,43.178,49.687,57.484,67.286,86.911,108.954,131.838,152.248,171.258,175.651,168.083,152.188,124.514,95.476,68.168,47.503,32.424,24.512,19.847,16.067,14.257,14.146,31.761,91.111,84.483,25.802,7.108,5.830,6.718,7.941,6.137,5.213,5.877,30.973,414.647,863.206,355.057,15.353,1.825,1.719,1.532,1.587,1.682,1.613,1.385,1.331,1.084,1.024,
445,155.428,115.179,79.624,53.240,37.218,41.800,43.243,42.075,48.905,55.135,64.283,83.900,104.622,123.113,147.221,161.451,169.570,162.824,145.907,122.198,93.593,67.432,46.994,33.163,25.219,20.064,16.953,14.619,13.361,14.908,38.360,93.452,67.569,17.648,6.491,6.001,7.222,7.891,5.907,5.046,5.490,20.641,371.605,768.965,297.920,16.611,1.809,1.549,1.681,1.580,1.539,1.410,1.223,1.122,1.132,
450,375.439,106.528,80.838,51.589,37.542,40.512,40.812,43.081,48.092,50.704,61.382,78.374,97.807,117.111,139.303,153.745,159.104,154.617,137.530,116.024,89.808,65.696,45.866,33.725,25.497,20.510,17.608,15.186,13.463,12.386,15.660,49.850,88.406,47.420,11.295,6.607,5.844,7.262,7.180,5.687,4.579,5.071,21.169,310.624,742.524,292.024,16.255,1.727,1.514,1.649,1.574,1.293,1.271,1.124,0.959,
455,1033.486,120.274,75.100,50.177,38.286,37.794,38.631,40.424,45.110,47.267,57.617,72.871,91.028,110.788,129.030,142.129,148.293,143.228,126.957,107.651,84.809,61.058,44.254,32.411,24.912,20.664,17.939,16.022,14.409,12.903,12.760,19.090,58.966,76.243,29.894,8.213,5.865,5.963,7.052,6.933,4.549,4.134,4.638,21.513,347.286,630.481,255.780,11.758,1.634,1.548,1.440,1.229,1.102,1.028,1.045,
460,1856.905,352.660,66.578,40.886,36.734,41.902,36.155,38.435,40.447,45.069,54.962,65.878,84.966,101.093,116.308,128.429,134.859,130.128,117.535,98.561,77.745,56.511,41.318,30.848,25.002,20.327,17.855,16.004,14.734,12.837,11.741,11.890,22.082,63.698,61.326,20.870,6.811,5.819,5.882,7.189,6.435,4.128,3.875,4.333,16.511,269.777,595.054,243.145,12.661,1.541,1.563,1.376,1.088,1.223,1.136,
465,1716.923,1059.030,96.093,39.111,32.761,36.259,36.070,35.060,38.391,41.648,49.583,61.344,75.825,90.003,105.804,115.016,121.259,115.209,104.588,88.636,69.366,51.568,38.606,29.312,23.889,19.785,17.469,15.659,13.818,12.813,11.391,10.643,11.305,27.420,62.897,46.049,13.413,5.867,5.430,5.455,6.830,5.652,3.743,3.485,3.928,14.897,248.257,606.006,269.972,18.322,1.537,1.301,1.230,0.985,0.971,
470,891.774,1775.453,361.683,38.257,28.981,34.232,34.588,31.488,35.533,38.266,45.433,56.455,67.847,80.775,95.123,101.214,105.008,102.906,92.979,79.809,63.118,47.814,35.536,27.557,22.469,19.114,16.870,15.424,14.111,12.488,11.045,10.263,10.048,11.559,34.667,57.293,31.459,9.293,5.083,4.572,5.146,6.822,5.172,3.401,3.228,3.796,15.923,270.806,613.583,234.642,13.239,1.406,1.111,0.947,0.962,
475,211.130,1678.553,1110.089,65.499,26.479,32.148,29.876,30.801,31.699,35.266,40.789,50.571,60.685,69.331,79.917,90.973,94.795,89.373,82.534,69.426,55.327,42.937,32.443,25.038,20.988,18.013,16.047,14.303,13.278,11.831,11.135,10.154,9.067,8.764,13.380,38.564,49.618,22.133,6.894,4.738,4.462,4.988,6.481,4.621,2.924,2.952,3.609,14.619,261.197,512.345,217.190,13.875,1.335,1.056,0.901,
480,85.392,814.364,1815.590,345.272,24.654,30.119,27.347,27.679,30.492,31.595,36.525,44.546,53.674,62.051,70.974,78.276,81.543,77.711,71.110,61.023,49.313,37.869,30.095,23.080,19.581,16.712,14.969,13.865,12.300,11.459,9.983,9.603,8.519,8.014,7.801,15.785,41.126,40.208,14.869,5.063,3.886,3.722,4.951,6.264,4.063,2.837,2.857,3.239,13.451,192.301,503.435,245.514,12.046,1.187,0.974,
485,97.612,188.974,1584.288,1060.237,56.349,26.233,26.783,25.692,28.402,28.845,32.962,39.624,47.079,52.226,62.808,68.560,71.138,68.201,61.134,54.211,42.703,33.883,25.812,21.517,17.801,16.006,13.884,12.818,11.918,10.893,9.622,9.125,8.185,7.466,6.837,7.956,19.951,41.634,30.039,9.618,4.051,3.687,3.458,5.118,5.850,3.481,2.632,2.812,3.096,12.684,238.255,459.987,186.417,9.028,1.243,
490,150.903,51.790,706.781,1747.192,341.247,24.184,25.811,24.632,27.137,25.568,28.307,35.477,42.244,45.649,53.707,57.962,61.137,59.607,53.821,46.839,37.687,29.759,23.814,19.614,16.861,14.436,13.252,11.907,11.163,10.031,9.154,8.561,7.631,6.797,6.331,6.693,8.199,24.638,38.855,21.380,6.444,3.276,3.149,3.437,5.153,5.682,3.264,2.367,2.594,3.061,13.786,177.001,548.969,174.219,10.085,
495,266.744,52.629,141.589,1567.951,1074.415,71.129,22.223,21.259,22.614,23.117,26.249,30.639,34.239,39.493,46.713,51.046,51.381,49.498,46.287,40.274,32.960,26.711,21.347,17.401,14.888,13.304,12.211,11.392,10.923,9.761,8.626,8.105,7.637,6.613,6.431,5.708,6.165,9.671,27.793,33.666,14.753,4.801,3.008,3.058,3.227,5.719,5.652,2.874,2.263,2.566,2.933,10.205,264.570,409.770,177.596,
500,338.094,97.027,40.059,732.676,1755.313,435.039,22.561,19.408,20.479,20.978,22.530,26.595,30.825,36.047,40.237,42.399,44.517,42.679,38.986,34.834,29.204,23.951,18.955,15.912,13.619,12.085,11.500,10.433,9.715,8.802,8.293,7.894,7.201,6.315,5.637,5.441,5.398,6.046,12.036,30.200,26.654,9.785,3.548,2.996,2.912,3.667,6.037,5.041,2.507,2.486,2.556,2.848,13.157,175.850,379.642,
505,281.599,179.156,39.204,136.403,1550.382,1314.883,50.534,19.009,19.836,20.860,19.930,22.914,27.060,31.437,33.644,37.071,38.109,36.723,34.052,29.891,25.393,21.075,17.213,14.369,13.042,11.246,10.464,9.979,9.140,8.704,7.676,7.359,6.777,5.808,5.675,5.446,4.895,5.024,5.714,15.450,29.420,19.545,6.468,3.162,2.870,3.183,4.080,6.179,4.470,2.787,2.449,2.687,3.156,10.686,174.910,
510,157.335,270.120,67.270,27.925,656.602,2056.323,399.151,17.447,16.930,17.548,19.369,21.171,24.375,26.133,29.065,30.663,32.769,31.949,28.842,26.041,21.570,18.073,14.825,12.930,11.293,10.741,9.762,8.897,8.620,7.987,7.409,7.007,6.157,5.868,5.262,5.085,4.521,4.746,5.021,6.741,18.132,26.333,14.698,4.949,2.914,2.876,3.196,4.476,6.235,4.807,2.783,2.890,2.946,3.257,9.230,
515,65.672,273.339,144.046,26.038,113.535,1697.592,1220.444,54.339,15.775,17.011,17.087,19.381,21.404,23.247,25.645,26.333,27.186,27.264,25.585,22.098,19.044,15.688,13.468,11.369,10.452,9.755,8.558,8.373,7.785,7.183,6.734,6.577,5.745,5.560,5.009,4.608,4.701,4.537,4.710,4.705,7.725,19.692,22.162,10.292,3.964,3.039,3.239,3.365,5.186,7.389,4.864,3.208,3.250,3.469,3.747,
520,31.802,174.358,231.762,40.295,25.724,727.718,1981.662,371.760,16.342,15.622,15.569,16.494,18.206,20.983,21.133,24.016,23.382,22.578,21.056,19.695,16.588,14.071,11.989,10.520,9.894,8.596,8.415,7.738,7.331,7.040,6.510,6.120,5.795,5.243,4.432,4.425,4.348,4.411,4.153,4.286,4.588,9.777,20.798,17.722,6.983,3.618,3.203,3.419,3.654,6.509,7.708,4.826,3.622,3.753,4.155,
