275,29.193,9.073,12.722,199.869,645.721,510.387,81.480,445.615,4692.463,8440.651,3131.106,157.363,4.094,3.077,2.263,2.177,1.188,1.042,0.640,1.122,1.074,1.313,0.891,1.044,1.211,1.159,1.777,1.655,1.429,1.256,1.158,1.038,1.034,1.031,1.219,1.065,0.873,0.923,1.003,1.116,1.123,1.009,1.169,1.088,1.032,0.930,1.034,0.923,0.850,0.799,0.780,0.891,1.617,5.119,11.933,
280,45.291,18.254,8.650,23.113,286.974,864.006,406.967,76.637,462.718,5247.554,9039.727,3500.177,157.827,4.778,4.199,2.825,2.109,1.847,0.826,1.234,0.947,0.784,1.069,1.102,1.326,1.225,2.010,2.131,1.364,1.163,1.090,1.189,1.198,1.311,1.309,1.225,1.307,1.209,1.222,1.388,1.322,1.327,1.509,1.384,1.356,1.240,1.202,1.099,0.938,0.848,0.723,0.846,0.810,1.076,2.719,
285,89.627,36.793,18.687,19.473,49.932,483.771,906.354,332.867,89.782,585.065,5449.571,9934.423,3645.285,207.402,4.734,3.604,2.457,2.060,1.455,1.159,0.814,0.856,1.134,0.943,1.442,1.353,2.088,1.857,1.361,1.056,1.240,1.245,1.334,1.448,1.619,1.586,1.333,1.431,1.484,1.342,1.524,1.611,1.762,1.758,1.755,1.604,1.359,1.212,1.014,0.974,0.924,0.810,0.906,0.971,1.042,
290,116.157,58.755,33.100,27.991,35.678,108.012,672.226,860.562,288.865,106.333,528.481,5867.521,11039.586,4285.094,184.105,4.395,3.659,3.001,2.184,1.383,1.205,1.334,1.114,0.947,1.065,1.496,2.191,2.164,1.392,1.105,1.136,1.299,1.424,1.556,1.842,1.931,1.701,1.735,1.870,1.694,1.795,2.017,1.854,2.029,1.989,1.924,1.725,1.506,1.284,1.234,1.092,1.240,1.105,1.141,1.182,
295,142.977,81.616,49.754,42.158,46.462,63.668,193.371,764.599,788.835,218.164,110.651,583.681,6561.754,11524.505,4094.866,196.131,4.406,3.088,2.345,1.922,1.539,1.448,1.303,1.089,1.358,1.599,1.917,1.946,1.309,1.180,1.260,1.241,1.497,1.893,1.949,1.910,1.861,1.840,1.536,1.770,1.892,2.053,2.039,2.116,1.998,2.258,1.970,1.670,1.346,1.405,1.407,1.255,1.351,1.197,1.276,
300,155.629,87.919,68.168,55.604,57.078,68.056,93.414,268.895,852.110,640.164,190.331,96.974,636.456,6439.634,11768.966,4235.725,203.878,4.003,2.906,2.361,2.036,1.694,1.258,1.318,1.233,1.723,2.077,1.875,1.373,1.122,1.193,1.311,1.701,1.948,1.918,2.029,1.887,1.693,1.877,1.856,1.930,1.900,2.119,2.082,2.274,2.107,2.005,1.747,1.549,1.527,1.466,1.468,1.608,1.622,1.667,
305,159.639,106.936,78.562,68.140,68.129,81.086,96.326,117.888,354.332,869.648,565.503,147.705,72.771,467.124,6482.022,11690.696,4585.756,200.693,4.292,3.209,2.239,1.792,1.526,1.474,1.330,1.824,2.180,1.892,1.226,1.270,1.164,1.232,1.512,1.915,1.902,2.145,2.040,1.891,1.861,1.773,2.015,1.952,2.102,2.054,2.147,2.167,2.027,1.779,1.690,1.629,1.787,1.781,1.569,1.638,1.738,
310,158.361,120.828,90.065,81.559,75.978,90.449,94.881,108.455,148.113,467.693,859.888,429.239,99.263,62.460,533.306,6238.087,11584.544,4074.494,195.236,4.298,2.655,2.358,1.937,1.647,1.653,1.889,2.328,1.708,1.463,1.259,0.938,1.142,1.421,1.668,1.880,1.971,1.938,1.811,1.940,1.841,1.742,1.905,2.074,1.905,2.090,2.142,1.951,1.860,1.668,1.876,1.851,1.990,1.930,1.845,1.930,
315,148.601,121.791,101.108,95.586,82.421,99.073,100.998,109.896,128.861,181.076,538.138,826.839,308.474,79.988,54.053,465.723,5988.591,11269.792,4268.293,200.536,3.593,2.881,2.516,2.072,1.916,2.150,2.061,1.918,1.224,1.295,1.220,1.169,1.277,1.611,1.856,1.970,2.052,1.826,1.885,1.953,1.715,1.767,2.035,1.925,1.942,1.955,2.047,1.926,1.743,1.995,1.867,2.039,2.031,1.923,2.083,
320,186.120,128.278,110.421,101.440,90.134,107.526,110.996,112.260,130.718,146.923,206.369,621.912,749.538,239.502,61.896,45.425,395.004,5978.276,11346.223,4402.483,201.940,3.814,2.964,2.195,1.993,2.393,2.326,1.827,1.403,1.113,1.268,1.239,1.486,1.408,1.622,1.677,1.847,1.831,1.682,1.670,1.766,1.872,2.101,2.232,2.330,2.390,2.372,2.010,1.918,1.954,2.057,2.051,2.057,2.186,2.180,
325,213.400,146.604,119.352,109.060,98.125,120.589,116.075,120.188,133.919,145.537,158.039,258.176,727.784,629.556,145.937,48.161,39.723,493.195,6054.048,11126.232,4034.733,165.730,3.767,2.724,1.935,2.335,2.428,2.045,1.316,1.288,1.278,1.054,1.233,1.463,1.593,1.877,1.699,1.758,1.784,1.606,1.684,2.036,2.266,2.324,2.720,2.654,2.639,2.237,2.071,2.203,2.175,2.145,2.209,2.197,2.415,
330,242.742,177.516,143.537,122.958,109.978,126.739,119.538,121.416,144.820,151.715,161.963,167.300,314.278,719.108,476.513,97.638,43.409,36.994,400.523,5857.296,11018.189,3979.562,167.888,3.530,2.364,2.544,2.568,2.251,1.572,1.404,1.190,1.151,1.329,1.246,1.637,1.788,1.812,1.766,1.658,1.913,1.766,1.918,2.359,2.389,2.687,2.978,2.801,2.466,2.217,2.551,2.581,2.631,2.470,2.299,2.581,
335,320.884,255.689,209.772,166.971,137.854,151.671,140.110,142.812,165.154,172.335,188.515,187.520,182.620,361.491,694.619,355.979,74.304,42.879,38.385,430.338,5825.667,10687.010,3913.632,175.936,3.659,3.034,2.571,2.662,1.696,1.509,1.505,1.338,1.408,1.330,1.502,1.615,1.843,1.777,1.858,1.862,1.953,2.208,2.447,2.816,3.117,3.383,3.497,2.950,2.902,3.190,3.581,3.376,3.323,3.006,3.064,
340,421.232,353.438,303.953,234.712,181.839,186.795,170.182,165.748,186.350,198.954,214.567,216.705,201.636,192.481,438.224,625.119,251.843,58.152,44.215,40.168,484.181,5916.749,10594.195,3688.853,147.269,3.784,3.199,2.540,1.875,1.757,1.555,1.165,1.619,1.490,1.426,1.496,1.750,1.574,1.820,2.054,2.253,2.349,2.907,3.180,3.205,4.015,4.101,3.936,3.773,4.399,4.574,4.312,4.261,3.862,3.949,
345,477.266,433.695,386.468,306.359,235.283,219.280,204.247,186.146,208.584,219.450,238.995,244.986,228.020,197.420,193.403,456.939,551.288,173.048,56.536,46.505,41.570,398.194,5719.099,10724.064,3919.567,159.999,4.241,3.072,2.175,1.872,1.789,1.656,1.672,1.508,1.396,1.672,1.702,1.806,1.823,1.943,2.365,2.410,2.842,3.449,3.443,4.124,4.603,4.411,4.396,5.175,5.688,5.546,5.410,4.656,4.988,
350,554.946,503.777,463.881,391.874,293.797,278.996,234.009,213.258,231.073,242.992,259.679,271.780,257.659,225.071,179.108,205.676,494.465,434.874,125.920,56.074,48.373,39.979,471.544,5874.183,10618.842,3666.053,144.822,3.898,2.483,2.284,1.906,2.013,1.762,1.690,1.634,1.644,1.653,1.888,2.016,2.095,2.285,2.641,3.138,3.447,3.779,4.578,4.988,4.796,5.008,5.977,6.481,6.676,6.436,6.122,5.849,
355,607.903,589.877,562.225,476.626,378.967,354.168,279.268,252.514,260.447,267.497,289.286,303.964,295.406,260.783,206.160,161.239,237.560,511.964,344.942,97.193,58.501,48.368,38.897,494.745,6082.902,10576.648,3401.144,126.310,3.541,2.445,2.202,2.195,2.162,1.826,1.755,1.836,1.886,1.987,2.077,2.081,2.419,2.812,3.163,3.811,4.039,4.722,5.381,5.456,5.644,6.964,7.661,7.708,7.804,7.472,7.381,
360,639.749,638.116,623.836,557.113,439.912,421.954,341.814,289.319,286.114,290.318,309.330,326.141,323.036,289.283,238.680,181.736,153.371,277.997,490.511,275.418,82.281,57.117,46.137,36.041,405.172,5876.276,10528.658,3815.583,148.160,3.705,2.628,2.434,2.254,1.982,1.956,1.828,1.841,2.059,2.196,2.300,2.507,2.805,3.225,3.910,4.046,4.935,5.574,5.552,5.927,7.613,8.407,8.577,9.026,8.366,8.407,
365,641.212,648.194,641.102,591.212,497.183,492.020,380.682,317.678,311.243,306.598,325.384,337.854,339.324,307.255,258.726,202.215,162.142,149.583,321.114,455.165,197.339,71.454,53.081,41.320,32.634,450.525,5834.901,10434.543,3589.999,150.367,3.493,2.844,2.683,2.134,2.127,2.116,2.068,2.007,2.185,2.390,2.615,2.916,2.997,3.857,4.049,4.855,5.417,5.743,6.029,8.011,8.664,9.059,9.683,9.145,9.227,
370,621.005,661.527,647.611,616.599,528.716,533.942,420.467,346.384,326.011,321.427,333.330,349.623,353.054,323.699,274.876,223.522,181.456,147.543,158.484,353.006,390.935,146.410,62.622,47.843,36.809,29.117,429.774,5626.960,10526.740,3862.091,170.269,3.727,2.844,2.265,2.021,2.205,1.973,2.041,2.246,2.365,2.697,2.957,3.217,3.605,4.073,4.815,5.485,5.480,6.357,7.592,8.776,9.313,10.023,9.813,9.888,
375,625.362,638.870,649.080,638.286,550.088,556.916,451.435,365.383,341.987,330.419,339.165,356.429,360.212,334.183,291.894,243.269,197.120,160.800,138.723,172.039,371.242,324.515,111.336,56.735,43.805,32.313,26.354,353.677,5565.360,10836.896,4208.658,169.938,3.967,2.623,2.506,2.286,2.264,2.301,2.251,2.514,2.584,2.698,3.104,3.739,3.986,4.741,5.353,5.551,6.151,7.655,8.963,9.211,9.970,10.086,10.176,
380,591.724,625.015,635.033,617.223,558.941,573.618,462.703,375.979,342.679,326.039,340.601,351.809,359.407,340.183,302.429,253.116,214.304,173.910,149.534,132.661,198.646,368.575,249.218,83.127,50.028,38.733,29.345,23.690,410.940,5546.440,10707.828,3904.355,193.557,3.887,2.776,2.434,2.352,2.338,2.492,2.626,2.592,2.780,3.280,3.666,3.846,4.721,5.050,5.442,5.767,7.446,8.538,9.197,9.982,10.137,10.660,
385,548.326,580.877,591.173,592.475,539.777,577.489,471.711,381.391,345.132,325.773,330.046,346.591,350.679,335.196,303.994,261.984,224.084,182.894,156.089,135.300,127.095,219.679,343.805,185.015,67.061,45.529,35.312,27.110,22.661,352.267,5232.655,10789.294,4268.738,189.785,3.670,2.814,2.648,2.728,2.541,2.735,2.701,2.884,3.035,3.603,3.709,4.214,4.750,5.015,5.425,7.102,8.117,8.917,9.271,9.436,10.489,
390,509.231,530.289,546.387,552.101,516.576,559.199,476.634,376.897,340.488,314.958,315.583,331.947,343.681,330.469,300.327,262.649,225.071,190.032,163.108,142.010,125.741,125.841,238.873,301.091,138.259,55.930,41.410,32.316,25.053,20.709,279.428,5394.480,10924.994,4229.324,183.480,4.095,2.937,2.943,2.712,2.860,2.712,2.923,3.015,3.467,3.479,4.123,4.374,4.511,5.065,6.546,7.490,8.155,8.979,9.036,9.769,
395,484.475,484.185,513.680,522.859,499.050,543.758,467.446,377.820,333.907,302.735,311.542,321.304,335.831,318.313,298.357,264.760,232.656,196.635,169.861,148.185,131.092,116.759,133.152,257.082,250.458,97.479,49.468,38.873,29.833,22.915,19.899,373.530,5475.500,10441.895,3807.017,165.488,3.780,3.119,2.778,3.028,2.904,3.043,2.907,3.359,3.453,3.940,4.390,4.393,4.824,5.994,7.006,7.484,8.375,8.655,9.315,
400,453.648,464.321,487.391,496.895,487.546,543.631,470.338,382.090,336.415,299.292,304.317,319.676,332.025,320.471,304.228,270.407,241.574,207.049,179.382,157.173,137.816,123.762,111.161,144.803,258.621,201.089,77.482,45.696,36.241,28.460,21.929,19.378,310.746,5097.026,10200.154,3869.376,167.117,4.167,3.248,2.978,3.138,3.177,3.131,3.529,3.441,3.896,4.335,4.190,4.566,5.894,6.762,7.295,7.963,8.325,9.095,
405,447.140,469.147,480.986,489.043,490.761,543.865,482.756,394.176,346.407,307.298,309.473,321.201,336.261,333.118,312.452,285.292,258.283,222.278,194.652,170.905,152.720,135.671,122.257,112.235,160.305,249.368,158.409,64.582,43.492,34.600,27.512,21.040,18.459,277.041,4905.218,9810.078,3648.138,177.770,4.354,3.626,3.287,3.205,3.324,3.585,3.671,3.860,4.224,4.249,4.350,5.570,6.634,7.145,7.709,8.265,8.771,
410,448.687,454.634,480.602,496.532,486.856,568.361,506.652,413.119,364.203,321.511,318.550,330.576,347.672,344.615,329.592,302.911,275.190,239.137,211.839,185.443,166.931,147.832,132.159,119.429,116.312,183.721,234.122,124.037,54.581,40.737,32.827,26.827,21.055,18.156,322.838,4808.992,9075.577,3466.428,160.904,4.315,3.580,3.478,3.314,3.684,3.771,3.934,4.267,4.303,4.343,5.633,6.650,7.146,7.901,8.194,9.287,
415,442.422,450.415,477.271,484.978,501.555,586.378,524.007,439.106,380.223,334.845,329.523,339.831,361.000,359.268,344.891,318.792,293.167,257.351,226.454,200.428,179.750,161.227,142.677,129.754,117.637,119.903,195.815,207.327,95.317,51.028,39.816,32.357,26.874,20.753,18.049,252.503,4279.264,8934.427,3532.598,170.405,4.840,3.860,3.681,3.938,4.082,4.128,4.554,4.381,4.430,5.714,6.515,6.977,7.789,8.281,9.360,
420,458.685,454.958,461.181,489.107,485.383,589.320,544.973,453.089,392.846,342.522,336.806,342.904,362.349,366.254,350.264,329.143,299.968,266.983,236.185,211.789,188.257,166.498,152.711,138.325,124.623,112.594,127.055,202.298,168.336,75.999,47.374,38.022,32.130,25.633,19.846,17.956,240.595,4123.309,8690.707,3444.538,160.153,4.709,4.031,3.763,3.973,4.144,4.592,4.401,4.437,5.451,6.568,6.991,7.536,8.005,8.944,
425,461.166,428.863,449.332,475.459,485.706,590.882,547.813,460.062,399.218,350.835,335.777,344.244,363.089,362.762,351.419,331.139,309.538,273.650,244.105,217.929,193.721,174.424,158.284,144.968,130.176,116.907,106.289,135.885,199.009,136.767,64.014,43.806,36.145,30.230,24.700,19.798,17.570,240.270,4098.912,8341.904,3186.571,144.676,4.637,4.235,4.037,4.316,4.631,4.418,4.364,5.362,6.097,6.752,7.523,8.013,8.815,
430,440.073,427.058,442.516,455.506,471.917,582.135,548.118,473.707,413.092,352.172,341.747,342.559,356.765,361.892,349.352,332.839,309.135,278.452,246.328,223.028,197.017,177.734,162.589,149.091,134.858,121.182,109.142,103.918,145.523,183.559,110.855,54.668,41.471,33.412,28.648,23.491,19.351,17.378,189.655,3855.974,8184.211,3210.898,144.668,4.994,4.182,4.417,4.417,4.478,4.462,5.387,6.269,6.533,7.455,7.866,8.517,
435,431.391,406.379,421.439,444.035,464.504,570.088,552.105,475.065,409.491,359.400,338.768,345.049,356.677,357.909,346.253,329.504,308.448,278.754,251.136,223.779,200.377,181.249,165.940,152.081,140.380,125.650,113.946,102.543,102.689,150.000,164.513,86.536,48.203,36.963,31.004,27.518,22.957,18.798,17.060,201.563,3680.637,7700.285,3068.219,159.531,5.032,4.761,4.408,4.522,4.439,5.434,6.035,6.493,7.224,7.601,8.808,
440,428.799,402.703,406.315,427.894,450.175,572.364,549.568,483.265,423.697,355.285,340.404,345.445,352.639,355.259,344.225,323.400,304.688,276.494,249.733,224.741,202.872,181.613,168.567,154.436,143.329,130.866,117.546,107.038,97.302,103.993,153.133,137.552,69.019,41.940,34.566,30.340,27.513,22.887,18.344,16.330,198.311,3570.482,7395.617,2903.247,132.140,5.188,4.759,4.618,4.441,5.367,5.886,6.490,6.815,7.590,8.463,
445,426.812,386.108,406.088,413.394,448.876,549.219,551.411,482.446,427.791,362.106,341.505,343.172,348.858,354.971,341.033,323.055,301.233,275.511,247.564,226.866,202.411,185.533,169.196,155.716,144.499,132.170,121.374,110.546,100.042,92.606,104.705,151.190,115.162,56.597,39.045,33.737,30.335,27.717,21.743,18.244,16.388,156.679,3149.764,7171.575,2859.468,147.096,5.690,4.725,4.420,5.303,5.821,6.192,6.823,7.253,8.196,
450,650.583,385.284,378.790,405.615,421.914,550.101,541.166,482.468,424.494,362.264,341.549,339.628,347.387,344.083,335.116,315.089,299.006,272.277,246.630,221.104,200.864,184.319,170.504,157.795,145.704,134.036,124.770,115.451,104.208,94.425,87.972,111.745,140.893,91.144,47.274,37.356,33.182,31.082,27.871,22.025,18.015,16.408,137.731,3057.832,6830.297,2892.316,147.415,5.408,4.807,5.334,5.860,6.024,6.867,7.081,7.989,
455,1328.851,383.847,363.451,386.482,419.700,526.534,540.233,473.300,418.580,361.362,338.290,337.543,337.255,336.626,326.204,308.706,291.116,267.578,240.262,218.846,197.930,182.212,167.277,157.401,145.507,136.331,125.681,116.922,107.301,96.721,87.534,85.418,115.426,123.680,70.835,43.401,36.832,33.816,31.115,27.415,21.536,18.238,17.274,165.987,3036.475,6573.654,2591.996,114.089,5.496,5.734,5.988,5.888,6.417,7.019,7.871,
460,2155.197,608.979,340.077,371.767,392.011,516.405,523.305,468.750,423.463,362.214,336.125,330.437,332.624,330.715,316.443,300.381,278.202,257.288,231.954,213.744,191.214,176.355,164.595,152.945,144.015,135.077,125.549,118.167,108.922,98.945,89.391,81.691,82.581,114.434,104.292,59.006,41.532,37.847,34.237,31.866,27.446,22.222,19.131,17.887,122.190,2817.128,6399.619,2515.919,115.278,6.508,6.466,6.177,6.452,6.604,7.695,
465,2065.320,1325.986,370.916,359.249,383.799,497.166,508.799,455.736,410.618,352.041,329.901,319.705,324.751,316.841,303.949,287.142,268.424,243.509,224.771,205.133,187.799,172.894,159.300,149.399,140.188,131.745,124.199,116.494,108.346,99.422,91.262,81.376,73.860,82.049,110.658,87.424,52.350,42.337,38.826,35.719,33.386,28.269,23.349,20.709,18.579,120.626,2802.861,5922.549,2591.164,164.570,7.026,6.478,6.352,6.736,7.456,
470,1158.959,2123.871,655.735,347.120,366.745,478.545,492.291,438.806,407.712,348.293,321.128,315.125,319.048,305.548,291.637,272.101,256.089,234.745,215.528,195.265,179.083,165.537,155.216,144.935,137.417,129.775,121.829,115.963,109.251,100.140,92.513,82.810,74.778,68.141,85.703,103.387,74.985,50.006,42.972,39.576,36.659,34.477,29.382,24.500,21.241,19.085,143.394,2692.541,5946.415,2646.682,139.768,7.323,6.839,6.843,6.987,
475,443.320,2050.919,1441.026,360.816,353.963,456.663,476.572,432.626,395.569,343.162,318.269,309.269,309.273,301.210,285.794,266.058,249.440,225.417,206.033,188.109,171.585,158.580,149.447,141.564,134.009,126.380,120.688,113.829,107.931,100.372,93.290,83.459,76.478,67.500,67.198,89.347,96.956,68.408,50.183,44.813,40.926,38.495,36.458,31.428,25.407,22.390,19.970,117.762,2385.076,5852.156,2416.283,114.402,7.496,7.076,7.490,
480,302.461,1105.469,2210.791,663.606,335.897,437.475,460.703,424.118,391.927,333.304,308.812,300.649,300.262,289.849,274.636,256.563,234.711,215.524,196.625,183.101,166.491,154.568,144.666,136.580,128.953,123.035,118.477,113.009,106.714,100.894,93.356,85.743,77.863,69.560,65.090,69.010,93.396,90.094,63.454,50.532,46.467,42.439,40.151,38.248,31.484,25.926,22.631,20.702,108.835,2201.613,5563.022,2405.213,116.353,7.855,7.711,
485,298.719,426.977,1977.865,1417.322,357.092,428.096,447.764,410.140,381.632,329.192,302.452,293.763,290.097,284.426,269.238,246.453,228.209,206.275,188.783,175.689,161.445,148.635,139.749,131.801,125.766,118.521,115.611,109.904,104.583,99.238,93.574,86.069,78.199,70.762,65.709,63.939,75.062,95.991,82.749,59.640,51.155,46.967,43.156,41.315,37.448,30.165,25.733,22.124,20.792,119.332,2539.297,5368.921,2050.937,95.686,8.180,
490,365.462,283.354,1026.179,2194.422,662.723,410.723,426.923,390.487,368.700,319.541,295.063,287.888,277.845,270.698,256.991,236.728,218.036,196.311,178.650,166.244,153.258,140.932,133.211,126.819,121.067,114.978,110.135,107.446,102.921,96.718,91.106,85.155,77.209,71.014,66.474,63.920,65.138,80.751,94.403,74.675,56.788,50.186,46.151,43.412,39.509,35.817,28.500,24.029,21.496,20.533,115.276,2227.780,5073.295,2144.983,113.595,
495,468.734,270.305,364.534,1957.392,1482.251,440.673,406.977,378.725,346.062,304.263,285.076,275.439,266.331,257.707,242.715,219.334,203.035,187.007,171.703,158.225,145.978,136.328,127.225,120.315,113.283,109.011,104.534,103.106,98.595,93.500,90.165,83.182,77.694,70.662,66.185,64.495,64.049,67.960,85.208,89.967,67.612,54.164,49.024,44.568,40.159,37.601,32.851,26.350,22.242,21.004,19.415,105.773,2254.689,5008.717,2179.125,
500,522.575,302.324,254.871,1047.052,2219.540,854.385,384.499,356.471,335.521,293.075,272.957,264.294,256.875,246.026,230.481,213.831,193.725,177.924,161.900,150.529,138.677,128.486,119.705,114.352,108.769,104.407,100.784,96.203,94.540,90.217,86.706,80.701,76.055,69.167,66.108,64.419,64.350,65.067,70.548,86.848,80.656,60.347,50.858,46.150,41.042,36.861,35.040,29.674,23.744,21.456,19.152,16.880,115.347,2044.202,4813.451,
505,450.515,383.217,243.960,384.859,1963.340,1897.920,409.024,338.224,316.676,276.367,259.622,251.815,246.291,234.536,220.442,200.053,185.307,166.686,153.443,142.301,130.751,120.831,113.290,108.959,104.291,99.739,95.239,92.993,90.672,86.809,82.545,78.101,73.907,68.711,63.988,63.652,63.626,63.783,64.138,73.543,84.038,70.960,54.297,47.573,42.106,37.508,34.322,32.138,26.512,22.976,19.743,16.800,14.778,100.638,2077.618,
510,344.248,449.846,264.778,245.594,962.068,2866.728,816.199,320.186,299.994,269.093,248.410,238.795,232.705,220.364,205.854,188.502,175.680,157.348,146.619,135.048,125.054,114.509,108.075,103.231,97.168,91.791,89.210,87.715,85.982,83.381,79.067,76.738,71.696,65.809,63.213,62.206,62.523,63.486,63.965,64.233,73.138,78.319,63.734,49.419,42.870,37.613,34.342,31.467,30.020,26.009,20.901,17.876,15.348,14.135,82.692,
515,226.454,440.460,319.042,225.915,349.510,2455.285,1834.302,348.767,282.414,250.435,235.773,225.092,221.548,211.993,195.805,179.374,166.667,149.033,136.831,126.464,115.252,108.982,102.185,95.242,90.732,87.193,84.935,82.868,81.377,78.546,75.382,71.346,67.952,63.433,61.238,59.763,60.696,61.707,62.383,61.617,62.710,72.509,71.102,54.625,44.100,39.258,34.763,30.928,29.435,29.203,23.875,19.006,16.264,14.561,13.931,
520,196.165,334.588,388.131,228.773,231.882,1198.464,2847.459,759.258,273.304,242.023,223.314,217.001,210.832,200.971,184.774,166.369,156.390,139.868,129.085,119.163,110.433,102.649,95.663,89.175,85.345,81.901,80.236,78.161,75.999,74.237,71.456,68.542,65.454,60.014,57.125,58.101,58.906,59.983,60.564,59.806,58.222,60.780,69.106,61.818,47.198,39.647,35.257,31.260,29.175,29.076,27.636,21.348,17.161,15.062,14.236,
