275,15.931,10.048,13.431,185.489,620.007,494.695,77.148,296.148,2894.584,5034.306,1953.565,99.911,3.812,3.360,2.197,1.771,1.343,1.423,1.158,1.098,1.122,1.198,1.015,1.013,0.944,1.149,1.340,0.964,1.044,0.717,0.709,1.014,0.993,0.849,1.083,0.930,0.883,0.991,0.782,0.988,1.090,1.006,1.019,0.859,0.862,0.808,0.749,0.735,0.734,0.685,0.675,0.613,1.341,4.981,11.745,
280,31.022,20.239,13.895,24.450,270.155,826.480,404.431,85.940,321.438,3129.332,5434.581,2072.408,103.779,4.166,3.259,2.477,1.959,1.522,1.033,1.241,1.063,1.004,0.898,1.098,1.048,1.094,1.014,1.149,0.851,0.918,1.010,1.032,1.217,1.233,1.318,1.139,1.055,1.274,1.234,1.359,1.221,1.410,1.252,1.170,1.113,0.985,0.870,0.827,0.736,0.746,0.743,0.587,0.608,0.998,2.700,
285,73.212,37.292,22.547,20.203,54.138,481.130,893.112,355.446,127.891,398.969,3129.087,5646.401,2230.794,117.124,3.843,2.659,2.255,1.574,1.549,1.205,1.233,1.225,1.369,0.993,0.839,0.996,1.180,1.226,0.747,0.807,1.281,1.427,1.600,1.660,1.714,1.789,1.533,1.665,1.491,1.694,1.699,1.790,1.675,1.606,1.467,1.437,1.319,1.070,1.000,0.835,0.960,0.850,0.869,0.989,1.137,
290,120.878,61.444,38.660,40.546,48.295,130.616,684.675,877.799,350.510,165.442,371.440,3349.987,6235.468,2356.721,102.185,3.512,2.451,1.672,1.461,1.553,1.045,1.115,1.172,0.942,1.072,1.226,1.225,1.224,1.100,0.848,1.009,1.381,2.038,2.319,2.334,2.177,2.021,1.957,1.860,1.940,2.186,2.056,2.211,2.118,1.983,1.686,1.628,1.402,1.101,1.125,1.167,1.068,1.081,1.161,1.294,
295,168.724,91.959,63.546,59.192,72.175,104.528,254.318,814.859,862.979,302.329,168.848,395.477,3623.157,6130.458,2172.294,115.071,3.319,2.153,1.558,1.671,1.275,1.180,0.905,1.092,1.044,1.338,1.299,1.113,1.008,0.809,1.092,1.631,2.281,2.698,2.497,2.306,2.289,2.281,2.076,2.237,2.338,2.459,2.476,2.556,2.300,2.313,1.974,1.648,1.418,1.495,1.271,1.228,1.366,1.550,1.756,
300,210.509,128.596,90.018,90.372,95.167,142.634,176.529,368.194,939.886,735.537,272.057,151.088,399.854,3351.509,5994.141,2181.104,109.730,2.686,2.451,2.212,1.511,1.246,1.061,1.005,1.156,1.087,1.012,1.199,0.636,0.974,1.233,1.755,2.216,2.542,2.624,2.757,2.289,2.486,2.225,2.399,2.585,2.511,2.676,2.803,2.546,2.523,2.215,1.928,1.593,1.750,1.750,1.844,1.954,1.993,2.288,
305,220.056,160.554,120.788,129.656,140.530,197.450,226.917,253.407,491.716,980.044,667.001,236.433,137.175,309.790,3143.378,5773.900,2316.157,90.451,3.213,2.307,1.888,1.594,1.157,1.176,1.179,1.159,0.894,1.298,1.071,1.033,1.165,1.640,2.310,2.624,2.866,2.881,2.672,2.528,2.501,2.785,2.588,2.803,2.999,3.003,2.765,2.657,2.392,2.081,1.873,2.094,2.071,2.339,2.319,2.565,2.844,
310,259.063,192.468,159.563,170.198,190.241,258.029,274.115,283.509,329.378,627.413,983.217,550.988,208.232,131.745,322.643,3084.897,5641.070,1761.890,94.851,2.608,2.008,1.680,1.570,1.252,0.994,1.187,0.951,1.211,0.989,0.970,0.972,1.757,2.251,2.579,2.864,2.903,2.956,2.844,2.753,2.818,2.818,3.102,2.805,2.858,2.707,2.933,2.614,2.374,2.184,2.303,2.488,2.823,2.866,2.994,3.803,
315,288.402,220.817,206.050,209.811,240.688,316.691,321.614,319.271,341.145,384.380,719.458,981.667,460.019,193.326,120.723,284.605,2777.338,4841.925,1873.061,92.814,2.297,1.703,1.538,1.256,1.504,1.240,1.271,1.304,0.871,1.087,1.131,1.451,1.964,2.514,2.778,2.791,3.036,2.825,2.948,2.924,2.968,3.189,3.071,3.289,3.042,2.931,2.989,2.532,2.327,2.770,2.978,3.200,3.502,3.846,4.514,
320,342.704,253.459,237.398,256.232,285.738,377.117,381.173,358.810,378.624,392.321,451.206,843.458,938.116,401.814,167.215,110.426,229.955,2504.984,4703.154,1850.514,80.847,2.878,1.620,1.222,1.353,1.381,1.224,1.213,0.891,0.948,0.973,1.496,1.813,2.458,2.655,2.992,2.978,2.824,3.186,3.114,3.138,3.415,3.261,3.577,3.434,3.266,3.169,2.881,2.699,3.080,3.481,3.682,4.069,4.442,5.374,
325,405.590,297.174,272.387,291.354,325.086,422.661,418.288,401.180,416.929,431.265,448.199,548.067,973.522,827.661,289.967,146.712,99.672,246.638,2533.711,4595.287,1528.092,67.596,2.255,1.892,1.183,1.290,1.231,1.105,0.934,1.096,1.075,1.329,2.122,2.415,2.767,2.824,3.149,2.844,3.180,3.225,3.387,3.585,3.542,3.900,3.825,4.034,3.892,3.451,3.110,3.329,3.889,4.158,4.651,4.955,5.878,
330,468.995,360.633,313.440,325.805,347.112,462.302,456.669,430.995,451.815,467.145,486.617,503.796,622.984,954.345,652.471,228.410,129.905,82.648,219.876,2312.644,4250.063,1554.392,62.599,1.985,1.546,1.495,1.317,1.185,0.991,0.983,0.948,1.400,1.768,2.273,2.606,2.930,3.295,3.287,3.332,3.264,3.550,3.675,3.814,4.115,4.014,4.338,4.205,3.812,3.444,3.987,4.309,4.390,5.096,5.358,6.409,
335,516.110,399.195,354.671,352.782,370.962,481.037,480.692,452.115,474.168,499.348,523.465,546.898,529.939,644.677,892.632,505.445,187.126,107.040,71.876,194.184,2177.794,3939.413,1411.225,62.246,2.247,1.658,1.456,1.303,1.214,1.123,1.107,1.152,1.616,2.237,2.467,2.796,3.131,3.113,3.205,3.481,3.559,3.847,4.153,4.360,4.197,4.775,4.532,4.154,3.937,4.643,4.974,4.871,5.388,5.848,6.731,
340,583.004,456.903,404.202,386.088,395.307,504.083,503.219,482.765,502.903,523.886,562.973,584.622,571.010,505.132,667.153,797.219,384.237,142.843,93.770,65.790,204.408,2041.606,3768.812,1271.614,52.382,2.163,1.649,1.382,1.271,1.295,0.988,1.148,1.774,2.089,2.441,2.980,3.152,3.044,3.390,3.443,3.587,3.962,4.253,4.458,4.703,5.102,5.118,4.706,4.540,4.990,5.201,5.542,6.174,6.246,7.213,
345,626.763,522.479,448.466,423.021,425.141,525.270,530.981,508.392,524.635,549.398,591.284,624.233,609.464,537.196,471.263,667.400,704.717,279.441,128.485,88.803,66.608,170.312,2031.456,3687.090,1283.321,54.569,2.181,1.596,1.202,1.095,1.108,1.239,1.629,1.810,2.424,2.869,3.007,3.176,3.290,3.574,3.696,3.858,4.209,4.578,4.749,5.295,5.271,5.029,4.933,5.594,5.866,5.916,6.604,6.812,7.566,
350,675.696,561.552,499.111,474.105,450.371,545.552,548.976,530.091,559.014,574.242,607.576,659.965,662.552,598.129,487.538,456.016,683.694,568.421,221.693,120.738,90.208,66.901,187.991,1953.608,3507.079,1175.340,56.749,2.142,1.437,1.363,0.995,1.539,1.807,1.857,2.282,2.790,3.020,2.898,3.205,3.503,3.649,4.074,4.315,4.751,4.854,5.537,5.679,5.292,5.283,6.252,6.671,6.772,7.175,7.479,8.352,
355,714.703,618.984,560.692,523.870,500.236,591.782,589.541,570.574,585.179,603.123,642.909,699.039,701.606,642.599,546.311,453.839,473.211,679.642,467.662,190.821,121.676,94.608,69.659,194.934,2009.824,3158.661,1071.632,38.860,1.868,1.370,1.320,1.435,1.557,2.160,2.283,2.870,2.990,3.342,3.198,3.658,3.717,4.046,4.411,4.868,5.088,5.867,5.893,5.599,5.619,6.590,7.533,7.667,8.040,8.120,9.156,
360,753.223,683.413,609.842,587.859,547.936,650.453,637.095,602.477,614.433,635.015,676.459,735.228,763.166,711.874,620.835,520.840,444.187,496.793,655.967,402.295,180.336,130.688,98.536,71.656,155.986,1701.450,3002.409,1140.947,41.295,1.864,1.352,1.471,1.717,2.197,2.562,2.782,2.936,3.112,3.427,3.525,4.055,4.033,4.386,5.168,5.187,5.717,6.338,6.016,6.093,7.236,8.344,8.364,9.097,9.087,10.131,
365,819.453,728.717,673.346,642.678,604.697,697.474,678.128,643.860,648.275,661.583,716.842,779.424,822.797,786.650,700.000,605.652,514.635,434.684,532.712,619.631,329.745,174.319,131.285,94.353,63.671,163.212,1605.457,2975.346,1029.667,42.537,1.991,1.894,1.786,2.391,2.840,3.026,3.279,3.403,3.345,3.822,4.040,4.385,4.447,5.296,5.518,6.135,6.552,6.395,6.669,8.073,9.052,9.325,9.779,10.075,10.905,
370,875.198,777.179,740.146,702.979,656.436,755.910,727.061,673.032,681.955,698.592,757.839,833.947,892.434,867.609,797.018,698.707,603.726,495.765,437.913,568.421,563.793,282.881,168.303,122.323,84.767,55.178,145.045,1555.558,2904.070,939.507,42.432,2.514,2.262,2.471,3.166,3.454,3.509,3.833,3.828,3.991,4.414,4.573,4.962,5.464,5.725,6.535,7.001,6.784,7.011,8.617,9.840,10.223,10.951,11.006,11.756,
375,930.214,843.499,815.947,770.168,715.167,828.445,769.990,719.220,721.174,736.074,799.087,904.346,973.345,973.294,905.991,809.399,708.017,580.225,483.254,448.025,583.603,493.903,245.569,155.992,109.917,72.918,49.085,124.596,1617.110,2468.214,1001.326,43.667,2.906,2.960,3.515,3.984,4.212,4.541,4.355,4.596,4.908,5.033,5.311,5.731,6.281,6.868,7.525,7.254,7.589,9.177,10.945,10.889,11.622,11.995,12.909,
380,1002.066,922.383,873.975,830.114,771.390,882.255,832.024,751.174,756.312,771.841,844.079,959.692,1055.921,1073.584,1019.128,920.986,809.220,665.466,551.355,462.199,461.809,575.257,411.758,206.596,136.446,94.507,63.691,44.567,143.912,1299.510,2443.014,978.360,46.789,3.863,4.124,4.580,4.822,5.076,5.004,4.923,5.388,5.652,5.812,6.495,6.432,7.350,8.295,7.843,8.275,9.896,11.319,11.806,12.422,12.780,13.813,
385,1040.688,975.674,911.852,862.810,811.774,921.614,864.173,772.285,768.372,785.441,874.194,1006.892,1130.689,1162.667,1123.246,1026.058,906.287,754.756,622.130,510.821,434.453,460.184,527.214,329.064,170.058,115.437,81.488,56.185,40.104,125.868,1124.674,2620.583,982.715,47.935,5.382,5.606,5.461,5.578,5.805,5.766,5.976,5.965,6.080,6.923,7.018,7.823,8.503,8.404,8.644,10.432,11.911,12.148,12.958,13.131,14.485,
390,1108.282,1017.532,956.761,898.806,842.150,953.861,894.280,793.061,778.425,794.697,888.422,1032.824,1174.129,1230.752,1201.252,1106.529,991.208,825.517,687.103,568.688,469.159,402.491,451.075,464.432,257.727,141.804,99.276,73.237,52.148,38.432,88.873,1232.744,2476.578,943.505,55.006,6.475,6.392,6.416,6.037,6.258,6.333,6.528,6.677,7.098,7.342,8.226,8.818,8.563,8.993,10.974,12.392,12.529,13.382,13.673,15.140,
395,1142.759,1046.218,992.307,924.294,874.001,992.200,914.223,812.142,793.064,800.670,900.982,1055.865,1211.196,1289.145,1265.369,1189.082,1064.974,892.087,745.917,618.090,513.054,423.185,374.950,440.635,385.532,200.968,121.949,90.671,67.993,48.892,36.383,108.196,1189.443,2324.186,831.747,47.798,7.208,7.263,6.744,6.755,6.939,7.017,6.876,7.732,7.648,8.548,9.049,9.000,9.131,11.204,12.736,12.968,13.853,14.042,15.596,
400,1229.430,1109.596,1044.652,981.349,908.073,1035.044,959.596,841.685,813.987,825.245,923.621,1088.166,1261.416,1350.069,1350.535,1277.024,1159.159,976.303,824.739,685.550,567.861,467.674,386.738,358.967,419.328,323.439,169.080,115.665,87.516,65.041,47.232,35.222,83.641,1154.335,2120.492,836.532,47.733,8.149,7.762,7.768,7.326,7.448,7.698,8.175,8.499,9.032,9.781,9.509,9.539,12.009,13.180,13.837,14.862,14.611,16.227,
405,1299.798,1190.541,1112.327,1052.897,997.247,1123.417,1039.736,897.377,854.864,859.294,962.251,1142.893,1328.307,1439.587,1454.667,1382.849,1266.900,1088.463,921.758,772.820,642.913,530.789,440.097,364.954,357.948,400.635,273.736,154.232,112.992,86.371,64.816,47.038,36.173,90.107,1063.384,1946.142,790.922,47.966,9.060,8.560,8.290,8.270,8.384,8.782,8.648,9.889,10.446,9.765,10.271,12.314,14.002,14.449,15.522,15.838,17.284,
410,1429.512,1264.559,1177.473,1122.186,1072.664,1214.792,1115.116,971.752,908.500,907.058,1012.707,1198.693,1407.344,1520.472,1566.880,1504.778,1394.124,1200.701,1023.815,865.983,724.897,604.731,502.433,414.492,352.789,369.126,376.112,237.592,146.661,111.482,86.113,64.186,47.480,35.491,96.427,947.499,1920.465,683.935,44.257,9.717,9.088,8.881,8.817,9.883,9.747,10.890,11.250,10.801,11.049,13.353,15.305,15.519,16.777,16.693,18.742,
415,1498.308,1353.544,1244.672,1205.168,1136.092,1303.139,1195.013,1026.561,960.337,945.498,1047.767,1239.433,1453.772,1595.915,1631.187,1589.333,1492.755,1302.940,1126.056,955.771,804.933,669.642,565.177,474.976,397.845,344.925,376.211,351.526,212.159,144.770,110.657,85.200,65.018,47.498,37.651,76.214,943.463,1666.250,708.716,38.151,10.428,9.825,9.751,10.444,10.275,11.113,11.792,11.376,11.789,13.957,15.906,16.385,17.341,17.914,19.739,
420,1584.785,1364.200,1276.057,1220.952,1162.077,1350.637,1243.354,1056.835,979.492,953.997,1052.949,1236.782,1460.456,1610.099,1656.196,1621.495,1536.772,1364.035,1184.212,1019.122,864.013,730.098,616.752,524.126,444.210,373.085,340.050,378.113,313.264,192.072,138.019,106.826,82.792,62.759,47.505,38.936,77.491,758.710,1582.744,578.483,42.120,10.913,10.403,10.783,10.677,11.657,12.178,11.784,11.973,14.441,16.076,16.784,17.878,18.308,20.187,
425,1566.506,1393.913,1292.778,1233.170,1166.219,1384.898,1278.561,1086.481,1007.903,959.523,1045.057,1221.394,1445.036,1586.187,1649.727,1629.987,1549.194,1387.374,1222.176,1059.164,911.162,774.788,658.815,563.885,482.486,410.444,351.405,337.830,362.919,271.678,172.697,126.415,100.237,78.115,61.114,48.965,40.649,72.235,692.333,1375.821,527.518,35.852,11.079,11.114,10.737,11.933,12.492,11.909,12.158,14.748,16.854,17.148,17.834,18.326,20.579,
430,1537.721,1386.246,1267.776,1217.936,1171.194,1395.269,1284.621,1098.195,998.896,951.659,1025.053,1199.972,1400.910,1539.904,1609.207,1596.677,1537.236,1390.344,1236.328,1082.784,940.854,805.241,697.807,601.422,517.196,442.026,380.185,329.407,332.453,336.161,237.369,154.499,119.264,93.596,76.981,63.202,50.458,42.263,63.573,643.568,1262.724,522.589,34.268,11.754,11.340,11.691,12.334,11.858,12.145,14.685,16.434,16.813,18.058,18.382,20.681,
435,1484.819,1322.744,1252.849,1195.744,1155.283,1355.823,1277.829,1091.656,992.566,933.346,1002.799,1144.777,1344.202,1487.934,1553.959,1552.936,1499.728,1373.063,1236.152,1097.404,959.348,835.365,724.941,627.183,545.817,468.822,405.289,348.695,308.585,319.189,303.020,198.834,138.276,108.668,89.907,77.026,64.580,53.168,43.763,64.914,566.605,1143.373,457.777,38.255,11.888,11.981,12.330,11.660,11.929,14.073,16.030,16.624,17.976,18.350,20.403,
440,1492.422,1316.119,1214.999,1169.779,1143.850,1363.774,1275.055,1091.816,993.578,926.062,982.612,1111.081,1292.546,1410.000,1483.791,1493.174,1457.514,1342.974,1218.400,1094.777,967.984,844.411,742.500,651.501,566.183,490.028,422.189,365.060,317.096,287.955,304.660,261.588,172.528,125.164,104.631,90.772,77.486,65.845,53.117,43.303,59.303,503.596,1057.102,448.291,32.659,12.401,12.436,11.665,11.544,13.921,15.493,16.376,17.448,17.782,19.837,
445,1383.494,1260.705,1175.207,1120.938,1101.014,1326.782,1255.201,1075.639,974.710,902.433,940.004,1062.673,1227.355,1333.922,1410.790,1413.670,1394.218,1290.240,1188.057,1077.210,962.421,849.695,749.094,660.231,579.120,501.717,435.085,378.336,328.051,285.119,267.021,285.920,227.835,149.048,117.550,102.075,90.101,79.501,66.547,53.778,43.259,52.965,470.024,993.175,434.118,31.192,12.499,11.283,11.503,13.590,15.129,15.349,16.823,17.330,19.334,
450,1572.192,1199.609,1120.610,1080.130,1050.790,1279.823,1217.421,1055.054,959.148,875.802,898.511,1008.456,1146.643,1252.531,1311.294,1332.946,1312.342,1236.038,1140.566,1040.665,935.521,832.940,738.504,657.954,578.032,503.452,438.083,380.380,335.859,289.084,253.279,250.074,259.058,189.928,133.131,113.514,100.807,91.565,79.813,65.283,52.207,40.671,60.442,442.629,992.926,377.871,29.907,11.453,10.933,13.337,14.384,14.712,15.857,16.872,18.437,
455,2143.626,1141.047,1053.879,1022.715,1004.446,1221.898,1168.464,1022.310,932.716,839.171,863.037,947.336,1072.274,1162.739,1221.642,1231.631,1221.574,1154.135,1077.444,992.025,899.603,806.375,723.656,643.359,568.579,494.588,434.294,381.687,334.824,291.008,254.104,224.589,236.079,224.992,159.802,123.479,109.377,99.297,88.634,75.631,59.678,46.989,37.274,56.461,407.509,817.128,349.946,33.780,11.120,12.468,13.864,14.026,14.994,15.909,17.764,
460,2838.853,1271.038,988.732,959.364,936.833,1159.011,1112.890,967.983,890.345,804.110,809.018,889.651,983.258,1058.282,1110.480,1124.732,1124.377,1063.555,1005.356,927.098,850.538,766.412,687.830,616.502,547.803,481.127,420.984,373.812,328.973,290.616,252.832,218.725,202.680,215.802,195.371,140.262,116.236,104.207,93.696,82.121,68.794,53.643,41.710,32.767,38.948,401.163,864.811,413.167,27.032,12.265,13.047,13.399,14.290,14.739,16.343,
465,2585.657,1877.887,934.368,889.010,876.239,1077.639,1046.723,917.870,846.338,762.983,760.278,813.900,904.046,956.980,1003.711,1027.004,1021.444,974.155,920.175,857.502,792.247,712.258,650.215,583.955,519.217,459.294,405.010,357.728,317.163,280.742,250.743,218.354,192.418,182.014,197.020,168.055,125.262,107.099,96.782,85.209,72.972,59.202,45.827,35.755,28.118,39.233,367.611,950.765,386.459,29.400,12.525,12.845,13.567,13.821,15.365,
470,1699.525,2487.680,1117.009,808.724,808.978,1003.205,984.379,868.619,790.424,714.159,707.365,759.064,824.692,870.555,916.115,924.347,925.482,887.669,841.673,788.095,730.955,666.669,604.074,548.026,489.566,432.165,385.086,342.121,305.790,271.071,240.905,212.063,186.835,163.799,169.416,179.394,143.296,111.070,97.341,85.537,73.580,62.613,49.639,38.332,29.908,24.869,38.944,500.380,804.642,313.041,28.623,12.486,12.702,13.239,14.489,
475,1002.188,2295.880,1745.725,772.000,737.729,928.866,907.295,815.581,744.832,670.706,660.358,694.740,746.186,787.794,815.028,830.997,833.047,799.160,758.566,717.613,664.701,611.743,559.525,506.186,455.273,409.332,360.949,323.020,291.220,260.703,231.058,205.519,180.783,157.563,145.667,159.652,159.535,124.289,99.153,86.315,73.844,62.012,53.638,42.080,31.705,26.433,22.247,38.948,302.156,2579.161,287.837,24.311,11.986,12.313,13.161,
480,802.928,1417.347,2277.608,972.268,682.626,853.711,841.813,757.367,697.898,622.644,605.209,636.418,679.314,709.885,730.257,738.405,741.178,719.366,683.984,646.651,607.786,557.970,514.351,468.358,421.044,379.616,337.372,304.311,274.933,247.201,221.037,196.908,174.985,151.418,137.209,133.965,149.295,140.228,106.718,86.008,74.227,62.399,53.371,45.883,35.385,28.372,23.570,19.701,27.500,1702.756,642.931,299.095,25.578,11.702,13.004,
485,725.937,778.493,1995.373,1542.732,654.329,787.118,776.502,704.190,648.654,583.201,565.819,586.756,620.963,638.322,659.865,666.277,664.331,642.433,617.155,586.545,552.087,509.699,469.057,429.608,392.720,352.498,318.018,286.120,258.248,233.348,210.190,188.862,167.643,147.530,132.916,123.129,126.056,139.761,119.607,89.538,73.216,62.890,52.885,45.876,38.799,30.512,25.097,20.330,18.052,71.004,285.202,704.337,244.681,21.804,12.287,
490,738.757,596.295,1162.998,2073.207,859.985,710.397,714.747,648.023,608.090,537.770,528.110,532.339,560.270,575.604,586.496,593.079,591.661,573.158,551.283,528.603,499.450,461.001,425.068,395.216,358.527,324.945,293.247,266.016,242.808,220.258,198.303,178.928,160.622,141.058,127.474,116.638,109.992,120.124,126.006,99.963,74.659,62.586,52.715,45.736,39.290,34.292,26.474,21.626,18.803,18.553,27.068,254.174,572.614,270.777,23.824,
495,793.984,559.789,595.148,1837.367,1458.173,699.245,651.937,594.557,553.771,500.897,479.808,492.463,509.678,516.169,524.566,526.198,528.983,509.930,491.529,471.156,443.401,413.958,384.191,358.170,327.910,299.248,269.225,246.623,224.863,205.777,187.394,169.640,151.795,133.294,121.729,112.326,104.497,102.099,112.225,109.671,82.514,62.703,53.004,44.494,38.172,35.200,30.188,23.438,19.697,18.647,16.881,24.366,265.252,578.607,234.596,
500,799.005,529.555,467.450,1055.604,1986.396,974.402,600.859,552.158,518.303,458.420,440.083,450.715,464.078,467.945,473.972,475.148,468.886,454.734,437.327,423.730,399.889,372.940,349.124,324.102,301.156,272.682,249.010,227.834,209.766,192.289,175.088,158.714,144.166,127.393,115.161,106.297,98.830,92.990,92.595,103.502,92.234,66.978,52.716,45.333,38.412,33.811,31.735,26.390,20.942,19.844,17.338,15.829,25.789,240.829,513.897,
505,696.962,567.941,428.101,517.354,1738.928,1749.030,578.908,504.055,476.589,422.587,411.738,409.631,423.887,423.610,421.016,426.283,417.316,403.727,390.820,378.215,359.356,335.186,314.709,292.942,272.272,248.069,229.550,210.768,194.457,179.846,164.337,149.816,135.068,120.348,108.786,101.694,94.534,88.578,83.670,86.255,92.481,75.091,54.566,45.075,38.617,33.935,29.912,27.828,23.288,20.158,17.841,15.902,14.632,24.571,228.511,
510,530.678,618.518,418.498,381.625,944.271,2375.349,831.323,455.562,431.235,389.348,375.711,375.201,379.938,374.762,372.736,372.007,370.410,359.871,347.570,335.344,318.403,298.666,280.077,265.975,246.085,224.719,208.033,193.389,179.511,165.476,151.901,138.856,124.960,112.146,101.805,94.290,87.915,84.081,77.658,73.164,78.319,79.530,60.909,46.180,38.365,33.306,29.420,27.113,25.693,22.656,18.536,16.356,15.184,13.886,20.652,
515,400.249,580.701,454.470,347.155,430.556,2010.939,1500.492,449.408,394.896,360.221,346.247,342.491,350.054,340.430,338.452,335.485,330.128,319.979,309.671,300.903,286.318,271.086,252.739,235.296,222.914,206.584,189.838,176.821,163.743,152.418,140.265,128.630,117.811,104.385,95.506,88.565,83.536,78.891,73.451,67.596,65.862,71.028,66.918,50.019,38.535,33.484,29.634,25.961,24.836,25.360,20.138,17.010,15.329,14.467,13.787,
