275,16.780,5.259,12.743,196.840,628.818,493.254,71.216,248.313,2207.584,3692.661,1400.078,75.934,3.618,2.640,2.145,2.582,2.138,1.784,1.550,1.817,1.486,1.669,1.148,1.098,1.177,1.220,1.138,1.140,0.963,1.041,0.872,0.903,0.919,0.823,0.943,0.780,0.805,0.789,0.850,0.829,0.807,0.893,0.787,0.816,0.565,0.685,0.778,0.713,0.660,0.721,0.668,0.812,1.559,4.941,11.900,
280,13.564,14.433,8.142,19.371,274.474,841.605,377.076,56.187,229.649,2296.480,3869.718,1503.961,65.384,3.561,2.789,2.115,1.939,1.943,1.675,1.533,1.832,1.263,1.363,1.124,1.066,1.119,1.192,1.136,1.123,1.010,1.004,1.070,0.971,0.838,1.122,0.947,0.787,0.857,0.810,0.838,0.842,0.887,0.915,0.760,0.634,0.757,0.648,0.685,0.785,0.628,0.596,0.767,0.675,0.955,2.506,
285,18.698,15.479,12.598,9.147,37.828,455.894,857.012,290.990,50.942,266.838,2257.708,4070.163,1454.415,76.918,3.929,2.738,2.072,2.183,1.669,1.680,1.592,1.622,1.404,1.125,1.184,1.047,1.352,1.178,1.080,1.029,1.036,0.928,1.087,0.965,0.914,0.768,0.788,0.796,0.794,0.761,0.843,0.832,0.852,1.034,0.694,0.853,0.822,0.635,0.727,0.779,0.701,0.842,0.673,0.849,0.900,
290,20.000,19.502,18.125,13.201,14.014,76.637,620.097,798.584,230.219,54.545,226.401,2362.015,4266.749,1623.166,71.876,3.543,2.694,2.100,1.842,1.765,1.828,1.609,1.035,1.282,1.158,0.981,1.313,0.984,0.961,0.800,0.918,0.961,1.033,1.029,1.087,0.740,1.085,0.891,0.815,0.923,0.853,0.982,0.959,0.974,0.830,0.943,0.847,0.848,0.776,0.890,0.853,0.971,0.815,0.799,0.791,
295,41.715,31.283,20.874,20.973,18.563,28.924,152.992,692.525,713.372,153.393,58.848,255.452,2542.624,4213.703,1448.476,67.233,3.104,2.313,2.257,1.638,1.955,1.528,1.092,1.169,1.251,0.994,1.061,1.062,1.007,1.096,1.018,0.910,0.976,1.156,1.175,1.227,0.992,1.047,0.941,0.949,1.127,0.957,1.025,0.927,1.017,0.893,1.020,0.887,0.999,0.885,1.011,0.921,0.861,0.964,0.841,
300,49.628,40.050,31.246,26.083,28.149,36.978,53.631,217.036,775.138,556.750,128.166,59.540,269.284,2235.041,3969.655,1390.287,68.272,2.740,2.408,1.805,1.728,1.298,1.207,1.523,1.323,0.969,1.273,1.055,1.037,1.075,0.872,0.845,1.008,1.018,1.219,1.169,0.955,0.967,0.969,1.101,1.084,1.194,1.185,1.047,0.982,1.093,1.124,0.915,0.941,1.090,1.063,1.064,0.968,1.158,1.062,
305,55.785,53.476,42.892,40.986,39.461,51.079,62.135,71.741,290.321,793.161,494.418,101.515,52.664,187.841,2114.287,3747.501,1436.492,66.473,2.504,1.970,2.076,1.847,1.422,1.631,1.135,0.790,1.222,1.085,0.973,0.918,1.044,1.025,1.140,1.225,1.212,1.108,1.193,1.167,1.066,1.183,1.110,1.212,1.204,1.134,1.060,1.207,1.234,1.002,1.092,1.163,1.146,1.135,1.142,1.302,1.281,
310,72.744,54.735,50.310,46.637,47.862,66.730,75.345,78.007,102.160,403.981,789.332,380.066,73.229,49.245,199.449,2031.658,3559.676,1258.920,60.345,2.372,2.092,1.740,1.679,1.172,1.174,1.174,1.053,1.147,1.034,0.926,1.062,1.061,0.825,1.169,1.343,1.310,1.062,1.234,1.146,1.052,1.359,1.160,1.267,1.266,1.205,1.041,1.046,1.163,1.217,1.364,1.260,1.362,1.213,1.321,1.359,
315,84.536,65.235,55.762,59.590,62.174,86.089,96.831,99.187,105.286,137.765,482.303,775.817,282.040,68.377,48.530,174.665,1818.895,3307.831,1189.661,55.117,2.246,1.846,1.718,1.639,1.227,1.217,1.247,1.208,1.108,1.111,0.928,1.085,1.045,1.262,1.401,1.341,1.219,1.257,1.290,1.172,1.376,1.326,1.258,1.320,1.414,1.322,1.379,1.321,1.220,1.293,1.533,1.592,1.438,1.527,1.587,
320,93.630,69.836,75.009,75.061,79.083,111.814,131.744,128.449,129.878,129.248,180.960,590.949,722.925,235.336,65.973,51.166,152.964,1713.543,3041.653,1159.906,53.560,2.090,1.638,1.624,1.462,1.245,1.202,1.120,1.188,1.048,0.910,1.069,0.930,1.269,1.497,1.343,1.323,1.272,1.303,1.432,1.197,1.412,1.413,1.447,1.404,1.242,1.433,1.354,1.313,1.408,1.518,1.681,1.578,1.662,1.968,
325,122.540,99.185,87.272,97.653,107.232,149.598,173.896,174.016,171.077,162.082,160.874,260.717,725.192,644.113,169.998,70.158,53.263,167.770,1668.348,2953.186,1039.603,43.252,2.010,1.623,1.363,1.106,1.291,1.365,1.138,0.884,0.953,1.035,1.358,1.297,1.530,1.448,1.357,1.354,1.405,1.349,1.602,1.550,1.469,1.697,1.635,1.712,1.732,1.481,1.555,1.619,1.779,2.058,1.798,2.095,2.485,
330,154.453,119.860,120.991,126.152,138.824,203.521,225.763,230.819,229.148,214.814,213.143,213.451,365.035,766.694,529.664,145.784,75.952,55.948,150.844,1520.873,2858.335,948.818,42.322,2.083,1.448,1.180,1.353,1.194,1.004,1.156,1.050,1.140,1.192,1.413,1.584,1.578,1.522,1.621,1.586,1.614,1.866,1.966,1.836,1.937,1.834,1.915,1.825,1.657,1.609,1.946,2.091,2.208,2.284,2.572,2.983,
335,205.455,162.482,148.840,162.276,184.038,262.328,296.371,296.157,299.735,284.457,282.473,279.446,282.924,456.388,790.026,432.440,131.801,77.280,55.866,134.582,1436.630,2489.533,890.057,39.380,1.781,1.553,1.375,1.249,1.181,1.302,0.935,1.136,1.223,1.284,1.737,1.578,1.635,1.644,1.815,1.984,2.136,2.356,2.292,2.393,2.413,2.374,2.260,2.037,2.068,2.262,2.380,2.703,2.734,3.157,3.706,
340,269.048,207.332,189.821,207.924,234.120,329.633,376.309,381.634,381.413,358.969,349.508,354.319,356.952,347.471,579.768,742.189,340.961,117.735,82.058,60.270,150.697,1345.831,2423.445,760.401,35.002,1.977,1.652,1.355,1.292,1.218,1.045,1.092,1.340,1.334,1.667,2.151,1.831,2.042,2.170,2.229,2.486,2.604,2.887,2.863,2.783,2.754,2.769,2.444,2.344,2.727,2.912,3.051,3.338,3.786,4.469,
345,319.139,267.685,244.058,265.290,294.244,419.941,475.688,474.455,476.559,441.238,439.911,446.191,449.284,419.539,409.372,637.347,687.158,274.269,130.910,97.422,73.924,140.806,1333.778,2189.227,808.964,34.096,2.165,1.532,1.374,1.233,1.093,1.223,1.329,1.666,1.800,1.987,2.244,2.284,2.474,2.693,2.854,3.098,3.230,3.481,3.283,3.194,3.373,2.761,2.755,3.185,3.651,3.740,4.036,4.614,5.592,
350,386.359,322.101,310.572,333.663,369.771,524.764,578.683,573.761,566.680,528.276,520.985,535.290,549.921,514.564,459.299,455.787,703.437,594.061,258.423,161.200,127.425,97.073,164.504,1233.841,2091.192,683.961,29.424,2.434,1.404,1.236,0.991,1.216,1.466,1.579,1.938,2.178,2.418,2.471,2.731,2.785,3.201,3.357,3.672,3.934,3.817,3.959,3.794,3.457,3.189,3.915,4.621,4.746,5.376,5.600,6.673,
355,482.386,403.409,393.577,409.226,454.509,624.849,692.697,676.184,656.836,614.390,617.244,626.480,647.735,627.455,567.733,494.955,531.837,759.877,560.287,282.067,205.952,165.596,120.981,178.495,1195.011,1931.044,609.792,25.270,2.107,1.536,1.307,1.433,1.502,1.748,2.280,2.469,2.667,2.906,3.131,3.233,3.902,3.965,4.183,4.350,4.478,4.450,4.431,4.036,3.965,4.815,5.488,5.603,6.268,7.250,8.245,
360,611.204,516.139,504.891,523.077,559.129,764.765,834.251,794.386,766.156,709.205,711.112,736.732,759.495,745.771,696.446,614.961,556.374,637.435,818.618,568.548,329.753,257.132,193.024,128.098,162.110,1066.585,1832.295,650.606,26.493,2.288,1.303,1.618,1.663,2.142,2.608,2.888,2.978,3.290,3.493,3.842,4.083,4.568,4.748,5.225,5.088,5.297,5.339,5.093,4.817,5.899,6.844,6.896,8.136,8.304,10.150,
365,751.425,647.978,642.554,653.335,699.548,923.004,974.733,924.053,889.832,814.559,812.988,837.124,866.950,865.534,819.471,745.882,675.164,625.240,760.513,855.242,548.291,361.350,272.031,190.120,120.109,151.585,1046.298,1774.566,576.534,26.172,2.494,1.838,1.756,2.482,2.808,2.970,3.310,3.541,3.965,4.150,4.828,5.135,5.683,5.745,6.063,6.338,6.541,6.017,5.946,7.506,8.319,8.708,9.888,10.525,12.201,
370,913.624,814.560,786.073,820.524,849.318,1100.762,1146.338,1071.018,1020.253,940.675,919.970,946.682,990.237,988.483,950.055,878.466,809.244,738.886,720.961,868.925,851.976,528.232,363.776,258.772,175.099,113.766,148.791,980.969,1626.600,569.458,28.344,2.576,2.424,2.547,3.274,3.794,3.791,4.199,4.305,4.873,5.338,5.897,6.475,7.031,6.927,7.608,7.456,7.063,7.447,8.885,10.345,10.835,12.382,12.700,15.134,
375,1153.772,994.350,954.771,981.023,1014.695,1297.881,1335.111,1237.302,1161.944,1056.535,1028.447,1056.372,1095.025,1107.013,1078.008,1009.192,941.369,868.775,816.622,805.703,937.932,804.638,499.842,342.350,240.798,164.426,112.923,131.806,877.229,1563.814,585.534,38.405,3.216,3.172,3.792,4.102,4.256,4.633,4.970,5.527,6.324,6.940,7.287,8.017,8.410,8.983,9.283,8.829,8.742,10.690,12.064,12.776,14.257,15.557,17.737,
380,1294.586,1159.814,1086.677,1103.795,1150.580,1441.668,1489.547,1362.614,1278.987,1158.684,1114.240,1139.824,1182.641,1196.389,1179.690,1123.611,1058.893,988.837,923.787,864.560,861.505,936.320,715.278,439.014,310.194,221.200,153.036,102.312,122.641,810.167,1467.849,586.442,31.413,3.972,4.194,4.621,4.748,5.021,5.380,6.221,6.680,7.692,8.364,9.201,9.390,10.484,10.743,10.062,10.088,12.074,13.957,14.843,16.471,17.623,20.080,
385,1488.603,1278.798,1203.669,1221.026,1235.978,1576.790,1582.079,1453.616,1373.247,1226.466,1178.482,1197.700,1247.111,1271.317,1263.230,1215.570,1167.028,1087.195,1022.365,950.364,863.160,857.940,875.314,603.076,384.623,276.066,198.502,134.768,84.656,101.889,762.644,1487.313,585.699,33.075,5.042,4.704,5.502,5.757,6.020,6.888,7.673,8.319,9.047,10.178,10.684,11.640,11.962,11.532,11.147,13.642,15.426,16.473,17.616,18.634,21.678,
390,1608.480,1388.974,1309.241,1282.963,1302.217,1631.362,1652.112,1523.469,1423.480,1258.475,1200.072,1218.199,1280.087,1313.307,1323.941,1284.423,1251.575,1172.568,1109.029,1022.894,920.640,823.222,822.180,771.682,503.234,330.308,239.753,168.554,109.685,69.616,87.343,768.061,1452.352,585.840,33.135,5.913,5.909,6.282,6.676,7.456,8.223,9.062,9.746,10.970,11.515,12.643,13.328,12.272,12.290,14.952,16.658,17.431,19.089,20.152,23.015,
395,1753.832,1500.420,1377.192,1352.244,1365.311,1702.975,1725.692,1559.334,1450.227,1278.026,1216.265,1230.813,1302.223,1352.861,1376.996,1360.131,1336.694,1258.484,1182.128,1100.687,983.473,859.685,758.295,770.214,652.327,405.132,277.310,199.184,135.659,87.620,60.408,91.257,733.449,1458.033,507.784,26.487,6.909,7.027,7.316,8.083,9.271,9.937,10.823,11.905,12.349,13.374,14.175,13.448,13.216,15.824,17.847,18.084,19.919,20.914,23.696,
400,1917.045,1673.618,1502.955,1461.958,1474.866,1835.948,1823.595,1642.712,1510.028,1322.499,1251.795,1276.201,1352.829,1421.554,1476.260,1480.577,1465.041,1387.409,1311.143,1208.265,1083.120,943.839,800.854,703.409,707.027,544.152,338.695,233.075,162.201,112.447,77.396,54.732,76.502,693.692,1248.394,462.456,28.730,8.235,8.573,9.291,9.911,11.134,12.015,12.937,13.520,14.677,15.415,14.658,14.557,17.390,19.210,19.820,21.461,22.698,25.790,
405,2150.353,1854.344,1689.604,1629.446,1643.621,2032.609,2006.685,1781.545,1603.084,1392.873,1310.399,1341.443,1439.620,1535.667,1618.069,1650.710,1653.111,1583.669,1498.053,1378.465,1230.845,1068.821,902.260,752.898,672.824,643.186,457.829,283.195,196.212,139.817,99.853,70.562,50.467,70.053,597.341,1174.205,424.049,30.134,10.349,10.745,12.015,12.516,13.528,14.556,14.972,16.403,17.371,16.333,16.140,19.141,21.303,22.037,24.021,25.137,28.374,
410,2444.481,2120.826,1897.260,1843.016,1848.498,2292.352,2216.151,1940.443,1733.877,1485.639,1397.576,1430.210,1563.242,1676.473,1798.637,1864.000,1887.112,1819.723,1728.386,1597.412,1424.400,1230.183,1037.317,853.328,697.538,636.275,580.799,380.066,240.245,172.682,127.817,91.515,64.920,45.784,74.042,580.623,1009.274,382.883,29.324,13.014,13.892,14.320,15.574,16.939,17.060,18.751,19.519,18.346,18.464,21.434,23.941,24.775,26.749,28.334,32.248,
415,2769.167,2358.423,2146.306,2079.753,2081.224,2563.838,2474.285,2130.113,1869.766,1584.115,1478.482,1524.158,1673.830,1827.766,1983.426,2087.869,2136.731,2092.148,2001.464,1852.472,1652.852,1420.941,1192.359,971.740,787.508,633.702,594.651,508.805,317.312,211.099,156.751,116.765,85.088,59.221,42.833,60.649,487.785,880.490,364.142,31.479,16.247,16.482,17.730,18.800,19.142,21.176,21.633,20.663,20.189,24.437,27.156,28.444,30.323,32.141,36.255,
420,3078.311,2614.453,2384.452,2300.783,2328.226,2817.656,2706.836,2285.716,1966.471,1646.441,1535.031,1584.358,1768.446,1947.834,2149.110,2291.436,2383.132,2342.312,2254.854,2100.344,1873.404,1610.542,1348.528,1098.852,876.419,695.434,575.312,547.643,428.461,267.427,189.222,141.282,105.483,75.721,53.272,40.182,57.261,419.196,847.891,350.330,33.907,19.345,19.899,21.446,21.626,23.698,24.592,23.041,22.148,26.740,29.682,31.272,33.308,35.531,39.844,
425,3289.336,2840.019,2566.669,2515.066,2520.037,3052.475,2902.876,2410.073,2057.748,1692.046,1575.019,1631.262,1824.154,2044.453,2282.585,2460.924,2571.056,2562.120,2490.156,2330.377,2086.034,1794.288,1494.964,1215.654,969.761,765.668,612.817,526.911,493.244,356.512,229.546,166.461,126.005,92.138,67.203,49.254,38.996,56.301,414.062,855.401,308.446,34.130,22.243,23.461,22.924,25.249,26.074,24.506,24.087,28.738,32.218,33.467,36.426,38.063,43.377,
430,3530.713,3025.208,2750.711,2649.072,2694.679,3272.923,3052.598,2523.468,2109.783,1716.368,1595.547,1655.124,1883.132,2120.638,2388.696,2602.866,2748.173,2762.599,2699.564,2545.544,2286.405,1975.468,1649.928,1333.987,1066.765,845.188,672.705,539.948,480.691,438.936,304.750,198.528,147.914,107.790,82.087,61.868,46.064,38.471,51.958,427.425,750.325,298.940,36.989,25.009,25.249,27.526,27.947,26.465,25.958,30.947,34.512,35.817,39.008,41.362,46.632,
435,3727.881,3142.461,2874.470,2813.252,2834.391,3429.990,3176.890,2600.731,2152.967,1745.986,1609.345,1669.180,1902.751,2172.455,2467.115,2706.988,2877.921,2906.250,2862.058,2713.979,2454.797,2129.998,1776.833,1444.948,1160.695,916.046,729.865,587.933,475.935,439.340,381.305,251.601,171.193,124.159,94.168,72.727,55.345,44.886,37.962,52.390,359.333,670.515,280.270,40.558,26.689,28.142,29.305,27.661,26.918,31.964,35.313,37.049,40.472,43.076,48.819,
440,3807.921,3190.282,2930.031,2881.406,2887.766,3543.855,3240.631,2624.685,2164.075,1752.002,1605.388,1668.827,1906.526,2180.439,2498.195,2749.011,2962.134,2999.583,2963.895,2822.275,2566.480,2234.151,1874.251,1527.211,1232.150,980.354,783.654,633.523,506.597,420.643,396.526,320.318,204.113,138.858,103.742,81.536,64.317,51.299,42.988,38.989,53.820,321.353,627.102,281.492,37.864,29.724,29.992,28.298,27.673,32.545,37.004,38.491,42.262,44.542,50.799,
445,3842.507,3251.757,2969.941,2914.086,2932.083,3551.774,3254.617,2627.093,2139.301,1731.806,1587.363,1656.873,1896.464,2158.716,2485.981,2757.128,2961.675,3038.726,3012.085,2877.122,2631.247,2294.171,1937.433,1587.793,1282.137,1030.350,825.761,671.457,536.959,434.798,368.824,349.039,263.934,162.609,115.674,89.323,70.796,59.986,48.400,42.013,38.445,48.458,299.339,631.751,238.114,41.013,30.659,28.632,28.054,32.896,36.921,38.813,42.375,44.550,50.479,
450,3982.732,3194.292,2918.442,2878.741,2876.372,3481.680,3189.912,2552.116,2093.577,1672.515,1543.739,1604.717,1833.799,2108.121,2417.022,2687.141,2901.033,2979.689,2967.681,2859.206,2623.831,2304.195,1947.414,1608.271,1302.667,1046.783,849.958,689.800,558.783,448.080,362.139,319.559,298.518,202.850,128.941,96.940,77.486,64.724,55.020,46.359,40.597,37.708,47.631,265.207,559.859,247.225,41.143,28.396,27.552,32.822,36.203,37.901,42.067,43.299,50.032,
455,4298.366,3102.684,2833.196,2737.838,2789.053,3374.458,3089.556,2461.873,2013.864,1606.513,1477.358,1541.474,1754.710,2007.858,2318.530,2571.729,2794.665,2868.629,2879.016,2777.989,2550.507,2253.859,1914.306,1587.448,1296.086,1045.186,851.714,698.962,564.989,456.542,366.677,297.911,275.149,237.737,154.224,103.549,82.296,67.689,59.118,51.979,44.097,38.843,36.652,47.883,276.315,510.845,212.108,36.899,26.403,31.762,35.680,36.700,40.182,42.758,47.822,
460,4698.962,3079.211,2660.466,2610.987,2626.012,3184.532,2910.536,2326.862,1903.896,1520.207,1392.459,1451.649,1652.102,1890.245,2167.305,2418.207,2631.044,2711.775,2722.940,2627.736,2429.784,2150.929,1840.975,1529.660,1253.067,1021.873,837.473,689.285,559.293,456.527,367.560,294.071,243.463,230.783,188.078,120.097,86.327,72.108,61.880,54.903,48.198,41.540,37.697,36.700,42.953,239.782,461.384,222.201,34.415,30.504,33.648,35.210,37.813,40.187,45.169,
465,4372.255,3434.003,2510.952,2433.160,2455.782,2938.575,2707.141,2163.955,1775.795,1420.251,1300.986,1346.444,1533.030,1743.067,2008.413,2239.616,2422.897,2502.865,2515.794,2446.059,2266.879,2013.348,1727.591,1447.703,1194.865,976.404,811.636,668.577,552.057,448.961,363.611,290.820,232.125,196.379,192.370,148.895,96.748,75.712,64.104,56.838,51.736,45.714,39.702,37.098,35.017,43.028,221.102,458.451,207.372,40.373,31.651,32.869,35.388,37.431,42.292,
470,3504.126,3768.151,2508.856,2245.607,2269.838,2713.871,2509.552,1994.013,1645.689,1319.753,1211.025,1249.866,1420.971,1613.164,1833.031,2042.385,2228.901,2300.522,2312.700,2249.536,2090.145,1868.103,1613.323,1355.778,1128.102,928.589,771.018,644.045,531.319,436.702,356.622,286.309,228.758,180.166,165.627,162.661,116.856,80.802,67.833,59.008,53.094,48.823,43.740,39.180,35.548,34.869,43.137,223.291,456.930,209.247,38.962,30.908,33.089,34.642,39.705,
475,2731.478,3457.953,2817.670,2071.551,2067.243,2482.471,2273.585,1839.812,1502.956,1213.861,1118.401,1144.592,1292.741,1459.772,1664.478,1844.712,2002.685,2080.260,2089.610,2034.917,1906.079,1706.181,1484.383,1256.434,1054.011,877.373,733.242,614.684,511.643,424.488,348.742,282.506,225.280,176.034,144.952,144.477,136.018,96.176,70.566,61.052,53.750,49.468,47.018,42.027,36.394,34.928,33.408,38.579,200.327,425.869,185.021,36.130,30.262,31.448,35.888,
480,2396.694,2595.949,3106.645,2081.266,1865.492,2237.987,2057.306,1670.104,1375.961,1110.713,1019.442,1046.495,1167.951,1313.530,1493.245,1654.677,1792.644,1851.808,1870.203,1827.531,1716.061,1546.099,1351.209,1150.586,974.755,817.677,688.687,585.023,489.220,408.649,335.966,272.372,220.840,171.335,137.906,121.841,128.902,114.820,79.784,62.849,55.652,49.322,46.495,44.462,38.080,35.340,33.253,30.171,34.064,179.508,378.867,175.044,35.837,29.187,32.451,
485,2189.510,1946.400,2772.437,2383.526,1710.975,2034.100,1872.446,1505.209,1249.263,1007.618,928.323,954.477,1060.624,1178.975,1334.141,1472.109,1599.736,1655.291,1667.684,1641.641,1536.503,1393.285,1225.266,1056.366,902.171,760.548,649.883,553.141,465.703,390.657,325.528,264.945,215.820,167.366,135.029,112.118,107.953,117.905,96.205,67.399,56.943,49.485,45.960,44.056,40.307,35.632,32.487,28.721,26.532,34.496,185.105,347.414,155.718,32.907,29.678,
490,2044.384,1671.242,1995.449,2676.871,1735.160,1809.524,1669.222,1349.778,1124.992,912.019,842.226,859.376,954.967,1058.011,1187.802,1303.939,1411.039,1456.759,1476.561,1452.005,1374.535,1246.641,1102.458,958.835,827.328,707.277,606.589,520.647,442.451,373.680,310.536,255.204,207.070,163.138,130.718,108.740,94.748,99.044,103.574,79.588,58.790,50.597,45.451,42.330,39.327,37.461,32.609,28.328,25.349,26.273,33.215,162.912,332.663,162.432,33.652,
495,1935.058,1474.488,1428.946,2370.354,2086.406,1651.792,1487.429,1205.501,1009.616,824.758,766.722,776.937,847.639,937.698,1044.909,1142.815,1234.011,1278.199,1292.213,1271.205,1212.336,1106.927,992.098,867.296,752.947,653.891,564.510,490.884,418.171,355.895,297.757,245.210,199.794,159.212,126.238,105.747,90.812,82.482,92.366,90.802,66.129,51.435,44.921,41.217,37.266,36.967,34.449,27.958,24.453,24.921,24.354,29.330,154.995,326.212,158.964,
500,1839.136,1376.784,1225.778,1685.554,2353.465,1738.757,1334.259,1072.481,909.724,745.817,688.062,701.134,760.001,824.988,918.358,1011.097,1082.180,1120.892,1134.296,1124.317,1066.403,985.278,886.996,784.826,689.824,601.536,525.600,459.989,395.794,337.813,282.651,235.379,190.213,151.637,123.798,102.179,87.451,77.471,76.108,86.863,77.329,54.712,44.800,40.279,36.136,34.562,33.885,29.032,24.252,23.353,23.133,22.509,29.311,154.594,329.216,
505,1585.436,1310.829,1091.983,1144.734,2053.893,2170.473,1204.596,964.683,812.215,666.724,621.216,623.526,677.224,736.895,812.350,879.215,944.782,975.464,989.249,981.954,938.704,873.109,791.827,706.770,626.441,552.726,489.147,428.502,372.709,318.764,269.288,222.691,182.341,145.090,117.620,98.865,84.436,75.702,68.062,70.348,78.381,64.168,46.209,39.456,34.965,32.404,31.078,29.494,24.387,22.791,21.720,20.970,21.291,29.164,149.710,
510,1311.938,1270.593,1012.914,964.383,1352.495,2574.825,1319.130,854.880,722.011,596.475,554.295,554.924,600.855,643.439,708.330,760.199,817.262,842.465,853.911,850.698,818.442,766.868,701.707,634.380,569.827,503.910,450.324,397.896,347.623,297.422,252.905,209.828,172.921,138.269,112.405,94.065,80.480,72.544,65.023,60.559,65.456,68.741,52.863,39.928,34.471,31.565,29.250,26.783,25.589,23.789,20.850,19.518,19.827,19.402,25.243,
