275,23.294,6.126,15.884,187.984,617.752,482.730,77.354,330.377,3554.539,5727.327,2219.330,116.983,3.073,2.244,2.291,1.910,1.065,1.359,1.598,0.980,1.280,0.930,0.563,1.115,1.011,1.186,1.410,1.330,1.008,0.817,0.809,1.331,1.103,1.018,1.147,0.963,0.949,1.177,0.998,1.110,1.034,0.926,1.234,1.051,0.886,0.919,0.886,0.800,0.759,0.726,0.718,0.822,1.559,4.917,11.460,
280,41.577,22.691,12.711,22.412,273.898,838.696,393.153,75.550,374.077,3598.738,6126.001,2678.115,118.360,4.076,2.867,2.543,2.067,1.665,1.567,1.084,0.948,1.159,0.803,1.169,1.104,1.365,1.412,1.440,1.181,0.940,1.149,1.357,1.256,1.424,1.265,1.313,1.338,1.194,1.577,1.300,1.291,1.348,1.351,1.232,1.103,1.053,1.100,0.925,0.835,0.899,0.667,0.863,0.829,0.978,2.757,
285,87.527,31.540,24.078,21.279,52.210,468.765,876.727,330.254,101.286,451.313,3579.679,7164.235,2475.673,140.737,3.734,2.517,2.076,1.437,1.627,1.404,1.102,1.481,1.138,1.436,1.190,1.358,1.217,1.225,1.268,0.713,1.097,1.481,1.709,1.839,1.803,1.740,1.646,1.558,1.650,1.672,1.733,1.673,1.758,1.683,1.630,1.400,1.492,1.259,1.033,0.890,1.031,0.975,0.920,1.029,0.940,
290,129.925,71.771,44.070,40.427,45.432,117.562,657.926,842.875,315.746,137.434,390.625,4028.046,7441.432,2922.345,150.991,3.796,2.331,2.359,2.231,1.540,1.251,1.169,1.186,1.082,1.406,1.322,1.535,1.459,1.160,0.931,1.184,1.545,2.146,2.124,2.326,2.210,1.951,2.011,1.714,1.837,2.110,2.164,2.328,2.155,2.010,2.089,1.926,1.502,1.302,1.231,1.117,1.116,1.095,1.217,1.309,
295,184.508,99.905,69.618,63.307,68.414,90.625,225.486,774.795,822.625,273.239,161.928,455.811,4344.997,7758.606,2998.879,121.191,3.562,2.953,2.290,1.869,1.237,1.088,1.115,1.254,1.030,1.521,1.327,1.385,1.124,1.051,1.227,1.687,2.289,2.488,2.685,2.533,2.268,2.242,2.055,2.306,2.171,2.464,2.444,2.511,2.663,2.557,2.452,1.825,1.573,1.520,1.500,1.542,1.585,1.676,1.699,
300,220.466,142.029,105.719,94.347,105.129,136.241,165.591,341.776,916.328,711.031,272.188,164.039,461.555,4671.617,7763.624,2768.496,150.629,3.149,3.126,1.678,1.562,1.382,1.235,1.217,1.171,1.360,1.507,1.552,1.255,1.119,0.998,1.660,2.384,2.720,2.751,2.758,2.509,2.513,2.319,2.319,2.578,2.537,2.758,3.068,2.913,2.749,2.632,2.188,1.867,1.928,2.015,1.891,2.025,2.162,2.327,
305,261.161,175.626,142.930,140.704,153.447,201.858,215.089,241.204,471.179,967.010,673.245,252.482,150.511,439.058,3897.698,7894.915,2989.014,122.652,3.809,2.161,2.068,1.598,1.404,1.333,1.257,1.441,1.442,1.242,1.200,0.834,1.172,1.773,2.349,2.841,2.875,2.928,2.535,2.773,2.496,2.692,2.779,2.712,2.816,3.082,2.927,3.113,2.974,2.504,2.226,2.434,2.477,2.518,2.554,2.816,3.253,
310,287.922,207.000,185.789,189.639,204.478,271.818,278.518,274.747,316.913,632.960,1004.648,571.805,226.914,148.718,376.960,4316.313,7315.646,2533.302,129.016,3.710,2.115,1.941,1.486,1.674,1.224,1.223,1.576,1.388,1.370,0.957,1.104,1.818,2.147,2.893,3.202,3.076,3.080,2.847,2.741,2.838,2.971,3.014,3.115,3.322,3.036,3.111,3.024,2.786,2.542,2.798,2.870,2.980,3.372,3.487,3.977,
315,320.625,247.136,230.337,239.151,260.537,339.229,343.807,328.101,345.925,398.360,741.500,1012.331,490.409,212.938,130.959,377.145,3717.762,6860.848,2790.392,136.177,3.406,2.307,1.637,1.531,1.597,1.823,1.513,1.223,1.207,1.187,1.302,1.658,2.052,2.971,3.214,3.129,3.071,3.019,2.820,2.919,3.003,3.261,3.401,3.348,3.394,3.614,3.516,3.058,2.834,3.118,3.314,3.433,4.046,4.281,4.910,
320,369.042,279.065,263.328,285.002,306.613,402.528,400.217,369.916,390.315,415.458,484.785,873.713,967.218,424.864,185.971,119.880,268.292,3616.227,7039.527,2665.654,111.077,2.748,2.272,1.952,1.430,1.826,1.611,1.474,1.340,0.954,1.187,1.654,2.170,2.557,2.899,3.074,3.109,3.112,3.047,3.181,3.392,3.505,3.517,3.767,3.749,3.896,3.773,3.307,2.998,3.445,3.751,3.955,4.227,4.982,5.694,
325,434.823,320.709,301.355,317.746,356.864,459.322,461.119,420.220,429.720,452.157,484.332,577.656,1001.730,853.051,311.905,158.953,107.766,319.871,3533.820,6553.666,2182.937,93.721,2.839,2.249,1.715,1.673,1.727,1.418,1.201,1.112,1.184,1.757,2.002,2.723,3.275,3.088,3.351,3.235,3.438,3.243,3.743,3.770,4.111,4.243,4.200,4.385,4.312,3.685,3.426,3.819,4.254,4.526,4.914,5.489,6.517,
330,479.179,378.213,332.722,347.164,380.479,491.436,485.674,450.336,470.016,494.127,527.587,537.760,669.805,989.110,677.436,247.106,140.148,90.573,280.698,3421.607,5786.139,2077.428,93.682,2.683,2.373,1.804,1.768,1.467,1.391,1.332,1.327,1.499,2.113,2.381,3.133,3.049,3.084,3.514,3.479,3.522,3.813,3.875,4.057,4.536,4.533,4.805,4.642,4.182,3.895,4.292,4.772,5.096,5.351,5.872,6.938,
335,524.605,433.263,379.594,374.597,400.535,524.391,506.523,478.274,505.499,528.620,569.592,582.286,580.534,678.992,926.541,527.899,200.747,116.534,77.726,271.911,2986.669,5355.701,2048.015,103.135,3.066,2.147,2.147,1.785,1.563,1.367,1.371,1.524,1.989,2.418,2.598,3.101,3.230,3.345,3.449,3.574,3.809,4.171,4.247,4.845,4.597,5.002,5.146,4.629,4.242,4.873,5.198,5.565,5.799,6.281,7.253,
340,601.090,477.290,421.060,407.386,421.511,531.971,542.084,506.250,533.144,552.523,601.932,620.904,612.474,549.928,697.145,817.485,403.081,153.835,102.125,71.645,270.838,2897.218,5241.111,2081.644,77.348,2.888,2.075,1.558,1.438,1.219,1.289,1.776,1.926,2.479,2.759,3.070,3.272,3.281,3.478,3.845,3.791,4.188,4.319,4.897,4.977,5.624,5.661,5.038,4.817,5.484,5.938,5.950,6.492,6.816,7.401,
345,650.370,542.231,479.159,447.811,459.805,563.967,558.663,529.592,555.857,583.765,628.883,664.264,663.260,583.057,506.536,696.465,729.166,292.095,136.115,96.466,70.500,223.516,2756.673,5813.728,2348.109,83.755,3.084,2.005,1.787,1.154,1.533,1.682,2.080,2.534,2.559,3.083,2.991,3.282,3.476,3.775,3.829,4.095,4.515,4.929,4.956,5.584,5.843,5.274,5.266,5.947,6.500,6.761,7.201,7.292,8.179,
350,704.117,589.690,530.543,506.749,478.722,591.573,595.073,558.651,579.613,611.066,658.338,698.027,712.238,635.658,527.134,491.460,708.304,580.212,237.932,131.879,97.477,72.605,241.935,2930.379,6636.785,1978.318,79.738,2.767,2.043,1.783,1.677,1.894,2.151,2.376,2.716,2.924,3.203,3.477,3.607,3.595,3.832,4.366,4.615,5.067,5.428,5.760,5.906,5.818,5.591,6.387,7.394,7.413,7.721,8.065,8.547,
355,752.004,655.253,595.121,555.663,529.891,629.759,620.948,592.213,615.012,635.179,684.035,735.970,756.135,691.059,586.308,488.232,500.743,700.558,485.241,203.751,134.366,102.078,75.484,262.591,3542.664,5685.872,2014.747,64.559,2.741,1.872,1.719,1.947,2.441,2.202,2.784,3.120,3.172,3.657,3.483,3.739,4.248,4.420,4.754,5.033,5.607,6.247,6.470,6.119,6.084,7.278,7.942,8.032,8.739,9.123,9.545,
360,791.932,710.852,666.936,632.506,591.133,680.705,664.184,633.547,653.820,669.012,715.039,779.190,815.291,766.601,664.908,562.172,474.667,524.161,675.688,421.923,197.609,141.350,106.157,76.583,247.613,2848.392,5386.434,1821.710,92.986,2.598,1.865,2.576,2.535,2.659,2.679,3.023,3.150,3.621,3.673,3.863,4.092,4.470,5.018,5.673,5.663,6.268,6.742,6.580,6.426,7.975,8.902,9.352,9.731,9.870,10.702,
365,848.573,795.681,720.596,677.379,639.034,734.535,714.963,664.711,686.604,698.977,758.504,823.223,874.567,837.848,750.832,649.680,547.921,461.772,558.066,637.896,350.441,189.415,140.209,102.807,69.924,228.003,2851.577,4856.708,1902.498,74.135,2.713,2.513,2.604,2.808,3.044,3.468,3.667,3.671,3.983,4.191,4.342,4.674,5.071,5.655,5.907,6.846,7.291,6.928,7.082,8.583,9.588,9.860,10.553,10.543,11.459,
370,918.414,853.601,798.768,750.276,691.237,809.143,766.800,701.178,721.614,729.989,790.371,877.349,943.596,925.882,851.217,744.042,645.230,532.036,469.659,596.496,583.926,302.808,181.976,133.988,92.696,60.598,242.051,2559.810,5408.328,1951.101,95.276,3.403,2.953,3.166,3.446,4.039,4.041,4.027,4.114,4.345,4.706,4.843,5.101,5.843,6.358,7.038,7.793,7.378,7.803,9.369,10.457,10.916,11.654,11.635,12.351,
375,995.597,920.133,870.308,824.271,750.154,857.862,812.263,749.066,757.178,770.061,840.750,944.649,1033.384,1029.528,970.105,864.682,753.472,622.164,515.579,479.386,610.709,516.994,263.517,168.428,120.017,79.840,53.691,177.859,2858.235,5519.234,2172.693,94.610,4.067,3.475,3.908,4.550,4.612,4.737,4.735,4.786,5.061,5.458,5.828,6.302,6.697,7.451,8.458,8.124,8.413,10.314,11.139,12.045,12.590,12.689,13.758,
380,1061.023,994.666,936.180,884.083,807.596,916.504,858.202,793.110,780.758,805.290,884.155,1003.490,1106.191,1126.387,1078.305,984.816,858.215,711.689,587.609,493.556,490.800,596.291,431.984,220.762,145.364,101.300,69.095,47.344,224.925,2776.558,5298.775,2195.698,116.327,4.839,4.635,5.269,5.356,5.381,5.441,5.454,5.594,5.773,6.198,6.738,7.296,8.206,8.800,8.459,8.579,10.743,11.886,12.294,13.208,13.663,14.554,
385,1142.725,1032.595,980.981,934.884,856.970,968.392,904.002,814.974,809.546,820.394,911.707,1047.686,1178.844,1217.697,1183.910,1085.188,956.657,794.362,665.976,548.440,467.225,486.811,552.476,346.142,183.160,124.505,87.304,61.236,44.328,217.812,2671.321,5948.512,2373.167,107.988,5.856,5.907,6.245,5.876,6.040,6.135,5.937,6.120,6.705,7.229,7.621,8.544,9.236,8.998,9.044,11.031,12.513,13.352,14.147,14.191,15.448,
390,1166.275,1067.903,1018.800,953.252,881.720,1005.103,921.807,831.714,814.794,832.471,928.732,1079.401,1229.353,1286.053,1267.977,1172.642,1042.465,876.571,731.368,602.573,503.267,428.781,473.021,479.437,272.188,151.415,107.727,78.889,56.541,41.213,167.992,2759.214,5796.363,2281.423,106.643,7.182,7.108,7.132,6.769,6.904,6.594,6.865,7.098,7.838,7.701,8.853,9.681,9.272,9.731,11.342,12.983,13.663,14.542,14.294,15.920,
395,1219.421,1117.747,1054.977,979.910,905.436,1038.086,954.445,843.795,824.468,839.449,939.005,1096.703,1267.994,1336.472,1328.129,1253.338,1120.197,943.446,792.090,653.701,547.757,452.362,398.823,458.617,402.134,211.090,129.743,96.792,72.419,52.933,38.918,201.048,2851.972,5641.989,2086.751,96.781,8.451,7.687,7.266,6.964,7.297,7.424,7.460,7.999,8.350,9.362,9.670,9.566,9.856,11.875,13.274,13.978,14.603,14.989,16.335,
400,1295.188,1164.622,1098.130,1025.054,952.263,1095.442,994.138,876.936,842.297,852.782,957.972,1129.882,1314.887,1409.286,1422.105,1341.308,1210.815,1032.481,872.214,725.503,605.335,498.498,414.220,377.748,433.964,335.052,178.022,122.122,92.615,69.690,49.998,37.583,176.209,2768.807,5438.569,2130.054,102.416,9.101,8.281,8.103,7.870,8.072,8.103,8.627,8.908,9.737,10.237,10.072,10.285,12.333,14.019,14.339,15.555,15.767,16.874,
405,1393.895,1246.730,1166.479,1098.069,1024.792,1173.820,1076.762,934.429,892.653,888.815,1000.097,1184.476,1393.208,1506.337,1527.884,1459.979,1331.269,1143.889,973.184,818.234,683.972,564.763,467.920,388.292,371.786,413.896,284.553,163.854,119.799,91.708,69.016,50.130,38.581,162.696,2673.460,5243.471,2166.498,121.763,9.940,9.269,8.763,8.789,9.100,9.642,9.586,10.382,11.180,10.657,11.024,13.540,14.898,15.593,16.595,16.598,17.922,
410,1488.241,1337.638,1248.614,1175.605,1117.784,1278.295,1171.207,1008.738,948.140,942.664,1059.002,1248.661,1473.778,1597.479,1644.242,1572.576,1458.800,1268.333,1084.003,915.422,767.328,639.602,530.417,439.667,374.956,385.615,390.139,249.083,154.131,118.600,90.892,68.157,51.158,38.659,190.651,2641.962,5555.565,2201.354,106.743,10.614,10.068,9.934,9.859,10.404,10.384,11.360,11.764,11.554,11.803,14.109,15.943,16.620,17.624,18.075,19.791,
415,1567.984,1421.417,1313.740,1243.354,1174.303,1363.044,1246.287,1081.159,993.723,975.599,1081.818,1286.273,1525.876,1658.099,1707.176,1661.481,1554.965,1367.348,1178.017,1011.071,852.263,712.444,597.885,502.979,419.071,363.054,391.947,364.265,222.611,151.407,117.829,90.154,67.948,50.503,39.339,181.074,2696.621,5548.223,2146.649,100.724,11.788,10.904,10.271,11.032,11.144,11.955,12.600,12.168,12.431,14.859,16.876,17.256,18.424,18.936,20.640,
420,1616.248,1455.622,1341.233,1265.298,1211.724,1410.034,1290.057,1096.095,1023.660,988.150,1092.361,1292.177,1519.036,1677.650,1731.277,1701.098,1609.905,1421.988,1240.283,1076.761,912.895,771.334,656.453,554.473,467.588,394.910,358.460,390.786,323.669,200.389,144.566,112.115,87.163,65.983,51.055,41.508,184.497,2522.954,5245.172,2084.427,110.969,11.924,11.386,11.426,11.570,12.479,13.078,12.406,12.704,15.159,16.842,17.780,19.235,19.364,21.285,
425,1636.977,1460.169,1352.026,1288.966,1217.770,1427.798,1314.761,1123.068,1035.244,996.613,1088.374,1266.111,1503.386,1649.284,1728.464,1692.931,1617.699,1450.825,1277.050,1118.115,957.980,817.176,696.155,596.117,510.028,431.712,368.488,353.480,375.737,282.147,181.596,134.444,105.960,82.095,65.045,51.676,43.052,177.979,2487.848,5255.969,1893.619,96.963,12.273,12.111,11.934,12.877,13.038,12.882,12.762,15.663,17.458,17.820,19.038,19.517,21.899,
430,1623.627,1451.841,1345.811,1276.115,1216.595,1461.665,1340.699,1141.766,1048.459,989.345,1062.298,1241.875,1458.437,1605.828,1678.865,1673.480,1604.594,1447.974,1292.809,1142.413,990.572,850.324,736.244,632.284,549.834,466.199,396.566,345.549,347.773,349.327,246.807,161.827,126.470,99.161,80.989,66.346,53.291,44.714,143.135,2518.201,5032.197,2118.954,114.828,13.218,12.158,13.016,13.106,12.380,12.688,15.529,17.335,17.832,18.845,19.520,21.595,
435,1572.785,1408.850,1310.093,1263.289,1213.248,1437.280,1335.156,1139.285,1041.341,977.692,1044.892,1198.481,1411.529,1545.526,1624.160,1619.778,1566.376,1431.964,1294.793,1151.279,1014.021,878.385,763.708,665.502,577.137,494.067,426.056,367.929,323.849,334.547,313.806,210.001,147.560,114.933,95.030,81.478,66.915,55.968,46.231,166.482,2414.840,4990.177,2209.360,123.418,13.007,13.241,13.157,12.673,12.636,15.052,16.734,17.283,18.781,18.829,21.303,
440,1535.760,1370.020,1271.422,1239.272,1194.664,1428.753,1319.956,1139.730,1039.941,960.078,1016.282,1160.017,1346.455,1475.713,1555.208,1559.446,1518.068,1403.688,1277.581,1150.406,1017.617,889.639,783.426,685.398,596.090,517.206,445.963,386.266,333.330,300.492,316.865,272.126,180.570,132.219,108.877,95.605,81.855,68.716,56.465,46.935,165.187,2270.025,5255.674,2131.510,111.208,13.640,13.192,12.258,12.196,14.947,16.559,17.232,18.028,18.954,21.157,
445,1485.651,1313.728,1222.812,1183.418,1156.387,1382.347,1314.057,1141.489,1023.133,937.836,981.902,1111.250,1277.392,1398.202,1466.669,1480.058,1452.690,1353.474,1241.649,1129.558,1009.571,895.103,791.741,698.224,612.922,532.866,458.826,398.323,346.819,300.804,280.195,296.006,238.190,157.537,125.173,108.531,97.290,85.612,70.755,57.629,46.617,132.674,2288.431,5174.347,2212.913,123.919,13.793,12.320,12.221,14.420,16.008,16.324,17.420,18.273,19.942,
450,1658.584,1247.851,1161.672,1141.631,1109.282,1333.635,1277.448,1102.795,1000.619,921.596,939.625,1055.051,1201.869,1299.788,1372.373,1391.012,1371.182,1285.388,1189.658,1094.926,986.393,879.417,782.829,694.996,613.491,532.975,465.332,404.487,354.802,306.654,268.728,265.525,269.679,197.805,140.383,121.311,107.844,96.553,84.767,69.928,55.482,43.864,134.714,2413.901,5326.396,2178.818,106.078,12.478,12.201,13.718,15.362,15.919,17.008,17.399,19.669,
455,2218.010,1189.098,1100.958,1058.115,1055.940,1277.189,1221.636,1068.288,973.059,883.788,909.186,994.080,1117.998,1212.396,1268.412,1292.914,1282.582,1202.367,1127.327,1046.146,947.431,854.070,762.523,677.638,600.446,525.728,460.438,403.667,351.996,307.558,269.669,238.450,246.431,234.636,167.685,132.260,116.326,105.752,95.130,80.714,64.584,50.844,39.516,176.300,2212.698,4903.750,1814.645,84.944,12.132,13.557,14.844,15.057,16.167,16.618,18.908,
460,2926.256,1328.954,1029.401,1009.172,1002.604,1212.397,1173.211,1021.626,928.915,844.611,848.450,929.050,1038.785,1102.880,1160.761,1178.929,1171.586,1113.302,1047.785,971.868,894.199,809.674,728.957,653.686,582.413,509.890,445.536,393.397,347.283,307.045,267.420,235.504,214.524,226.299,203.343,148.929,123.599,112.606,100.203,88.330,72.693,55.924,44.435,35.752,90.492,2297.709,4725.943,1786.685,92.433,13.435,14.353,14.370,15.217,15.752,17.711,
465,2724.157,1917.220,984.952,927.117,909.957,1123.025,1095.474,971.833,886.659,796.433,792.329,857.135,946.529,1008.293,1053.453,1065.382,1067.498,1016.036,964.983,904.208,835.803,752.170,683.695,618.031,552.011,483.981,425.379,380.408,337.085,297.756,262.659,230.859,203.990,190.071,207.714,176.007,132.358,114.885,103.234,90.284,77.888,63.073,48.307,38.508,29.868,121.004,2194.282,4458.313,2082.209,155.541,13.933,13.747,14.357,14.912,16.649,
470,1803.630,2569.792,1172.730,854.888,861.435,1060.854,1028.150,917.594,835.148,754.888,742.872,781.414,864.863,915.704,951.358,967.196,966.593,927.009,878.989,825.280,769.084,702.016,640.557,577.700,519.668,461.764,407.006,360.881,322.234,288.651,255.179,225.485,197.821,173.276,178.370,188.014,150.211,118.982,103.720,91.139,78.131,66.296,52.288,40.737,31.702,26.429,121.233,2182.166,4970.658,2168.671,97.101,13.880,13.741,14.087,15.692,
475,1036.371,2410.481,1828.963,807.872,778.734,967.612,962.046,847.757,790.505,703.497,695.386,721.496,785.781,824.987,857.690,868.794,867.502,831.658,793.940,750.914,703.475,646.740,592.150,538.452,482.995,431.788,382.444,341.950,305.329,275.690,243.992,216.973,192.523,166.396,153.833,167.695,167.154,129.822,105.159,90.581,78.645,66.447,55.959,44.535,33.914,28.038,23.868,99.936,1958.863,4666.759,1660.603,109.922,13.002,13.250,14.461,
480,845.876,1491.588,2410.001,1018.024,711.769,895.448,883.456,793.237,730.807,653.140,633.469,671.851,712.542,743.315,762.081,773.732,771.169,747.567,712.898,679.402,638.099,587.817,539.773,495.671,450.799,401.374,358.557,322.217,289.472,258.953,233.728,209.742,184.961,161.266,144.746,140.971,156.937,147.488,112.422,91.462,77.832,65.282,55.619,48.225,37.344,29.480,25.046,21.193,89.730,1768.485,4109.501,1970.000,89.089,12.959,13.949,
485,788.297,817.460,2136.900,1623.785,690.626,827.302,817.369,737.175,679.964,613.978,590.795,612.973,655.588,670.394,689.338,698.080,688.461,668.163,643.076,614.867,578.232,535.973,493.533,454.706,415.936,371.221,333.435,301.279,273.874,247.912,222.027,198.720,177.426,154.530,140.024,130.545,132.170,145.668,125.503,94.836,78.269,66.142,55.517,48.327,40.446,32.509,26.141,21.880,19.094,106.042,2010.370,4510.205,1444.583,81.027,13.106,
490,781.467,625.751,1244.793,2240.194,923.702,759.628,748.463,678.124,631.219,563.729,545.325,562.369,588.556,607.315,618.896,620.109,617.823,599.520,576.263,551.329,522.541,486.060,450.575,415.844,379.579,343.344,307.554,281.632,255.276,231.556,210.214,189.201,169.109,149.269,133.434,123.847,116.106,125.751,131.431,103.562,79.707,65.928,55.677,47.928,41.240,36.111,28.632,22.960,19.931,19.430,96.259,2066.594,3680.946,1583.633,82.074,
495,796.998,572.156,622.051,1999.833,1607.829,729.855,689.656,630.680,585.272,523.880,502.892,508.186,531.996,538.576,546.069,550.409,545.297,532.290,511.683,494.089,466.431,435.906,406.882,379.060,346.397,315.298,284.876,259.713,237.415,217.450,196.808,178.335,160.308,140.911,128.675,118.019,110.186,106.299,116.083,113.708,86.096,65.877,55.417,47.485,40.256,36.868,32.054,24.767,20.922,19.892,18.351,90.220,1681.054,3697.148,1546.970,
500,827.551,558.565,494.372,1184.756,2224.243,1033.828,629.963,572.636,540.033,483.939,463.732,469.223,485.521,485.858,489.733,489.687,487.729,474.297,460.998,440.793,417.936,395.060,366.486,342.762,316.938,288.976,262.858,240.196,220.759,202.627,185.108,167.925,150.836,133.985,121.353,112.602,104.298,98.951,98.183,107.630,95.487,69.923,55.430,47.639,40.514,35.936,33.271,28.106,22.238,20.237,18.668,17.091,85.654,1591.916,3647.231,
505,716.246,587.633,452.172,552.862,2000.450,1841.586,605.642,531.125,502.454,449.481,426.844,425.371,440.999,442.401,442.160,437.806,438.585,419.769,408.698,391.949,375.996,352.028,332.265,308.836,287.155,264.019,240.928,221.326,204.109,187.539,170.932,156.767,142.324,126.035,114.231,105.939,99.090,93.661,87.728,90.049,96.348,77.631,57.401,47.650,40.755,35.528,31.897,29.481,24.954,21.379,19.199,17.217,16.020,77.785,1564.103,
510,554.661,635.233,433.229,405.632,1118.568,2571.932,923.511,482.219,454.540,408.265,390.152,389.474,392.968,395.420,391.150,389.306,387.618,370.751,363.999,347.220,334.744,313.379,295.951,278.745,259.481,238.356,218.503,200.938,187.024,173.788,159.535,145.543,132.659,117.508,107.112,99.390,93.837,88.833,82.315,77.118,81.346,82.621,63.738,47.957,40.501,35.486,31.495,28.629,27.103,23.530,19.768,17.689,16.136,15.029,65.391,
515,418.083,602.504,469.808,364.236,479.867,2213.581,1720.687,479.269,421.700,372.742,363.091,357.032,359.731,354.575,352.494,347.352,348.701,333.572,323.348,312.026,296.404,281.436,266.227,250.117,233.131,217.187,201.215,185.308,171.857,159.718,147.182,136.479,123.429,109.391,101.081,94.074,87.579,83.463,77.519,72.132,68.987,73.787,70.331,52.210,40.652,35.496,31.512,27.707,26.372,26.472,21.796,18.237,16.309,15.353,15.102,
