275,141.553,51.591,23.238,223.980,711.587,558.392,109.385,536.522,4839.393,8587.770,3446.456,147.719,6.306,3.743,2.858,2.509,1.761,1.367,1.576,1.330,1.271,0.721,1.210,1.061,1.274,1.263,1.634,1.317,1.015,1.068,1.446,2.060,2.374,2.385,2.244,1.998,1.977,2.050,2.117,2.125,2.063,2.016,1.938,2.097,1.979,1.977,1.893,1.469,1.248,1.046,0.900,1.036,1.841,5.703,13.225,
280,312.602,111.252,36.268,42.197,334.117,966.827,498.030,152.155,476.669,5702.910,10105.955,3643.089,187.288,5.632,4.076,3.252,2.313,1.601,1.530,1.130,1.520,1.021,1.258,1.235,1.265,1.424,1.479,1.656,0.937,1.168,1.708,2.665,3.713,3.898,3.531,2.825,2.674,2.809,2.997,3.221,3.191,3.407,3.463,3.582,3.538,3.716,3.375,2.650,1.720,1.209,0.858,1.131,0.988,1.422,3.383,
285,634.441,209.812,64.580,45.365,99.026,615.624,1115.431,557.086,333.246,1217.863,6249.755,11573.228,5192.575,201.996,5.626,4.040,3.059,2.871,1.930,1.574,1.311,1.141,1.114,1.220,1.109,1.563,1.779,1.632,1.340,1.065,2.078,3.851,5.634,6.187,5.217,4.191,3.696,3.816,4.171,4.344,4.630,5.399,5.901,6.724,6.906,6.839,5.928,4.343,2.746,1.919,1.332,1.168,1.278,1.483,1.808,
290,1052.956,349.152,104.262,71.374,110.176,283.510,1002.018,1312.464,820.173,625.579,1170.190,7153.125,16163.821,4210.267,201.854,5.554,3.848,3.409,1.994,1.325,1.287,1.122,1.119,1.300,1.253,1.381,1.620,1.650,1.378,1.515,2.617,5.403,8.006,9.463,7.766,5.669,4.899,4.974,5.502,5.997,6.654,7.871,9.233,10.558,11.249,11.024,9.674,6.416,3.807,2.507,1.917,1.564,1.635,1.821,2.484,
295,1367.037,465.864,134.641,92.818,143.230,297.530,619.451,1373.312,1573.092,984.573,780.688,967.826,8227.623,12235.265,4512.627,203.549,5.525,3.515,2.631,1.627,1.394,0.927,1.051,1.720,1.294,1.552,1.775,1.674,1.179,1.436,2.996,6.457,9.897,11.671,9.539,6.917,5.787,5.947,6.331,7.043,8.460,9.831,11.399,13.484,14.239,14.766,11.995,8.274,4.761,3.162,2.148,1.848,1.912,2.078,2.827,
300,1519.315,508.431,151.299,108.224,158.983,326.312,559.748,945.575,1752.223,1547.472,970.155,542.646,661.651,8332.463,15061.428,5400.612,273.952,4.981,3.053,2.073,2.052,1.359,1.567,1.429,0.892,1.913,1.681,1.584,1.210,1.508,3.012,6.499,10.930,11.840,10.102,7.342,6.037,6.261,6.513,7.738,8.683,10.541,12.169,14.683,15.471,15.870,13.474,8.875,5.144,3.579,2.371,1.917,2.046,2.299,3.173,
305,1449.397,509.265,163.517,112.201,164.743,341.255,563.387,776.598,1232.913,1794.537,1375.896,599.247,211.451,679.980,8762.979,16223.247,5671.224,200.685,3.920,2.717,2.883,1.878,1.636,1.341,1.215,1.674,1.766,1.504,1.302,1.493,2.679,6.278,10.414,11.876,9.553,6.904,5.990,5.796,6.220,7.358,8.590,10.202,11.992,14.648,15.194,15.684,13.219,8.757,5.042,3.385,2.395,1.870,2.102,2.543,3.179,
310,1327.706,459.831,156.582,116.733,160.828,335.674,543.848,729.194,964.729,1323.878,1642.945,886.009,247.050,85.301,775.902,8149.496,13652.758,4583.525,137.840,4.095,3.524,2.223,1.925,1.624,1.639,1.949,1.754,1.625,1.316,1.491,2.526,6.000,9.160,10.569,8.834,6.473,5.272,5.243,5.774,6.686,7.400,9.044,11.061,13.132,13.930,14.093,11.840,8.122,4.687,3.241,2.383,2.275,2.304,2.472,3.420,
315,1157.364,416.350,164.019,125.637,176.616,335.059,511.607,681.056,872.127,948.740,1248.513,1283.599,489.880,119.084,65.061,597.264,6374.129,12644.441,3258.185,149.334,4.243,2.495,2.509,1.873,1.572,1.993,2.026,1.447,1.292,1.247,2.229,4.793,7.838,9.541,7.449,5.517,4.687,4.819,5.368,6.310,7.125,8.240,10.055,11.752,12.693,12.420,10.621,7.401,4.316,3.184,2.447,2.185,2.513,2.579,3.485,
320,1280.496,434.557,178.975,149.492,201.480,362.752,537.806,692.292,853.641,888.866,901.138,1113.545,1008.799,322.345,89.530,58.510,333.655,7708.262,9730.092,3262.505,148.899,3.733,2.629,2.109,1.599,2.327,1.721,1.628,1.306,1.514,2.080,4.072,6.513,7.812,6.073,5.180,4.713,4.744,5.412,5.945,7.011,8.746,10.790,12.904,13.797,13.754,11.577,7.353,4.460,3.341,2.746,2.667,2.681,3.118,3.611,
325,1538.740,548.288,235.717,192.466,237.016,419.238,591.734,725.995,879.818,916.126,885.625,805.259,1077.334,780.609,202.429,75.724,56.427,752.874,4912.684,9343.616,3158.011,133.027,3.894,2.781,1.827,2.210,1.876,1.539,1.071,1.263,1.828,3.411,5.626,6.271,5.523,4.663,4.349,4.877,5.220,6.557,7.794,9.486,11.821,14.581,15.827,16.675,14.220,9.236,5.643,4.256,3.283,3.050,3.318,3.538,4.346,
330,1575.550,638.265,317.059,239.146,271.377,454.716,622.325,735.878,889.692,922.194,906.430,755.859,726.815,910.533,568.142,137.207,66.029,55.268,300.638,5871.393,11092.067,3000.600,145.985,3.463,2.199,2.491,2.125,1.705,1.267,1.372,1.942,2.912,4.346,5.278,4.864,4.470,4.127,4.741,5.363,6.315,7.527,9.427,11.860,14.385,15.233,15.895,14.133,9.606,6.164,4.995,4.134,3.644,3.853,3.890,4.836,
335,1666.855,705.075,368.019,287.115,305.108,499.852,657.614,780.378,920.677,945.597,935.922,810.135,641.527,561.265,800.828,404.067,101.868,61.575,53.947,508.198,8078.800,8765.610,3660.640,241.425,2.970,2.647,2.434,1.928,1.720,1.414,1.803,2.687,3.729,4.544,4.448,4.027,4.165,4.595,5.437,6.626,8.129,9.776,12.279,14.824,15.668,16.820,14.375,9.648,6.594,5.425,4.491,4.114,4.238,4.318,5.142,
340,1738.936,756.052,412.148,309.999,329.500,519.887,705.865,791.836,938.804,956.554,960.425,858.086,680.884,392.044,525.482,672.907,272.388,72.576,54.986,47.664,838.526,4391.708,10996.965,3699.959,87.494,3.165,2.568,2.057,1.442,1.483,1.601,2.427,3.333,4.146,3.926,3.943,4.227,4.438,5.490,6.771,8.071,9.882,12.679,15.046,16.243,17.204,15.077,10.288,6.816,5.868,5.054,4.462,4.563,4.765,5.577,
345,1532.554,738.781,419.565,309.277,329.174,527.213,684.038,777.847,913.950,934.430,941.275,855.531,696.611,373.945,252.220,483.359,566.238,177.057,56.738,45.417,35.900,241.452,5169.547,7597.800,2239.663,112.424,3.463,2.276,1.553,1.731,1.548,2.341,2.974,3.834,3.576,3.538,3.924,4.331,5.049,6.380,7.724,9.504,11.499,13.852,14.712,14.957,13.081,9.422,6.676,5.825,5.279,4.475,4.693,4.610,5.620,
350,1370.896,666.871,406.234,311.167,334.341,517.478,673.117,761.246,890.635,895.008,914.258,837.741,692.120,372.396,207.486,199.443,490.113,430.920,115.889,44.568,34.361,23.822,299.482,4317.152,6828.350,2623.103,78.230,2.989,1.985,2.006,1.830,2.643,3.004,3.388,3.418,3.462,3.758,4.101,4.767,5.976,7.479,8.998,10.776,13.030,13.486,13.588,11.801,8.239,5.990,5.497,4.991,4.601,4.802,4.813,5.540,
355,1239.640,622.819,380.688,303.070,318.809,502.259,647.056,730.768,849.496,852.512,874.593,808.724,671.514,362.921,194.814,124.996,201.536,495.471,322.374,72.556,33.830,23.276,21.706,593.542,5206.956,8312.083,2077.183,77.014,2.463,2.308,1.820,2.546,2.990,3.269,3.222,3.271,3.387,3.904,4.540,5.970,7.151,8.537,10.406,12.150,12.527,12.274,10.733,7.653,5.520,5.255,4.679,4.328,4.418,4.529,5.232,
360,1053.374,564.015,353.158,284.072,294.223,463.433,605.408,671.277,779.459,788.377,798.613,750.814,626.524,342.655,180.028,108.213,86.413,227.266,455.998,239.209,48.772,23.780,20.996,18.716,454.841,4841.519,6637.393,2298.399,76.408,2.660,2.021,2.754,2.785,2.995,3.166,3.052,3.240,3.942,4.231,5.397,6.447,7.487,9.181,10.772,11.038,10.709,9.310,6.469,4.950,4.886,4.387,4.088,4.264,4.245,5.007,
365,884.957,475.835,316.434,262.088,268.875,426.417,547.276,612.422,707.859,716.479,732.127,685.232,573.379,314.915,168.193,101.008,72.699,80.802,262.102,410.744,157.020,29.706,20.932,18.390,17.588,358.207,4367.352,6669.711,1908.588,78.630,2.924,2.798,2.935,2.939,2.937,3.058,3.001,3.351,4.033,4.772,5.706,7.079,8.181,9.377,9.436,9.201,7.759,5.732,4.330,4.321,4.152,4.008,3.924,4.158,4.733,
370,739.834,410.130,275.317,235.756,251.707,380.967,489.769,547.874,632.655,645.145,658.166,614.558,517.420,283.738,154.167,94.336,69.712,58.316,82.309,291.929,344.195,97.866,24.609,17.972,17.018,17.237,402.734,3371.521,5558.640,2202.874,98.602,3.437,2.908,3.060,2.818,3.087,2.932,3.403,3.656,4.472,5.072,6.371,7.255,8.544,8.258,7.772,6.482,4.834,3.738,3.930,3.562,3.573,3.529,3.838,4.312,
375,602.070,343.864,235.293,210.343,224.352,344.450,433.772,484.513,564.119,567.721,575.798,545.333,455.839,255.786,140.763,87.353,67.027,56.039,48.853,96.694,312.205,269.891,65.622,19.979,18.044,16.705,15.898,185.902,3216.796,7267.606,2389.152,119.088,3.350,2.751,2.751,2.910,2.977,3.218,3.326,3.994,4.637,5.559,6.558,7.381,7.130,6.706,5.584,4.185,3.364,3.684,3.390,3.211,3.376,3.189,4.025,
380,511.901,301.274,208.669,187.500,189.425,296.209,376.536,420.944,484.229,488.979,507.422,474.458,394.044,222.721,129.159,82.862,64.968,52.658,44.567,45.366,128.359,309.064,198.267,40.063,18.654,16.790,14.609,14.271,326.029,4537.556,5816.270,2781.312,139.422,3.413,2.786,2.688,2.662,3.027,3.272,3.817,4.162,4.915,5.761,6.231,6.142,5.509,4.781,3.595,2.849,3.132,2.936,2.958,2.968,3.108,3.601,
385,428.047,247.973,177.141,154.052,167.788,248.189,321.148,351.040,402.405,420.477,427.987,404.057,336.835,195.271,112.441,74.736,61.427,50.031,42.506,39.332,47.053,148.064,287.763,136.569,27.625,16.232,14.301,12.417,12.343,295.367,2539.496,7107.985,2623.908,125.471,3.080,3.031,2.681,2.731,3.005,3.202,3.756,4.219,4.826,5.385,5.209,4.664,4.164,2.876,2.632,2.666,2.772,2.691,2.689,2.802,2.987,
390,341.277,205.573,148.456,140.151,138.297,207.583,265.106,294.153,331.357,339.919,354.049,335.185,279.169,166.588,101.187,67.707,56.413,47.342,40.629,35.840,37.080,46.312,172.901,248.113,92.414,20.043,13.674,12.768,10.730,11.265,105.900,3969.916,6431.265,2980.972,82.326,3.018,2.535,2.669,2.789,2.980,3.405,3.676,4.219,4.537,4.249,4.008,3.256,2.596,2.168,2.450,2.279,2.513,2.312,2.549,2.592,
395,278.176,176.319,130.786,115.651,119.432,173.450,219.541,246.742,280.795,285.496,296.180,282.074,231.364,145.648,91.271,63.486,54.426,45.583,39.270,36.126,34.205,30.603,58.336,194.063,198.919,55.129,15.376,12.350,10.998,9.903,10.134,291.965,3267.011,6270.279,1800.692,68.855,2.852,2.563,2.659,2.761,2.916,3.254,3.559,3.814,3.656,3.398,2.927,2.422,2.086,2.292,2.310,2.228,2.293,2.149,2.616,
400,226.250,146.315,112.072,101.000,100.940,150.284,185.150,207.986,232.149,243.449,253.721,242.652,201.035,129.362,84.398,62.261,50.880,45.685,39.069,35.155,33.468,30.292,30.438,71.667,198.260,151.389,35.598,13.319,11.380,10.664,9.288,10.026,169.717,2550.145,4733.091,1988.644,82.050,2.848,2.836,2.515,2.733,2.793,3.261,3.252,3.210,2.801,2.509,2.111,1.881,2.007,2.152,2.019,2.012,2.024,2.187,
405,204.835,135.182,106.094,94.395,98.015,134.917,167.532,177.948,202.792,210.991,218.524,211.234,176.475,117.892,82.492,61.870,51.134,45.505,39.541,35.600,34.991,30.146,28.728,30.834,89.796,194.288,110.313,24.500,12.628,11.079,10.153,9.645,9.367,131.329,1996.901,4914.286,1925.752,116.749,3.147,2.579,2.404,2.760,2.910,3.044,2.889,2.788,2.413,1.912,1.824,1.979,2.006,1.985,2.033,2.027,2.221,
410,181.868,133.866,101.920,90.266,90.435,125.654,145.486,163.199,182.369,187.145,195.521,191.246,159.520,111.979,80.120,62.700,52.541,43.667,39.442,36.418,36.390,31.755,30.086,27.477,36.159,116.090,177.075,75.782,17.260,12.066,10.633,11.271,8.987,9.334,106.731,1958.343,4889.745,1767.183,144.429,2.761,2.598,2.594,2.696,2.755,2.658,2.447,2.248,1.657,1.705,1.946,1.938,1.896,1.943,1.989,2.276,
415,169.721,120.594,100.802,82.498,83.063,116.122,134.009,142.124,160.113,167.863,175.014,166.451,143.717,106.047,79.505,65.359,52.024,44.812,39.556,36.895,36.874,31.843,31.219,27.665,27.759,41.937,132.798,151.678,49.957,14.555,11.259,12.547,10.292,8.374,8.316,90.626,2086.797,3847.856,2779.098,91.546,2.759,2.472,2.543,2.719,2.481,2.295,2.138,1.857,1.674,1.857,1.839,1.996,1.814,1.989,2.084,
420,151.531,111.686,84.754,77.324,77.722,100.052,124.831,125.302,141.647,146.979,153.390,148.313,128.970,97.739,77.703,64.706,51.721,43.273,38.853,36.135,36.161,31.637,31.395,27.420,27.956,26.872,53.416,141.931,117.423,33.636,12.585,12.779,11.082,9.641,7.053,7.720,98.203,1771.286,4867.372,1897.818,89.828,2.711,2.445,2.649,2.335,2.169,2.292,1.679,1.538,1.867,1.850,1.872,2.015,1.928,1.952,
425,136.480,105.227,88.483,71.096,73.646,95.083,108.529,112.542,124.911,128.839,137.744,129.964,117.337,91.411,74.319,62.283,51.357,42.284,37.813,35.620,35.482,31.633,30.908,27.476,27.052,24.552,27.048,66.960,140.411,87.023,22.676,13.007,9.858,10.366,8.432,6.783,7.208,94.503,1945.566,3903.235,1575.829,71.438,2.459,2.515,2.195,2.140,2.058,1.665,1.593,1.902,1.810,1.823,1.753,1.850,2.018,
430,121.619,91.697,73.140,74.273,69.265,87.712,102.080,99.115,109.221,112.135,121.175,115.479,103.846,84.307,73.846,59.869,49.238,39.698,35.885,33.767,34.844,30.625,30.168,28.406,26.792,24.816,23.195,27.810,80.448,128.514,63.757,17.646,9.721,9.034,9.632,7.534,5.992,6.770,93.630,1410.288,3591.492,1310.766,49.053,2.586,2.142,1.900,1.946,1.664,1.490,1.805,1.777,1.834,1.808,1.857,1.945,
435,106.086,90.317,71.778,64.516,66.547,80.802,89.950,90.366,97.217,99.488,106.076,100.554,92.298,79.689,69.928,59.661,47.024,38.564,34.175,32.264,33.355,29.930,29.142,27.379,27.929,24.696,22.816,22.274,31.671,90.080,111.458,44.902,12.427,8.302,8.140,9.288,7.164,5.479,6.339,74.752,1355.890,2871.514,1048.825,72.563,2.115,2.058,1.874,1.505,1.537,1.818,1.614,1.871,1.820,1.858,1.915,
440,102.248,79.857,68.613,63.649,63.108,73.430,87.168,80.907,87.055,87.576,94.529,93.197,84.310,73.046,67.339,56.547,44.885,36.446,31.997,31.024,32.394,28.806,29.006,26.707,26.665,24.238,22.610,20.810,21.182,37.355,95.531,91.048,28.428,8.634,7.189,7.614,8.691,6.391,5.574,6.136,52.512,1415.565,2370.110,1345.383,32.450,2.177,1.901,1.577,1.488,1.849,1.824,1.658,1.790,1.697,1.899,
445,114.192,75.861,65.068,60.904,59.300,72.736,77.424,72.666,76.775,77.436,83.356,81.172,75.763,70.750,64.979,55.622,43.489,35.017,30.756,28.616,30.124,27.697,27.089,25.800,25.708,23.860,21.557,20.461,18.772,19.743,42.772,99.292,69.980,18.553,7.074,6.293,7.335,8.161,5.818,4.868,5.393,78.933,1048.415,2998.260,845.135,65.170,2.163,1.680,1.567,1.824,1.820,1.881,1.657,1.865,1.783,
450,456.435,69.163,60.615,57.197,58.775,66.692,72.392,65.498,70.107,70.951,73.590,70.926,67.743,64.529,60.783,51.449,38.958,32.560,28.190,27.153,28.365,25.828,25.851,24.586,25.379,22.861,21.577,19.550,18.218,16.820,18.571,54.489,90.984,48.098,11.637,6.267,5.839,7.001,7.737,5.364,4.339,5.254,49.863,1115.807,2097.563,1252.300,75.368,1.803,1.556,1.774,1.826,1.740,1.647,1.563,1.896,
455,1466.618,94.785,56.430,53.611,53.225,63.543,63.974,59.806,62.927,61.880,66.552,63.458,60.464,60.092,58.681,47.492,37.995,31.080,26.276,25.812,26.661,23.657,24.563,23.581,23.798,21.614,20.690,18.918,17.501,15.943,14.978,22.732,60.120,76.829,30.235,7.919,5.557,5.373,7.211,6.963,4.488,4.322,4.815,51.218,822.020,2589.229,945.378,33.396,1.567,1.962,1.558,1.657,1.677,1.719,1.815,
460,2707.177,410.988,53.971,49.232,50.559,61.880,58.299,56.941,55.719,55.801,58.430,58.517,54.173,56.709,52.557,44.185,36.727,28.752,24.795,23.585,24.835,22.152,22.540,22.454,22.331,20.417,19.845,18.427,16.829,15.161,13.601,14.400,23.274,63.980,60.433,19.881,6.053,4.894,5.223,7.051,6.527,4.066,3.752,4.718,29.304,1089.065,2429.541,750.643,24.814,2.240,1.839,1.713,1.581,1.539,1.646,
465,2546.357,1471.579,117.766,46.331,48.351,55.049,55.992,47.413,51.542,50.640,51.916,50.299,50.023,51.615,50.502,41.276,32.767,25.886,23.341,21.959,23.196,21.086,21.559,20.335,20.740,18.651,18.659,17.094,15.880,13.909,13.035,13.055,12.098,27.424,62.759,44.890,12.486,5.158,4.613,4.891,6.959,6.131,3.810,3.731,4.116,37.601,1510.997,1501.033,656.204,67.505,2.032,1.802,1.618,1.565,1.810,
470,1252.292,2788.778,591.269,43.475,45.977,48.116,53.328,48.424,44.561,44.537,47.809,45.020,43.924,45.455,45.986,37.805,30.309,24.018,20.465,19.806,21.932,19.048,19.392,18.404,19.137,17.923,17.055,16.198,14.786,13.584,12.020,11.569,9.907,11.182,34.437,56.632,30.513,8.203,4.356,4.205,4.955,6.965,5.201,3.598,3.473,4.188,73.996,588.149,1512.214,1451.840,67.495,1.933,1.781,1.727,1.704,
475,241.206,2818.594,1662.613,98.229,41.995,46.859,49.478,43.201,42.050,39.215,41.489,40.062,39.627,43.600,41.441,33.979,27.017,21.975,18.914,17.715,19.397,17.537,18.060,17.213,17.990,16.514,15.638,14.765,13.455,12.227,11.396,10.892,8.785,8.009,12.636,37.726,48.768,21.131,5.977,3.901,3.777,4.854,6.649,4.813,3.174,3.182,3.884,26.137,521.193,3170.274,818.410,28.468,1.903,1.619,1.638,
480,65.275,1361.177,2607.281,527.045,39.028,45.053,44.606,38.122,36.302,35.338,37.235,35.523,35.384,37.532,38.215,31.160,23.658,19.217,16.811,16.285,17.142,15.828,16.682,15.566,16.026,15.067,14.654,13.891,12.452,11.435,10.719,9.933,8.311,7.176,7.479,15.055,41.117,39.478,14.251,4.379,3.378,3.623,4.916,6.821,4.236,2.977,3.205,3.416,28.279,886.478,1730.827,670.586,22.899,1.661,1.580,
485,83.364,285.470,2251.370,1649.350,114.012,40.293,40.295,35.384,33.967,32.987,32.548,32.150,33.184,33.973,34.111,28.194,22.606,18.049,15.237,14.854,15.299,14.475,15.007,14.206,14.764,14.118,13.652,12.466,11.603,10.496,9.809,9.302,7.599,6.598,6.037,6.952,19.109,41.978,29.944,8.878,3.555,3.421,3.380,5.433,6.362,3.894,2.745,2.706,3.100,30.742,887.404,1667.395,452.199,25.921,1.780,
490,155.235,59.532,1026.016,2832.029,745.269,40.084,39.986,32.216,31.410,29.685,29.261,28.874,29.293,32.325,31.362,25.266,19.422,16.319,14.349,13.591,14.992,13.355,14.176,12.980,12.813,12.407,12.156,11.721,10.823,9.913,9.346,8.740,6.969,6.091,5.576,5.738,7.165,23.530,38.354,20.434,5.901,2.997,3.100,3.437,5.556,6.081,3.439,2.368,2.527,3.460,39.057,774.046,1361.575,492.570,26.572,
495,278.105,60.426,171.866,2627.703,2545.653,102.902,35.606,30.207,27.779,27.243,27.720,25.692,25.450,27.702,27.131,23.119,17.945,15.357,13.065,12.382,13.100,11.860,12.483,11.789,12.128,11.713,10.894,10.709,9.928,8.879,8.196,8.122,6.728,5.736,5.146,4.791,5.152,8.695,26.552,32.632,14.314,4.310,2.910,2.721,3.291,6.007,5.588,2.763,2.268,2.694,3.288,30.261,737.244,1089.733,483.161,
500,385.529,106.777,41.425,1248.406,4068.532,689.413,33.000,25.100,26.126,22.772,23.255,22.057,22.726,23.686,25.203,20.134,16.723,14.146,11.129,11.394,11.533,10.631,11.478,11.192,11.028,10.681,9.984,9.864,9.030,8.303,7.820,7.476,6.099,5.392,4.751,4.458,4.213,5.123,10.931,28.639,25.907,9.251,3.116,2.620,2.503,3.542,6.188,4.853,2.372,2.400,2.563,3.058,40.445,487.540,1115.180,
505,312.540,200.406,40.997,230.308,3497.535,2348.917,95.529,26.112,24.961,21.431,21.583,20.381,20.909,20.779,22.628,17.680,14.655,11.689,10.378,10.379,10.557,9.703,10.610,10.362,10.215,9.824,9.189,8.672,8.457,7.813,7.058,6.877,5.783,5.137,4.295,4.142,3.980,4.039,5.090,14.489,28.086,19.424,5.696,2.677,2.347,2.427,3.670,5.966,4.053,2.336,2.147,2.381,2.652,21.489,547.127,
510,161.005,300.450,76.328,34.003,1207.954,3812.469,1019.286,25.956,20.890,18.450,20.360,18.552,18.887,20.124,20.051,16.445,13.496,10.401,9.735,9.098,9.283,9.068,9.480,9.276,8.751,8.651,8.318,7.833,7.530,6.827,6.459,6.283,5.296,4.430,4.149,3.957,3.686,3.773,3.866,5.275,16.834,25.259,13.453,4.093,2.412,2.213,2.307,3.564,5.752,4.155,2.111,1.866,2.323,2.595,20.904,
515,51.657,296.612,156.935,29.366,165.413,3156.368,3174.352,94.568,18.083,16.910,17.505,17.051,17.576,17.906,18.307,15.165,11.634,9.437,9.189,8.348,8.816,8.220,8.891,8.467,8.827,7.482,7.663,7.356,6.857,6.292,5.883,6.119,4.850,4.266,3.691,3.725,3.677,3.338,3.393,3.549,7.058,19.518,21.146,9.070,2.859,2.126,2.021,2.152,4.025,6.409,3.651,1.781,1.938,2.106,2.601,
520,22.572,193.406,249.348,46.922,33.220,1108.875,5006.693,798.002,18.363,15.264,15.649,15.184,16.331,16.040,15.955,12.998,9.638,8.428,8.054,7.824,7.882,7.598,8.083,7.432,7.790,7.091,7.305,6.911,6.052,5.673,5.155,5.535,4.615,3.880,3.488,3.572,3.350,3.226,2.995,3.170,3.591,8.756,20.467,16.612,5.764,2.490,1.904,1.936,2.112,4.993,6.410,2.874,1.748,1.691,2.080,
