285,2.995,-0.221,-1.562,4.086,30.019,464.015,870.795,295.594,49.187,268.270,2411.616,4289.576,1530.150,81.153,2.721,1.927,1.538,0.977,0.956,0.970,0.918,0.516,0.807,0.810,0.815,0.852,0.832,1.193,0.746,0.742,0.714,0.536,0.807,0.826,0.702,0.635,0.650,0.573,0.707,0.710,0.812,0.800,0.954,0.917,0.932,0.987,0.922,0.881,0.702,0.752,0.596,0.575,0.611,0.606,0.587,
290,-5.174,5.477,3.594,7.339,2.974,69.981,627.987,792.943,222.050,45.517,236.068,2456.203,4446.965,1715.089,74.315,2.875,1.617,1.252,0.949,1.001,1.163,0.769,0.947,0.731,0.769,0.938,0.967,0.614,0.720,0.651,0.772,0.906,0.847,0.913,0.837,0.681,0.702,0.695,0.659,0.741,1.014,0.977,0.893,1.061,0.932,1.062,0.942,0.912,0.718,0.737,0.632,0.636,0.702,0.561,0.563,
295,12.222,9.195,4.743,6.752,6.350,18.324,138.680,694.808,714.571,146.273,50.437,251.036,2622.574,4383.870,1586.584,70.655,2.369,1.374,1.215,1.589,1.171,0.977,0.655,0.772,0.694,0.872,1.166,0.686,0.642,0.762,0.660,0.874,0.847,0.843,0.720,0.754,0.666,0.777,0.854,0.803,0.789,0.966,1.091,1.023,1.114,0.991,1.104,0.989,0.884,0.880,0.685,0.633,0.686,0.816,0.641,
300,23.755,18.326,8.491,15.534,15.110,22.041,34.597,202.209,770.182,547.813,115.563,50.057,270.431,2398.768,4292.293,1605.933,74.100,2.273,1.527,1.460,1.140,0.871,0.719,0.891,1.114,0.888,1.157,0.822,0.674,0.498,0.679,1.027,0.779,0.791,0.877,0.803,0.659,0.799,0.813,0.842,0.958,0.969,0.899,1.097,1.234,1.067,1.006,0.929,0.792,0.892,0.673,0.774,0.819,0.741,0.680,
305,29.313,17.857,18.591,21.152,27.348,40.044,45.468,56.823,271.314,786.168,487.521,92.424,49.939,201.066,2242.691,4617.446,1570.163,64.656,2.049,1.619,1.557,1.112,0.990,1.048,0.838,0.884,0.726,0.805,0.708,0.576,0.527,0.769,0.776,0.821,0.840,0.764,0.842,0.911,0.811,0.906,0.853,0.937,0.958,1.047,1.131,1.043,1.142,0.968,0.962,0.915,0.863,0.936,0.842,0.954,1.041,
310,32.091,26.118,24.898,31.791,39.353,53.863,58.620,59.877,82.562,392.964,791.734,376.271,77.927,52.004,205.562,2380.757,3773.454,1284.930,62.843,1.823,1.378,1.176,1.025,0.818,0.819,0.730,0.811,0.707,0.491,0.603,0.931,0.677,0.809,0.857,1.006,0.905,0.867,0.981,0.822,0.901,1.052,1.023,1.088,1.174,1.120,1.174,1.143,1.085,0.858,1.188,1.139,1.011,1.027,1.145,1.301,
315,41.409,37.744,36.421,43.193,52.794,71.637,84.290,72.022,75.965,117.183,479.090,777.061,285.574,68.546,44.745,182.751,1923.236,3451.474,1282.580,60.044,1.751,1.143,0.842,1.151,0.772,1.185,1.030,0.856,0.738,0.778,0.817,0.681,0.804,0.881,0.917,1.059,0.823,1.020,1.016,1.076,1.047,1.127,1.255,1.262,1.298,1.208,1.190,1.129,1.095,1.199,1.204,1.249,1.355,1.589,1.525,
320,63.360,45.477,47.781,53.183,66.480,92.885,100.469,91.440,91.722,95.806,172.394,584.943,724.875,232.011,54.259,38.862,163.534,1774.266,3320.766,1280.576,57.306,1.495,1.044,0.760,1.117,1.108,0.961,0.713,0.616,0.808,0.854,0.727,0.907,1.119,1.102,1.037,0.973,1.069,1.220,1.245,1.247,1.375,1.792,1.819,1.944,2.014,1.818,1.401,1.321,1.242,1.440,1.549,1.703,1.656,1.984,
325,73.181,50.833,54.948,66.687,76.619,106.938,113.759,103.425,102.289,114.982,143.655,234.893,716.154,627.143,142.043,46.132,38.697,177.564,1807.494,3130.644,1077.461,45.086,1.441,1.276,0.891,1.167,0.985,0.644,0.547,0.728,0.840,0.727,0.934,1.097,1.147,1.106,1.127,1.188,1.509,1.386,1.733,1.716,2.131,2.421,2.638,2.960,2.727,2.052,1.624,1.734,1.651,1.698,1.713,1.997,2.274,
330,85.867,70.318,68.221,72.174,91.952,122.488,130.703,120.707,116.007,125.825,158.754,150.688,303.530,717.708,478.541,99.008,42.483,36.080,143.694,1605.653,2854.023,996.960,48.722,1.555,0.800,1.306,1.070,0.833,0.716,0.717,0.668,0.769,0.891,0.963,0.926,1.240,1.097,1.213,1.337,1.520,1.834,1.750,2.353,2.567,2.941,3.117,2.987,2.578,2.035,2.012,1.908,2.151,2.093,2.188,2.427,
335,85.787,71.522,71.389,88.584,99.206,129.058,147.873,140.424,134.411,143.806,177.561,162.656,164.814,356.117,701.440,354.158,77.027,43.657,39.789,131.202,1507.409,2674.758,1132.871,39.166,1.553,1.386,1.350,1.079,0.617,0.823,0.870,0.734,0.701,1.172,1.167,1.439,1.265,1.385,1.524,1.632,1.844,2.102,2.395,2.971,3.403,3.432,3.590,2.715,2.355,2.380,2.334,2.288,2.199,2.392,2.716,
340,111.336,91.002,85.907,100.909,112.754,147.412,167.931,151.365,150.054,164.312,195.975,176.357,170.418,182.558,434.645,630.157,256.531,62.844,48.214,40.464,142.931,1623.350,2715.349,823.890,34.562,1.513,1.273,1.057,0.818,0.717,0.777,0.820,0.920,1.131,1.249,1.263,1.311,1.499,1.551,1.862,2.135,2.214,2.698,3.205,3.576,3.979,3.870,3.038,2.342,2.606,2.504,2.465,2.526,2.527,2.989,
345,136.153,109.425,108.036,116.336,126.959,174.456,186.734,171.914,176.606,179.366,213.746,197.445,191.736,185.867,194.345,470.852,561.677,182.736,66.449,52.393,41.657,133.490,1318.096,2382.371,826.037,37.047,1.860,1.092,0.828,0.958,0.781,0.828,0.976,1.108,1.152,1.034,1.412,1.565,1.672,1.678,2.083,2.257,2.445,2.993,3.281,3.603,3.773,3.153,2.690,2.921,2.817,2.727,2.920,2.874,3.350,
350,165.122,149.174,136.989,142.398,159.575,213.668,223.009,209.231,198.712,205.546,230.979,223.149,221.170,218.034,190.828,229.543,523.693,462.999,148.699,74.034,58.505,46.839,131.556,1270.007,2159.492,760.104,33.630,1.443,1.137,0.847,0.862,0.631,0.725,1.067,1.246,1.267,1.278,1.716,1.630,1.784,2.060,2.330,2.560,3.090,3.510,3.731,3.733,3.145,2.863,3.126,3.221,3.198,3.218,3.400,3.698,
355,222.308,189.882,186.764,190.207,204.730,269.583,276.170,255.405,237.721,239.909,260.597,257.496,264.665,260.147,233.198,208.432,290.050,562.747,392.511,136.112,87.165,70.674,53.708,138.406,1263.194,2080.149,694.898,26.663,1.561,0.916,0.799,0.870,1.047,1.209,1.406,1.346,1.482,1.778,1.954,1.935,2.320,2.452,2.722,3.067,3.547,3.972,4.035,3.526,3.330,3.739,3.849,3.813,3.918,4.006,4.471,
360,298.226,275.584,262.055,272.586,281.981,357.264,366.321,323.438,309.789,294.728,309.010,314.034,325.760,330.971,304.940,272.536,249.332,366.830,580.163,351.096,146.186,106.509,84.060,61.391,120.802,1116.196,2147.743,733.407,28.866,1.812,0.953,1.081,1.299,1.315,1.426,1.666,1.772,1.875,2.039,2.191,2.430,2.653,3.031,3.401,3.663,4.262,4.384,4.085,3.735,4.605,4.777,4.874,5.353,5.395,6.071,
365,435.932,387.342,379.694,389.701,407.882,498.596,487.017,428.962,402.756,370.158,378.405,386.821,403.413,411.562,393.160,361.240,323.493,302.342,456.653,577.348,305.984,161.460,123.219,94.011,68.124,126.166,1114.169,1908.812,678.930,28.220,1.841,1.403,1.300,1.453,1.640,1.663,2.147,2.089,2.288,2.522,2.857,3.091,3.676,4.052,4.174,5.018,5.103,4.995,4.646,5.532,6.333,6.137,6.776,7.059,8.014,
370,601.495,559.917,544.224,548.927,558.098,685.807,659.042,577.527,519.688,476.932,475.428,488.869,510.991,524.008,515.343,476.692,431.449,379.879,372.457,549.986,558.621,289.089,178.997,139.037,103.404,75.327,131.689,1024.501,1875.554,597.603,30.175,2.160,1.607,1.792,2.247,2.242,2.469,2.496,2.947,3.073,3.508,3.642,4.226,4.951,5.251,5.845,6.461,6.316,6.187,7.560,8.147,8.578,9.195,9.741,10.899,
375,860.721,783.640,749.746,756.362,768.461,932.456,876.233,761.814,682.508,607.446,594.215,609.456,647.439,670.771,666.422,631.744,576.426,504.576,448.979,454.372,618.753,536.165,288.169,200.214,154.911,113.548,81.489,118.727,964.633,1625.065,664.586,30.054,2.405,2.313,2.530,2.988,3.086,3.192,3.764,3.922,4.325,4.778,5.441,6.098,6.653,7.348,8.030,7.806,8.080,9.549,10.726,11.280,12.100,12.705,14.497,
380,1134.609,1023.328,974.419,961.113,971.083,1178.456,1118.685,978.096,860.912,749.659,718.551,743.262,793.521,826.677,838.169,799.701,740.084,654.598,578.680,518.722,536.214,659.401,491.152,284.096,208.827,158.647,113.589,78.346,117.709,871.668,1623.957,582.209,29.793,3.506,3.467,3.618,3.833,4.196,4.552,4.940,5.562,6.059,6.773,7.798,8.276,9.473,10.088,10.039,10.169,12.366,13.615,13.995,15.029,16.103,18.097,
385,1467.828,1313.897,1202.968,1171.802,1191.769,1439.266,1371.074,1187.178,1046.494,892.379,839.718,866.313,937.218,994.180,1024.088,993.157,929.882,824.817,732.943,644.274,567.303,596.006,659.772,447.982,278.373,207.536,151.122,104.477,68.667,97.523,793.297,1495.485,587.446,30.405,4.668,4.864,5.022,5.346,5.790,6.398,7.023,7.815,8.612,9.857,10.252,11.835,12.738,12.164,12.303,14.687,16.394,17.136,18.437,19.164,21.289,
390,1797.322,1603.761,1446.753,1392.661,1381.915,1708.720,1632.778,1408.100,1223.509,1024.306,956.419,991.511,1085.278,1158.485,1220.241,1210.693,1150.183,1022.576,912.152,800.767,689.248,601.457,636.929,630.090,404.138,260.701,191.047,135.770,88.051,56.782,78.764,786.037,1563.602,586.224,37.965,5.941,5.953,6.486,6.996,7.726,8.562,9.454,10.488,11.979,12.790,14.073,15.342,15.080,14.806,17.591,19.428,20.041,21.622,22.301,25.233,
395,2167.406,1882.120,1695.713,1611.854,1594.853,1975.580,1903.694,1635.738,1408.253,1167.691,1077.642,1109.918,1232.072,1342.698,1423.017,1438.961,1381.747,1243.860,1110.789,970.173,833.475,699.454,611.932,646.635,563.637,341.705,229.109,165.063,111.659,74.531,48.554,106.136,759.482,1431.048,556.852,30.454,7.626,7.774,8.739,9.371,10.754,11.419,12.783,14.036,14.858,16.670,18.101,17.254,17.284,20.711,22.578,23.263,25.038,25.826,29.228,
400,2631.615,2263.253,2003.393,1888.038,1881.325,2288.617,2231.200,1908.992,1645.672,1338.157,1215.108,1255.435,1413.963,1558.617,1684.161,1725.168,1673.960,1526.974,1373.753,1203.213,1021.236,850.094,700.987,617.290,635.933,493.617,295.261,201.182,140.154,95.578,63.722,43.979,70.042,686.193,1363.424,486.137,31.373,9.851,10.828,11.751,12.925,13.846,15.413,16.987,17.918,20.384,21.193,20.410,20.519,24.642,26.375,27.372,29.184,29.741,33.488,
405,3178.802,2721.729,2404.745,2237.637,2217.907,2722.010,2642.808,2275.612,1926.121,1540.868,1400.201,1446.379,1630.441,1828.268,1998.894,2071.270,2050.443,1891.598,1705.119,1494.332,1269.736,1050.010,853.315,697.498,618.958,608.217,425.303,256.089,173.877,120.856,84.653,56.886,41.624,66.481,633.066,1154.134,494.325,34.296,13.322,14.357,15.450,16.913,18.308,21.100,21.342,24.245,25.555,24.696,24.471,29.621,31.544,32.122,33.987,35.164,40.189,
410,3792.854,3242.774,2858.007,2613.673,2586.881,3226.964,3148.906,2682.637,2257.027,1764.790,1588.367,1646.515,1868.315,2113.179,2350.848,2466.651,2460.987,2290.712,2092.607,1839.461,1564.936,1285.479,1040.461,834.693,673.662,609.792,554.292,356.815,218.248,151.040,107.781,76.307,54.086,40.083,73.827,599.340,1183.599,414.273,34.921,17.130,18.960,20.366,22.445,24.644,25.666,28.572,30.614,28.861,28.943,33.989,37.499,37.525,39.777,40.775,46.561,
415,4475.873,3799.704,3288.551,3034.203,3022.187,3717.676,3642.701,3098.700,2596.023,2025.261,1788.724,1844.167,2110.654,2391.349,2693.413,2868.688,2883.216,2711.958,2496.478,2206.361,1887.829,1553.617,1253.464,996.330,790.183,629.933,575.468,485.067,292.393,187.033,134.755,98.160,72.741,51.482,39.979,64.518,521.243,968.082,397.255,39.105,22.135,23.874,25.590,28.713,30.029,33.414,35.773,34.011,33.459,39.238,43.131,42.834,45.155,46.733,52.889,
420,5042.088,4280.878,3687.959,3364.992,3358.832,4165.240,4101.334,3482.403,2887.889,2229.469,1944.974,1997.492,2287.413,2641.069,2971.269,3179.026,3231.014,3072.770,2846.848,2546.334,2182.533,1803.726,1453.156,1155.616,906.344,698.357,565.834,526.432,400.281,240.023,163.809,119.926,90.834,66.049,48.826,39.521,57.549,462.158,935.992,426.474,41.334,27.140,29.039,32.774,33.805,37.553,39.581,38.285,37.375,44.622,47.380,47.678,50.307,51.991,58.625,
425,5498.193,4676.753,4016.698,3697.157,3641.410,4565.487,4486.667,3817.165,3153.060,2394.444,2070.183,2114.642,2422.916,2802.796,3187.279,3433.219,3524.137,3371.804,3141.544,2839.637,2446.697,2032.931,1635.005,1296.672,1015.723,776.462,598.568,499.483,462.003,323.874,200.161,140.601,106.595,79.744,60.187,46.770,39.695,62.988,498.667,959.487,351.335,44.357,32.290,35.682,37.251,41.015,43.331,41.794,40.289,47.905,51.658,51.484,53.857,55.604,63.113,
430,5969.430,5011.436,4304.379,3922.352,3896.050,4888.700,4799.665,4100.309,3374.084,2525.165,2175.341,2194.846,2524.125,2920.128,3346.853,3631.706,3740.931,3602.350,3384.050,3076.444,2669.919,2236.736,1809.661,1437.995,1125.629,859.440,655.233,509.217,442.758,399.690,269.823,168.706,125.441,94.229,73.015,56.614,46.179,40.948,59.840,411.172,801.880,353.312,49.119,38.619,39.651,43.938,46.595,44.513,43.266,50.840,55.830,54.865,58.260,59.389,68.323,
435,6261.959,5206.203,4497.208,4105.689,4065.571,5104.413,5037.489,4299.451,3533.574,2634.424,2238.436,2255.970,2572.523,2991.074,3448.307,3748.017,3870.221,3760.296,3555.122,3249.262,2850.709,2389.331,1953.118,1546.913,1209.785,928.359,706.514,546.120,425.801,390.891,341.680,218.172,145.606,107.853,82.948,67.480,54.035,45.675,42.054,58.822,427.788,787.091,343.343,54.688,41.824,46.291,48.869,46.514,45.656,53.222,57.202,57.407,60.415,61.802,70.447,
440,6385.709,5379.601,4624.424,4195.141,4175.077,5240.249,5164.171,4418.999,3614.229,2691.100,2273.082,2260.010,2599.665,3008.611,3461.127,3771.403,3919.343,3825.859,3639.073,3346.885,2953.239,2496.125,2048.154,1633.424,1278.458,983.448,755.648,582.369,446.632,364.109,349.369,284.197,178.578,122.235,93.450,74.609,62.689,52.186,45.686,42.753,74.291,380.140,713.471,299.792,53.886,47.914,49.777,47.307,45.820,54.062,58.572,58.395,60.758,62.911,71.593,
445,6426.035,5405.727,4632.947,4211.891,4173.778,5264.660,5220.122,4441.567,3645.311,2708.804,2275.396,2248.721,2570.967,2961.916,3412.592,3729.592,3891.933,3818.703,3637.905,3380.767,2983.873,2554.541,2097.625,1682.979,1330.663,1021.606,789.254,608.614,469.773,369.730,315.874,310.025,235.979,143.575,103.761,83.627,69.060,60.496,51.571,46.650,44.953,57.804,332.831,644.658,270.956,59.356,50.545,47.565,46.404,54.055,58.098,58.372,61.906,63.182,72.453,
450,6509.508,5300.099,4554.911,4133.511,4071.421,5175.167,5090.038,4377.230,3592.046,2654.133,2230.005,2187.135,2476.850,2860.809,3296.834,3616.272,3763.480,3700.405,3571.607,3320.169,2952.153,2528.270,2100.949,1695.246,1335.698,1037.397,803.566,626.403,485.570,380.612,305.740,278.718,268.469,184.689,117.921,90.028,74.185,65.348,57.978,50.198,46.918,45.584,58.532,289.568,594.746,271.631,60.942,47.015,45.866,53.791,56.769,57.304,60.775,61.546,70.318,
455,6763.384,5072.801,4378.326,3984.497,3922.168,4946.638,4913.529,4212.063,3452.911,2552.136,2132.616,2094.565,2357.909,2707.826,3131.791,3430.114,3586.207,3533.375,3404.524,3175.258,2850.725,2458.478,2043.871,1658.601,1315.591,1027.384,798.592,628.820,490.336,390.631,313.445,257.707,248.323,221.627,143.739,99.607,79.835,68.617,61.824,55.754,49.898,46.396,45.920,61.428,294.513,555.936,255.722,54.315,44.168,51.110,55.047,54.961,58.063,59.577,67.366,
460,7011.650,4949.487,4072.631,3729.313,3703.038,4648.884,4625.517,3973.082,3271.809,2413.345,2004.799,1958.099,2201.122,2528.381,2898.718,3174.271,3325.215,3286.626,3170.552,2990.044,2682.985,2332.564,1951.152,1595.937,1270.041,998.944,780.227,617.741,490.323,389.867,317.149,256.245,217.197,214.372,179.624,116.797,86.297,73.683,64.820,59.194,54.481,49.058,47.161,48.406,55.777,268.422,598.429,230.626,51.122,48.538,51.368,51.325,53.974,55.914,62.822,
465,6396.776,5079.892,3798.388,3453.359,3404.276,4312.606,4278.225,3689.145,3034.114,2247.690,1868.288,1818.634,2021.425,2314.616,2651.434,2895.747,3036.497,3008.105,2915.713,2747.358,2490.691,2162.651,1821.871,1497.502,1210.270,953.368,753.187,602.330,480.272,388.075,317.189,257.216,210.720,182.837,185.761,146.569,97.084,77.952,67.615,61.326,57.821,52.707,48.351,48.086,46.726,57.556,265.292,500.102,224.303,57.682,48.509,47.605,49.764,51.179,58.295,
470,5357.393,5273.888,3695.532,3158.663,3124.226,3945.426,3949.594,3384.570,2799.905,2071.731,1723.573,1667.373,1843.117,2100.847,2402.026,2625.318,2752.746,2735.061,2651.681,2505.342,2279.335,1991.621,1690.818,1392.753,1131.321,902.942,720.503,577.379,467.487,379.864,311.485,256.027,210.274,171.211,161.411,162.936,117.938,84.260,70.884,64.071,57.913,55.859,51.831,48.551,46.254,47.372,58.020,257.322,452.758,224.561,53.825,44.271,45.613,46.996,53.579,
475,4383.248,4778.937,3925.862,2898.501,2823.605,3590.925,3542.842,3062.206,2533.815,1888.576,1571.410,1510.018,1668.970,1880.271,2144.351,2340.842,2455.928,2431.881,2371.238,2253.754,2048.474,1803.723,1543.369,1280.303,1048.169,842.334,678.373,551.962,448.636,371.352,307.201,253.088,209.236,167.164,141.307,145.983,138.818,101.087,74.889,65.979,60.540,55.888,53.929,50.847,46.619,46.375,46.685,50.437,216.488,445.151,199.581,48.240,42.166,43.048,48.285,
480,3801.918,3771.128,4085.125,2842.448,2536.064,3203.407,3179.831,2732.032,2273.499,1703.725,1419.850,1371.596,1496.420,1678.971,1904.965,2075.006,2169.846,2158.818,2106.803,2007.083,1835.353,1626.712,1392.983,1169.181,961.941,780.975,635.601,523.568,433.117,360.447,298.542,249.341,207.389,166.137,135.830,122.460,132.806,120.014,85.289,68.999,61.792,56.491,53.970,52.421,47.120,45.584,44.536,40.896,45.192,189.537,418.646,194.619,45.686,38.414,43.745,
485,3371.706,2961.246,3617.715,3078.168,2283.662,2846.858,2835.360,2449.561,2045.578,1533.287,1286.193,1227.900,1332.773,1500.266,1689.316,1830.972,1912.697,1910.265,1860.141,1778.479,1634.905,1451.602,1257.607,1059.193,882.749,721.952,597.467,493.930,413.194,346.423,290.797,241.973,202.039,163.675,135.439,115.204,111.644,122.739,101.872,74.039,63.036,57.293,53.081,51.844,48.793,45.845,42.622,38.399,35.952,46.006,213.280,399.744,168.182,41.086,39.485,
490,3070.443,2525.087,2669.155,3257.108,2220.111,2522.452,2511.940,2187.571,1809.924,1367.657,1151.525,1092.229,1188.017,1319.478,1477.797,1599.467,1669.123,1664.870,1626.847,1562.089,1440.783,1289.254,1119.921,953.935,803.120,667.602,556.020,468.676,390.602,333.801,281.371,236.315,198.309,159.556,131.585,112.869,99.126,105.296,110.548,85.494,65.315,56.689,52.662,49.561,47.413,45.721,41.537,37.125,33.554,35.461,42.584,178.175,369.848,167.231,42.260,
495,2808.790,2195.306,2005.178,2876.807,2510.715,2247.317,2213.450,1909.107,1601.316,1210.277,1021.163,969.119,1042.513,1148.131,1284.823,1387.724,1453.502,1440.022,1411.908,1360.679,1263.745,1137.318,994.175,854.597,723.336,613.203,514.040,437.433,375.528,316.883,269.919,227.951,190.813,155.280,129.331,110.586,96.234,89.933,98.464,97.325,72.647,57.722,51.109,48.033,43.915,44.450,42.283,35.351,31.406,32.617,32.566,36.855,178.921,349.076,165.022,
500,2507.876,1958.717,1703.988,2053.523,2740.823,2258.524,1940.094,1681.874,1417.721,1077.220,910.163,862.895,930.953,1010.634,1125.195,1197.456,1257.097,1256.853,1233.488,1184.681,1111.791,1001.094,882.404,769.474,663.986,562.022,478.044,413.239,354.305,304.754,259.836,219.826,184.806,151.173,124.211,108.094,94.136,83.783,81.725,93.542,83.316,60.924,50.541,46.762,42.199,40.806,40.803,35.159,30.448,30.558,29.904,28.588,36.195,166.650,329.477,
505,2184.073,1818.443,1482.135,1446.880,2382.324,2637.451,1723.707,1481.427,1250.865,946.637,798.828,769.198,814.129,884.935,967.617,1048.301,1090.276,1086.652,1069.971,1032.312,968.999,881.832,788.958,689.296,598.199,514.951,446.264,387.546,335.587,288.312,248.105,209.840,176.369,143.994,120.832,103.707,90.952,81.396,74.098,76.419,84.131,69.890,51.978,45.168,40.612,38.616,37.049,35.111,30.399,29.042,27.796,26.370,26.229,33.479,153.186,
510,1810.028,1677.031,1315.819,1197.162,1618.246,2969.625,1740.867,1294.476,1082.303,835.098,702.319,669.262,707.756,765.460,835.735,896.404,929.393,930.682,918.034,888.682,838.618,768.724,692.925,611.787,540.999,468.589,410.597,361.727,316.193,273.960,235.822,199.580,166.812,137.524,114.695,99.408,87.465,78.717,70.432,65.875,71.160,74.147,58.046,45.260,39.251,36.925,34.610,32.395,30.716,29.375,26.333,24.634,24.657,24.124,31.924,
