275,8.904,5.527,13.428,221.024,713.049,540.506,79.317,366.685,4084.328,7310.071,2466.785,108.461,3.013,2.068,1.977,1.147,1.294,0.961,1.184,0.475,0.957,1.034,0.764,0.771,0.968,1.008,1.274,0.940,0.999,0.795,0.826,0.839,0.909,0.795,0.888,0.765,0.870,0.765,0.864,0.794,0.810,0.837,0.838,0.729,0.763,0.766,0.633,0.672,0.755,0.668,0.669,0.756,1.558,5.658,13.480,
280,16.788,10.712,8.334,25.742,307.696,936.351,424.603,59.360,343.639,4944.606,6681.949,2324.633,148.112,3.340,2.176,1.796,1.275,1.111,0.940,0.942,0.982,0.841,0.860,0.813,0.828,0.980,1.189,1.376,0.965,0.973,0.665,0.808,0.924,0.909,0.843,0.571,0.782,0.904,1.003,0.814,0.805,0.986,1.012,0.795,0.832,0.809,0.806,0.838,0.825,0.710,0.641,0.798,0.661,0.973,2.742,
285,29.748,19.820,9.567,10.681,41.123,507.517,939.402,316.578,60.577,539.682,3860.053,7130.792,2697.739,138.385,3.232,2.113,1.924,1.145,1.253,0.636,0.950,0.891,0.975,0.842,0.909,0.885,1.110,1.097,1.205,0.923,0.888,0.855,1.179,0.826,1.042,0.881,0.919,0.960,1.044,1.007,0.833,0.847,0.909,1.142,0.973,0.972,0.973,0.935,0.863,0.806,0.701,0.753,0.618,0.700,0.830,
290,57.082,25.873,17.800,11.019,12.647,79.994,681.487,860.452,255.759,65.366,368.383,4517.746,7440.720,2626.109,135.932,3.374,2.950,1.804,1.357,1.122,0.893,0.842,0.843,0.755,0.725,0.997,1.538,1.235,1.033,0.848,0.807,0.880,0.996,0.897,1.024,1.009,0.901,1.025,1.090,1.071,1.104,1.015,1.180,1.314,1.281,1.294,1.222,1.030,0.997,0.889,0.747,0.775,0.774,0.749,0.805,
295,87.142,41.167,24.319,16.130,15.991,24.979,159.301,752.470,776.068,174.670,65.515,366.191,4258.001,6961.571,2884.906,116.285,2.995,2.500,1.538,1.608,0.998,0.972,0.778,0.871,0.864,1.013,1.208,1.048,1.008,0.922,0.932,0.886,1.048,1.179,1.188,1.223,1.104,1.092,1.093,1.126,1.209,1.285,1.301,1.521,1.493,1.504,1.422,1.265,1.001,0.921,0.955,0.794,0.973,0.799,0.784,
300,103.218,46.545,25.595,23.497,18.259,26.264,38.786,220.824,837.810,596.581,135.603,59.184,375.612,3835.249,8020.523,2708.515,123.514,2.763,1.846,1.531,0.944,1.567,0.690,0.883,1.172,1.145,1.589,1.188,0.971,0.710,1.090,0.936,0.978,1.291,1.118,1.155,1.089,1.037,1.112,1.289,1.188,1.327,1.429,1.486,1.566,1.646,1.630,1.349,1.197,0.964,0.952,1.038,0.864,1.000,1.013,
305,101.253,52.885,33.718,27.933,26.476,29.706,36.898,53.194,300.264,842.536,514.725,97.368,43.689,270.209,4511.510,7558.955,2736.694,110.452,2.321,1.942,1.413,1.691,1.130,0.732,0.757,1.121,1.252,1.232,0.953,0.914,0.908,0.902,1.058,1.287,1.178,1.227,1.118,1.242,1.233,1.128,1.278,1.241,1.430,1.715,1.560,1.586,1.582,1.394,1.161,1.128,1.149,1.021,1.034,1.039,0.886,
310,100.727,60.352,39.389,32.405,26.678,35.483,36.647,44.303,78.082,408.540,816.006,383.865,60.920,37.991,340.278,3716.406,6656.911,2166.748,107.388,2.512,1.565,1.644,1.089,0.835,1.058,1.282,1.251,1.153,1.112,0.914,0.678,0.933,0.853,1.298,1.430,1.305,1.170,1.314,1.354,1.173,1.257,1.258,1.443,1.430,1.435,1.512,1.687,1.335,1.106,1.095,1.111,1.058,1.038,1.087,1.028,
315,97.515,56.741,42.916,37.464,31.961,35.025,38.524,43.411,55.120,99.526,474.509,778.890,266.254,45.803,35.486,285.868,3202.985,5710.719,2108.093,113.373,2.403,2.556,1.361,1.508,1.495,1.377,1.163,1.044,0.768,0.828,0.849,1.013,1.082,1.091,1.305,1.278,1.213,1.189,1.150,1.163,1.289,1.235,1.303,1.427,1.352,1.525,1.559,1.385,1.160,1.117,1.346,1.189,1.141,1.205,1.131,
320,95.209,53.561,47.339,43.169,36.297,41.356,41.054,45.489,53.744,61.891,123.609,564.020,702.907,203.433,38.426,33.390,206.401,2948.746,5590.966,2239.717,98.969,2.868,1.409,1.332,1.498,1.341,1.195,1.268,0.968,0.917,0.793,0.941,0.909,1.149,1.114,1.275,1.261,1.218,1.214,1.256,1.159,1.312,1.251,1.388,1.545,1.447,1.549,1.437,1.225,1.270,1.168,1.143,1.198,1.241,1.198,
325,92.917,61.588,50.077,48.292,42.702,43.355,43.588,48.030,55.787,60.519,64.601,171.739,669.294,592.386,117.765,34.663,32.275,264.150,3055.115,5196.611,2118.265,85.977,1.800,1.492,1.545,1.219,1.316,1.302,1.106,0.938,0.830,0.714,0.972,1.169,0.936,1.130,1.202,1.266,1.179,1.185,1.210,1.227,1.348,1.513,1.484,1.601,1.691,1.399,1.275,1.351,1.380,1.250,1.265,1.194,1.379,
330,85.484,64.143,59.937,51.839,43.655,46.497,46.903,48.723,57.379,61.463,65.460,70.263,236.929,678.693,448.696,80.934,34.133,32.339,243.403,2481.645,5699.167,2859.649,79.666,2.167,1.640,1.407,1.414,1.167,1.076,0.972,0.947,0.863,0.824,0.905,0.902,0.945,1.069,1.248,1.183,1.056,1.207,1.191,1.203,1.494,1.542,1.556,1.574,1.486,1.383,1.305,1.354,1.420,1.284,1.406,1.346,
335,99.476,69.879,54.422,57.481,50.594,56.706,53.880,52.894,63.370,66.886,67.018,68.477,78.572,289.112,667.419,335.650,61.707,34.519,32.203,185.484,2964.610,7758.564,1829.082,79.912,2.170,1.756,1.483,1.499,0.910,0.840,1.014,0.941,0.822,1.051,1.149,1.234,1.152,1.164,1.111,1.199,1.233,1.218,1.368,1.381,1.590,1.574,1.508,1.407,1.323,1.488,1.428,1.422,1.404,1.622,1.345,
340,96.845,80.855,73.441,68.971,61.849,66.725,62.245,58.877,67.193,70.294,73.446,76.243,73.391,91.140,381.598,609.115,237.920,47.193,36.754,33.013,277.316,3042.422,4769.972,1602.780,94.617,2.381,1.793,1.496,1.101,1.084,0.904,0.960,1.089,0.860,1.216,1.290,1.104,1.250,1.212,1.267,1.285,1.229,1.245,1.448,1.613,1.601,1.710,1.488,1.468,1.548,1.670,1.508,1.720,1.561,1.678,
345,115.260,99.536,97.007,92.504,83.416,90.441,74.916,72.172,76.743,76.742,83.511,86.223,84.149,80.033,118.607,425.039,538.061,159.770,47.642,40.090,34.996,158.218,2632.667,4764.106,2031.809,98.204,2.370,1.413,1.272,1.097,1.015,1.158,1.181,1.066,0.855,1.104,1.067,1.191,1.060,1.173,1.267,1.259,1.341,1.444,1.564,1.580,1.731,1.647,1.700,1.804,1.904,2.101,2.072,2.002,2.007,
350,124.583,126.723,128.517,124.701,108.793,112.397,94.631,83.401,82.972,89.549,93.319,96.930,96.705,90.721,88.531,155.357,472.672,428.825,117.881,49.648,42.143,37.334,189.663,2564.911,4544.569,1850.585,57.506,2.093,1.299,1.328,1.127,1.110,1.161,1.253,0.884,1.129,1.127,1.074,1.332,1.144,1.348,1.167,1.452,1.497,1.708,1.809,1.873,1.834,1.841,2.025,2.436,2.362,2.444,2.538,2.531,
355,164.749,166.807,169.175,156.738,133.971,134.788,109.988,96.127,95.144,99.129,106.040,110.278,115.338,109.397,100.764,98.276,206.247,505.720,340.877,92.678,54.575,46.673,39.550,212.543,2259.325,4923.122,1313.134,53.170,2.111,1.411,1.298,1.209,1.252,1.182,0.947,1.160,1.107,1.241,1.265,1.308,1.408,1.369,1.475,1.565,1.692,1.831,1.977,2.054,2.248,2.598,2.771,2.956,3.084,2.757,3.018,
360,194.382,207.162,228.929,216.726,171.560,164.367,130.621,111.349,114.135,112.420,126.036,132.548,133.034,128.963,120.683,111.665,114.251,263.381,492.600,277.527,86.916,62.263,51.871,42.243,174.592,2841.690,3757.164,1418.090,69.331,1.933,1.482,1.489,1.300,1.173,1.023,1.159,1.069,1.367,1.372,1.535,1.481,1.454,1.674,1.712,1.915,2.173,2.363,2.302,2.596,3.003,3.602,3.624,3.894,3.607,3.822,
365,242.330,266.358,288.123,269.879,223.226,205.289,160.076,134.264,129.765,131.558,145.367,153.545,155.303,154.199,141.949,133.729,123.825,138.421,318.926,465.893,211.117,85.370,67.966,54.973,42.872,218.135,2120.173,3986.384,1361.766,56.560,1.887,1.617,1.152,1.312,1.307,1.342,1.349,1.338,1.400,1.517,1.574,1.515,1.869,1.959,2.132,2.344,2.679,2.840,2.797,3.718,4.172,4.488,4.806,4.531,4.640,
370,289.508,320.401,343.926,327.565,252.875,239.296,186.370,153.624,156.708,152.076,161.733,173.144,179.912,178.489,165.417,148.650,142.295,134.954,165.054,372.790,414.219,169.835,87.148,69.446,54.610,40.930,167.639,2273.284,3981.827,1259.031,54.357,2.057,1.717,1.376,1.392,1.345,1.467,1.495,1.312,1.662,1.815,1.754,1.953,2.007,2.129,2.721,2.909,3.124,3.325,4.152,5.149,5.394,5.566,5.432,5.263,
375,328.707,359.488,385.072,371.069,289.853,265.507,211.565,181.329,173.812,173.874,184.605,194.849,199.946,198.373,183.114,166.800,161.916,151.855,149.546,194.110,402.436,356.845,142.523,83.551,66.196,49.069,35.439,160.983,2091.657,3391.677,1353.672,60.640,1.914,1.634,1.198,1.451,1.462,1.731,1.642,1.873,1.989,1.842,1.950,2.417,2.510,2.739,3.242,3.239,3.733,4.788,5.614,5.862,6.454,6.093,5.672,
380,345.583,389.023,416.296,389.340,314.136,282.544,232.883,200.020,189.249,189.617,197.846,210.088,211.225,207.826,199.816,183.765,173.657,165.111,158.143,156.854,231.501,407.750,285.229,114.226,76.315,57.793,40.732,29.833,143.731,1724.344,3788.415,1511.138,56.360,2.077,1.728,1.709,1.564,1.675,1.760,1.736,2.044,2.091,2.273,2.516,2.669,2.817,3.445,3.722,3.971,5.010,6.067,6.398,6.601,6.377,6.396,
385,362.820,392.712,431.837,403.668,323.762,299.044,245.598,214.058,201.515,195.999,204.347,215.779,219.420,219.232,205.193,191.822,184.525,173.400,168.022,159.718,159.393,258.694,382.475,218.113,92.957,64.190,47.048,33.732,24.641,141.521,2147.234,3976.690,1343.472,60.327,2.196,1.891,1.806,1.785,1.957,1.933,2.022,2.233,2.264,2.439,2.767,3.038,3.515,3.801,4.047,5.240,6.272,6.492,6.808,6.286,6.474,
390,355.569,402.438,420.090,400.056,318.410,300.517,247.780,217.067,210.188,199.772,205.537,216.382,224.093,221.224,210.281,196.513,187.117,178.156,170.906,163.055,151.859,156.314,272.962,332.239,161.839,72.993,51.050,38.096,26.773,21.016,129.323,1790.813,3788.076,1273.961,53.351,2.411,1.945,1.813,1.892,2.050,2.064,2.164,2.315,2.692,2.744,3.188,3.492,3.540,3.974,4.965,6.088,6.394,6.905,6.490,6.475,
395,353.044,380.570,403.181,387.528,312.576,298.627,254.062,217.005,208.117,201.701,206.727,215.284,224.586,219.013,211.241,197.375,190.622,181.796,172.993,164.354,155.003,143.044,161.996,282.005,271.075,112.175,56.783,41.736,30.735,22.347,18.291,118.198,2008.966,3117.801,1235.497,66.871,2.282,1.896,2.192,2.170,2.046,2.397,2.326,2.692,2.933,3.065,3.376,3.678,3.834,5.088,5.838,6.077,6.491,6.377,6.042,
400,342.377,380.946,396.318,373.945,308.566,295.070,255.152,221.892,210.710,200.551,208.700,215.417,221.341,219.074,213.181,199.883,193.802,183.184,178.043,168.012,157.421,145.479,134.444,161.550,270.972,210.549,81.230,46.305,34.769,26.675,20.457,17.092,120.316,1551.777,3568.968,1276.218,56.361,2.409,2.360,2.031,2.216,2.196,2.445,2.702,2.844,3.124,3.381,3.530,3.823,4.980,5.760,5.857,6.403,6.221,6.190,
405,371.812,369.808,397.258,372.969,305.420,297.260,259.692,224.278,218.683,208.431,211.399,218.944,226.922,222.871,217.347,208.526,200.703,192.271,183.619,172.378,163.519,149.789,135.933,126.866,169.805,256.279,159.880,62.234,40.201,31.151,24.165,18.537,15.849,112.803,1679.969,3276.006,1185.233,44.947,2.664,2.482,2.284,2.396,2.288,2.829,2.850,3.146,3.575,3.468,3.843,4.717,5.560,5.880,6.220,6.234,5.930,
410,356.330,368.120,398.865,370.409,307.618,310.200,268.963,237.302,228.481,214.424,214.191,224.492,229.492,233.150,224.341,214.621,210.344,197.328,191.273,180.213,168.321,156.483,141.767,125.253,117.971,185.193,229.889,117.253,48.847,35.769,28.921,22.467,17.467,14.365,97.350,1631.423,2769.393,975.560,79.581,2.713,2.514,2.494,2.541,2.895,2.983,3.329,3.588,3.562,3.704,4.804,5.477,5.709,6.107,6.319,6.186,
415,358.537,368.609,379.588,363.287,309.333,308.660,273.669,246.827,232.660,213.298,218.734,225.495,233.409,237.017,227.491,218.344,211.480,203.523,195.662,185.508,172.382,161.168,146.164,129.511,113.907,113.820,189.379,196.574,86.487,43.046,32.645,25.950,21.019,15.494,13.294,108.187,1273.686,2550.341,1161.546,51.931,2.839,2.729,2.534,2.834,3.054,3.169,3.654,3.526,3.826,4.654,5.458,5.923,6.153,5.917,6.123,
420,344.384,354.628,359.510,356.809,295.060,316.419,268.689,244.004,229.402,215.846,212.559,224.511,227.590,229.194,223.568,216.614,211.363,202.283,194.163,186.660,174.419,160.255,147.569,130.498,115.683,100.490,113.751,188.748,155.865,65.276,36.620,29.443,23.648,18.223,13.907,12.305,64.703,1270.126,2413.196,965.867,46.594,3.161,2.661,2.867,2.927,3.151,3.421,3.526,3.601,4.590,5.305,5.496,5.808,5.896,5.613,
425,339.510,332.626,333.805,335.330,290.681,306.595,267.094,235.751,228.003,212.660,211.022,217.298,222.502,227.000,221.880,212.146,206.070,199.515,193.203,184.478,173.550,160.544,146.655,131.760,115.425,99.310,89.026,118.431,181.665,119.636,49.991,31.299,25.118,20.750,16.792,12.888,11.088,89.084,1073.302,2227.839,913.638,46.989,2.995,2.898,2.929,3.089,3.435,3.394,3.490,4.379,5.102,5.231,5.872,5.456,5.816,
430,312.832,324.698,331.150,315.593,276.745,289.160,268.556,233.082,222.356,206.750,204.642,211.962,216.049,216.836,212.118,205.299,201.507,194.780,189.509,180.234,170.470,159.512,146.104,131.472,115.382,100.629,87.619,81.104,125.154,162.855,94.657,39.609,27.395,21.099,19.293,15.254,11.716,10.937,58.401,1063.356,2035.096,1145.850,40.121,3.239,2.997,3.241,3.271,3.302,3.456,4.161,4.759,5.097,5.425,5.245,5.600,
435,303.102,307.603,312.757,301.204,262.121,283.322,258.077,224.770,213.066,196.127,197.054,203.773,207.736,208.789,205.931,201.207,199.017,191.509,183.957,178.165,166.662,156.875,145.670,129.944,116.368,101.794,87.924,76.416,77.533,127.969,142.357,68.178,31.436,22.910,19.472,17.857,14.251,10.684,10.546,76.240,841.572,2460.486,802.461,54.706,3.155,3.081,3.219,3.132,3.402,3.906,4.595,4.759,5.185,5.144,5.375,
440,294.553,286.494,304.470,286.412,250.821,276.834,250.416,223.284,207.189,191.355,189.055,195.669,196.886,201.174,198.024,193.320,189.905,184.067,179.041,172.426,163.801,155.324,143.416,128.499,114.804,101.717,88.465,77.425,69.629,77.527,129.967,115.465,49.440,24.973,19.610,17.910,16.914,13.498,10.790,10.367,56.657,953.773,2198.278,1017.975,31.487,3.305,3.317,3.024,3.150,3.885,4.459,4.517,5.008,4.717,5.210,
445,287.500,273.951,273.778,267.424,240.688,261.977,240.012,212.103,197.386,184.120,180.183,186.027,188.037,190.658,189.510,184.940,183.279,175.827,170.693,168.234,158.071,150.094,139.691,126.207,113.891,100.109,87.684,77.021,68.602,61.017,76.577,125.135,91.979,36.174,21.128,17.524,17.168,16.606,13.108,10.520,10.052,49.214,1089.187,2316.965,648.686,38.679,3.469,3.011,3.098,3.839,4.219,4.332,4.771,4.700,4.662,
450,542.260,256.820,255.142,252.061,229.373,253.697,230.211,203.430,189.102,174.493,173.738,174.576,182.262,180.049,177.901,173.499,172.096,171.019,165.378,159.053,152.288,143.470,132.432,121.958,109.855,96.436,85.374,75.545,67.181,59.410,54.329,81.458,113.893,66.260,26.492,18.292,16.515,17.200,15.984,12.160,10.336,9.422,56.556,777.318,1684.842,670.682,46.256,3.205,2.938,3.521,3.977,4.269,4.535,4.354,4.468,
455,1304.997,263.520,236.639,237.040,214.873,237.717,220.875,193.698,176.948,167.586,164.261,166.855,169.059,171.206,168.076,166.786,163.435,160.759,154.627,150.888,144.757,136.295,126.400,116.548,103.608,93.233,82.931,74.922,65.584,57.870,50.208,50.377,83.895,96.693,45.884,21.580,16.924,15.849,17.004,15.319,11.126,9.289,8.674,41.358,748.316,1511.308,769.119,34.448,3.219,3.498,3.720,3.963,4.209,4.088,4.508,
460,2239.891,510.084,223.126,213.678,201.606,220.737,207.280,184.210,172.589,154.235,154.800,155.626,160.115,160.585,156.782,153.705,153.759,148.056,142.735,140.812,133.373,127.616,117.980,108.696,97.728,88.221,78.161,70.616,63.675,56.625,49.191,42.783,47.220,81.575,76.452,33.709,18.394,16.585,15.421,16.815,14.331,9.974,8.564,8.230,32.058,660.947,2142.418,668.640,26.687,3.614,3.739,3.817,4.049,4.029,3.977,
465,2136.063,1331.135,239.545,194.501,182.047,209.421,194.991,169.989,159.932,144.846,143.408,145.453,147.318,148.655,147.498,144.466,141.505,137.846,134.656,130.948,124.852,118.262,109.436,99.842,91.283,82.124,74.999,66.774,60.709,53.270,46.965,40.099,35.376,46.486,78.766,59.219,25.630,17.278,15.791,15.040,15.674,12.843,9.043,8.217,7.509,30.895,909.301,1454.248,594.641,38.955,3.766,3.549,3.725,3.628,4.015,
470,1110.849,2225.430,496.032,183.675,164.884,192.212,177.135,160.767,153.169,136.180,133.397,135.265,140.216,138.275,135.800,131.370,129.923,127.984,123.039,119.421,115.364,107.742,100.457,93.463,85.798,76.911,69.501,62.473,57.113,51.233,45.270,38.576,32.125,29.783,49.951,71.393,43.826,20.459,16.710,15.066,13.896,14.608,11.428,8.440,7.269,7.296,35.467,682.685,1362.742,607.367,40.243,3.619,3.702,3.646,3.724,
475,331.710,2085.458,1223.544,199.244,156.172,169.997,170.129,151.730,141.158,127.294,126.117,127.557,127.356,126.129,123.826,122.401,119.426,115.227,112.566,110.256,105.375,98.491,93.491,86.309,78.732,70.955,64.635,59.706,53.322,47.950,42.625,37.397,30.812,26.771,28.682,52.229,61.349,34.364,18.313,15.064,13.468,13.481,13.727,10.558,7.624,6.901,7.180,30.661,522.093,1489.956,603.519,30.750,3.740,3.398,3.562,
480,184.974,989.903,1916.370,474.656,144.097,161.926,153.035,137.049,126.964,119.053,115.521,118.357,117.022,117.167,115.024,111.537,108.711,105.294,103.352,101.264,96.662,91.624,85.189,78.614,70.906,65.976,61.235,54.867,50.740,45.765,40.678,35.180,29.927,25.123,23.025,29.187,53.955,52.183,26.343,15.644,13.709,12.170,12.383,12.995,9.228,7.117,6.556,6.565,25.183,569.620,1295.566,571.507,25.178,3.370,3.517,
485,186.453,290.605,1685.735,1161.804,167.185,150.156,143.195,129.426,119.728,110.377,108.300,107.998,109.673,107.202,103.855,101.535,99.690,98.462,93.974,92.734,88.544,83.869,78.290,72.675,66.492,60.038,55.656,51.615,46.544,43.319,38.744,33.753,28.746,24.283,21.642,20.986,32.620,54.037,42.248,20.195,14.027,12.263,10.860,11.904,11.824,8.428,6.807,6.194,6.127,25.409,556.057,1152.079,536.582,25.493,3.454,
490,249.457,152.959,861.493,1876.978,451.165,138.564,130.096,117.229,108.946,101.515,100.912,101.833,100.000,98.982,97.589,92.462,91.893,87.742,85.987,83.790,79.839,76.463,71.125,67.446,61.327,55.913,52.433,47.693,44.506,40.363,36.036,31.135,27.266,22.675,20.296,19.264,20.165,36.324,50.772,32.475,16.242,12.219,10.948,10.004,11.282,11.121,7.499,6.079,5.800,5.973,27.597,466.533,1379.643,560.997,37.342,
495,383.265,145.874,221.973,1690.725,1163.967,182.444,121.076,110.916,105.751,96.346,90.927,91.230,91.003,89.352,87.271,85.266,81.820,78.749,77.008,74.974,72.543,68.832,64.596,60.384,55.555,51.362,47.957,44.544,40.902,37.022,34.104,29.866,25.399,21.533,19.078,18.116,17.626,21.067,38.890,43.832,25.040,13.410,10.672,9.835,9.086,11.346,10.384,6.746,5.546,5.527,5.715,28.014,585.502,1220.266,596.984,
500,460.794,185.652,126.989,824.833,1787.486,569.709,115.352,100.065,96.209,86.464,84.014,84.547,84.061,82.213,79.677,76.148,75.022,71.277,70.363,68.643,66.173,62.538,58.429,54.521,51.363,47.028,43.725,40.683,38.065,35.020,31.868,28.187,23.883,20.684,18.503,17.344,16.223,16.900,22.628,40.040,36.142,18.207,11.749,9.769,8.792,9.031,11.258,9.046,5.769,5.261,5.383,5.223,27.749,451.514,1333.761,
505,376.060,290.454,116.410,221.801,1562.493,1447.965,139.621,93.741,87.890,82.441,75.596,78.115,75.683,75.380,73.582,69.752,67.353,64.414,63.309,60.892,60.268,56.558,53.349,49.738,46.315,42.600,39.919,37.268,34.873,32.107,29.793,26.281,22.701,19.391,17.425,16.071,15.729,15.665,16.213,25.631,38.462,27.721,13.940,9.600,8.811,8.275,8.794,10.527,8.116,5.646,5.133,4.887,4.910,23.783,615.039,
510,238.798,365.352,150.698,102.312,700.849,2213.293,490.941,85.422,80.777,74.498,73.046,70.781,70.783,67.659,66.183,63.741,60.914,58.442,58.362,55.993,52.864,50.161,48.290,44.456,41.394,38.773,36.744,33.803,32.015,29.575,27.145,24.334,20.624,17.812,16.213,15.208,14.481,14.363,14.581,16.266,26.546,33.894,21.640,11.242,8.741,8.135,7.544,8.330,10.006,7.581,5.400,4.816,4.511,4.676,23.680,
515,124.250,369.035,220.892,94.119,173.685,1893.415,1323.573,117.609,73.286,68.609,64.340,65.282,65.740,63.282,59.356,57.411,55.272,53.689,51.354,49.626,48.273,45.932,43.552,40.348,38.624,36.420,33.130,30.525,29.400,27.194,25.050,22.171,19.668,16.910,15.424,14.657,13.653,13.694,13.951,13.599,16.358,28.728,28.816,16.178,9.384,7.968,7.405,7.040,8.265,10.040,6.851,4.702,4.336,4.420,4.661,
520,81.513,253.549,305.130,104.232,80.227,815.675,2167.756,468.743,71.617,63.494,63.040,60.600,60.950,58.772,56.699,52.722,50.855,47.538,47.176,46.032,43.890,41.025,39.071,37.025,34.486,31.853,30.365,28.416,26.955,25.251,22.781,20.847,18.278,15.697,14.281,13.184,13.005,13.046,12.985,13.014,12.791,17.219,27.828,23.420,12.157,8.357,7.468,6.915,6.642,9.068,10.160,6.045,4.437,4.166,4.232,
