275,2.235,7.307,11.032,190.779,625.993,486.560,74.946,483.160,4548.626,8106.633,3487.413,152.672,5.305,4.973,3.479,2.292,2.201,1.861,1.781,1.341,1.484,1.206,1.050,1.195,1.448,1.466,1.877,1.987,1.412,1.249,1.134,1.309,1.077,1.206,0.886,1.032,0.902,0.927,1.095,1.038,0.898,0.874,0.860,0.771,0.849,0.894,0.856,0.724,0.697,0.635,0.738,0.745,1.486,5.020,11.847,
280,15.523,9.547,5.733,24.085,275.976,841.584,398.723,64.875,454.326,5079.182,9806.232,3366.446,160.102,5.414,4.725,3.465,2.313,2.080,1.775,1.599,1.597,1.496,1.386,1.505,1.270,1.562,2.095,2.005,1.571,1.037,1.158,1.279,1.265,1.262,1.025,1.187,1.136,1.088,1.198,1.016,0.992,1.056,1.019,1.060,0.868,0.886,0.738,0.820,0.767,0.758,0.805,0.792,0.778,0.978,2.791,
285,34.384,23.630,22.474,18.948,54.441,474.672,881.379,307.816,78.600,571.828,5798.572,9856.138,3606.279,176.080,5.814,4.411,3.222,2.133,2.069,1.642,1.605,1.633,1.337,1.295,1.448,1.585,2.096,2.005,1.489,1.003,1.223,1.040,1.390,1.401,1.497,1.383,1.251,1.243,1.345,1.310,1.270,1.190,1.277,1.011,1.179,1.019,0.926,0.936,0.957,0.886,0.900,0.925,0.950,0.890,1.051,
290,76.447,48.597,45.764,44.465,46.711,111.301,666.710,837.639,281.264,111.069,540.261,5923.500,10719.609,3920.396,176.370,5.217,3.638,3.192,2.675,2.045,1.616,1.796,1.327,1.568,1.536,1.651,1.960,1.943,1.477,1.111,1.261,1.507,1.662,1.910,1.874,1.789,1.628,1.428,1.635,1.559,1.540,1.553,1.607,1.525,1.423,1.392,1.363,1.290,1.159,1.226,1.216,1.175,1.149,1.300,1.406,
295,104.794,87.636,75.329,72.457,71.998,88.049,210.225,757.358,790.901,243.721,147.488,560.601,6440.017,10712.971,3992.146,213.338,5.085,3.792,2.818,2.148,1.810,1.509,1.461,1.572,1.504,1.558,2.097,2.015,1.651,1.102,1.247,1.509,1.885,1.919,1.900,1.952,1.878,1.714,1.626,1.844,1.582,1.900,1.739,1.832,1.797,1.725,1.660,1.501,1.521,1.502,1.598,1.530,1.650,1.605,1.740,
300,145.024,117.359,104.433,98.307,98.480,122.568,132.787,301.989,880.941,671.825,243.750,153.274,658.065,6033.025,11521.244,4202.557,186.340,5.041,3.477,2.702,2.266,1.902,1.931,1.943,1.736,1.810,2.079,1.860,1.436,1.241,1.203,1.590,2.163,2.141,2.215,2.334,2.259,1.946,1.826,1.902,1.971,1.981,2.232,1.856,1.994,2.152,2.068,1.813,1.807,1.787,1.896,2.056,1.999,2.203,2.363,
305,186.717,152.958,138.635,129.641,132.639,155.435,161.232,183.196,423.932,928.999,638.854,224.254,129.988,462.330,6325.905,10879.328,4206.344,196.890,5.041,3.088,2.586,2.197,2.019,1.607,1.579,1.959,2.207,1.878,1.470,1.122,1.315,1.382,2.100,2.296,2.531,2.398,2.420,2.249,2.200,2.297,2.051,2.166,2.173,2.366,2.198,2.298,2.295,2.135,2.010,2.139,2.371,2.502,2.566,2.577,2.742,
310,211.448,177.029,165.684,162.859,163.967,195.832,199.273,206.606,260.655,577.750,962.939,531.450,182.807,111.936,536.102,5573.466,10040.537,3980.977,226.001,4.463,3.139,2.337,2.406,2.089,1.810,1.927,2.248,1.887,1.496,1.241,1.297,1.505,1.910,2.506,2.548,2.898,2.615,2.639,2.629,2.207,2.186,2.320,2.333,2.447,2.430,2.445,2.585,2.331,2.201,2.607,2.847,2.867,2.982,3.117,3.434,
315,230.307,200.670,194.570,192.463,193.356,238.540,249.012,246.782,284.390,337.892,690.452,950.707,427.374,163.885,107.757,439.764,5039.452,9998.651,4467.856,165.862,4.114,3.111,2.615,2.114,2.031,2.101,2.171,1.784,1.439,1.043,1.359,1.359,1.890,2.517,2.723,2.865,2.780,2.567,2.480,2.402,2.370,2.466,2.593,2.755,2.626,2.721,2.592,2.510,2.517,2.826,3.141,3.214,3.468,3.398,3.850,
320,291.880,241.895,224.502,220.678,228.361,278.032,293.714,301.325,335.533,360.522,425.158,820.576,904.585,370.081,157.948,106.152,388.118,4880.629,10542.770,3768.500,158.249,4.084,3.049,1.986,2.107,2.055,2.147,1.650,1.318,1.135,1.377,1.592,2.122,2.627,2.740,3.002,2.793,2.840,2.795,2.738,2.638,2.642,2.762,2.937,2.913,2.846,3.035,2.830,2.632,3.222,3.603,3.669,3.868,4.034,4.617,
325,348.272,277.432,267.409,259.502,263.307,342.065,362.461,369.502,410.123,431.310,448.439,540.350,957.475,825.935,301.924,154.979,105.419,459.316,5354.396,9437.978,3153.093,138.690,4.445,2.944,2.338,2.273,2.624,1.946,1.471,1.250,1.401,1.567,1.940,2.459,2.862,3.109,3.017,3.271,3.024,2.994,2.912,3.217,3.022,3.501,3.142,3.508,3.377,3.205,3.246,3.504,3.945,4.135,4.345,4.583,5.165,
330,420.775,338.429,314.665,302.148,317.786,398.354,435.438,452.822,502.865,529.298,552.249,559.551,674.779,1015.634,713.519,280.036,169.058,111.522,445.888,4687.144,9037.782,3269.509,152.545,4.078,2.975,2.459,2.668,2.369,1.537,1.276,1.611,1.562,1.913,2.276,2.839,3.350,3.369,3.188,3.273,3.284,3.390,3.328,3.349,3.687,3.802,4.101,4.321,3.962,3.677,4.090,4.678,4.938,5.018,5.206,5.925,
335,503.497,420.888,366.916,355.421,355.943,473.531,530.028,556.834,616.492,647.092,679.963,689.329,672.850,785.870,1039.088,620.979,272.630,172.100,120.491,366.246,5043.866,8759.598,3388.706,140.991,4.248,2.886,2.804,2.259,1.974,1.484,1.463,1.610,2.059,2.484,2.930,3.419,3.697,3.594,3.571,3.587,3.760,3.975,4.039,4.303,4.458,4.980,4.680,4.364,4.194,4.757,5.460,5.376,5.813,5.926,6.933,
340,579.180,491.918,440.161,416.929,424.589,555.851,629.181,660.729,726.874,765.425,811.819,838.828,815.113,759.276,906.703,998.381,542.085,260.056,180.019,128.636,517.334,4761.606,9271.463,2823.302,113.366,4.127,3.232,2.504,2.034,1.631,1.455,1.800,2.299,2.728,3.159,3.781,3.858,3.989,3.995,4.187,4.158,4.400,4.750,5.006,5.141,5.454,5.405,5.176,4.999,5.483,6.064,6.325,6.690,6.796,7.834,
345,706.025,578.998,528.830,484.672,500.538,651.194,723.711,769.851,862.681,900.592,970.055,1008.132,1006.809,923.385,830.884,991.530,963.733,479.186,281.352,205.147,148.564,384.581,4925.157,8099.743,3150.838,121.473,4.835,2.990,2.267,1.925,1.604,1.973,2.498,2.958,3.398,3.860,4.130,4.273,4.352,4.621,4.793,4.965,5.435,5.895,5.845,6.204,6.243,5.693,5.704,6.589,7.353,7.430,7.793,8.092,9.070,
350,855.688,690.330,628.273,587.482,586.635,756.381,849.487,885.003,988.436,1041.959,1118.794,1180.806,1194.400,1123.477,984.492,903.379,1070.133,872.199,470.635,315.674,236.835,173.171,445.335,4495.292,8621.852,2697.713,133.602,4.415,2.646,2.051,1.946,2.132,2.765,3.113,3.763,4.092,4.409,4.617,4.853,5.158,5.236,5.776,6.188,6.346,6.490,7.219,7.529,6.778,6.662,7.842,8.451,8.416,9.090,9.384,10.534,
355,972.527,833.821,744.120,692.676,677.952,870.923,961.127,1014.082,1110.963,1179.246,1274.463,1345.006,1387.028,1329.795,1195.414,1041.870,1000.339,1122.862,837.808,489.130,363.864,275.143,195.992,491.266,4890.532,8055.233,2953.005,91.636,4.019,2.397,2.243,2.414,3.148,3.465,4.262,4.719,4.729,5.348,5.461,5.774,5.882,5.918,6.550,7.213,7.498,8.125,8.391,7.844,7.647,8.949,10.007,10.098,10.751,10.864,12.302,
360,1147.864,981.756,891.689,830.723,795.654,989.053,1073.379,1108.081,1223.841,1302.254,1416.508,1518.089,1580.864,1539.729,1431.736,1274.295,1130.529,1105.725,1178.626,845.604,539.956,413.719,302.120,204.096,425.926,4644.575,8321.266,2812.830,122.189,3.516,2.559,2.912,3.195,3.843,4.368,4.904,5.237,5.682,5.864,6.485,6.648,6.928,7.420,8.111,8.579,9.326,9.763,9.224,9.013,10.612,12.001,12.055,12.710,12.954,14.265,
365,1307.452,1150.353,1032.911,969.377,911.796,1112.199,1199.800,1218.498,1329.363,1411.655,1533.817,1653.739,1753.891,1731.026,1640.511,1499.576,1358.139,1194.179,1210.484,1210.931,823.677,567.463,422.408,292.141,186.926,454.356,4395.030,8293.184,3173.023,98.768,3.857,3.352,3.734,4.363,5.326,5.886,6.035,6.283,6.691,6.947,7.393,7.608,8.421,8.944,9.383,10.366,10.896,10.244,10.457,12.356,13.593,14.177,14.508,14.757,16.388,
370,1479.491,1312.778,1208.286,1100.846,1036.313,1239.925,1297.173,1321.247,1422.030,1498.408,1635.905,1780.569,1893.512,1908.327,1847.056,1720.926,1583.687,1394.645,1255.754,1303.059,1189.097,789.613,555.674,396.028,261.545,160.500,417.379,4936.818,8248.668,2572.380,132.505,4.652,4.495,4.881,5.642,6.247,6.588,6.888,7.162,7.686,8.121,8.323,9.033,9.873,10.577,11.588,12.233,11.667,11.657,13.869,15.403,15.949,16.638,16.946,18.403,
375,1656.506,1435.727,1340.834,1244.755,1148.501,1378.677,1398.171,1401.620,1498.809,1579.937,1714.952,1873.690,2021.564,2064.469,2023.189,1899.958,1788.491,1592.688,1426.873,1308.954,1330.692,1108.451,725.729,502.212,345.796,220.894,138.702,356.577,4048.229,7368.478,3028.596,122.599,5.859,5.471,6.123,7.129,7.352,7.921,7.752,8.158,8.769,9.372,9.929,10.774,11.443,12.825,13.454,12.762,12.986,15.762,17.641,18.054,18.816,19.024,20.332,
380,1773.833,1580.238,1462.343,1365.939,1240.464,1465.657,1459.361,1439.386,1532.622,1607.191,1741.548,1918.408,2088.175,2153.477,2139.012,2039.826,1930.956,1750.083,1572.852,1403.060,1290.417,1270.404,965.167,616.813,425.137,282.569,185.508,118.890,336.988,3789.688,7110.865,2762.628,131.374,6.914,7.293,7.877,7.843,8.135,8.698,8.684,9.020,9.810,10.508,11.467,12.117,13.439,14.253,13.790,14.014,16.978,18.725,19.319,20.414,20.404,22.213,
385,1859.052,1648.766,1530.474,1409.781,1297.336,1512.039,1504.847,1465.928,1530.039,1599.323,1723.689,1916.343,2103.338,2186.998,2188.852,2120.357,2019.325,1837.430,1670.130,1486.667,1305.729,1204.379,1136.764,789.183,507.843,345.823,236.182,157.924,101.747,272.680,3153.875,7660.448,2867.855,119.159,8.085,8.573,8.591,8.672,9.056,9.196,9.714,9.833,10.894,12.071,12.473,13.891,14.680,14.552,14.818,17.662,19.846,20.442,21.168,21.796,23.297,
390,1878.959,1707.862,1556.783,1446.536,1324.385,1537.987,1510.195,1438.358,1491.636,1550.111,1678.122,1862.449,2067.688,2157.912,2185.928,2124.688,2045.822,1877.078,1713.962,1539.010,1348.889,1168.238,1081.107,961.171,631.589,406.299,286.186,198.964,132.708,87.919,213.262,3853.564,7034.006,2671.766,129.466,9.986,9.086,9.193,9.203,9.615,9.845,10.443,11.033,12.108,12.512,14.015,15.230,14.594,14.977,17.799,20.239,20.688,21.733,21.849,23.707,
395,1895.721,1709.745,1571.322,1477.965,1333.876,1536.533,1503.553,1412.612,1447.871,1492.860,1616.072,1806.085,2003.694,2111.760,2167.055,2121.409,2050.177,1890.179,1728.819,1563.928,1378.735,1186.321,1020.037,957.493,785.290,491.798,333.129,240.459,167.413,115.307,79.745,309.157,3481.476,6795.075,2449.859,108.560,10.379,9.489,9.668,9.710,10.135,10.359,11.259,12.237,12.824,14.043,15.245,14.896,15.034,18.015,20.479,20.851,21.925,21.922,23.991,
400,1896.852,1750.067,1602.172,1495.642,1376.889,1575.851,1525.871,1417.128,1432.592,1459.261,1581.522,1761.494,1981.183,2096.784,2150.960,2120.632,2072.399,1913.622,1766.256,1599.912,1425.939,1231.097,1043.260,897.085,846.587,648.497,408.383,292.029,210.238,149.602,105.870,73.715,248.364,3262.038,6356.083,2607.469,108.754,10.796,10.265,10.000,10.155,10.648,11.406,12.239,12.849,14.354,15.379,15.232,15.061,18.395,20.759,21.209,22.091,22.589,24.880,
405,1942.219,1795.099,1657.782,1552.237,1444.292,1643.106,1568.661,1439.397,1450.006,1471.137,1583.543,1778.446,1993.070,2123.854,2204.686,2179.346,2133.431,1985.938,1840.658,1679.451,1501.256,1307.959,1118.999,930.816,817.606,758.598,546.942,360.941,263.716,193.889,142.222,98.731,69.566,203.020,2903.544,6716.372,2042.476,105.908,12.006,11.230,10.887,11.347,11.774,13.000,13.415,14.550,15.917,15.478,15.886,18.955,21.478,22.133,23.491,23.507,25.472,
410,2040.492,1860.846,1747.876,1620.570,1538.070,1743.026,1657.227,1512.759,1485.606,1505.151,1608.052,1797.238,2025.695,2163.698,2256.366,2246.214,2211.115,2072.273,1924.547,1763.391,1587.053,1391.883,1204.884,1012.803,845.854,765.738,686.096,477.321,325.805,245.056,182.435,130.981,92.518,64.096,220.068,3244.053,5317.408,1903.672,97.983,12.233,11.922,11.939,12.369,13.241,13.905,15.300,16.756,15.991,15.984,19.663,22.145,23.217,24.393,24.696,26.806,
415,2096.365,1906.827,1799.322,1694.388,1591.419,1844.030,1732.473,1551.251,1527.043,1507.709,1614.803,1806.349,2034.203,2183.745,2280.542,2280.688,2257.945,2119.330,1981.736,1828.566,1658.284,1464.634,1276.193,1094.302,915.723,770.496,718.952,621.112,420.231,303.236,228.122,170.750,124.286,85.083,62.573,208.156,2836.635,4703.220,2074.202,110.583,13.054,12.585,12.763,13.927,13.914,15.941,16.734,16.592,16.462,20.304,22.836,23.600,24.912,25.207,27.694,
420,2105.799,1942.897,1786.846,1729.350,1609.839,1872.736,1758.584,1561.319,1536.129,1503.401,1600.510,1772.977,1999.749,2154.483,2245.114,2275.456,2247.337,2129.135,1997.938,1859.182,1694.216,1508.590,1320.213,1146.275,972.495,811.126,701.429,668.321,543.072,372.500,275.276,208.617,154.447,110.823,78.848,61.352,202.272,2074.693,5041.403,1893.764,88.239,13.731,13.385,14.192,14.668,15.719,16.673,16.214,16.741,20.610,22.808,24.218,25.493,25.680,28.679,
425,2083.876,1883.051,1784.768,1707.879,1629.657,1896.721,1789.530,1582.501,1510.014,1464.084,1551.102,1722.316,1947.203,2098.503,2192.458,2216.099,2210.010,2096.113,1984.488,1851.995,1697.006,1523.546,1347.077,1174.831,1011.839,854.650,723.821,646.022,611.589,471.674,325.851,242.029,182.733,134.100,98.970,75.101,57.845,152.400,2306.101,4255.479,1485.261,77.913,14.032,14.451,14.216,15.810,16.792,16.099,16.718,20.188,22.828,23.464,25.383,26.075,28.507,
430,2001.019,1859.717,1754.077,1667.118,1626.207,1886.896,1790.092,1562.148,1494.662,1430.714,1510.187,1668.239,1869.540,2017.213,2112.731,2143.718,2140.946,2045.422,1942.011,1822.245,1683.960,1523.238,1356.459,1195.602,1035.960,887.593,753.797,648.980,596.686,548.190,402.207,279.828,210.911,156.003,118.398,91.960,69.327,54.583,134.725,2005.622,3835.716,1546.590,96.995,14.731,14.363,15.387,16.610,15.748,16.344,19.810,22.432,23.242,25.186,25.801,28.416,
435,1974.172,1800.482,1724.510,1655.186,1604.196,1884.776,1775.312,1557.647,1464.073,1388.822,1457.966,1599.518,1793.078,1922.598,2020.033,2063.694,2061.638,1977.811,1890.580,1782.436,1652.449,1499.350,1348.854,1191.627,1048.134,908.422,779.656,670.041,576.301,544.013,478.655,331.961,236.307,175.243,136.144,108.541,83.503,64.164,50.380,139.833,1806.193,3812.318,1684.222,79.076,14.972,15.463,15.829,15.766,15.773,19.321,21.716,23.044,24.748,25.500,28.277,
440,1889.335,1737.700,1661.699,1616.358,1585.208,1872.168,1765.324,1536.179,1430.144,1360.929,1404.919,1538.132,1706.980,1829.485,1929.718,1959.643,1970.053,1903.855,1819.451,1730.947,1613.272,1471.054,1328.357,1182.863,1047.677,916.646,792.288,684.678,587.503,514.574,484.937,397.599,272.570,193.734,149.936,121.191,97.081,74.962,57.341,45.218,125.492,1780.651,3647.616,1220.838,83.404,15.707,15.637,15.478,15.610,19.119,21.608,22.062,24.019,24.745,27.551,
445,1809.943,1676.973,1597.401,1567.391,1535.798,1831.003,1726.792,1506.596,1402.171,1311.506,1340.567,1463.104,1618.539,1733.538,1820.100,1853.100,1863.077,1804.417,1735.271,1655.833,1543.170,1421.854,1289.771,1160.486,1029.023,908.741,791.924,691.386,598.294,507.549,447.200,423.293,330.830,219.059,163.865,132.698,106.849,88.060,67.759,51.882,42.286,95.981,1432.417,3064.580,1405.659,77.649,15.946,14.845,14.816,18.358,20.637,21.496,23.154,24.086,27.167,
450,2045.619,1582.668,1520.823,1497.287,1476.702,1777.250,1669.458,1461.993,1346.032,1252.288,1280.646,1382.261,1522.949,1615.845,1692.307,1732.497,1746.724,1698.441,1636.537,1567.138,1470.755,1352.451,1238.234,1115.584,998.821,883.343,778.835,686.301,593.118,509.742,432.928,390.439,360.940,259.350,178.011,142.377,116.907,96.883,77.502,60.364,47.470,38.580,82.579,1414.738,3149.125,1240.543,70.384,14.947,14.806,17.815,19.598,20.758,22.379,23.064,25.939,
455,2740.040,1509.468,1436.187,1420.831,1408.789,1683.635,1612.342,1402.209,1286.064,1189.375,1206.701,1288.312,1412.252,1516.141,1569.216,1612.514,1626.649,1581.928,1525.613,1462.663,1384.605,1275.463,1172.528,1066.987,957.878,853.213,753.969,667.370,582.450,502.472,425.792,360.731,335.991,292.848,203.235,152.676,124.253,102.377,85.542,68.304,54.299,42.993,35.682,112.048,1311.909,2929.437,1106.794,60.153,14.454,16.967,18.863,19.973,20.962,22.055,24.739,
460,3570.476,1720.577,1327.747,1347.568,1324.826,1603.816,1522.231,1326.203,1225.811,1119.835,1138.824,1196.837,1305.335,1381.040,1444.396,1467.066,1483.623,1453.157,1406.545,1358.429,1280.950,1192.209,1095.146,1001.627,902.402,804.809,717.546,637.732,562.340,487.682,417.623,348.526,297.221,282.807,238.466,169.612,129.112,107.954,89.815,75.940,61.949,48.574,39.628,33.784,66.524,1651.688,2623.802,1043.980,59.949,16.619,18.010,18.443,19.988,21.008,23.365,
465,3274.909,2412.823,1289.564,1242.296,1252.678,1512.201,1433.503,1254.222,1149.737,1047.169,1047.816,1106.668,1199.266,1265.286,1311.845,1335.021,1353.874,1313.748,1282.041,1242.389,1175.536,1098.819,1015.840,928.724,843.282,756.021,679.247,605.412,534.248,465.413,400.000,339.407,281.111,245.016,241.404,195.763,140.316,113.266,94.596,79.084,68.088,56.125,44.356,37.235,32.153,104.127,1043.945,2610.204,1061.486,79.326,17.658,17.603,19.061,19.737,21.948,
470,2152.445,3326.605,1551.077,1157.537,1166.763,1421.706,1351.305,1181.528,1078.214,982.378,975.540,1024.502,1095.651,1153.673,1196.790,1211.533,1224.939,1196.773,1166.992,1129.359,1078.037,1010.442,939.638,861.734,789.634,708.063,638.630,571.638,508.141,447.002,385.256,325.507,273.007,225.820,212.862,209.055,159.667,119.390,98.380,83.394,71.359,61.514,50.492,41.773,35.216,31.065,73.717,1177.953,2417.631,1061.049,86.425,17.696,18.453,18.721,21.194,
475,1354.372,3147.237,2319.351,1109.058,1076.138,1310.500,1254.512,1100.719,1005.851,910.302,902.329,938.513,1010.425,1045.307,1078.025,1096.923,1106.402,1078.104,1050.969,1021.494,975.657,923.307,862.679,797.611,728.189,662.501,596.841,538.773,480.405,422.675,368.929,312.967,263.608,217.469,187.500,188.944,178.045,134.786,102.402,86.425,74.668,64.795,56.703,47.939,39.587,33.780,30.318,63.133,1034.581,2691.265,1112.099,60.922,17.606,17.416,19.290,
480,1112.022,1942.614,3097.131,1376.291,986.272,1205.992,1167.277,1031.342,939.007,851.173,834.816,861.789,916.791,944.725,977.464,985.442,988.147,969.547,944.994,926.708,886.397,839.538,787.635,731.552,674.815,613.768,555.956,502.509,449.233,400.132,347.123,298.184,252.124,209.156,179.318,162.825,169.416,152.633,113.063,90.389,76.812,66.691,59.529,52.961,43.302,37.253,32.468,28.582,65.644,1086.625,2256.121,991.895,67.220,16.926,18.166,
485,1022.490,1110.362,2747.919,2143.426,956.702,1112.342,1080.078,948.218,879.648,779.864,765.437,792.266,831.858,864.526,870.921,886.744,894.185,874.068,857.124,830.976,807.367,766.305,721.204,674.219,624.380,569.281,516.788,468.995,421.708,375.209,328.235,282.070,240.672,200.740,172.084,151.492,146.872,152.813,128.533,95.039,79.190,69.181,60.007,54.283,48.271,40.306,35.139,29.777,26.373,62.921,1018.505,1982.074,865.432,49.474,17.575,
490,1017.097,878.000,1649.613,2874.295,1237.234,1018.749,988.933,866.254,800.361,721.833,710.480,725.004,758.143,774.748,793.591,793.272,801.996,781.602,766.265,748.792,728.777,695.071,658.153,618.037,575.353,525.707,481.049,436.647,392.592,351.393,306.996,267.620,228.433,190.675,164.066,145.140,131.681,134.931,136.825,107.615,83.229,69.917,61.622,54.643,49.624,44.430,37.323,31.545,27.773,26.498,70.250,769.259,1864.673,728.107,52.906,
495,1064.422,793.475,881.587,2533.158,2081.323,999.421,905.633,802.667,741.685,666.508,644.975,658.326,683.104,700.674,706.416,709.545,713.761,699.475,687.290,671.702,657.237,630.072,598.703,565.847,526.842,485.029,444.716,405.173,365.240,326.708,287.137,251.020,215.619,181.305,155.442,138.777,125.542,115.786,122.726,117.995,91.138,71.205,62.348,55.059,48.989,45.896,40.917,33.268,28.541,26.848,24.336,47.407,769.700,1630.777,714.741,
500,1060.416,778.460,706.590,1500.435,2880.529,1392.697,834.549,741.688,684.092,609.040,596.553,598.794,622.023,631.114,638.074,642.748,639.940,625.620,614.686,606.621,591.577,567.855,545.678,520.344,483.434,449.025,411.178,376.268,340.529,302.935,267.330,233.776,202.159,170.908,147.867,132.085,119.076,108.824,104.925,112.992,100.944,75.855,62.152,55.132,48.627,44.696,42.054,35.823,30.113,27.713,24.681,22.444,54.877,667.773,1595.215,
505,937.978,796.730,643.100,765.746,2583.207,2425.522,806.286,680.832,626.633,564.291,540.090,542.680,562.898,570.649,569.200,572.538,571.783,557.839,551.690,540.855,532.998,514.182,496.977,473.161,445.911,412.789,380.044,344.837,313.775,281.169,247.604,216.699,188.928,161.608,139.485,125.327,112.776,103.479,95.253,96.242,102.024,84.371,64.962,54.939,48.728,44.018,40.735,38.038,32.164,27.838,25.070,22.504,21.263,45.353,748.211,
