325,33.187,20.210,16.427,14.966,16.522,25.608,16.377,15.601,18.674,25.665,32.736,146.065,647.099,577.915,102.093,21.399,24.122,149.117,1491.855,2663.623,892.310,38.520,1.373,0.994,0.967,0.971,0.954,0.889,0.874,0.669,0.868,0.900,0.690,0.791,0.792,0.687,0.586,0.724,0.695,0.743,0.800,0.846,0.854,0.919,0.998,0.960,0.894,1.001,0.926,0.924,0.866,0.840,0.903,0.764,0.902,
330,34.607,19.747,17.240,20.252,17.927,24.914,12.438,14.609,18.838,23.441,28.194,37.340,210.524,650.102,432.731,62.598,19.370,21.590,120.300,1380.876,2411.031,844.665,36.853,1.476,1.162,0.981,0.975,0.947,0.889,0.659,0.905,0.753,0.795,0.710,0.745,0.811,0.655,0.901,0.759,0.691,0.859,0.862,0.860,0.846,0.883,0.921,0.949,0.809,0.837,0.815,0.878,0.912,0.840,0.821,0.893,
335,26.741,21.975,16.588,18.753,18.483,23.375,14.477,13.180,18.039,23.189,26.113,28.837,40.264,251.279,635.748,309.070,39.852,18.179,19.584,115.104,1255.757,2240.375,801.501,34.630,1.362,1.114,1.031,1.019,0.976,0.828,0.943,0.858,0.730,0.671,0.660,0.737,0.749,0.821,0.891,0.695,0.738,0.927,0.811,0.945,0.730,0.959,0.948,0.823,0.878,0.873,0.933,0.861,0.738,0.740,0.919,
340,31.119,23.159,20.310,21.690,17.839,23.694,16.688,13.965,17.293,21.721,24.489,26.267,25.465,44.611,339.162,566.255,203.646,21.624,17.539,18.873,115.411,1239.686,2069.762,737.102,27.584,1.224,1.101,1.199,0.800,1.038,0.935,0.736,0.777,0.672,0.742,0.642,0.596,0.791,0.784,0.768,0.842,0.783,0.868,0.876,0.770,0.971,0.955,0.898,0.686,0.879,0.837,0.812,0.836,0.975,0.869,
345,25.801,19.708,19.424,18.658,18.826,23.089,15.824,11.666,14.842,20.365,22.824,24.015,21.580,17.946,60.890,380.666,495.071,122.357,17.848,16.176,17.074,94.979,1070.019,2141.849,675.862,28.347,1.002,1.045,0.999,0.904,0.887,0.661,0.808,0.822,0.626,0.592,0.530,0.862,0.788,0.770,0.880,0.937,0.784,0.857,0.841,0.951,0.948,0.854,0.811,0.820,0.908,0.880,0.890,0.937,0.775,
350,21.807,23.009,19.991,19.962,16.703,20.308,13.970,13.118,14.928,16.780,21.201,23.172,19.911,15.108,16.308,92.633,419.115,381.341,76.372,15.146,15.441,15.527,94.269,1099.421,1768.323,599.367,23.493,1.267,0.996,0.970,0.838,0.799,0.586,0.906,0.672,0.552,0.848,0.649,0.791,0.658,0.819,0.787,0.784,0.788,0.817,0.831,0.926,0.868,0.803,0.855,0.858,0.847,0.919,0.956,1.014,
355,24.164,20.367,19.770,18.192,14.715,21.182,15.470,12.631,13.117,15.791,19.684,22.309,19.418,15.357,13.636,17.519,134.465,442.851,284.740,43.736,13.420,13.750,14.733,100.546,1034.253,1656.017,528.528,20.085,1.287,0.976,0.851,0.826,0.903,0.658,0.819,0.608,0.531,0.710,0.643,0.754,0.776,0.820,0.890,0.780,0.736,0.962,0.946,0.900,0.786,0.706,0.900,0.959,0.850,0.828,0.765,
360,24.692,15.112,20.313,13.803,15.343,17.816,13.983,11.898,12.603,15.049,15.749,19.290,17.670,14.698,12.455,12.566,22.611,181.057,420.890,208.148,26.234,12.011,12.815,13.259,79.963,901.663,1590.608,531.808,19.984,1.153,1.014,0.891,0.873,0.803,0.776,0.821,0.789,0.895,0.859,0.807,0.808,0.839,0.903,0.875,0.743,0.821,0.943,0.810,0.870,0.833,0.828,0.814,0.890,0.841,0.847,
365,26.300,22.955,19.625,17.960,16.338,19.563,12.841,12.139,12.388,15.648,15.321,18.118,17.328,15.087,12.677,11.366,12.270,34.220,226.961,381.008,132.261,16.368,11.349,11.824,12.077,79.932,866.225,1418.112,453.877,19.595,1.225,1.037,0.874,0.658,0.840,0.793,0.825,0.615,0.885,0.813,0.904,0.761,0.854,0.861,0.787,0.882,0.939,0.872,0.825,0.823,0.753,0.870,0.915,0.747,0.785,
370,17.185,21.348,18.929,15.830,15.458,17.462,14.340,12.399,12.707,12.772,15.678,16.132,16.390,15.101,12.242,11.308,11.907,13.979,49.045,265.945,316.629,82.679,12.163,10.405,10.521,11.202,74.001,765.715,1334.104,452.849,21.184,1.124,0.744,0.795,0.763,0.792,0.714,0.774,0.804,0.838,0.814,0.785,0.845,0.852,0.691,0.861,0.880,0.866,0.722,0.962,0.942,0.727,0.852,0.824,0.786,
375,19.881,23.333,18.869,14.452,15.404,15.701,12.482,11.892,12.162,12.824,13.842,15.525,14.802,13.950,13.335,11.006,12.278,11.556,14.975,68.757,286.350,253.238,50.732,9.837,9.677,9.305,10.366,59.161,743.551,1258.355,470.507,21.352,1.101,0.929,0.910,0.729,0.743,0.865,0.838,0.780,0.892,0.746,0.694,0.927,0.836,0.851,0.953,0.817,0.760,0.841,0.920,0.810,0.807,0.817,0.844,
380,19.990,22.451,18.004,15.888,13.012,15.840,14.770,11.617,11.481,11.584,11.563,14.050,13.999,12.399,12.922,11.502,11.789,11.015,11.056,16.252,101.387,289.975,179.001,27.827,8.295,8.362,8.378,9.412,68.063,656.041,1175.108,473.359,21.299,1.186,0.958,0.768,0.857,0.751,0.777,0.795,0.800,0.780,0.859,0.753,0.814,0.768,0.776,0.752,0.731,0.802,0.907,0.695,0.796,0.624,0.824,
385,13.060,16.709,15.914,13.254,13.377,14.664,12.896,11.169,10.119,11.444,11.049,12.831,12.471,10.976,11.441,11.621,11.198,10.437,10.230,10.603,19.546,130.669,270.872,122.432,16.248,6.937,7.618,7.766,8.344,51.362,576.710,1202.117,437.516,20.236,1.227,0.762,0.747,0.979,0.897,0.831,0.859,0.890,0.730,0.881,0.839,0.898,0.944,0.762,0.806,0.761,0.860,0.846,0.781,0.732,0.643,
390,18.819,21.930,16.394,13.355,10.852,10.822,11.411,9.053,8.479,9.650,9.700,11.862,11.677,11.477,10.647,10.419,11.206,9.562,8.758,8.862,9.552,26.380,153.934,232.206,79.577,9.823,6.284,6.751,6.343,7.972,40.208,568.777,1119.566,568.198,18.888,0.940,0.786,0.968,0.763,0.816,0.870,0.792,0.723,0.898,0.835,0.813,0.884,0.801,0.770,0.824,0.918,0.818,0.868,0.749,0.825,
395,20.499,12.213,10.976,11.870,8.631,11.222,9.721,9.523,8.712,8.943,9.530,10.989,11.424,11.223,9.697,10.164,9.949,9.263,8.966,8.446,8.174,9.871,39.457,177.242,184.841,44.150,6.507,5.726,6.124,5.980,7.115,47.712,579.467,1493.742,396.613,15.808,0.949,0.715,0.820,0.751,0.819,0.811,0.856,0.832,0.712,0.900,0.839,0.851,0.749,0.778,0.799,0.731,0.721,0.757,0.768,
400,10.515,12.539,10.026,13.779,9.188,11.500,10.515,10.306,9.976,8.047,8.507,10.214,9.794,10.231,10.001,9.587,9.790,9.077,8.496,7.822,7.907,7.215,9.977,54.663,181.916,137.470,25.297,5.469,5.016,5.733,5.544,6.200,38.909,574.580,977.596,329.929,15.720,1.118,0.821,1.073,0.716,0.791,0.791,0.725,0.792,0.771,0.826,0.832,0.881,0.690,0.815,0.636,0.763,0.748,0.795,
405,14.263,12.651,14.064,11.575,10.251,10.800,12.573,8.508,9.393,9.745,7.876,9.776,10.094,9.815,9.922,9.783,9.189,9.208,9.094,8.337,7.207,6.877,6.764,12.065,74.514,179.285,96.926,15.115,4.694,4.738,5.202,4.975,6.057,33.903,445.222,810.005,322.449,20.695,1.088,0.920,0.697,0.820,0.757,0.869,0.808,0.844,0.763,0.727,0.748,0.861,0.791,0.727,0.774,0.706,0.678,
410,19.100,13.742,6.700,10.865,9.834,10.167,10.517,10.004,8.539,8.923,8.190,10.914,9.554,9.867,9.428,9.305,8.400,9.019,8.605,7.818,7.684,6.983,6.026,7.020,16.608,101.093,162.100,63.500,8.468,4.475,4.692,4.982,4.328,5.475,35.302,401.962,765.701,506.201,14.793,1.043,0.795,0.925,0.818,0.819,0.692,0.817,0.806,0.800,0.712,0.814,0.827,0.800,0.844,0.716,0.708,
415,20.969,13.490,10.453,10.923,8.730,10.913,11.570,10.391,8.730,8.552,8.466,10.413,9.652,10.608,8.834,9.664,9.318,8.860,8.744,8.205,7.586,6.491,6.023,5.863,7.123,24.393,117.732,138.632,39.863,6.034,4.159,4.416,4.621,4.343,5.213,28.014,359.335,1155.110,263.032,13.062,1.122,0.916,0.803,0.788,0.742,0.796,0.864,0.812,0.890,0.796,0.875,0.685,0.777,0.657,0.568,
420,12.132,8.805,11.279,9.253,9.755,12.904,10.942,9.674,8.698,8.402,7.583,9.110,9.178,9.400,9.615,8.626,9.421,8.400,8.380,7.638,7.383,6.673,5.853,5.482,5.308,7.641,36.239,126.675,105.425,23.792,4.263,4.052,4.368,4.237,3.880,4.918,25.243,385.852,612.547,223.456,11.864,1.114,0.915,0.716,0.737,0.804,0.792,0.841,0.762,0.918,0.793,0.688,0.735,0.721,0.721,
425,16.976,12.558,11.507,10.127,10.695,10.054,11.416,10.160,8.980,8.209,8.327,9.358,8.896,9.074,8.561,8.771,8.942,8.469,8.123,7.601,6.896,6.168,5.500,5.536,4.870,5.173,8.944,51.168,126.018,75.650,14.211,3.613,3.698,4.141,3.698,3.517,4.499,25.399,286.020,553.925,202.262,10.326,0.933,0.822,0.801,0.892,0.809,0.863,0.866,0.812,0.765,0.703,0.805,0.763,0.776,
430,17.780,11.407,11.974,10.865,9.728,10.417,10.718,9.188,8.574,8.482,7.851,8.506,8.512,8.274,9.219,8.229,7.839,8.153,8.115,7.231,6.775,6.092,5.799,5.542,4.690,4.164,4.925,10.921,66.386,116.026,54.117,7.571,3.242,3.080,3.622,3.693,3.312,4.396,18.464,268.921,502.685,194.842,9.799,1.066,0.893,0.764,0.760,0.784,0.788,0.790,0.854,0.643,0.830,0.672,0.796,
435,14.435,9.252,10.863,8.692,11.174,10.629,10.289,7.600,6.851,7.917,7.202,8.364,7.532,8.224,7.767,7.694,7.761,7.963,6.980,6.757,6.242,5.724,5.716,4.942,4.528,4.169,4.157,5.211,16.560,77.592,101.216,34.240,4.966,2.784,3.164,3.535,3.102,3.338,4.078,18.850,221.117,454.636,178.281,10.476,0.929,0.858,0.847,0.797,0.765,0.725,0.787,0.702,0.619,0.737,0.603,
440,7.251,12.398,11.919,9.766,9.034,11.518,12.601,8.152,9.387,7.509,7.366,7.569,8.525,8.041,8.046,7.938,8.122,7.689,7.057,6.484,5.844,5.638,5.349,4.945,4.461,4.038,3.689,3.933,5.666,24.371,83.894,80.264,21.322,3.190,2.728,2.789,3.434,3.062,2.876,4.012,16.918,211.192,426.966,170.243,8.376,1.005,0.736,0.799,0.804,0.796,0.781,0.868,0.686,0.717,0.636,
445,29.475,13.897,12.368,11.120,9.180,9.798,10.135,8.390,9.108,7.244,6.601,8.553,7.700,7.980,6.623,6.690,6.978,6.668,6.537,6.161,5.573,5.403,4.830,4.818,4.222,3.862,3.830,3.500,3.727,6.222,30.932,87.614,62.253,12.736,2.565,2.367,2.767,3.592,3.047,2.802,3.780,13.460,184.375,402.219,156.219,8.797,0.996,0.839,0.768,0.854,0.805,0.868,0.672,0.644,0.673,
450,165.191,12.558,12.072,10.298,10.310,9.694,10.800,9.029,8.026,8.157,5.705,8.117,7.232,7.268,7.320,6.522,6.724,6.867,6.057,5.481,5.267,4.997,4.788,4.637,4.323,3.462,3.723,3.430,3.186,3.821,7.864,43.942,83.807,42.473,6.854,2.310,2.246,2.910,3.556,2.562,2.547,3.576,12.534,184.283,365.622,147.637,8.587,0.997,0.706,0.841,0.737,0.655,0.715,0.697,0.777,
455,623.046,26.756,8.608,9.329,8.655,11.030,11.633,7.273,7.687,7.199,6.964,7.064,7.322,7.122,6.179,6.617,7.586,6.565,6.182,5.397,5.441,4.502,4.454,4.476,4.283,3.573,3.152,3.296,3.061,3.095,3.674,11.569,53.078,71.396,26.157,3.778,1.919,2.355,2.940,3.491,2.396,2.564,3.433,14.598,163.107,357.876,129.623,6.833,0.915,0.803,0.801,0.695,0.624,0.784,0.718,
460,1296.540,205.027,11.714,7.999,9.630,11.105,11.855,7.964,8.949,6.955,7.562,7.657,7.437,6.227,5.494,5.877,6.146,6.315,5.455,5.581,4.587,4.197,4.362,4.337,4.375,3.612,3.082,3.274,2.832,2.696,2.846,4.042,15.415,57.579,55.569,15.578,2.556,2.005,2.355,3.172,3.223,2.530,2.354,3.302,10.070,166.797,309.776,123.690,6.737,1.089,0.810,0.754,0.650,0.846,0.855,
465,1276.027,739.144,35.596,10.657,9.988,12.758,8.575,7.790,7.287,7.728,6.434,6.770,6.468,6.860,5.901,6.078,5.199,5.793,5.385,4.934,4.418,4.529,3.975,3.687,3.632,3.310,3.115,2.818,2.747,2.392,2.591,2.874,4.496,21.863,57.775,40.589,9.319,2.141,1.762,2.282,3.565,3.461,2.168,2.441,3.000,10.630,132.637,294.192,119.954,8.417,0.960,0.790,0.821,0.688,0.834,
470,656.062,1379.920,262.044,10.075,8.750,8.847,8.719,7.986,7.497,7.266,5.877,7.537,6.620,6.208,5.394,5.388,5.661,5.064,4.894,4.172,4.438,3.815,3.397,3.700,3.571,3.422,2.867,2.737,2.479,2.638,2.482,2.270,2.674,5.623,29.879,53.285,26.883,5.440,1.573,1.973,2.456,3.699,3.077,2.090,2.281,2.984,10.128,135.865,280.895,117.678,7.288,0.854,0.788,0.699,0.881,
475,129.594,1340.044,888.480,32.613,9.263,7.853,10.210,7.114,6.542,6.740,5.416,6.700,5.559,5.494,5.645,4.467,5.118,4.855,4.694,3.949,3.699,3.574,3.732,3.448,2.974,3.116,2.953,2.452,2.245,2.305,2.016,2.080,2.112,2.619,7.883,34.099,45.107,18.285,3.155,1.600,1.775,2.459,4.171,3.016,1.943,2.109,2.728,9.026,116.569,258.377,106.250,6.288,0.861,0.882,0.688,
480,28.261,655.010,1432.330,265.403,9.544,10.545,9.016,8.102,6.166,5.709,5.028,5.976,5.581,4.784,4.274,4.938,4.552,4.649,4.299,3.532,3.254,3.183,2.923,3.245,3.173,2.897,2.987,2.461,2.290,2.387,2.057,1.807,2.029,1.983,2.716,10.911,37.442,36.565,11.335,2.048,1.380,1.813,2.834,4.480,2.732,1.851,2.041,2.544,7.990,100.232,233.985,102.038,6.277,0.819,0.826,
485,43.546,132.401,1263.321,826.188,34.442,10.809,6.868,7.403,6.578,5.206,4.844,6.194,5.191,4.563,4.606,4.357,4.423,4.124,3.873,3.929,3.297,2.966,2.759,2.868,2.756,2.675,2.665,2.562,2.336,2.079,1.749,1.784,1.815,1.820,1.829,3.420,16.541,38.485,26.803,6.429,1.577,1.419,1.759,3.581,4.539,2.516,1.702,1.951,2.374,7.801,109.205,228.608,92.682,5.493,0.898,
490,115.483,25.618,556.033,1380.094,263.340,9.014,8.019,8.446,5.496,5.503,5.130,5.062,5.488,4.079,4.603,4.256,4.548,3.609,3.507,3.306,3.115,2.812,2.710,2.961,2.715,2.725,2.660,2.390,2.231,1.855,1.750,1.681,1.795,1.410,1.592,1.943,4.264,20.877,35.856,18.136,3.983,1.284,1.379,1.878,3.633,4.462,2.330,1.614,1.830,2.363,8.158,94.751,213.348,87.349,5.978,
495,235.872,35.406,95.245,1202.482,839.600,54.349,8.847,7.563,6.900,5.036,4.342,5.156,4.304,4.257,3.733,4.085,4.129,3.968,3.469,3.181,2.790,2.382,2.447,2.773,2.292,2.360,2.110,2.459,2.023,1.968,1.545,1.502,1.647,1.343,1.567,1.404,2.020,5.897,24.359,30.530,12.311,2.423,1.220,1.417,2.059,4.465,4.229,1.895,1.384,1.708,2.277,6.836,95.619,194.105,94.802,
500,331.262,80.010,24.032,552.483,1333.968,371.556,7.413,4.944,5.843,4.555,4.146,4.150,4.186,3.148,3.380,2.749,3.676,3.977,3.199,2.818,2.717,2.269,2.429,2.249,2.457,1.977,1.908,2.008,1.898,1.913,1.456,1.584,1.647,1.258,1.338,1.343,1.708,2.455,8.574,26.974,24.014,7.360,1.820,1.182,1.413,2.365,5.230,3.858,1.708,1.460,1.789,2.121,7.260,82.824,201.726,
505,274.132,176.574,23.403,102.984,1163.034,1090.397,33.892,6.386,5.972,4.937,3.661,4.809,3.510,3.286,3.854,2.579,3.008,2.520,2.851,2.532,2.499,2.488,2.476,2.420,2.180,1.925,2.008,1.798,1.900,1.790,1.459,1.803,1.414,1.355,1.200,1.169,1.497,1.607,2.583,12.744,26.607,17.151,4.473,1.399,1.126,1.380,2.525,4.895,3.405,1.495,1.467,1.627,2.064,6.252,85.184,
510,160.029,285.958,58.639,21.652,492.259,1692.072,304.589,7.095,5.240,4.354,3.876,3.947,3.703,2.949,3.299,2.924,2.763,2.894,2.184,2.421,2.055,2.414,2.005,2.135,2.152,1.957,1.911,2.001,1.699,1.548,1.299,1.591,1.341,1.268,1.111,1.046,1.009,1.249,1.664,3.362,15.175,23.565,12.132,2.787,1.113,1.294,1.393,3.007,5.017,3.359,1.461,1.351,1.630,1.927,5.700,
515,45.778,276.370,147.417,20.405,89.007,1379.995,983.964,35.549,4.327,5.480,3.135,3.792,4.275,2.534,1.925,2.575,2.551,2.989,2.611,2.146,2.083,1.657,2.064,1.956,1.760,1.802,1.833,1.876,1.663,1.733,1.417,1.365,1.079,0.926,0.901,0.964,1.109,1.136,1.160,1.774,5.227,17.765,19.762,7.927,1.839,0.960,1.090,1.362,3.436,5.718,2.972,1.235,1.146,1.522,1.846,
520,9.653,180.502,244.871,38.855,19.862,592.157,1651.497,291.933,4.006,3.571,3.509,3.344,2.880,2.412,2.523,2.174,2.286,2.280,2.499,2.194,1.686,1.794,1.532,1.798,1.665,1.733,1.607,1.693,1.707,1.283,1.369,1.102,1.051,1.141,1.045,1.253,0.936,1.149,1.139,1.389,1.988,7.403,18.720,15.509,4.859,1.337,0.951,1.084,1.522,4.240,5.689,2.378,1.154,1.188,1.543,
