365,2469.843,2616.720,2733.775,2575.507,2036.820,1934.150,1603.848,1413.883,1444.985,1462.071,1553.145,1644.463,1628.686,1501.847,1325.075,1164.549,1073.849,1017.164,1151.163,1241.592,922.785,710.440,582.175,430.948,294.093,524.291,5287.915,8393.198,2728.096,122.222,4.828,3.506,3.923,4.185,4.639,5.098,5.432,6.130,6.670,7.710,9.086,9.679,11.981,13.724,15.146,17.621,19.076,19.860,22.124,29.003,34.736,37.151,39.559,37.737,36.670,
370,3019.126,3207.948,3405.010,3232.418,2569.246,2406.104,1957.397,1707.653,1700.093,1702.211,1807.556,1916.255,1927.714,1812.847,1614.667,1427.119,1324.867,1239.098,1213.135,1359.556,1327.359,984.513,770.324,586.664,419.957,269.472,587.358,5471.443,7841.771,2932.606,119.624,5.191,4.501,5.003,5.250,6.137,6.365,7.111,7.770,8.853,9.918,11.499,13.016,15.828,17.250,20.282,23.078,24.011,26.560,35.768,42.984,47.092,49.238,47.616,46.147,
375,3408.963,3697.449,3992.178,3847.928,3080.620,2837.938,2300.694,1992.254,1968.000,1941.208,2042.760,2183.443,2218.387,2104.246,1912.072,1695.378,1575.138,1461.656,1402.748,1385.136,1505.100,1335.457,982.870,743.656,545.716,365.015,228.598,430.651,4466.038,7876.791,3212.327,135.770,6.242,5.884,6.302,6.724,7.455,8.176,8.977,10.017,11.289,12.588,14.813,17.731,19.503,22.865,26.530,27.663,31.149,41.378,50.135,54.573,58.321,56.178,55.469,
380,3721.311,4044.539,4358.364,4234.634,3400.738,3176.579,2582.935,2219.570,2143.427,2107.081,2209.835,2368.133,2432.517,2332.148,2136.194,1913.297,1765.551,1649.879,1565.546,1490.220,1468.123,1524.197,1244.427,884.492,651.032,452.833,294.053,183.125,399.390,4067.639,9673.866,3238.231,160.150,7.750,7.540,7.660,8.052,9.009,9.832,10.966,12.238,14.170,16.295,18.678,20.516,24.698,28.495,30.119,33.943,44.868,55.449,60.140,64.666,62.139,61.714,
385,3835.578,4211.007,4531.874,4381.567,3595.205,3407.153,2746.471,2343.924,2260.625,2192.633,2319.110,2470.906,2558.672,2479.765,2298.713,2072.073,1925.013,1777.782,1686.156,1601.780,1496.564,1460.166,1430.279,1072.122,749.649,526.948,359.145,230.430,141.022,380.695,4634.078,8677.386,3521.894,150.987,9.414,9.062,8.976,9.943,10.374,12.045,12.631,14.907,16.749,19.638,21.439,25.620,29.363,31.401,34.980,47.145,56.775,61.485,67.185,64.701,64.699,
390,3885.675,4215.710,4490.521,4379.540,3618.883,3483.472,2848.499,2420.923,2331.161,2236.063,2347.054,2500.303,2606.030,2554.976,2395.362,2180.782,2021.665,1867.219,1760.192,1668.092,1542.105,1417.676,1372.205,1240.517,877.141,596.506,415.513,279.996,175.685,110.833,276.966,4210.596,8336.625,3328.722,167.316,10.494,9.779,10.487,10.996,12.316,13.754,15.265,16.840,19.829,21.770,25.499,29.561,31.574,34.701,47.017,56.630,61.238,66.711,64.811,65.524,
395,3793.345,4090.134,4381.669,4287.282,3587.166,3482.902,2877.513,2455.233,2343.077,2246.618,2336.906,2489.846,2616.792,2595.712,2456.339,2242.366,2084.842,1918.280,1809.501,1703.591,1576.471,1436.271,1300.436,1235.026,1025.745,678.266,463.751,324.351,212.816,138.392,92.004,327.783,3788.478,8438.203,3557.386,142.737,11.168,11.077,11.737,12.886,14.210,15.585,16.811,20.237,21.966,25.443,29.255,30.455,34.069,45.422,55.036,60.613,65.152,63.803,65.381,
400,3783.949,4066.534,4260.797,4177.967,3558.083,3479.259,2901.583,2518.706,2374.201,2273.349,2347.553,2519.773,2642.273,2631.615,2529.116,2326.128,2176.067,2003.661,1877.592,1757.030,1623.567,1476.255,1312.884,1157.409,1079.114,825.827,537.063,376.929,259.997,178.263,123.043,86.113,254.432,4165.834,8856.172,2751.245,111.314,12.677,12.498,13.479,14.506,15.990,17.528,20.255,22.381,25.295,29.177,30.097,33.651,44.871,54.460,58.845,62.809,62.929,64.237,
405,3832.200,4034.522,4261.934,4176.796,3604.192,3601.521,3032.524,2592.551,2444.607,2319.824,2406.428,2576.065,2728.709,2744.351,2639.282,2456.941,2307.524,2118.700,1979.031,1854.825,1713.737,1555.560,1388.470,1192.157,1039.018,937.998,674.785,446.747,313.069,223.307,159.927,113.454,83.340,252.251,3837.176,6697.090,2065.235,124.800,14.317,14.533,15.514,16.633,18.149,20.905,22.455,25.766,29.649,30.591,33.563,44.568,53.533,58.220,62.961,62.241,64.255,
410,3877.363,4058.839,4222.292,4174.526,3639.899,3692.903,3171.127,2731.324,2556.946,2413.652,2479.266,2644.777,2813.121,2846.411,2753.195,2594.964,2438.174,2250.318,2097.099,1967.051,1817.797,1650.473,1475.838,1266.774,1060.483,925.413,802.819,554.933,370.944,269.791,199.702,145.027,106.911,76.325,262.502,3253.900,4784.658,2469.458,109.631,16.531,16.490,18.180,19.089,22.013,22.744,26.248,29.973,30.645,33.719,44.263,53.359,58.143,62.589,63.171,65.197,
415,3904.239,3994.925,4164.958,4126.563,3625.421,3755.748,3262.836,2818.305,2637.519,2460.242,2517.643,2704.932,2875.654,2903.391,2840.577,2698.995,2541.465,2347.176,2194.934,2061.494,1899.409,1719.816,1539.854,1330.776,1112.731,908.001,811.243,681.476,450.280,318.435,237.460,178.309,135.432,95.834,68.753,210.588,2192.920,6030.595,1972.022,114.137,18.170,19.131,20.051,22.333,23.621,26.825,29.622,30.989,33.629,44.666,53.103,56.780,61.472,61.747,64.405,
420,3780.461,3875.131,4022.973,3965.320,3551.182,3753.513,3276.635,2854.691,2650.478,2465.894,2526.781,2690.654,2865.337,2915.633,2862.646,2715.296,2598.654,2397.117,2246.687,2107.657,1944.375,1758.859,1575.645,1366.913,1145.204,927.629,774.270,709.783,558.235,373.320,272.013,209.711,159.985,116.946,82.828,62.470,174.570,2287.974,4207.632,2224.686,106.301,20.521,20.744,22.257,23.644,26.969,29.356,30.426,32.618,42.580,50.444,55.157,59.716,59.559,63.288,
425,3697.213,3731.632,3846.724,3830.417,3421.852,3677.075,3268.837,2851.297,2654.585,2454.663,2490.126,2629.619,2813.259,2860.008,2825.037,2707.023,2584.006,2401.836,2266.520,2126.190,1967.173,1776.378,1592.942,1382.848,1167.057,948.758,776.266,668.503,616.075,460.745,315.514,237.818,184.949,138.832,101.896,75.294,58.830,162.914,1966.645,5335.073,1598.327,123.400,21.238,22.581,22.985,26.110,29.233,29.344,31.488,40.988,48.732,52.217,57.548,57.762,61.821,
430,3579.502,3553.688,3627.536,3618.189,3321.182,3584.526,3247.834,2823.287,2632.632,2432.432,2453.545,2573.507,2732.719,2786.979,2769.702,2677.964,2562.829,2397.936,2255.543,2124.334,1966.817,1787.337,1604.782,1395.697,1182.241,972.091,803.089,663.350,593.314,534.752,388.752,272.024,209.995,159.488,121.578,92.666,71.872,60.338,128.107,2111.279,3828.840,2555.992,105.195,23.351,23.317,25.420,27.730,28.028,30.243,38.551,45.866,49.763,53.213,54.426,58.495,
435,3426.015,3370.517,3477.733,3435.667,3172.725,3497.750,3197.065,2779.345,2597.138,2400.162,2404.756,2506.436,2656.746,2713.413,2698.827,2611.071,2527.639,2368.598,2237.575,2107.529,1957.676,1777.393,1600.139,1399.816,1192.465,988.937,821.899,683.709,573.218,531.320,466.008,326.478,236.641,181.132,139.524,112.024,88.838,74.251,64.009,136.594,1575.566,4733.484,1600.599,123.021,23.606,25.065,26.996,26.911,29.149,37.165,43.985,46.400,51.143,52.508,56.777,
440,3260.429,3234.618,3298.825,3265.623,3035.800,3403.854,3134.886,2740.180,2559.132,2348.116,2350.857,2424.635,2565.585,2609.624,2611.072,2536.576,2455.291,2307.540,2187.861,2067.487,1925.307,1755.602,1585.104,1387.062,1188.368,998.146,838.373,708.746,589.022,507.138,479.160,398.325,277.311,201.826,157.798,128.422,107.504,91.962,78.816,68.485,133.030,1747.205,3430.556,1859.332,102.064,25.258,26.302,26.568,27.037,35.571,41.330,44.701,48.748,49.915,53.208,
445,3153.729,3016.210,3065.542,3077.711,2883.366,3284.124,3039.361,2672.396,2486.667,2268.445,2256.379,2335.126,2461.034,2507.491,2501.200,2437.594,2371.034,2221.143,2113.198,2003.487,1870.154,1702.905,1538.483,1354.717,1169.840,988.669,839.537,715.074,604.711,511.228,450.972,428.984,339.197,230.880,176.025,146.080,124.670,111.978,98.005,83.588,68.595,119.898,1480.038,3490.292,1503.912,99.076,26.137,24.884,26.155,33.398,38.814,41.761,45.294,46.891,50.816,
450,3388.411,2830.610,2871.209,2862.955,2710.289,3125.932,2910.300,2572.854,2390.500,2192.418,2158.108,2224.030,2337.614,2384.044,2382.741,2316.159,2252.752,2127.610,2019.691,1914.510,1787.010,1638.642,1482.799,1305.281,1131.243,962.369,827.611,714.108,611.338,519.685,442.118,401.666,379.523,275.973,197.946,161.756,140.493,129.482,118.254,100.562,81.981,66.017,106.325,1472.022,3185.217,1588.263,78.742,25.100,25.373,31.791,36.575,39.261,42.699,43.434,48.838,
455,4248.399,2685.670,2687.976,2683.223,2552.246,2948.788,2773.085,2456.434,2281.824,2092.094,2057.220,2114.730,2203.375,2233.686,2246.566,2179.054,2122.962,2004.299,1899.523,1807.521,1693.476,1546.871,1405.303,1245.151,1082.718,928.093,805.839,698.162,603.004,520.525,444.021,380.002,359.033,320.692,230.676,178.377,154.499,144.643,133.108,117.955,95.801,75.375,60.436,125.071,1339.311,3013.778,1042.763,69.019,24.113,29.840,34.286,36.722,39.964,40.976,44.683,
460,5273.295,2832.756,2449.544,2466.461,2366.983,2765.430,2613.281,2318.114,2169.893,1974.975,1935.502,1980.889,2056.973,2097.369,2077.291,2030.814,1965.218,1860.691,1770.269,1685.045,1578.747,1447.889,1311.073,1164.826,1019.255,881.589,765.484,671.599,588.649,510.901,441.500,376.977,328.669,314.679,270.070,201.547,167.914,156.699,147.741,133.463,111.735,87.472,68.794,55.917,89.661,1029.914,2452.795,1039.400,72.168,28.341,32.498,33.707,36.694,37.428,41.494,
465,4877.037,3635.957,2329.224,2259.236,2169.595,2557.798,2437.885,2184.053,2030.523,1857.309,1805.245,1841.335,1903.765,1928.507,1915.344,1862.611,1809.309,1717.523,1620.433,1549.738,1447.770,1336.160,1216.664,1081.611,950.719,823.129,723.958,637.306,564.809,496.518,434.698,373.439,320.182,281.328,277.906,232.928,183.971,167.961,156.986,142.286,121.397,98.411,76.546,61.498,50.616,80.383,935.183,2451.285,1086.729,86.279,30.328,31.342,33.697,34.990,38.632,
470,3291.979,4560.396,2612.189,2057.809,2007.215,2358.902,2299.490,2054.205,1903.081,1730.432,1686.695,1705.733,1767.839,1779.433,1770.157,1710.294,1664.123,1570.563,1497.165,1419.592,1330.857,1227.297,1118.748,1000.320,879.828,768.521,681.697,606.461,536.543,478.806,420.554,365.184,312.715,265.289,252.337,249.444,206.529,176.546,164.022,149.042,128.571,107.505,84.288,68.422,55.331,48.402,77.554,1211.570,2103.049,976.367,76.336,30.347,31.267,32.575,36.203,
475,2133.286,4329.353,3565.027,1926.089,1821.672,2163.435,2101.695,1900.319,1768.682,1609.389,1568.695,1578.378,1625.293,1628.236,1603.893,1549.815,1512.168,1424.933,1355.993,1286.505,1213.482,1120.194,1021.362,913.465,811.634,715.318,634.641,569.899,511.777,457.488,404.640,354.445,307.743,259.270,230.060,231.608,226.434,192.679,171.519,154.981,133.470,112.547,93.623,75.476,61.079,52.508,45.528,96.451,772.589,2207.354,885.222,62.257,29.812,30.105,32.813,
480,1772.038,2946.758,4212.573,2219.827,1669.500,1994.649,1950.902,1744.722,1637.700,1487.501,1445.547,1452.778,1489.842,1490.943,1460.150,1413.465,1367.290,1284.416,1227.757,1167.501,1099.696,1015.518,928.267,837.821,743.098,660.093,587.889,533.427,481.728,434.398,387.621,341.474,297.095,252.294,220.317,208.254,219.493,212.408,180.869,157.677,137.918,115.055,97.803,82.498,66.415,56.847,48.560,40.973,64.345,804.323,1927.363,753.218,64.783,28.173,30.275,
485,1623.707,1745.648,3682.332,3112.717,1558.033,1814.584,1790.721,1624.491,1510.225,1377.320,1341.691,1335.640,1369.031,1348.256,1325.787,1276.225,1233.608,1168.270,1096.958,1055.550,993.536,922.349,844.684,763.822,681.689,607.987,549.555,496.355,451.044,409.218,370.941,327.671,284.901,243.528,215.063,195.606,196.196,213.986,194.574,163.338,139.132,117.712,99.497,86.391,73.213,61.263,51.807,44.438,38.226,65.302,938.770,1605.417,714.760,69.492,28.767,
490,1556.780,1389.316,2306.729,3966.222,1902.383,1653.120,1652.397,1495.152,1401.137,1274.413,1233.636,1228.498,1248.604,1229.865,1207.407,1157.434,1117.051,1043.310,990.680,942.547,892.832,830.640,761.598,692.407,621.831,555.601,506.200,460.270,420.742,383.563,349.946,309.911,273.132,233.859,206.649,188.142,179.649,191.310,201.720,172.698,141.526,119.806,100.587,87.064,76.294,66.773,56.003,46.413,40.770,38.341,81.775,693.698,1613.828,960.842,57.781,
495,1476.548,1278.749,1392.758,3507.013,2923.682,1586.270,1496.112,1369.927,1292.941,1171.672,1127.561,1121.482,1130.334,1119.093,1086.748,1033.944,995.689,932.706,887.176,845.774,798.041,745.910,685.034,622.407,563.792,508.670,463.206,425.887,388.655,356.184,326.227,292.399,256.425,221.982,197.024,179.146,171.540,172.822,185.622,182.380,148.690,120.574,102.123,88.385,76.593,69.343,61.242,50.410,43.191,40.638,37.080,64.930,682.460,2164.947,770.263,
500,1455.573,1177.719,1160.776,2239.573,3710.598,2002.045,1370.698,1267.724,1191.564,1083.905,1041.134,1025.324,1030.211,1013.541,978.806,934.514,897.337,843.021,797.681,759.309,717.647,668.207,615.993,566.713,511.036,463.104,426.643,389.064,358.016,331.958,304.499,275.098,242.854,209.720,187.742,172.557,164.948,162.728,165.122,173.828,158.385,123.931,102.537,89.236,77.394,69.791,64.382,55.380,46.337,42.695,39.240,35.847,62.487,947.416,1642.475,
505,1282.791,1143.194,1033.895,1216.815,3212.024,3231.786,1312.755,1151.569,1092.791,985.795,951.126,936.788,937.270,917.286,885.265,846.336,803.992,748.001,709.415,676.141,641.296,602.882,555.754,509.311,463.607,425.212,387.748,356.563,330.721,306.200,281.850,257.084,226.113,197.539,176.760,162.797,156.205,154.826,152.021,154.022,156.126,130.914,104.254,89.040,78.976,70.489,64.484,58.759,50.568,45.433,41.485,37.837,35.292,71.614,701.078,
